Mes y año	Mes (código)	Sexo	Número de contratos	Temporalidad	Bonificado o no	Mes nombre	Año	CCAA nombre
Diciembre 2011	201112	Mujeres	800	Indefinido	No bonificados	Diciembre	2011	Aragón
Diciembre 2011	201112	Hombres	113	Temporal	Bonificados	Diciembre	2011	Aragón
Diciembre 2011	201112	Mujeres	235	Temporal	Bonificados	Diciembre	2011	Aragón
Diciembre 2011	201112	Hombres	11799	Temporal	No bonificados	Diciembre	2011	Aragón
Diciembre 2011	201112	Mujeres	11094	Temporal	No bonificados	Diciembre	2011	Aragón
Noviembre 2011	201111	Hombres	55	Indefinido	Bonificados	Noviembre	2011	Aragón
Noviembre 2011	201111	Mujeres	43	Indefinido	Bonificados	Noviembre	2011	Aragón
Noviembre 2011	201111	Hombres	1082	Indefinido	No bonificados	Noviembre	2011	Aragón
Noviembre 2011	201111	Mujeres	945	Indefinido	No bonificados	Noviembre	2011	Aragón
Noviembre 2011	201111	Hombres	136	Temporal	Bonificados	Noviembre	2011	Aragón
Noviembre 2011	201111	Mujeres	245	Temporal	Bonificados	Noviembre	2011	Aragón
Noviembre 2011	201111	Hombres	14336	Temporal	No bonificados	Noviembre	2011	Aragón
Noviembre 2011	201111	Mujeres	12335	Temporal	No bonificados	Noviembre	2011	Aragón
Octubre 2011	201110	Hombres	53	Indefinido	Bonificados	Octubre	2011	Aragón
Octubre 2011	201110	Mujeres	49	Indefinido	Bonificados	Octubre	2011	Aragón
Octubre 2011	201110	Hombres	1237	Indefinido	No bonificados	Octubre	2011	Aragón
Octubre 2011	201110	Mujeres	1091	Indefinido	No bonificados	Octubre	2011	Aragón
Octubre 2011	201110	Hombres	156	Temporal	Bonificados	Octubre	2011	Aragón
Octubre 2011	201110	Mujeres	294	Temporal	Bonificados	Octubre	2011	Aragón
Octubre 2011	201110	Hombres	15951	Temporal	No bonificados	Octubre	2011	Aragón
Octubre 2011	201110	Mujeres	14956	Temporal	No bonificados	Octubre	2011	Aragón
Septiembre 2011	201109	Hombres	65	Indefinido	Bonificados	Septiembre	2011	Aragón
Septiembre 2011	201109	Mujeres	68	Indefinido	Bonificados	Septiembre	2011	Aragón
Septiembre 2011	201109	Hombres	1282	Indefinido	No bonificados	Septiembre	2011	Aragón
Septiembre 2011	201109	Mujeres	1259	Indefinido	No bonificados	Septiembre	2011	Aragón
Septiembre 2011	201109	Hombres	172	Temporal	Bonificados	Septiembre	2011	Aragón
Septiembre 2011	201109	Mujeres	342	Temporal	Bonificados	Septiembre	2011	Aragón
Septiembre 2011	201109	Hombres	19900	Temporal	No bonificados	Septiembre	2011	Aragón
Septiembre 2011	201109	Mujeres	16164	Temporal	No bonificados	Septiembre	2011	Aragón
Agosto 2011	201108	Hombres	46	Indefinido	Bonificados	Agosto	2011	Aragón
Agosto 2011	201108	Mujeres	32	Indefinido	Bonificados	Agosto	2011	Aragón
Agosto 2011	201108	Hombres	990	Indefinido	No bonificados	Agosto	2011	Aragón
Agosto 2011	201108	Mujeres	704	Indefinido	No bonificados	Agosto	2011	Aragón
Agosto 2011	201108	Hombres	130	Temporal	Bonificados	Agosto	2011	Aragón
Agosto 2011	201108	Mujeres	251	Temporal	Bonificados	Agosto	2011	Aragón
Agosto 2011	201108	Hombres	18626	Temporal	No bonificados	Agosto	2011	Aragón
Agosto 2011	201108	Mujeres	12682	Temporal	No bonificados	Agosto	2011	Aragón
Julio 2011	201107	Hombres	84	Indefinido	Bonificados	Julio	2011	Aragón
Julio 2011	201107	Mujeres	33	Indefinido	Bonificados	Julio	2011	Aragón
Julio 2011	201107	Hombres	1250	Indefinido	No bonificados	Julio	2011	Aragón
Julio 2011	201107	Mujeres	951	Indefinido	No bonificados	Julio	2011	Aragón
Julio 2011	201107	Hombres	184	Temporal	Bonificados	Julio	2011	Aragón
Julio 2011	201107	Mujeres	280	Temporal	Bonificados	Julio	2011	Aragón
Julio 2011	201107	Hombres	19723	Temporal	No bonificados	Julio	2011	Aragón
Julio 2011	201107	Mujeres	16329	Temporal	No bonificados	Julio	2011	Aragón
Junio 2011	201106	Hombres	76	Indefinido	Bonificados	Junio	2011	Aragón
Junio 2011	201106	Mujeres	50	Indefinido	Bonificados	Junio	2011	Aragón
Junio 2011	201106	Hombres	1531	Indefinido	No bonificados	Junio	2011	Aragón
Junio 2011	201106	Mujeres	1242	Indefinido	No bonificados	Junio	2011	Aragón
Junio 2011	201106	Hombres	156	Temporal	Bonificados	Junio	2011	Aragón
Junio 2011	201106	Mujeres	300	Temporal	Bonificados	Junio	2011	Aragón
Junio 2011	201106	Hombres	21637	Temporal	No bonificados	Junio	2011	Aragón
Junio 2011	201106	Mujeres	17275	Temporal	No bonificados	Junio	2011	Aragón
Mayo 2011	201105	Hombres	78	Indefinido	Bonificados	Mayo	2011	Aragón
Mayo 2011	201105	Mujeres	64	Indefinido	Bonificados	Mayo	2011	Aragón
Mayo 2011	201105	Hombres	1642	Indefinido	No bonificados	Mayo	2011	Aragón
Mayo 2011	201105	Mujeres	1377	Indefinido	No bonificados	Mayo	2011	Aragón
Mayo 2011	201105	Hombres	162	Temporal	Bonificados	Mayo	2011	Aragón
Mayo 2011	201105	Mujeres	303	Temporal	Bonificados	Mayo	2011	Aragón
Mayo 2011	201105	Hombres	22162	Temporal	No bonificados	Mayo	2011	Aragón
Mayo 2011	201105	Mujeres	16546	Temporal	No bonificados	Mayo	2011	Aragón
Abril 2011	201104	Hombres	58	Indefinido	Bonificados	Abril	2011	Aragón
Abril 2011	201104	Mujeres	50	Indefinido	Bonificados	Abril	2011	Aragón
Abril 2011	201104	Hombres	1440	Indefinido	No bonificados	Abril	2011	Aragón
Abril 2011	201104	Mujeres	1335	Indefinido	No bonificados	Abril	2011	Aragón
Abril 2011	201104	Hombres	140	Temporal	Bonificados	Abril	2011	Aragón
Abril 2011	201104	Mujeres	307	Temporal	Bonificados	Abril	2011	Aragón
Abril 2011	201104	Hombres	13972	Temporal	No bonificados	Abril	2011	Aragón
Abril 2011	201104	Mujeres	11551	Temporal	No bonificados	Abril	2011	Aragón
Marzo 2011	201103	Hombres	102	Indefinido	Bonificados	Marzo	2011	Aragón
Marzo 2011	201103	Mujeres	61	Indefinido	Bonificados	Marzo	2011	Aragón
Marzo 2011	201103	Hombres	1855	Indefinido	No bonificados	Marzo	2011	Aragón
Marzo 2011	201103	Mujeres	1492	Indefinido	No bonificados	Marzo	2011	Aragón
Marzo 2011	201103	Hombres	158	Temporal	Bonificados	Marzo	2011	Aragón
Marzo 2011	201103	Mujeres	331	Temporal	Bonificados	Marzo	2011	Aragón
Marzo 2011	201103	Hombres	13544	Temporal	No bonificados	Marzo	2011	Aragón
Marzo 2011	201103	Mujeres	11282	Temporal	No bonificados	Marzo	2011	Aragón
Febrero 2011	201102	Hombres	63	Indefinido	Bonificados	Febrero	2011	Aragón
Febrero 2011	201102	Mujeres	43	Indefinido	Bonificados	Febrero	2011	Aragón
Febrero 2011	201102	Hombres	1363	Indefinido	No bonificados	Febrero	2011	Aragón
Febrero 2011	201102	Mujeres	1134	Indefinido	No bonificados	Febrero	2011	Aragón
Febrero 2011	201102	Hombres	153	Temporal	Bonificados	Febrero	2011	Aragón
Febrero 2011	201102	Mujeres	291	Temporal	Bonificados	Febrero	2011	Aragón
Febrero 2011	201102	Hombres	11586	Temporal	No bonificados	Febrero	2011	Aragón
Febrero 2011	201102	Mujeres	9826	Temporal	No bonificados	Febrero	2011	Aragón
Enero 2011	201101	Hombres	66	Indefinido	Bonificados	Enero	2011	Aragón
Enero 2011	201101	Mujeres	44	Indefinido	Bonificados	Enero	2011	Aragón
Enero 2011	201101	Hombres	1840	Indefinido	No bonificados	Enero	2011	Aragón
Enero 2011	201101	Mujeres	1419	Indefinido	No bonificados	Enero	2011	Aragón
Enero 2011	201101	Hombres	122	Temporal	Bonificados	Enero	2011	Aragón
Enero 2011	201101	Mujeres	246	Temporal	Bonificados	Enero	2011	Aragón
Enero 2011	201101	Hombres	12793	Temporal	No bonificados	Enero	2011	Aragón
Enero 2011	201101	Mujeres	10428	Temporal	No bonificados	Enero	2011	Aragón
Diciembre 2010	201012	Hombres	80	Indefinido	Bonificados	Diciembre	2010	Aragón
Diciembre 2010	201012	Mujeres	51	Indefinido	Bonificados	Diciembre	2010	Aragón
Diciembre 2010	201012	Hombres	1408	Indefinido	No bonificados	Diciembre	2010	Aragón
Diciembre 2010	201012	Mujeres	1212	Indefinido	No bonificados	Diciembre	2010	Aragón
Diciembre 2010	201012	Hombres	142	Temporal	Bonificados	Diciembre	2010	Aragón
Diciembre 2010	201012	Mujeres	238	Temporal	Bonificados	Diciembre	2010	Aragón
Diciembre 2010	201012	Hombres	11930	Temporal	No bonificados	Diciembre	2010	Aragón
Diciembre 2010	201012	Mujeres	11858	Temporal	No bonificados	Diciembre	2010	Aragón
Noviembre 2010	201011	Hombres	70	Indefinido	Bonificados	Noviembre	2010	Aragón
Noviembre 2010	201011	Mujeres	44	Indefinido	Bonificados	Noviembre	2010	Aragón
Noviembre 2010	201011	Hombres	1314	Indefinido	No bonificados	Noviembre	2010	Aragón
Noviembre 2010	201011	Mujeres	1252	Indefinido	No bonificados	Noviembre	2010	Aragón
Noviembre 2010	201011	Hombres	153	Temporal	Bonificados	Noviembre	2010	Aragón
Noviembre 2010	201011	Mujeres	282	Temporal	Bonificados	Noviembre	2010	Aragón
Noviembre 2010	201011	Hombres	15734	Temporal	No bonificados	Noviembre	2010	Aragón
Noviembre 2010	201011	Mujeres	13029	Temporal	No bonificados	Noviembre	2010	Aragón
Octubre 2010	201010	Hombres	68	Indefinido	Bonificados	Octubre	2010	Aragón
Octubre 2010	201010	Mujeres	52	Indefinido	Bonificados	Octubre	2010	Aragón
Octubre 2010	201010	Hombres	1464	Indefinido	No bonificados	Octubre	2010	Aragón
Octubre 2010	201010	Mujeres	1447	Indefinido	No bonificados	Octubre	2010	Aragón
Octubre 2010	201010	Hombres	157	Temporal	Bonificados	Octubre	2010	Aragón
Octubre 2010	201010	Mujeres	304	Temporal	Bonificados	Octubre	2010	Aragón
Octubre 2010	201010	Hombres	17168	Temporal	No bonificados	Octubre	2010	Aragón
Octubre 2010	201010	Mujeres	14619	Temporal	No bonificados	Octubre	2010	Aragón
Septiembre 2010	201009	Hombres	80	Indefinido	Bonificados	Septiembre	2010	Aragón
Septiembre 2010	201009	Mujeres	70	Indefinido	Bonificados	Septiembre	2010	Aragón
Septiembre 2010	201009	Hombres	1490	Indefinido	No bonificados	Septiembre	2010	Aragón
Septiembre 2010	201009	Mujeres	1670	Indefinido	No bonificados	Septiembre	2010	Aragón
Septiembre 2010	201009	Hombres	155	Temporal	Bonificados	Septiembre	2010	Aragón
Septiembre 2010	201009	Mujeres	287	Temporal	Bonificados	Septiembre	2010	Aragón
Septiembre 2010	201009	Hombres	20943	Temporal	No bonificados	Septiembre	2010	Aragón
Septiembre 2010	201009	Mujeres	16733	Temporal	No bonificados	Septiembre	2010	Aragón
Agosto 2010	201008	Hombres	53	Indefinido	Bonificados	Agosto	2010	Aragón
Agosto 2010	201008	Mujeres	26	Indefinido	Bonificados	Agosto	2010	Aragón
Agosto 2010	201008	Hombres	941	Indefinido	No bonificados	Agosto	2010	Aragón
Agosto 2010	201008	Mujeres	818	Indefinido	No bonificados	Agosto	2010	Aragón
Agosto 2010	201008	Hombres	121	Temporal	Bonificados	Agosto	2010	Aragón
Agosto 2010	201008	Mujeres	225	Temporal	Bonificados	Agosto	2010	Aragón
Agosto 2010	201008	Hombres	16556	Temporal	No bonificados	Agosto	2010	Aragón
Agosto 2010	201008	Mujeres	12188	Temporal	No bonificados	Agosto	2010	Aragón
Julio 2010	201007	Hombres	86	Indefinido	Bonificados	Julio	2010	Aragón
Julio 2010	201007	Mujeres	61	Indefinido	Bonificados	Julio	2010	Aragón
Julio 2010	201007	Hombres	1332	Indefinido	No bonificados	Julio	2010	Aragón
Julio 2010	201007	Mujeres	1166	Indefinido	No bonificados	Julio	2010	Aragón
Julio 2010	201007	Hombres	182	Temporal	Bonificados	Julio	2010	Aragón
Julio 2010	201007	Mujeres	272	Temporal	Bonificados	Julio	2010	Aragón
Julio 2010	201007	Hombres	21064	Temporal	No bonificados	Julio	2010	Aragón
Julio 2010	201007	Mujeres	16658	Temporal	No bonificados	Julio	2010	Aragón
Junio 2010	201006	Hombres	251	Indefinido	Bonificados	Junio	2010	Aragón
Junio 2010	201006	Mujeres	337	Indefinido	Bonificados	Junio	2010	Aragón
Junio 2010	201006	Hombres	1170	Indefinido	No bonificados	Junio	2010	Aragón
Junio 2010	201006	Mujeres	1016	Indefinido	No bonificados	Junio	2010	Aragón
Junio 2010	201006	Hombres	144	Temporal	Bonificados	Junio	2010	Aragón
Junio 2010	201006	Mujeres	277	Temporal	Bonificados	Junio	2010	Aragón
Junio 2010	201006	Hombres	20428	Temporal	No bonificados	Junio	2010	Aragón
Junio 2010	201006	Mujeres	16761	Temporal	No bonificados	Junio	2010	Aragón
Mayo 2010	201005	Hombres	277	Indefinido	Bonificados	Mayo	2010	Aragón
Mayo 2010	201005	Mujeres	351	Indefinido	Bonificados	Mayo	2010	Aragón
Mayo 2010	201005	Hombres	1397	Indefinido	No bonificados	Mayo	2010	Aragón
Mayo 2010	201005	Mujeres	1215	Indefinido	No bonificados	Mayo	2010	Aragón
Mayo 2010	201005	Hombres	121	Temporal	Bonificados	Mayo	2010	Aragón
Mayo 2010	201005	Mujeres	263	Temporal	Bonificados	Mayo	2010	Aragón
Mayo 2010	201005	Hombres	18841	Temporal	No bonificados	Mayo	2010	Aragón
Mayo 2010	201005	Mujeres	14212	Temporal	No bonificados	Mayo	2010	Aragón
Abril 2010	201004	Hombres	278	Indefinido	Bonificados	Abril	2010	Aragón
Abril 2010	201004	Mujeres	318	Indefinido	Bonificados	Abril	2010	Aragón
Abril 2010	201004	Hombres	1226	Indefinido	No bonificados	Abril	2010	Aragón
Abril 2010	201004	Mujeres	1077	Indefinido	No bonificados	Abril	2010	Aragón
Abril 2010	201004	Hombres	139	Temporal	Bonificados	Abril	2010	Aragón
Abril 2010	201004	Mujeres	242	Temporal	Bonificados	Abril	2010	Aragón
Abril 2010	201004	Hombres	12340	Temporal	No bonificados	Abril	2010	Aragón
Abril 2010	201004	Mujeres	10436	Temporal	No bonificados	Abril	2010	Aragón
Marzo 2010	201003	Hombres	299	Indefinido	Bonificados	Marzo	2010	Aragón
Marzo 2010	201003	Mujeres	434	Indefinido	Bonificados	Marzo	2010	Aragón
Marzo 2010	201003	Hombres	1446	Indefinido	No bonificados	Marzo	2010	Aragón
Marzo 2010	201003	Mujeres	1190	Indefinido	No bonificados	Marzo	2010	Aragón
Marzo 2010	201003	Hombres	142	Temporal	Bonificados	Marzo	2010	Aragón
Marzo 2010	201003	Mujeres	288	Temporal	Bonificados	Marzo	2010	Aragón
Marzo 2010	201003	Hombres	13216	Temporal	No bonificados	Marzo	2010	Aragón
Marzo 2010	201003	Mujeres	11268	Temporal	No bonificados	Marzo	2010	Aragón
Febrero 2010	201002	Hombres	260	Indefinido	Bonificados	Febrero	2010	Aragón
Febrero 2010	201002	Mujeres	321	Indefinido	Bonificados	Febrero	2010	Aragón
Febrero 2010	201002	Hombres	1136	Indefinido	No bonificados	Febrero	2010	Aragón
Febrero 2010	201002	Mujeres	974	Indefinido	No bonificados	Febrero	2010	Aragón
Febrero 2010	201002	Hombres	100	Temporal	Bonificados	Febrero	2010	Aragón
Febrero 2010	201002	Mujeres	216	Temporal	Bonificados	Febrero	2010	Aragón
Febrero 2010	201002	Hombres	11689	Temporal	No bonificados	Febrero	2010	Aragón
Febrero 2010	201002	Mujeres	9701	Temporal	No bonificados	Febrero	2010	Aragón
Enero 2010	201001	Hombres	202	Indefinido	Bonificados	Enero	2010	Aragón
Enero 2010	201001	Mujeres	314	Indefinido	Bonificados	Enero	2010	Aragón
Enero 2010	201001	Hombres	1266	Indefinido	No bonificados	Enero	2010	Aragón
Enero 2010	201001	Mujeres	964	Indefinido	No bonificados	Enero	2010	Aragón
Enero 2010	201001	Hombres	96	Temporal	Bonificados	Enero	2010	Aragón
Enero 2010	201001	Mujeres	214	Temporal	Bonificados	Enero	2010	Aragón
Enero 2010	201001	Hombres	11536	Temporal	No bonificados	Enero	2010	Aragón
Enero 2010	201001	Mujeres	10123	Temporal	No bonificados	Enero	2010	Aragón
Diciembre 2009	200912	Hombres	211	Indefinido	Bonificados	Diciembre	2009	Aragón
Diciembre 2009	200912	Mujeres	316	Indefinido	Bonificados	Diciembre	2009	Aragón
Diciembre 2009	200912	Hombres	1028	Indefinido	No bonificados	Diciembre	2009	Aragón
Diciembre 2009	200912	Mujeres	886	Indefinido	No bonificados	Diciembre	2009	Aragón
Diciembre 2009	200912	Hombres	74	Temporal	Bonificados	Diciembre	2009	Aragón
Diciembre 2009	200912	Mujeres	213	Temporal	Bonificados	Diciembre	2009	Aragón
Diciembre 2009	200912	Hombres	11783	Temporal	No bonificados	Diciembre	2009	Aragón
Diciembre 2009	200912	Mujeres	11468	Temporal	No bonificados	Diciembre	2009	Aragón
Noviembre 2009	200911	Hombres	271	Indefinido	Bonificados	Noviembre	2009	Aragón
Noviembre 2009	200911	Mujeres	360	Indefinido	Bonificados	Noviembre	2009	Aragón
Noviembre 2009	200911	Hombres	1210	Indefinido	No bonificados	Noviembre	2009	Aragón
Noviembre 2009	200911	Mujeres	995	Indefinido	No bonificados	Noviembre	2009	Aragón
Noviembre 2009	200911	Hombres	89	Temporal	Bonificados	Noviembre	2009	Aragón
Noviembre 2009	200911	Mujeres	249	Temporal	Bonificados	Noviembre	2009	Aragón
Noviembre 2009	200911	Hombres	14317	Temporal	No bonificados	Noviembre	2009	Aragón
Noviembre 2009	200911	Mujeres	12506	Temporal	No bonificados	Noviembre	2009	Aragón
Octubre 2009	200910	Hombres	280	Indefinido	Bonificados	Octubre	2009	Aragón
Octubre 2009	200910	Mujeres	338	Indefinido	Bonificados	Octubre	2009	Aragón
Octubre 2009	200910	Hombres	1432	Indefinido	No bonificados	Octubre	2009	Aragón
Octubre 2009	200910	Mujeres	1459	Indefinido	No bonificados	Octubre	2009	Aragón
Octubre 2009	200910	Hombres	119	Temporal	Bonificados	Octubre	2009	Aragón
Octubre 2009	200910	Mujeres	235	Temporal	Bonificados	Octubre	2009	Aragón
Octubre 2009	200910	Hombres	17239	Temporal	No bonificados	Octubre	2009	Aragón
Octubre 2009	200910	Mujeres	15475	Temporal	No bonificados	Octubre	2009	Aragón
Septiembre 2009	200909	Hombres	310	Indefinido	Bonificados	Septiembre	2009	Aragón
Septiembre 2009	200909	Mujeres	460	Indefinido	Bonificados	Septiembre	2009	Aragón
Septiembre 2009	200909	Hombres	1339	Indefinido	No bonificados	Septiembre	2009	Aragón
Septiembre 2009	200909	Mujeres	1526	Indefinido	No bonificados	Septiembre	2009	Aragón
Septiembre 2009	200909	Hombres	121	Temporal	Bonificados	Septiembre	2009	Aragón
Septiembre 2009	200909	Mujeres	273	Temporal	Bonificados	Septiembre	2009	Aragón
Septiembre 2009	200909	Hombres	19471	Temporal	No bonificados	Septiembre	2009	Aragón
Septiembre 2009	200909	Mujeres	16133	Temporal	No bonificados	Septiembre	2009	Aragón
Agosto 2009	200908	Hombres	159	Indefinido	Bonificados	Agosto	2009	Aragón
Agosto 2009	200908	Mujeres	192	Indefinido	Bonificados	Agosto	2009	Aragón
Agosto 2009	200908	Hombres	888	Indefinido	No bonificados	Agosto	2009	Aragón
Agosto 2009	200908	Mujeres	742	Indefinido	No bonificados	Agosto	2009	Aragón
Agosto 2009	200908	Hombres	67	Temporal	Bonificados	Agosto	2009	Aragón
Agosto 2009	200908	Mujeres	191	Temporal	Bonificados	Agosto	2009	Aragón
Agosto 2009	200908	Hombres	14480	Temporal	No bonificados	Agosto	2009	Aragón
Agosto 2009	200908	Mujeres	10877	Temporal	No bonificados	Agosto	2009	Aragón
Julio 2009	200907	Hombres	314	Indefinido	Bonificados	Julio	2009	Aragón
Julio 2009	200907	Mujeres	357	Indefinido	Bonificados	Julio	2009	Aragón
Julio 2009	200907	Hombres	1295	Indefinido	No bonificados	Julio	2009	Aragón
Julio 2009	200907	Mujeres	1084	Indefinido	No bonificados	Julio	2009	Aragón
Julio 2009	200907	Hombres	104	Temporal	Bonificados	Julio	2009	Aragón
Julio 2009	200907	Mujeres	243	Temporal	Bonificados	Julio	2009	Aragón
Julio 2009	200907	Hombres	19143	Temporal	No bonificados	Julio	2009	Aragón
Julio 2009	200907	Mujeres	16188	Temporal	No bonificados	Julio	2009	Aragón
Junio 2009	200906	Hombres	320	Indefinido	Bonificados	Junio	2009	Aragón
Junio 2009	200906	Mujeres	345	Indefinido	Bonificados	Junio	2009	Aragón
Junio 2009	200906	Hombres	1453	Indefinido	No bonificados	Junio	2009	Aragón
Junio 2009	200906	Mujeres	1197	Indefinido	No bonificados	Junio	2009	Aragón
Junio 2009	200906	Hombres	89	Temporal	Bonificados	Junio	2009	Aragón
Junio 2009	200906	Mujeres	271	Temporal	Bonificados	Junio	2009	Aragón
Junio 2009	200906	Hombres	19854	Temporal	No bonificados	Junio	2009	Aragón
Junio 2009	200906	Mujeres	16131	Temporal	No bonificados	Junio	2009	Aragón
Mayo 2009	200905	Hombres	275	Indefinido	Bonificados	Mayo	2009	Aragón
Mayo 2009	200905	Mujeres	330	Indefinido	Bonificados	Mayo	2009	Aragón
Mayo 2009	200905	Hombres	1538	Indefinido	No bonificados	Mayo	2009	Aragón
Mayo 2009	200905	Mujeres	1101	Indefinido	No bonificados	Mayo	2009	Aragón
Mayo 2009	200905	Hombres	91	Temporal	Bonificados	Mayo	2009	Aragón
Mayo 2009	200905	Mujeres	251	Temporal	Bonificados	Mayo	2009	Aragón
Mayo 2009	200905	Hombres	17281	Temporal	No bonificados	Mayo	2009	Aragón
Mayo 2009	200905	Mujeres	12580	Temporal	No bonificados	Mayo	2009	Aragón
Abril 2009	200904	Hombres	266	Indefinido	Bonificados	Abril	2009	Aragón
Abril 2009	200904	Mujeres	278	Indefinido	Bonificados	Abril	2009	Aragón
Abril 2009	200904	Hombres	1297	Indefinido	No bonificados	Abril	2009	Aragón
Abril 2009	200904	Mujeres	1196	Indefinido	No bonificados	Abril	2009	Aragón
Abril 2009	200904	Hombres	80	Temporal	Bonificados	Abril	2009	Aragón
Abril 2009	200904	Mujeres	242	Temporal	Bonificados	Abril	2009	Aragón
Abril 2009	200904	Hombres	12056	Temporal	No bonificados	Abril	2009	Aragón
Abril 2009	200904	Mujeres	10226	Temporal	No bonificados	Abril	2009	Aragón
Marzo 2009	200903	Hombres	223	Indefinido	Bonificados	Marzo	2009	Aragón
Marzo 2009	200903	Mujeres	297	Indefinido	Bonificados	Marzo	2009	Aragón
Marzo 2009	200903	Hombres	1511	Indefinido	No bonificados	Marzo	2009	Aragón
Marzo 2009	200903	Mujeres	1425	Indefinido	No bonificados	Marzo	2009	Aragón
Marzo 2009	200903	Hombres	104	Temporal	Bonificados	Marzo	2009	Aragón
Marzo 2009	200903	Mujeres	232	Temporal	Bonificados	Marzo	2009	Aragón
Marzo 2009	200903	Hombres	11554	Temporal	No bonificados	Marzo	2009	Aragón
Marzo 2009	200903	Mujeres	10173	Temporal	No bonificados	Marzo	2009	Aragón
Febrero 2009	200902	Hombres	203	Indefinido	Bonificados	Febrero	2009	Aragón
Febrero 2009	200902	Mujeres	296	Indefinido	Bonificados	Febrero	2009	Aragón
Febrero 2009	200902	Hombres	1542	Indefinido	No bonificados	Febrero	2009	Aragón
Febrero 2009	200902	Mujeres	1203	Indefinido	No bonificados	Febrero	2009	Aragón
Febrero 2009	200902	Hombres	101	Temporal	Bonificados	Febrero	2009	Aragón
Febrero 2009	200902	Mujeres	232	Temporal	Bonificados	Febrero	2009	Aragón
Febrero 2009	200902	Hombres	10507	Temporal	No bonificados	Febrero	2009	Aragón
Febrero 2009	200902	Mujeres	9518	Temporal	No bonificados	Febrero	2009	Aragón
Enero 2009	200901	Hombres	232	Indefinido	Bonificados	Enero	2009	Aragón
Enero 2009	200901	Mujeres	334	Indefinido	Bonificados	Enero	2009	Aragón
Enero 2009	200901	Hombres	1657	Indefinido	No bonificados	Enero	2009	Aragón
Enero 2009	200901	Mujeres	1352	Indefinido	No bonificados	Enero	2009	Aragón
Enero 2009	200901	Hombres	91	Temporal	Bonificados	Enero	2009	Aragón
Enero 2009	200901	Mujeres	248	Temporal	Bonificados	Enero	2009	Aragón
Enero 2009	200901	Hombres	10825	Temporal	No bonificados	Enero	2009	Aragón
Enero 2009	200901	Mujeres	10890	Temporal	No bonificados	Enero	2009	Aragón
Diciembre 2008	200812	Hombres	210	Indefinido	Bonificados	Diciembre	2008	Aragón
Diciembre 2008	200812	Mujeres	319	Indefinido	Bonificados	Diciembre	2008	Aragón
Diciembre 2008	200812	Hombres	1312	Indefinido	No bonificados	Diciembre	2008	Aragón
Diciembre 2008	200812	Mujeres	1202	Indefinido	No bonificados	Diciembre	2008	Aragón
Diciembre 2008	200812	Hombres	70	Temporal	Bonificados	Diciembre	2008	Aragón
Diciembre 2008	200812	Mujeres	202	Temporal	Bonificados	Diciembre	2008	Aragón
Diciembre 2008	200812	Hombres	9862	Temporal	No bonificados	Diciembre	2008	Aragón
Diciembre 2008	200812	Mujeres	11600	Temporal	No bonificados	Diciembre	2008	Aragón
Noviembre 2008	200811	Hombres	199	Indefinido	Bonificados	Noviembre	2008	Aragón
Noviembre 2008	200811	Mujeres	404	Indefinido	Bonificados	Noviembre	2008	Aragón
Noviembre 2008	200811	Hombres	1490	Indefinido	No bonificados	Noviembre	2008	Aragón
Noviembre 2008	200811	Mujeres	1437	Indefinido	No bonificados	Noviembre	2008	Aragón
Noviembre 2008	200811	Hombres	76	Temporal	Bonificados	Noviembre	2008	Aragón
Noviembre 2008	200811	Mujeres	218	Temporal	Bonificados	Noviembre	2008	Aragón
Noviembre 2008	200811	Hombres	12311	Temporal	No bonificados	Noviembre	2008	Aragón
Noviembre 2008	200811	Mujeres	12595	Temporal	No bonificados	Noviembre	2008	Aragón
Octubre 2008	200810	Hombres	308	Indefinido	Bonificados	Octubre	2008	Aragón
Octubre 2008	200810	Mujeres	554	Indefinido	Bonificados	Octubre	2008	Aragón
Octubre 2008	200810	Hombres	2229	Indefinido	No bonificados	Octubre	2008	Aragón
Octubre 2008	200810	Mujeres	2034	Indefinido	No bonificados	Octubre	2008	Aragón
Octubre 2008	200810	Hombres	101	Temporal	Bonificados	Octubre	2008	Aragón
Octubre 2008	200810	Mujeres	258	Temporal	Bonificados	Octubre	2008	Aragón
Octubre 2008	200810	Hombres	17677	Temporal	No bonificados	Octubre	2008	Aragón
Octubre 2008	200810	Mujeres	17159	Temporal	No bonificados	Octubre	2008	Aragón
Septiembre 2008	200809	Hombres	289	Indefinido	Bonificados	Septiembre	2008	Aragón
Septiembre 2008	200809	Mujeres	558	Indefinido	Bonificados	Septiembre	2008	Aragón
Septiembre 2008	200809	Hombres	2274	Indefinido	No bonificados	Septiembre	2008	Aragón
Septiembre 2008	200809	Mujeres	2146	Indefinido	No bonificados	Septiembre	2008	Aragón
Septiembre 2008	200809	Hombres	95	Temporal	Bonificados	Septiembre	2008	Aragón
Septiembre 2008	200809	Mujeres	271	Temporal	Bonificados	Septiembre	2008	Aragón
Septiembre 2008	200809	Hombres	19948	Temporal	No bonificados	Septiembre	2008	Aragón
Septiembre 2008	200809	Mujeres	18404	Temporal	No bonificados	Septiembre	2008	Aragón
Agosto 2008	200808	Hombres	237	Indefinido	Bonificados	Agosto	2008	Aragón
Agosto 2008	200808	Mujeres	405	Indefinido	Bonificados	Agosto	2008	Aragón
Agosto 2008	200808	Hombres	1399	Indefinido	No bonificados	Agosto	2008	Aragón
