Municipio código	Municipio nombre	Tipo local	Actividad del local	Número de locales
44144	Martín del Río	Oficinas(incluye también el resto de servicios)	Activo	7
44144	Martín del Río	Local industrial	Activo	1
44145	Mas de las Matas	No aplicable	Inactivo	1
44145	Mas de las Matas	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44145	Mas de las Matas	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44145	Mas de las Matas	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44145	Mas de las Matas	Local comercial	Activo	39
44145	Mas de las Matas	Oficinas(incluye también el resto de servicios)	Activo	4
44145	Mas de las Matas	Local industrial	Activo	2
44146	Mata de los Olmos (La)	No aplicable	Inactivo	4
44146	Mata de los Olmos (La)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
44146	Mata de los Olmos (La)	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44146	Mata de los Olmos (La)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44146	Mata de los Olmos (La)	Local comercial	Activo	9
44146	Mata de los Olmos (La)	Oficinas(incluye también el resto de servicios)	Activo	11
44146	Mata de los Olmos (La)	Local industrial	Activo	5
44147	Mazaleón	No aplicable	Inactivo	5
44147	Mazaleón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44147	Mazaleón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
44147	Mazaleón	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
44147	Mazaleón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44147	Mazaleón	Local comercial	Activo	11
44147	Mazaleón	Oficinas(incluye también el resto de servicios)	Activo	8
44147	Mazaleón	Local industrial	Activo	1
44148	Mezquita de Jarque	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44148	Mezquita de Jarque	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
44148	Mezquita de Jarque	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44148	Mezquita de Jarque	Local comercial	Activo	2
44148	Mezquita de Jarque	Oficinas(incluye también el resto de servicios)	Activo	5
44148	Mezquita de Jarque	Local industrial	Activo	1
44149	Mirambel	No aplicable	Inactivo	7
44149	Mirambel	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44149	Mirambel	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44149	Mirambel	Local comercial	Activo	1
44149	Mirambel	Oficinas(incluye también el resto de servicios)	Activo	2
44150	Miravete de la Sierra	No aplicable	Inactivo	1
44150	Miravete de la Sierra	Local comercial	Activo	2
44150	Miravete de la Sierra	Oficinas(incluye también el resto de servicios)	Activo	3
44151	Molinos	Local comercial	Activo	10
44151	Molinos	Oficinas(incluye también el resto de servicios)	Activo	5
44151	Molinos	Local industrial	Activo	3
44151	Molinos	Local agrario	Activo	1
44152	Monforte de Moyuela	No aplicable	Inactivo	4
44152	Monforte de Moyuela	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44152	Monforte de Moyuela	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44152	Monforte de Moyuela	Local comercial	Activo	1
44152	Monforte de Moyuela	Oficinas(incluye también el resto de servicios)	Activo	3
44153	Monreal del Campo	No aplicable	Inactivo	11
44153	Monreal del Campo	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44153	Monreal del Campo	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44153	Monreal del Campo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
44153	Monreal del Campo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44153	Monreal del Campo	Local comercial	Activo	64
44153	Monreal del Campo	Oficinas(incluye también el resto de servicios)	Activo	46
44153	Monreal del Campo	Local industrial	Activo	6
44154	Monroyo	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44154	Monroyo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44154	Monroyo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44154	Monroyo	Local comercial	Activo	7
44154	Monroyo	Oficinas(incluye también el resto de servicios)	Activo	7
44154	Monroyo	Local industrial	Activo	3
44155	Montalbán	No aplicable	Inactivo	45
44155	Montalbán	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	5
44155	Montalbán	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
44155	Montalbán	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
44155	Montalbán	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
44155	Montalbán	Local comercial	Activo	39
44155	Montalbán	Oficinas(incluye también el resto de servicios)	Activo	23
44155	Montalbán	Local industrial	Activo	15
44156	Monteagudo del Castillo	Local comercial	Activo	1
44156	Monteagudo del Castillo	Oficinas(incluye también el resto de servicios)	Activo	1
44156	Monteagudo del Castillo	Local industrial	Activo	1
44157	Monterde de Albarracín	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44157	Monterde de Albarracín	Local comercial	Activo	1
44157	Monterde de Albarracín	Oficinas(incluye también el resto de servicios)	Activo	4
44158	Mora de Rubielos	No aplicable	Inactivo	28
44158	Mora de Rubielos	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	5
44158	Mora de Rubielos	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	7
44158	Mora de Rubielos	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
44158	Mora de Rubielos	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	5
44158	Mora de Rubielos	Local comercial	Activo	77
44158	Mora de Rubielos	Oficinas(incluye también el resto de servicios)	Activo	25
44158	Mora de Rubielos	Local industrial	Activo	2
44158	Mora de Rubielos	Local agrario	Activo	1
44159	Moscardón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44159	Moscardón	Local comercial	Activo	2
44160	Mosqueruela	No aplicable	Inactivo	1
44160	Mosqueruela	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
44160	Mosqueruela	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44160	Mosqueruela	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
44160	Mosqueruela	Local comercial	Activo	9
44160	Mosqueruela	Oficinas(incluye también el resto de servicios)	Activo	10
44160	Mosqueruela	Local industrial	Activo	2
44161	Muniesa	No aplicable	Inactivo	7
44161	Muniesa	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44161	Muniesa	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
44161	Muniesa	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
44161	Muniesa	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
44161	Muniesa	Local comercial	Activo	21
44161	Muniesa	Oficinas(incluye también el resto de servicios)	Activo	18
44161	Muniesa	Local agrario	Activo	1
44163	Noguera de Albarracín	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44163	Noguera de Albarracín	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44163	Noguera de Albarracín	Local comercial	Activo	3
44164	Nogueras	Oficinas(incluye también el resto de servicios)	Activo	6
44165	Nogueruelas	No aplicable	Inactivo	1
44165	Nogueruelas	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44165	Nogueruelas	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
44165	Nogueruelas	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44165	Nogueruelas	Local comercial	Activo	2
44165	Nogueruelas	Oficinas(incluye también el resto de servicios)	Activo	30
44165	Nogueruelas	Local industrial	Activo	1
44167	Obón	No aplicable	Inactivo	3
44168	Odón	No aplicable	Inactivo	1
44168	Odón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44168	Odón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
44168	Odón	Local comercial	Activo	1
44168	Odón	Oficinas(incluye también el resto de servicios)	Activo	7
44168	Odón	Local industrial	Activo	2
44169	Ojos Negros	No aplicable	Inactivo	8
44169	Ojos Negros	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44169	Ojos Negros	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44169	Ojos Negros	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
44169	Ojos Negros	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44169	Ojos Negros	Local comercial	Activo	5
44169	Ojos Negros	Oficinas(incluye también el resto de servicios)	Activo	11
44169	Ojos Negros	Local industrial	Activo	1
44171	Olba	No aplicable	Inactivo	15
44171	Olba	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44171	Olba	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
44171	Olba	Local comercial	Activo	1
44171	Olba	Oficinas(incluye también el resto de servicios)	Activo	7
44172	Oliete	No aplicable	Inactivo	12
44172	Oliete	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44172	Oliete	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44172	Oliete	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44172	Oliete	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44172	Oliete	Local comercial	Activo	7
44172	Oliete	Oficinas(incluye también el resto de servicios)	Activo	6
44172	Oliete	Local industrial	Activo	2
44172	Oliete	Local agrario	Activo	1
44173	Olmos (Los)	No aplicable	Inactivo	1
44173	Olmos (Los)	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44173	Olmos (Los)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44173	Olmos (Los)	Local comercial	Activo	1
44173	Olmos (Los)	Oficinas(incluye también el resto de servicios)	Activo	3
44174	Orihuela del Tremedal	No aplicable	Inactivo	4
44174	Orihuela del Tremedal	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	3
44174	Orihuela del Tremedal	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44174	Orihuela del Tremedal	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44174	Orihuela del Tremedal	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	5
44174	Orihuela del Tremedal	Local comercial	Activo	12
44174	Orihuela del Tremedal	Oficinas(incluye también el resto de servicios)	Activo	14
44174	Orihuela del Tremedal	Local industrial	Activo	8
44174	Orihuela del Tremedal	Local agrario	Activo	4
44175	Orrios	No aplicable	Inactivo	1
44175	Orrios	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
44175	Orrios	Local comercial	Activo	2
44175	Orrios	Oficinas(incluye también el resto de servicios)	Activo	1
44176	Palomar de Arroyos	No aplicable	Inactivo	2
44176	Palomar de Arroyos	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44176	Palomar de Arroyos	Local comercial	Activo	1
44176	Palomar de Arroyos	Local industrial	Activo	1
44177	Pancrudo	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44177	Pancrudo	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44177	Pancrudo	Local comercial	Activo	2
44177	Pancrudo	Oficinas(incluye también el resto de servicios)	Activo	9
44178	Parras de Castellote (Las)	No aplicable	Inactivo	3
44178	Parras de Castellote (Las)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	5
44178	Parras de Castellote (Las)	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44178	Parras de Castellote (Las)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44178	Parras de Castellote (Las)	Local comercial	Activo	2
44178	Parras de Castellote (Las)	Oficinas(incluye también el resto de servicios)	Activo	2
44178	Parras de Castellote (Las)	Local industrial	Activo	1
44179	Peñarroya de Tastavins	No aplicable	Inactivo	4
44179	Peñarroya de Tastavins	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44179	Peñarroya de Tastavins	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44179	Peñarroya de Tastavins	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44179	Peñarroya de Tastavins	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
44179	Peñarroya de Tastavins	Local comercial	Activo	6
44179	Peñarroya de Tastavins	Oficinas(incluye también el resto de servicios)	Activo	21
44179	Peñarroya de Tastavins	Local industrial	Activo	5
44179	Peñarroya de Tastavins	Local agrario	Activo	1
44180	Peracense	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44180	Peracense	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44180	Peracense	Local comercial	Activo	3
44180	Peracense	Oficinas(incluye también el resto de servicios)	Activo	4
44180	Peracense	Local industrial	Activo	1
44181	Peralejos	No aplicable	Inactivo	1
44181	Peralejos	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44181	Peralejos	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
44181	Peralejos	Local comercial	Activo	1
44181	Peralejos	Oficinas(incluye también el resto de servicios)	Activo	3
44182	Perales del Alfambra	No aplicable	Inactivo	6
44182	Perales del Alfambra	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44182	Perales del Alfambra	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44182	Perales del Alfambra	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44182	Perales del Alfambra	Local comercial	Activo	10
44182	Perales del Alfambra	Oficinas(incluye también el resto de servicios)	Activo	13
44182	Perales del Alfambra	Local agrario	Activo	1
44183	Pitarque	Oficinas(incluye también el resto de servicios)	Activo	2
44183	Pitarque	Local agrario	Activo	1
44184	Plou	No aplicable	Inactivo	1
44184	Plou	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44184	Plou	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
44184	Plou	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44184	Plou	Oficinas(incluye también el resto de servicios)	Activo	3
44185	Pobo (El)	Oficinas(incluye también el resto de servicios)	Activo	3
44187	Portellada (La)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44187	Portellada (La)	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	5
44187	Portellada (La)	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	9
44187	Portellada (La)	Local comercial	Activo	4
44187	Portellada (La)	Oficinas(incluye también el resto de servicios)	Activo	4
44187	Portellada (La)	Local industrial	Activo	3
44187	Portellada (La)	Local agrario	Activo	2
44189	Pozondón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44189	Pozondón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44189	Pozondón	Local comercial	Activo	1
44189	Pozondón	Oficinas(incluye también el resto de servicios)	Activo	3
44190	Pozuel del Campo	No aplicable	Inactivo	1
44190	Pozuel del Campo	Oficinas(incluye también el resto de servicios)	Activo	7
44191	Puebla de Híjar (La)	No aplicable	Inactivo	22
44191	Puebla de Híjar (La)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44191	Puebla de Híjar (La)	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44191	Puebla de Híjar (La)	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44191	Puebla de Híjar (La)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	14
44191	Puebla de Híjar (La)	Local comercial	Activo	14
44191	Puebla de Híjar (La)	Oficinas(incluye también el resto de servicios)	Activo	21
44191	Puebla de Híjar (La)	Local industrial	Activo	20
44192	Puebla de Valverde (La)	No aplicable	Inactivo	4
44192	Puebla de Valverde (La)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44192	Puebla de Valverde (La)	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44192	Puebla de Valverde (La)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44192	Puebla de Valverde (La)	Local comercial	Activo	5
44192	Puebla de Valverde (La)	Oficinas(incluye también el resto de servicios)	Activo	9
44193	Puertomingalvo	Local comercial	Activo	3
44193	Puertomingalvo	Oficinas(incluye también el resto de servicios)	Activo	7
44194	Ráfales	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44194	Ráfales	Local comercial	Activo	3
44194	Ráfales	Oficinas(incluye también el resto de servicios)	Activo	4
44195	Rillo	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44195	Rillo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44195	Rillo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44195	Rillo	Local comercial	Activo	1
44195	Rillo	Oficinas(incluye también el resto de servicios)	Activo	5
44196	Riodeva	No aplicable	Inactivo	1
44196	Riodeva	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44196	Riodeva	Local comercial	Activo	4
44196	Riodeva	Oficinas(incluye también el resto de servicios)	Activo	5
44197	Ródenas	No aplicable	Inactivo	1
44197	Ródenas	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44197	Ródenas	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44197	Ródenas	Local comercial	Activo	1
44197	Ródenas	Oficinas(incluye también el resto de servicios)	Activo	2
44198	Royuela	No aplicable	Inactivo	3
44198	Royuela	Local comercial	Activo	6
44199	Rubiales	Oficinas(incluye también el resto de servicios)	Activo	2
44200	Rubielos de la Cérida	No aplicable	Inactivo	1
44200	Rubielos de la Cérida	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
44200	Rubielos de la Cérida	Oficinas(incluye también el resto de servicios)	Activo	2
44200	Rubielos de la Cérida	Local agrario	Activo	1
44201	Rubielos de Mora	No aplicable	Inactivo	16
44201	Rubielos de Mora	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44201	Rubielos de Mora	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
44201	Rubielos de Mora	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44201	Rubielos de Mora	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
44201	Rubielos de Mora	Local comercial	Activo	10
44201	Rubielos de Mora	Oficinas(incluye también el resto de servicios)	Activo	38
44201	Rubielos de Mora	Local industrial	Activo	8
44203	Salcedillo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44203	Salcedillo	Oficinas(incluye también el resto de servicios)	Activo	2
44204	Saldón	Oficinas(incluye también el resto de servicios)	Activo	1
44205	Samper de Calanda	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44205	Samper de Calanda	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
44205	Samper de Calanda	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44205	Samper de Calanda	Local comercial	Activo	13
44205	Samper de Calanda	Oficinas(incluye también el resto de servicios)	Activo	2
44205	Samper de Calanda	Local industrial	Activo	2
44206	San Agustín	Local comercial	Activo	1
44206	San Agustín	Oficinas(incluye también el resto de servicios)	Activo	2
44207	San Martín del Río	No aplicable	Inactivo	4
44207	San Martín del Río	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44207	San Martín del Río	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44207	San Martín del Río	Local comercial	Activo	1
44207	San Martín del Río	Oficinas(incluye también el resto de servicios)	Activo	8
44208	Santa Cruz de Nogueras	Oficinas(incluye también el resto de servicios)	Activo	6
44209	Santa Eulalia	No aplicable	Inactivo	6
44209	Santa Eulalia	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44209	Santa Eulalia	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44209	Santa Eulalia	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
44209	Santa Eulalia	Local comercial	Activo	14
44209	Santa Eulalia	Oficinas(incluye también el resto de servicios)	Activo	36
44209	Santa Eulalia	Local industrial	Activo	1
44210	Sarrión	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44210	Sarrión	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
44210	Sarrión	Local comercial	Activo	13
44210	Sarrión	Oficinas(incluye también el resto de servicios)	Activo	26
44211	Segura de los Baños	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44211	Segura de los Baños	Oficinas(incluye también el resto de servicios)	Activo	1
44212	Seno	Local comercial	Activo	2
44212	Seno	Oficinas(incluye también el resto de servicios)	Activo	2
44213	Singra	No aplicable	Inactivo	3
44213	Singra	Local comercial	Activo	1
44213	Singra	Oficinas(incluye también el resto de servicios)	Activo	1
44213	Singra	Local industrial	Activo	3
44213	Singra	Local agrario	Activo	2
44215	Terriente	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44215	Terriente	Local comercial	Activo	1
44215	Terriente	Oficinas(incluye también el resto de servicios)	Activo	1
44216	Teruel	No aplicable	Inactivo	215
44216	Teruel	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	42
44216	Teruel	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	41
44216	Teruel	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	27
44216	Teruel	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	37
44216	Teruel	Local comercial	Activo	810
44216	Teruel	Oficinas(incluye también el resto de servicios)	Activo	627
44216	Teruel	Local industrial	Activo	71
44216	Teruel	Local agrario	Activo	2
44217	Toril y Masegoso	No aplicable	Inactivo	1
44217	Toril y Masegoso	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44217	Toril y Masegoso	Oficinas(incluye también el resto de servicios)	Activo	1
44218	Tormón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44218	Tormón	Oficinas(incluye también el resto de servicios)	Activo	1
44219	Tornos	No aplicable	Inactivo	1
44219	Tornos	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44219	Tornos	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44219	Tornos	Local comercial	Activo	1
44219	Tornos	Oficinas(incluye también el resto de servicios)	Activo	8
44220	Torralba de los Sisones	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44220	Torralba de los Sisones	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44220	Torralba de los Sisones	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44220	Torralba de los Sisones	Local comercial	Activo	2
44220	Torralba de los Sisones	Oficinas(incluye también el resto de servicios)	Activo	2
44220	Torralba de los Sisones	Local industrial	Activo	1
44221	Torrecilla de Alcañiz	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44221	Torrecilla de Alcañiz	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
44221	Torrecilla de Alcañiz	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44221	Torrecilla de Alcañiz	Local comercial	Activo	6
44221	Torrecilla de Alcañiz	Oficinas(incluye también el resto de servicios)	Activo	9
44221	Torrecilla de Alcañiz	Local industrial	Activo	1
44221	Torrecilla de Alcañiz	Local agrario	Activo	1
44222	Torrecilla del Rebollar	No aplicable	Inactivo	3
44222	Torrecilla del Rebollar	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44222	Torrecilla del Rebollar	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
44222	Torrecilla del Rebollar	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44222	Torrecilla del Rebollar	Oficinas(incluye también el resto de servicios)	Activo	6
44222	Torrecilla del Rebollar	Local agrario	Activo	1
44223	Torre de Arcas	No aplicable	Inactivo	1
44223	Torre de Arcas	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44223	Torre de Arcas	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44223	Torre de Arcas	Oficinas(incluye también el resto de servicios)	Activo	5
44223	Torre de Arcas	Local industrial	Activo	1
44223	Torre de Arcas	Local agrario	Activo	1
44224	Torre de las Arcas	No aplicable	Inactivo	1
44224	Torre de las Arcas	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
44225	Torre del Compte	No aplicable	Inactivo	6
44225	Torre del Compte	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44225	Torre del Compte	Local comercial	Activo	2
44225	Torre del Compte	Oficinas(incluye también el resto de servicios)	Activo	4
44225	Torre del Compte	Local industrial	Activo	1
44226	Torrelacárcel	No aplicable	Inactivo	3
44226	Torrelacárcel	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44226	Torrelacárcel	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44226	Torrelacárcel	Local comercial	Activo	2
44226	Torrelacárcel	Oficinas(incluye también el resto de servicios)	Activo	8
44227	Torre los Negros	No aplicable	Inactivo	2
44227	Torre los Negros	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44227	Torre los Negros	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44227	Torre los Negros	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44227	Torre los Negros	Oficinas(incluye también el resto de servicios)	Activo	1
44228	Torremocha de Jiloca	No aplicable	Inactivo	2
