Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Nacionalidad	Afiliaciones en alta
201712	Diciembre 2017	12	Tarazona y el Moncayo	Hombres	Extranjeros comunitarios (UE-28)	13
201712	Diciembre 2017	12	Tarazona y el Moncayo	Mujeres	Extranjeros comunitarios (UE-28)	10
201712	Diciembre 2017	13	Campo de Borja	Hombres	Españoles	2200
201712	Diciembre 2017	13	Campo de Borja	Mujeres	Españoles	1839
201712	Diciembre 2017	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-28)	199
201712	Diciembre 2017	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-28)	160
201712	Diciembre 2017	13	Campo de Borja	Hombres	Extranjeros no comunitarios	130
201712	Diciembre 2017	13	Campo de Borja	Mujeres	Extranjeros no comunitarios	43
201712	Diciembre 2017	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-28)	11
201712	Diciembre 2017	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-28)	11
201712	Diciembre 2017	14	Aranda	Hombres	Españoles	1075
201712	Diciembre 2017	14	Aranda	Mujeres	Españoles	635
201712	Diciembre 2017	14	Aranda	Hombres	Extranjeros comunitarios (UE-28)	59
201712	Diciembre 2017	14	Aranda	Mujeres	Extranjeros comunitarios (UE-28)	51
201712	Diciembre 2017	14	Aranda	Hombres	Extranjeros no comunitarios	27
201712	Diciembre 2017	14	Aranda	Mujeres	Extranjeros no comunitarios	9
201712	Diciembre 2017	14	Aranda	Hombres	Extranjeros comunitarios (UE-28)	2
201712	Diciembre 2017	15	Ribera Alta del Ebro	Hombres	Españoles	12929
201712	Diciembre 2017	15	Ribera Alta del Ebro	Mujeres	Españoles	4294
201712	Diciembre 2017	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-28)	824
201712	Diciembre 2017	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	301
201712	Diciembre 2017	15	Ribera Alta del Ebro	Hombres	Extranjeros no comunitarios	598
201712	Diciembre 2017	15	Ribera Alta del Ebro	Mujeres	Extranjeros no comunitarios	190
201712	Diciembre 2017	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-28)	210
201712	Diciembre 2017	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	65
201712	Diciembre 2017	16	Valdejalón	Hombres	Españoles	6972
201712	Diciembre 2017	16	Valdejalón	Mujeres	Españoles	3505
201712	Diciembre 2017	16	Valdejalón	Hombres	No consta	4
201712	Diciembre 2017	16	Valdejalón	Hombres	Extranjeros comunitarios (UE-28)	991
201712	Diciembre 2017	16	Valdejalón	Mujeres	Extranjeros comunitarios (UE-28)	724
201712	Diciembre 2017	16	Valdejalón	Hombres	Extranjeros no comunitarios	661
201712	Diciembre 2017	16	Valdejalón	Mujeres	Extranjeros no comunitarios	188
201712	Diciembre 2017	16	Valdejalón	Hombres	Extranjeros comunitarios (UE-28)	113
201712	Diciembre 2017	16	Valdejalón	Mujeres	Extranjeros comunitarios (UE-28)	49
201712	Diciembre 2017	17	Central	Hombres	Españoles	144772
201712	Diciembre 2017	17	Central	Mujeres	Españoles	142694
201712	Diciembre 2017	17	Central	Hombres	No consta	19
201712	Diciembre 2017	17	Central	Mujeres	No consta	17
201712	Diciembre 2017	17	Central	Hombres	Extranjeros comunitarios (UE-28)	6084
201712	Diciembre 2017	17	Central	Mujeres	Extranjeros comunitarios (UE-28)	8295
201712	Diciembre 2017	17	Central	Hombres	Extranjeros comunitarios (UE-28)	6
201712	Diciembre 2017	17	Central	Mujeres	Extranjeros comunitarios (UE-28)	6
201712	Diciembre 2017	17	Central	Hombres	Extranjeros no comunitarios	9166
201712	Diciembre 2017	17	Central	Mujeres	Extranjeros no comunitarios	9124
201712	Diciembre 2017	17	Central	Hombres	Extranjeros comunitarios (UE-28)	1699
201712	Diciembre 2017	17	Central	Mujeres	Extranjeros comunitarios (UE-28)	1330
201712	Diciembre 2017	18	Ribera Baja del Ebro	Hombres	Españoles	1861
201712	Diciembre 2017	18	Ribera Baja del Ebro	Mujeres	Españoles	1255
201712	Diciembre 2017	18	Ribera Baja del Ebro	Hombres	Extranjeros comunitarios (UE-28)	68
201712	Diciembre 2017	18	Ribera Baja del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	30
201712	Diciembre 2017	18	Ribera Baja del Ebro	Hombres	Extranjeros no comunitarios	90
201712	Diciembre 2017	18	Ribera Baja del Ebro	Mujeres	Extranjeros no comunitarios	55
201712	Diciembre 2017	18	Ribera Baja del Ebro	Hombres	Extranjeros comunitarios (UE-28)	12
201712	Diciembre 2017	18	Ribera Baja del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	6
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Españoles	2143
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Españoles	1727
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	No consta	1
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	No consta	2
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros comunitarios (UE-28)	218
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros comunitarios (UE-28)	161
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros no comunitarios	593
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros no comunitarios	80
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros comunitarios (UE-28)	51
201712	Diciembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros comunitarios (UE-28)	34
201712	Diciembre 2017	20	Comunidad de Calatayud	Hombres	Españoles	4787
201712	Diciembre 2017	20	Comunidad de Calatayud	Mujeres	Españoles	3772
201712	Diciembre 2017	20	Comunidad de Calatayud	Hombres	Extranjeros comunitarios (UE-28)	636
201712	Diciembre 2017	20	Comunidad de Calatayud	Mujeres	Extranjeros comunitarios (UE-28)	635
201712	Diciembre 2017	20	Comunidad de Calatayud	Hombres	Extranjeros no comunitarios	254
201712	Diciembre 2017	20	Comunidad de Calatayud	Mujeres	Extranjeros no comunitarios	134
201712	Diciembre 2017	20	Comunidad de Calatayud	Hombres	Extranjeros comunitarios (UE-28)	15
201712	Diciembre 2017	20	Comunidad de Calatayud	Mujeres	Extranjeros comunitarios (UE-28)	12
201712	Diciembre 2017	21	Campo de Cariñena	Hombres	Españoles	2622
201712	Diciembre 2017	21	Campo de Cariñena	Mujeres	Españoles	1139
201712	Diciembre 2017	21	Campo de Cariñena	Hombres	Extranjeros comunitarios (UE-28)	411
201712	Diciembre 2017	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-28)	237
201712	Diciembre 2017	21	Campo de Cariñena	Hombres	Extranjeros no comunitarios	201
201712	Diciembre 2017	21	Campo de Cariñena	Mujeres	Extranjeros no comunitarios	58
201712	Diciembre 2017	21	Campo de Cariñena	Hombres	Extranjeros comunitarios (UE-28)	32
201712	Diciembre 2017	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-28)	22
201712	Diciembre 2017	22	Campo de Belchite	Hombres	Españoles	603
201712	Diciembre 2017	22	Campo de Belchite	Mujeres	Españoles	367
201712	Diciembre 2017	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-28)	61
201712	Diciembre 2017	22	Campo de Belchite	Mujeres	Extranjeros comunitarios (UE-28)	39
201712	Diciembre 2017	22	Campo de Belchite	Hombres	Extranjeros no comunitarios	38
201712	Diciembre 2017	22	Campo de Belchite	Mujeres	Extranjeros no comunitarios	33
201712	Diciembre 2017	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-28)	2
201712	Diciembre 2017	23	Bajo Martín	Hombres	Españoles	1409
201712	Diciembre 2017	23	Bajo Martín	Mujeres	Españoles	694
201712	Diciembre 2017	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-28)	206
201712	Diciembre 2017	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-28)	33
201712	Diciembre 2017	23	Bajo Martín	Hombres	Extranjeros no comunitarios	225
201712	Diciembre 2017	23	Bajo Martín	Mujeres	Extranjeros no comunitarios	19
201712	Diciembre 2017	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-28)	67
201712	Diciembre 2017	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-28)	4
201712	Diciembre 2017	24	Campo de Daroca	Hombres	Españoles	923
201712	Diciembre 2017	24	Campo de Daroca	Mujeres	Españoles	500
201712	Diciembre 2017	24	Campo de Daroca	Hombres	No consta	1
201712	Diciembre 2017	24	Campo de Daroca	Hombres	Extranjeros comunitarios (UE-28)	151
201712	Diciembre 2017	24	Campo de Daroca	Mujeres	Extranjeros comunitarios (UE-28)	92
201712	Diciembre 2017	24	Campo de Daroca	Hombres	Extranjeros no comunitarios	104
201712	Diciembre 2017	24	Campo de Daroca	Mujeres	Extranjeros no comunitarios	36
201712	Diciembre 2017	24	Campo de Daroca	Hombres	Extranjeros comunitarios (UE-28)	8
201712	Diciembre 2017	24	Campo de Daroca	Mujeres	Extranjeros comunitarios (UE-28)	4
201712	Diciembre 2017	25	Jiloca	Hombres	Españoles	1865
201712	Diciembre 2017	25	Jiloca	Mujeres	Españoles	1292
201712	Diciembre 2017	25	Jiloca	Hombres	Extranjeros comunitarios (UE-28)	141
201712	Diciembre 2017	25	Jiloca	Mujeres	Extranjeros comunitarios (UE-28)	144
201712	Diciembre 2017	25	Jiloca	Hombres	Extranjeros no comunitarios	147
201712	Diciembre 2017	25	Jiloca	Mujeres	Extranjeros no comunitarios	43
201712	Diciembre 2017	25	Jiloca	Hombres	Extranjeros comunitarios (UE-28)	23
201712	Diciembre 2017	25	Jiloca	Mujeres	Extranjeros comunitarios (UE-28)	16
201712	Diciembre 2017	26	Cuencas Mineras	Hombres	Españoles	1248
201712	Diciembre 2017	26	Cuencas Mineras	Mujeres	Españoles	888
201712	Diciembre 2017	26	Cuencas Mineras	Hombres	Extranjeros comunitarios (UE-28)	33
201712	Diciembre 2017	26	Cuencas Mineras	Mujeres	Extranjeros comunitarios (UE-28)	41
201712	Diciembre 2017	26	Cuencas Mineras	Hombres	Extranjeros no comunitarios	91
201712	Diciembre 2017	26	Cuencas Mineras	Mujeres	Extranjeros no comunitarios	18
201712	Diciembre 2017	26	Cuencas Mineras	Hombres	Extranjeros comunitarios (UE-28)	5
201712	Diciembre 2017	26	Cuencas Mineras	Mujeres	Extranjeros comunitarios (UE-28)	5
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Hombres	Españoles	1476
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Mujeres	Españoles	857
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Hombres	Extranjeros comunitarios (UE-28)	48
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros comunitarios (UE-28)	34
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Hombres	Extranjeros no comunitarios	83
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros no comunitarios	24
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Hombres	Extranjeros comunitarios (UE-28)	17
201712	Diciembre 2017	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros comunitarios (UE-28)	20
201712	Diciembre 2017	28	Bajo Aragón	Hombres	Españoles	4842
201712	Diciembre 2017	28	Bajo Aragón	Mujeres	Españoles	3987
201712	Diciembre 2017	28	Bajo Aragón	Hombres	No consta	1
201712	Diciembre 2017	28	Bajo Aragón	Hombres	Extranjeros comunitarios (UE-28)	432
201712	Diciembre 2017	28	Bajo Aragón	Mujeres	Extranjeros comunitarios (UE-28)	392
201712	Diciembre 2017	28	Bajo Aragón	Hombres	Extranjeros no comunitarios	231
201712	Diciembre 2017	28	Bajo Aragón	Mujeres	Extranjeros no comunitarios	89
201712	Diciembre 2017	28	Bajo Aragón	Hombres	Extranjeros comunitarios (UE-28)	34
201712	Diciembre 2017	28	Bajo Aragón	Mujeres	Extranjeros comunitarios (UE-28)	30
201712	Diciembre 2017	29	Comunidad de Teruel	Hombres	Españoles	11047
201712	Diciembre 2017	29	Comunidad de Teruel	Mujeres	Españoles	10337
201712	Diciembre 2017	29	Comunidad de Teruel	Hombres	No consta	1
201712	Diciembre 2017	29	Comunidad de Teruel	Hombres	Extranjeros comunitarios (UE-28)	566
201712	Diciembre 2017	29	Comunidad de Teruel	Mujeres	Extranjeros comunitarios (UE-28)	517
201712	Diciembre 2017	29	Comunidad de Teruel	Hombres	Extranjeros no comunitarios	672
201712	Diciembre 2017	29	Comunidad de Teruel	Mujeres	Extranjeros no comunitarios	324
201712	Diciembre 2017	29	Comunidad de Teruel	Hombres	Extranjeros comunitarios (UE-28)	78
201712	Diciembre 2017	29	Comunidad de Teruel	Mujeres	Extranjeros comunitarios (UE-28)	48
201712	Diciembre 2017	30	Maestrazgo	Hombres	Españoles	539
201712	Diciembre 2017	30	Maestrazgo	Mujeres	Españoles	340
201712	Diciembre 2017	30	Maestrazgo	Hombres	Extranjeros comunitarios (UE-28)	39
201712	Diciembre 2017	30	Maestrazgo	Mujeres	Extranjeros comunitarios (UE-28)	18
201712	Diciembre 2017	30	Maestrazgo	Hombres	Extranjeros no comunitarios	24
201712	Diciembre 2017	30	Maestrazgo	Mujeres	Extranjeros no comunitarios	9
201712	Diciembre 2017	30	Maestrazgo	Hombres	Extranjeros comunitarios (UE-28)	1
201712	Diciembre 2017	30	Maestrazgo	Mujeres	Extranjeros comunitarios (UE-28)	1
201712	Diciembre 2017	31	Sierra de Albarracín	Hombres	Españoles	578
201712	Diciembre 2017	31	Sierra de Albarracín	Mujeres	Españoles	457
201712	Diciembre 2017	31	Sierra de Albarracín	Hombres	Extranjeros comunitarios (UE-28)	12
201712	Diciembre 2017	31	Sierra de Albarracín	Mujeres	Extranjeros comunitarios (UE-28)	14
201712	Diciembre 2017	31	Sierra de Albarracín	Hombres	Extranjeros no comunitarios	44
201712	Diciembre 2017	31	Sierra de Albarracín	Mujeres	Extranjeros no comunitarios	23
201712	Diciembre 2017	31	Sierra de Albarracín	Hombres	Extranjeros comunitarios (UE-28)	13
201712	Diciembre 2017	31	Sierra de Albarracín	Mujeres	Extranjeros comunitarios (UE-28)	2
201712	Diciembre 2017	32	Gúdar-Javalambre	Hombres	Españoles	1563
201712	Diciembre 2017	32	Gúdar-Javalambre	Mujeres	Españoles	1007
201712	Diciembre 2017	32	Gúdar-Javalambre	Hombres	Extranjeros comunitarios (UE-28)	92
201712	Diciembre 2017	32	Gúdar-Javalambre	Mujeres	Extranjeros comunitarios (UE-28)	76
201712	Diciembre 2017	32	Gúdar-Javalambre	Hombres	Extranjeros no comunitarios	148
201712	Diciembre 2017	32	Gúdar-Javalambre	Mujeres	Extranjeros no comunitarios	65
201712	Diciembre 2017	32	Gúdar-Javalambre	Hombres	Extranjeros comunitarios (UE-28)	8
201712	Diciembre 2017	32	Gúdar-Javalambre	Mujeres	Extranjeros comunitarios (UE-28)	6
201712	Diciembre 2017	33	Matarraña / Matarranya	Hombres	Españoles	1544
201712	Diciembre 2017	33	Matarraña / Matarranya	Mujeres	Españoles	1110
201712	Diciembre 2017	33	Matarraña / Matarranya	Hombres	Extranjeros comunitarios (UE-28)	168
201712	Diciembre 2017	33	Matarraña / Matarranya	Mujeres	Extranjeros comunitarios (UE-28)	92
201712	Diciembre 2017	33	Matarraña / Matarranya	Hombres	Extranjeros no comunitarios	198
201712	Diciembre 2017	33	Matarraña / Matarranya	Mujeres	Extranjeros no comunitarios	42
201712	Diciembre 2017	33	Matarraña / Matarranya	Hombres	Extranjeros comunitarios (UE-28)	17
201712	Diciembre 2017	33	Matarraña / Matarranya	Mujeres	Extranjeros comunitarios (UE-28)	23
201709	Septiembre 2017	01	La Jacetania	Hombres	Españoles	2699
201709	Septiembre 2017	01	La Jacetania	Mujeres	Españoles	2504
201709	Septiembre 2017	01	La Jacetania	Hombres	Extranjeros comunitarios (UE-28)	63
201709	Septiembre 2017	01	La Jacetania	Mujeres	Extranjeros comunitarios (UE-28)	77
201709	Septiembre 2017	01	La Jacetania	Hombres	Extranjeros no comunitarios	112
201709	Septiembre 2017	01	La Jacetania	Mujeres	Extranjeros no comunitarios	125
201709	Septiembre 2017	01	La Jacetania	Hombres	Extranjeros comunitarios (UE-28)	44
201709	Septiembre 2017	01	La Jacetania	Mujeres	Extranjeros comunitarios (UE-28)	26
201709	Septiembre 2017	02	Alto Gállego	Hombres	Españoles	2535
201709	Septiembre 2017	02	Alto Gállego	Mujeres	Españoles	1619
201709	Septiembre 2017	02	Alto Gállego	Mujeres	No consta	1
201709	Septiembre 2017	02	Alto Gállego	Hombres	Extranjeros comunitarios (UE-28)	125
201709	Septiembre 2017	02	Alto Gállego	Mujeres	Extranjeros comunitarios (UE-28)	102
201709	Septiembre 2017	02	Alto Gállego	Hombres	Extranjeros no comunitarios	100
201709	Septiembre 2017	02	Alto Gállego	Mujeres	Extranjeros no comunitarios	64
201709	Septiembre 2017	02	Alto Gállego	Hombres	Extranjeros comunitarios (UE-28)	60
201709	Septiembre 2017	02	Alto Gállego	Mujeres	Extranjeros comunitarios (UE-28)	41
201709	Septiembre 2017	03	Sobrarbe	Hombres	Españoles	1370
201709	Septiembre 2017	03	Sobrarbe	Mujeres	Españoles	1023
201709	Septiembre 2017	03	Sobrarbe	Hombres	No consta	2
201709	Septiembre 2017	03	Sobrarbe	Hombres	Extranjeros comunitarios (UE-28)	134
201709	Septiembre 2017	03	Sobrarbe	Mujeres	Extranjeros comunitarios (UE-28)	138
201709	Septiembre 2017	03	Sobrarbe	Hombres	Extranjeros no comunitarios	80
201709	Septiembre 2017	03	Sobrarbe	Mujeres	Extranjeros no comunitarios	79
201709	Septiembre 2017	03	Sobrarbe	Hombres	Extranjeros comunitarios (UE-28)	30
201709	Septiembre 2017	03	Sobrarbe	Mujeres	Extranjeros comunitarios (UE-28)	31
201709	Septiembre 2017	04	La Ribagorza	Hombres	Españoles	2109
201709	Septiembre 2017	04	La Ribagorza	Mujeres	Españoles	1634
201709	Septiembre 2017	04	La Ribagorza	Hombres	Extranjeros comunitarios (UE-28)	309
201709	Septiembre 2017	04	La Ribagorza	Mujeres	Extranjeros comunitarios (UE-28)	262
201709	Septiembre 2017	04	La Ribagorza	Hombres	Extranjeros no comunitarios	84
201709	Septiembre 2017	04	La Ribagorza	Mujeres	Extranjeros no comunitarios	89
201709	Septiembre 2017	04	La Ribagorza	Hombres	Extranjeros comunitarios (UE-28)	37
201709	Septiembre 2017	04	La Ribagorza	Mujeres	Extranjeros comunitarios (UE-28)	24
201709	Septiembre 2017	05	Cinco Villas	Hombres	Españoles	6059
201709	Septiembre 2017	05	Cinco Villas	Mujeres	Españoles	3871
201709	Septiembre 2017	05	Cinco Villas	Mujeres	No consta	1
201709	Septiembre 2017	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-28)	547
201709	Septiembre 2017	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-28)	322
201709	Septiembre 2017	05	Cinco Villas	Hombres	Extranjeros no comunitarios	518
201709	Septiembre 2017	05	Cinco Villas	Mujeres	Extranjeros no comunitarios	118
201709	Septiembre 2017	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-28)	37
201709	Septiembre 2017	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-28)	23
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	Españoles	15437
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	Españoles	15593
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	No consta	1
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-28)	447
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-28)	540
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros no comunitarios	727
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros no comunitarios	639
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-28)	141
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-28)	124
201709	Septiembre 2017	07	Somontano de Barbastro	Hombres	Españoles	4620
201709	Septiembre 2017	07	Somontano de Barbastro	Mujeres	Españoles	4027
201709	Septiembre 2017	07	Somontano de Barbastro	Mujeres	No consta	2
201709	Septiembre 2017	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-28)	220
201709	Septiembre 2017	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-28)	244
201709	Septiembre 2017	07	Somontano de Barbastro	Hombres	Extranjeros no comunitarios	393
201709	Septiembre 2017	07	Somontano de Barbastro	Mujeres	Extranjeros no comunitarios	180
201709	Septiembre 2017	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-28)	70
201709	Septiembre 2017	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-28)	47
201709	Septiembre 2017	08	Cinca Medio	Hombres	Españoles	4543
201709	Septiembre 2017	08	Cinca Medio	Mujeres	Españoles	2834
201709	Septiembre 2017	08	Cinca Medio	Mujeres	No consta	1
201709	Septiembre 2017	08	Cinca Medio	Hombres	Extranjeros comunitarios (UE-28)	459
201709	Septiembre 2017	08	Cinca Medio	Mujeres	Extranjeros comunitarios (UE-28)	274
201709	Septiembre 2017	08	Cinca Medio	Hombres	Extranjeros no comunitarios	558
201709	Septiembre 2017	08	Cinca Medio	Mujeres	Extranjeros no comunitarios	154
201709	Septiembre 2017	08	Cinca Medio	Hombres	Extranjeros comunitarios (UE-28)	54
201709	Septiembre 2017	08	Cinca Medio	Mujeres	Extranjeros comunitarios (UE-28)	50
201709	Septiembre 2017	09	La Litera / La Llitera	Hombres	Españoles	4190
201709	Septiembre 2017	09	La Litera / La Llitera	Mujeres	Españoles	2374
201709	Septiembre 2017	09	La Litera / La Llitera	Hombres	Extranjeros comunitarios (UE-28)	280
201709	Septiembre 2017	09	La Litera / La Llitera	Mujeres	Extranjeros comunitarios (UE-28)	171
201709	Septiembre 2017	09	La Litera / La Llitera	Hombres	Extranjeros no comunitarios	589
201709	Septiembre 2017	09	La Litera / La Llitera	Mujeres	Extranjeros no comunitarios	90
201709	Septiembre 2017	09	La Litera / La Llitera	Hombres	Extranjeros comunitarios (UE-28)	31
201709	Septiembre 2017	09	La Litera / La Llitera	Mujeres	Extranjeros comunitarios (UE-28)	18
201709	Septiembre 2017	10	Los Monegros	Hombres	Españoles	3581
201709	Septiembre 2017	10	Los Monegros	Mujeres	Españoles	1799
201709	Septiembre 2017	10	Los Monegros	Hombres	No consta	2
201709	Septiembre 2017	10	Los Monegros	Hombres	Extranjeros comunitarios (UE-28)	317
201709	Septiembre 2017	10	Los Monegros	Mujeres	Extranjeros comunitarios (UE-28)	192
201709	Septiembre 2017	10	Los Monegros	Hombres	Extranjeros no comunitarios	327
201709	Septiembre 2017	10	Los Monegros	Mujeres	Extranjeros no comunitarios	80
201709	Septiembre 2017	10	Los Monegros	Hombres	Extranjeros comunitarios (UE-28)	57
201709	Septiembre 2017	10	Los Monegros	Mujeres	Extranjeros comunitarios (UE-28)	23
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Hombres	Españoles	4921
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Mujeres	Españoles	3522
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros comunitarios (UE-28)	731
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros comunitarios (UE-28)	686
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros no comunitarios	1082
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros no comunitarios	209
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros comunitarios (UE-28)	113
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros comunitarios (UE-28)	137
201709	Septiembre 2017	12	Tarazona y el Moncayo	Hombres	Españoles	2189
201709	Septiembre 2017	12	Tarazona y el Moncayo	Mujeres	Españoles	1570
201709	Septiembre 2017	12	Tarazona y el Moncayo	Hombres	No consta	1
201709	Septiembre 2017	12	Tarazona y el Moncayo	Hombres	Extranjeros comunitarios (UE-28)	105
201709	Septiembre 2017	12	Tarazona y el Moncayo	Mujeres	Extranjeros comunitarios (UE-28)	68
201709	Septiembre 2017	12	Tarazona y el Moncayo	Hombres	Extranjeros no comunitarios	135
201709	Septiembre 2017	12	Tarazona y el Moncayo	Mujeres	Extranjeros no comunitarios	65
201709	Septiembre 2017	12	Tarazona y el Moncayo	Hombres	Extranjeros comunitarios (UE-28)	14
201709	Septiembre 2017	12	Tarazona y el Moncayo	Mujeres	Extranjeros comunitarios (UE-28)	9
201709	Septiembre 2017	13	Campo de Borja	Hombres	Españoles	2198
201709	Septiembre 2017	13	Campo de Borja	Mujeres	Españoles	1790
201709	Septiembre 2017	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-28)	250
201709	Septiembre 2017	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-28)	163
201709	Septiembre 2017	13	Campo de Borja	Hombres	Extranjeros no comunitarios	164
201709	Septiembre 2017	13	Campo de Borja	Mujeres	Extranjeros no comunitarios	40
201709	Septiembre 2017	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-28)	15
201709	Septiembre 2017	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-28)	10
201709	Septiembre 2017	14	Aranda	Hombres	Españoles	1088
201709	Septiembre 2017	14	Aranda	Mujeres	Españoles	640
201709	Septiembre 2017	14	Aranda	Hombres	Extranjeros comunitarios (UE-28)	61
201709	Septiembre 2017	14	Aranda	Mujeres	Extranjeros comunitarios (UE-28)	53
201709	Septiembre 2017	14	Aranda	Hombres	Extranjeros no comunitarios	27
201709	Septiembre 2017	14	Aranda	Mujeres	Extranjeros no comunitarios	12
201709	Septiembre 2017	14	Aranda	Hombres	Extranjeros comunitarios (UE-28)	2
201709	Septiembre 2017	14	Aranda	Mujeres	Extranjeros comunitarios (UE-28)	1
201709	Septiembre 2017	15	Ribera Alta del Ebro	Hombres	Españoles	13160
201709	Septiembre 2017	15	Ribera Alta del Ebro	Mujeres	Españoles	4393
201709	Septiembre 2017	15	Ribera Alta del Ebro	Mujeres	No consta	1
201709	Septiembre 2017	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-28)	843
201709	Septiembre 2017	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	359
201709	Septiembre 2017	15	Ribera Alta del Ebro	Hombres	Extranjeros no comunitarios	777
201709	Septiembre 2017	15	Ribera Alta del Ebro	Mujeres	Extranjeros no comunitarios	215
201709	Septiembre 2017	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-28)	215
201709	Septiembre 2017	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	77
201709	Septiembre 2017	16	Valdejalón	Hombres	Españoles	7129
201709	Septiembre 2017	16	Valdejalón	Mujeres	Españoles	3641
201709	Septiembre 2017	16	Valdejalón	Hombres	No consta	5
