Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Comarca Código	Comarca Nombre
2010	Mujeres	45-49	7	11	Bajo Cinca / Baix Cinca
2010	Mujeres	50-54	1	11	Bajo Cinca / Baix Cinca
2010	Mujeres	55-59	1	11	Bajo Cinca / Baix Cinca
2010	Mujeres	60-64	2	11	Bajo Cinca / Baix Cinca
2010	Mujeres	Más de 64	1	11	Bajo Cinca / Baix Cinca
2010	Mujeres	20-24	1	12	Tarazona y el Moncayo
2010	Mujeres	25-29	1	12	Tarazona y el Moncayo
2010	Mujeres	30-34	9	12	Tarazona y el Moncayo
2010	Mujeres	35-39	3	12	Tarazona y el Moncayo
2010	Mujeres	40-44	11	12	Tarazona y el Moncayo
2010	Mujeres	45-49	8	12	Tarazona y el Moncayo
2010	Mujeres	50-54	3	12	Tarazona y el Moncayo
2010	Mujeres	55-59	2	12	Tarazona y el Moncayo
2010	Mujeres	60-64	1	12	Tarazona y el Moncayo
2010	Mujeres	16-19	2	13	Campo de Borja
2010	Mujeres	20-24	7	13	Campo de Borja
2010	Mujeres	25-29	13	13	Campo de Borja
2010	Mujeres	30-34	9	13	Campo de Borja
2010	Mujeres	35-39	17	13	Campo de Borja
2010	Mujeres	40-44	13	13	Campo de Borja
2010	Mujeres	45-49	15	13	Campo de Borja
2010	Mujeres	50-54	5	13	Campo de Borja
2010	Mujeres	55-59	1	13	Campo de Borja
2010	Mujeres	60-64	1	13	Campo de Borja
2010	Mujeres	20-24	2	14	Aranda
2010	Mujeres	25-29	1	14	Aranda
2010	Mujeres	35-39	5	14	Aranda
2010	Mujeres	40-44	3	14	Aranda
2010	Mujeres	16-19	1	15	Ribera Alta del Ebro
2010	Mujeres	20-24	13	15	Ribera Alta del Ebro
2010	Mujeres	25-29	30	15	Ribera Alta del Ebro
2010	Mujeres	30-34	43	15	Ribera Alta del Ebro
2010	Mujeres	35-39	33	15	Ribera Alta del Ebro
2010	Mujeres	40-44	23	15	Ribera Alta del Ebro
2010	Mujeres	45-49	28	15	Ribera Alta del Ebro
2010	Mujeres	50-54	13	15	Ribera Alta del Ebro
2010	Mujeres	55-59	3	15	Ribera Alta del Ebro
2010	Mujeres	60-64	4	15	Ribera Alta del Ebro
2010	Mujeres	Más de 64	2	15	Ribera Alta del Ebro
2010	Mujeres	16-19	1	16	Valdejalón
2010	Mujeres	20-24	6	16	Valdejalón
2010	Mujeres	25-29	13	16	Valdejalón
2010	Mujeres	30-34	22	16	Valdejalón
2010	Mujeres	35-39	18	16	Valdejalón
2010	Mujeres	40-44	18	16	Valdejalón
2010	Mujeres	45-49	11	16	Valdejalón
2010	Mujeres	50-54	13	16	Valdejalón
2010	Mujeres	55-59	6	16	Valdejalón
2010	Mujeres	60-64	2	16	Valdejalón
2010	Mujeres	Más de 64	1	16	Valdejalón
2010	Mujeres	16-19	22	17	D.C. Zaragoza
2010	Mujeres	20-24	163	17	D.C. Zaragoza
2010	Mujeres	25-29	295	17	D.C. Zaragoza
2010	Mujeres	30-34	367	17	D.C. Zaragoza
2010	Mujeres	35-39	357	17	D.C. Zaragoza
2010	Mujeres	40-44	331	17	D.C. Zaragoza
2010	Mujeres	45-49	324	17	D.C. Zaragoza
2010	Mujeres	50-54	270	17	D.C. Zaragoza
2010	Mujeres	55-59	194	17	D.C. Zaragoza
2010	Mujeres	60-64	90	17	D.C. Zaragoza
2010	Mujeres	Más de 64	6	17	D.C. Zaragoza
2010	Mujeres	20-24	2	18	Ribera Baja del Ebro
2010	Mujeres	25-29	4	18	Ribera Baja del Ebro
2010	Mujeres	30-34	5	18	Ribera Baja del Ebro
2010	Mujeres	35-39	3	18	Ribera Baja del Ebro
2010	Mujeres	40-44	6	18	Ribera Baja del Ebro
2010	Mujeres	45-49	4	18	Ribera Baja del Ebro
2010	Mujeres	50-54	10	18	Ribera Baja del Ebro
2010	Mujeres	16-19	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	20-24	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	25-29	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	30-34	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	35-39	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	40-44	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	45-49	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	50-54	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	55-59	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	60-64	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Mujeres	16-19	1	20	Comunidad de Calatayud
2010	Mujeres	20-24	6	20	Comunidad de Calatayud
2010	Mujeres	25-29	10	20	Comunidad de Calatayud
2010	Mujeres	30-34	12	20	Comunidad de Calatayud
2010	Mujeres	35-39	10	20	Comunidad de Calatayud
2010	Mujeres	40-44	15	20	Comunidad de Calatayud
2010	Mujeres	45-49	16	20	Comunidad de Calatayud
2010	Mujeres	50-54	5	20	Comunidad de Calatayud
2010	Mujeres	55-59	3	20	Comunidad de Calatayud
2010	Mujeres	60-64	5	20	Comunidad de Calatayud
2010	Mujeres	25-29	3	21	Campo de Cariñena
2010	Mujeres	30-34	2	21	Campo de Cariñena
2010	Mujeres	35-39	12	21	Campo de Cariñena
2010	Mujeres	40-44	3	21	Campo de Cariñena
2010	Mujeres	45-49	3	21	Campo de Cariñena
2010	Mujeres	50-54	2	21	Campo de Cariñena
2010	Mujeres	55-59	2	21	Campo de Cariñena
2010	Mujeres	25-29	3	22	Campo de Belchite
2010	Mujeres	30-34	1	22	Campo de Belchite
2010	Mujeres	35-39	1	22	Campo de Belchite
2010	Mujeres	40-44	1	22	Campo de Belchite
2010	Mujeres	50-54	3	22	Campo de Belchite
2010	Mujeres	30-34	2	23	Bajo Martín
2010	Mujeres	35-39	2	23	Bajo Martín
2010	Mujeres	40-44	3	23	Bajo Martín
2010	Mujeres	45-49	3	23	Bajo Martín
2010	Mujeres	50-54	2	23	Bajo Martín
2010	Mujeres	55-59	1	23	Bajo Martín
2010	Mujeres	60-64	1	23	Bajo Martín
2010	Mujeres	25-29	1	24	Campo de Daroca
2010	Mujeres	40-44	2	24	Campo de Daroca
2010	Mujeres	45-49	3	24	Campo de Daroca
2010	Mujeres	50-54	1	24	Campo de Daroca
2010	Mujeres	20-24	2	25	Jiloca
2010	Mujeres	25-29	4	25	Jiloca
2010	Mujeres	30-34	2	25	Jiloca
2010	Mujeres	35-39	6	25	Jiloca
2010	Mujeres	40-44	2	25	Jiloca
2010	Mujeres	45-49	5	25	Jiloca
2010	Mujeres	50-54	7	25	Jiloca
2010	Mujeres	55-59	3	25	Jiloca
2010	Mujeres	20-24	3	26	Cuencas Mineras
2010	Mujeres	25-29	4	26	Cuencas Mineras
2010	Mujeres	30-34	5	26	Cuencas Mineras
2010	Mujeres	35-39	10	26	Cuencas Mineras
2010	Mujeres	40-44	3	26	Cuencas Mineras
2010	Mujeres	45-49	5	26	Cuencas Mineras
2010	Mujeres	50-54	1	26	Cuencas Mineras
2010	Mujeres	20-24	4	27	Andorra-Sierra de Arcos
2010	Mujeres	25-29	3	27	Andorra-Sierra de Arcos
2010	Mujeres	30-34	3	27	Andorra-Sierra de Arcos
2010	Mujeres	35-39	5	27	Andorra-Sierra de Arcos
2010	Mujeres	40-44	2	27	Andorra-Sierra de Arcos
2010	Mujeres	45-49	5	27	Andorra-Sierra de Arcos
2010	Mujeres	50-54	2	27	Andorra-Sierra de Arcos
2010	Mujeres	55-59	1	27	Andorra-Sierra de Arcos
2010	Mujeres	20-24	10	28	Bajo Aragón
2010	Mujeres	25-29	6	28	Bajo Aragón
2010	Mujeres	30-34	9	28	Bajo Aragón
2010	Mujeres	35-39	13	28	Bajo Aragón
2010	Mujeres	40-44	3	28	Bajo Aragón
2010	Mujeres	45-49	11	28	Bajo Aragón
2010	Mujeres	50-54	7	28	Bajo Aragón
2010	Mujeres	55-59	5	28	Bajo Aragón
2010	Mujeres	60-64	2	28	Bajo Aragón
2010	Mujeres	16-19	2	29	Comunidad de Teruel
2010	Mujeres	20-24	12	29	Comunidad de Teruel
2010	Mujeres	25-29	14	29	Comunidad de Teruel
2010	Mujeres	30-34	17	29	Comunidad de Teruel
2010	Mujeres	35-39	19	29	Comunidad de Teruel
2010	Mujeres	40-44	18	29	Comunidad de Teruel
2010	Mujeres	45-49	37	29	Comunidad de Teruel
2010	Mujeres	50-54	23	29	Comunidad de Teruel
2010	Mujeres	55-59	22	29	Comunidad de Teruel
2010	Mujeres	60-64	6	29	Comunidad de Teruel
2010	Mujeres	Más de 64	1	29	Comunidad de Teruel
2010	Mujeres	20-24	2	30	Maestrazgo
2010	Mujeres	25-29	2	30	Maestrazgo
2010	Mujeres	35-39	1	30	Maestrazgo
2010	Mujeres	45-49	1	30	Maestrazgo
2010	Mujeres	25-29	3	31	Sierra de Albarracín
2010	Mujeres	30-34	1	31	Sierra de Albarracín
2010	Mujeres	40-44	3	31	Sierra de Albarracín
2010	Mujeres	45-49	1	31	Sierra de Albarracín
2010	Mujeres	55-59	1	31	Sierra de Albarracín
2010	Mujeres	20-24	1	32	Gúdar-Javalambre
2010	Mujeres	25-29	1	32	Gúdar-Javalambre
2010	Mujeres	30-34	6	32	Gúdar-Javalambre
2010	Mujeres	35-39	1	32	Gúdar-Javalambre
2010	Mujeres	40-44	2	32	Gúdar-Javalambre
2010	Mujeres	45-49	1	32	Gúdar-Javalambre
2010	Mujeres	50-54	1	32	Gúdar-Javalambre
2010	Mujeres	25-29	3	33	Matarraña / Matarranya
2010	Mujeres	30-34	2	33	Matarraña / Matarranya
2010	Mujeres	35-39	1	33	Matarraña / Matarranya
2010	Mujeres	40-44	2	33	Matarraña / Matarranya
2010	Mujeres	55-59	2	33	Matarraña / Matarranya
2010	Mujeres	20-24	3	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	25-29	4	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	30-34	3	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	35-39	3	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	40-44	5	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	45-49	1	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	50-54	5	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	55-59	2	NC	Municipio del centro de trabajo fuera de Aragón
2010	Mujeres	60-64	4	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	16-19	6	01	La Jacetania
2009	Hombres	20-24	12	01	La Jacetania
2009	Hombres	25-29	16	01	La Jacetania
2009	Hombres	30-34	23	01	La Jacetania
2009	Hombres	35-39	37	01	La Jacetania
2009	Hombres	40-44	21	01	La Jacetania
2009	Hombres	45-49	29	01	La Jacetania
2009	Hombres	50-54	21	01	La Jacetania
2009	Hombres	55-59	11	01	La Jacetania
2009	Hombres	60-64	5	01	La Jacetania
2009	Hombres	16-19	3	02	Alto Gállego
2009	Hombres	20-24	14	02	Alto Gállego
2009	Hombres	25-29	18	02	Alto Gállego
2009	Hombres	30-34	25	02	Alto Gállego
2009	Hombres	35-39	24	02	Alto Gállego
2009	Hombres	40-44	11	02	Alto Gállego
2009	Hombres	45-49	18	02	Alto Gállego
2009	Hombres	50-54	15	02	Alto Gállego
2009	Hombres	55-59	11	02	Alto Gállego
2009	Hombres	60-64	3	02	Alto Gállego
2009	Hombres	16-19	1	03	Sobrarbe
2009	Hombres	20-24	3	03	Sobrarbe
2009	Hombres	25-29	4	03	Sobrarbe
2009	Hombres	30-34	7	03	Sobrarbe
2009	Hombres	35-39	4	03	Sobrarbe
2009	Hombres	40-44	7	03	Sobrarbe
2009	Hombres	45-49	4	03	Sobrarbe
2009	Hombres	50-54	4	03	Sobrarbe
2009	Hombres	55-59	4	03	Sobrarbe
2009	Hombres	16-19	3	04	La Ribagorza
2009	Hombres	20-24	14	04	La Ribagorza
2009	Hombres	25-29	17	04	La Ribagorza
2009	Hombres	30-34	24	04	La Ribagorza
2009	Hombres	35-39	30	04	La Ribagorza
2009	Hombres	40-44	22	04	La Ribagorza
2009	Hombres	45-49	9	04	La Ribagorza
2009	Hombres	50-54	8	04	La Ribagorza
2009	Hombres	55-59	9	04	La Ribagorza
2009	Hombres	60-64	5	04	La Ribagorza
2009	Hombres	Más de 64	1	04	La Ribagorza
2009	Hombres	16-19	12	05	Cinco Villas
2009	Hombres	20-24	28	05	Cinco Villas
2009	Hombres	25-29	45	05	Cinco Villas
2009	Hombres	30-34	55	05	Cinco Villas
2009	Hombres	35-39	40	05	Cinco Villas
2009	Hombres	40-44	43	05	Cinco Villas
2009	Hombres	45-49	41	05	Cinco Villas
2009	Hombres	50-54	40	05	Cinco Villas
2009	Hombres	55-59	16	05	Cinco Villas
2009	Hombres	60-64	11	05	Cinco Villas
2009	Hombres	Más de 64	1	05	Cinco Villas
2009	Hombres	16-19	11	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	20-24	53	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	25-29	92	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	30-34	94	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	35-39	80	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	40-44	72	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	45-49	64	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	50-54	62	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	55-59	45	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	60-64	14	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	Más de 64	1	06	Hoya de Huesca / Plana de Uesca
2009	Hombres	16-19	9	07	Somontano de Barbastro
2009	Hombres	20-24	31	07	Somontano de Barbastro
2009	Hombres	25-29	32	07	Somontano de Barbastro
2009	Hombres	30-34	35	07	Somontano de Barbastro
2009	Hombres	35-39	34	07	Somontano de Barbastro
2009	Hombres	40-44	34	07	Somontano de Barbastro
2009	Hombres	45-49	26	07	Somontano de Barbastro
2009	Hombres	50-54	17	07	Somontano de Barbastro
2009	Hombres	55-59	20	07	Somontano de Barbastro
2009	Hombres	60-64	6	07	Somontano de Barbastro
2009	Hombres	16-19	8	08	Cinca Medio
2009	Hombres	20-24	24	08	Cinca Medio
2009	Hombres	25-29	35	08	Cinca Medio
2009	Hombres	30-34	51	08	Cinca Medio
2009	Hombres	35-39	36	08	Cinca Medio
2009	Hombres	40-44	41	08	Cinca Medio
2009	Hombres	45-49	25	08	Cinca Medio
2009	Hombres	50-54	28	08	Cinca Medio
2009	Hombres	55-59	20	08	Cinca Medio
2009	Hombres	60-64	4	08	Cinca Medio
2009	Hombres	Más de 64	1	08	Cinca Medio
2009	Hombres	16-19	4	09	La Litera / La Llitera
2009	Hombres	20-24	18	09	La Litera / La Llitera
2009	Hombres	25-29	25	09	La Litera / La Llitera
2009	Hombres	30-34	31	09	La Litera / La Llitera
2009	Hombres	35-39	24	09	La Litera / La Llitera
2009	Hombres	40-44	28	09	La Litera / La Llitera
2009	Hombres	45-49	28	09	La Litera / La Llitera
2009	Hombres	50-54	13	09	La Litera / La Llitera
2009	Hombres	55-59	11	09	La Litera / La Llitera
2009	Hombres	60-64	9	09	La Litera / La Llitera
2009	Hombres	Más de 64	3	09	La Litera / La Llitera
2009	Hombres	16-19	2	10	Los Monegros
2009	Hombres	20-24	18	10	Los Monegros
2009	Hombres	25-29	25	10	Los Monegros
2009	Hombres	30-34	26	10	Los Monegros
2009	Hombres	35-39	26	10	Los Monegros
2009	Hombres	40-44	22	10	Los Monegros
2009	Hombres	45-49	9	10	Los Monegros
2009	Hombres	50-54	10	10	Los Monegros
2009	Hombres	55-59	10	10	Los Monegros
2009	Hombres	60-64	2	10	Los Monegros
2009	Hombres	16-19	11	11	Bajo Cinca / Baix Cinca
2009	Hombres	20-24	19	11	Bajo Cinca / Baix Cinca
2009	Hombres	25-29	27	11	Bajo Cinca / Baix Cinca
2009	Hombres	30-34	38	11	Bajo Cinca / Baix Cinca
2009	Hombres	35-39	36	11	Bajo Cinca / Baix Cinca
2009	Hombres	40-44	21	11	Bajo Cinca / Baix Cinca
2009	Hombres	45-49	23	11	Bajo Cinca / Baix Cinca
2009	Hombres	50-54	11	11	Bajo Cinca / Baix Cinca
2009	Hombres	55-59	14	11	Bajo Cinca / Baix Cinca
2009	Hombres	60-64	8	11	Bajo Cinca / Baix Cinca
2009	Hombres	16-19	2	12	Tarazona y el Moncayo
2009	Hombres	20-24	16	12	Tarazona y el Moncayo
2009	Hombres	25-29	19	12	Tarazona y el Moncayo
2009	Hombres	30-34	18	12	Tarazona y el Moncayo
2009	Hombres	35-39	9	12	Tarazona y el Moncayo
2009	Hombres	40-44	18	12	Tarazona y el Moncayo
2009	Hombres	45-49	17	12	Tarazona y el Moncayo
2009	Hombres	50-54	14	12	Tarazona y el Moncayo
2009	Hombres	55-59	8	12	Tarazona y el Moncayo
2009	Hombres	60-64	4	12	Tarazona y el Moncayo
2009	Hombres	Más de 64	1	12	Tarazona y el Moncayo
2009	Hombres	16-19	1	13	Campo de Borja
2009	Hombres	20-24	17	13	Campo de Borja
2009	Hombres	25-29	22	13	Campo de Borja
2009	Hombres	30-34	25	13	Campo de Borja
2009	Hombres	35-39	26	13	Campo de Borja
2009	Hombres	40-44	13	13	Campo de Borja
2009	Hombres	45-49	20	13	Campo de Borja
2009	Hombres	50-54	10	13	Campo de Borja
2009	Hombres	55-59	9	13	Campo de Borja
2009	Hombres	60-64	8	13	Campo de Borja
2009	Hombres	16-19	1	14	Aranda
2009	Hombres	20-24	6	14	Aranda
2009	Hombres	25-29	3	14	Aranda
2009	Hombres	30-34	3	14	Aranda
2009	Hombres	35-39	12	14	Aranda
2009	Hombres	40-44	6	14	Aranda
2009	Hombres	45-49	3	14	Aranda
2009	Hombres	50-54	1	14	Aranda
2009	Hombres	55-59	4	14	Aranda
2009	Hombres	60-64	1	14	Aranda
2009	Hombres	16-19	6	15	Ribera Alta del Ebro
2009	Hombres	20-24	39	15	Ribera Alta del Ebro
2009	Hombres	25-29	74	15	Ribera Alta del Ebro
2009	Hombres	30-34	73	15	Ribera Alta del Ebro
2009	Hombres	35-39	74	15	Ribera Alta del Ebro
2009	Hombres	40-44	70	15	Ribera Alta del Ebro
2009	Hombres	45-49	57	15	Ribera Alta del Ebro
2009	Hombres	50-54	37	15	Ribera Alta del Ebro
2009	Hombres	55-59	30	15	Ribera Alta del Ebro
2009	Hombres	60-64	11	15	Ribera Alta del Ebro
2009	Hombres	16-19	11	16	Valdejalón
2009	Hombres	20-24	42	16	Valdejalón
2009	Hombres	25-29	53	16	Valdejalón
2009	Hombres	30-34	65	16	Valdejalón
2009	Hombres	35-39	56	16	Valdejalón
2009	Hombres	40-44	43	16	Valdejalón
2009	Hombres	45-49	46	16	Valdejalón
2009	Hombres	50-54	33	16	Valdejalón
2009	Hombres	55-59	29	16	Valdejalón
2009	Hombres	60-64	9	16	Valdejalón
2009	Hombres	Más de 64	3	16	Valdejalón
2009	Hombres	16-19	94	17	D.C. Zaragoza
2009	Hombres	20-24	571	17	D.C. Zaragoza
2009	Hombres	25-29	873	17	D.C. Zaragoza
2009	Hombres	30-34	1148	17	D.C. Zaragoza
2009	Hombres	35-39	937	17	D.C. Zaragoza
2009	Hombres	40-44	796	17	D.C. Zaragoza
2009	Hombres	45-49	662	17	D.C. Zaragoza
2009	Hombres	50-54	492	17	D.C. Zaragoza
2009	Hombres	55-59	406	17	D.C. Zaragoza
2009	Hombres	60-64	155	17	D.C. Zaragoza
2009	Hombres	Más de 64	12	17	D.C. Zaragoza
2009	Hombres	16-19	2	18	Ribera Baja del Ebro
2009	Hombres	20-24	9	18	Ribera Baja del Ebro
2009	Hombres	25-29	11	18	Ribera Baja del Ebro
2009	Hombres	30-34	16	18	Ribera Baja del Ebro
2009	Hombres	35-39	18	18	Ribera Baja del Ebro
2009	Hombres	40-44	10	18	Ribera Baja del Ebro
2009	Hombres	45-49	5	18	Ribera Baja del Ebro
2009	Hombres	50-54	7	18	Ribera Baja del Ebro
2009	Hombres	55-59	6	18	Ribera Baja del Ebro
2009	Hombres	60-64	2	18	Ribera Baja del Ebro
2009	Hombres	16-19	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	20-24	7	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	25-29	8	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	30-34	20	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	35-39	18	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	40-44	10	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	45-49	14	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	50-54	8	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	55-59	10	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	60-64	10	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hombres	16-19	3	20	Comunidad de Calatayud
2009	Hombres	20-24	27	20	Comunidad de Calatayud
2009	Hombres	25-29	27	20	Comunidad de Calatayud
2009	Hombres	30-34	50	20	Comunidad de Calatayud
2009	Hombres	35-39	44	20	Comunidad de Calatayud
2009	Hombres	40-44	34	20	Comunidad de Calatayud
2009	Hombres	45-49	16	20	Comunidad de Calatayud
2009	Hombres	50-54	17	20	Comunidad de Calatayud
2009	Hombres	55-59	23	20	Comunidad de Calatayud
2009	Hombres	60-64	13	20	Comunidad de Calatayud
2009	Hombres	16-19	4	21	Campo de Cariñena
2009	Hombres	20-24	13	21	Campo de Cariñena
2009	Hombres	25-29	23	21	Campo de Cariñena
2009	Hombres	30-34	22	21	Campo de Cariñena
2009	Hombres	35-39	26	21	Campo de Cariñena
2009	Hombres	40-44	26	21	Campo de Cariñena
2009	Hombres	45-49	18	21	Campo de Cariñena
2009	Hombres	50-54	14	21	Campo de Cariñena
2009	Hombres	55-59	9	21	Campo de Cariñena
2009	Hombres	60-64	6	21	Campo de Cariñena
2009	Hombres	Más de 64	1	21	Campo de Cariñena
2009	Hombres	20-24	2	22	Campo de Belchite
2009	Hombres	25-29	2	22	Campo de Belchite
2009	Hombres	30-34	3	22	Campo de Belchite
2009	Hombres	35-39	1	22	Campo de Belchite
2009	Hombres	40-44	3	22	Campo de Belchite
2009	Hombres	45-49	5	22	Campo de Belchite
2009	Hombres	50-54	1	22	Campo de Belchite
2009	Hombres	55-59	1	22	Campo de Belchite
2009	Hombres	60-64	4	22	Campo de Belchite
2009	Hombres	Más de 64	1	22	Campo de Belchite
2009	Hombres	16-19	1	23	Bajo Martín
2009	Hombres	20-24	10	23	Bajo Martín
2009	Hombres	25-29	9	23	Bajo Martín
2009	Hombres	30-34	13	23	Bajo Martín
2009	Hombres	35-39	4	23	Bajo Martín
2009	Hombres	40-44	10	23	Bajo Martín
2009	Hombres	45-49	7	23	Bajo Martín
2009	Hombres	50-54	8	23	Bajo Martín
2009	Hombres	55-59	3	23	Bajo Martín
2009	Hombres	60-64	2	23	Bajo Martín
2009	Hombres	Más de 64	1	23	Bajo Martín
2009	Hombres	25-29	1	24	Campo de Daroca
2009	Hombres	30-34	6	24	Campo de Daroca
2009	Hombres	35-39	7	24	Campo de Daroca
2009	Hombres	40-44	8	24	Campo de Daroca
2009	Hombres	45-49	1	24	Campo de Daroca
2009	Hombres	50-54	2	24	Campo de Daroca
2009	Hombres	20-24	5	25	Jiloca
2009	Hombres	25-29	6	25	Jiloca
2009	Hombres	30-34	15	25	Jiloca
2009	Hombres	35-39	10	25	Jiloca
2009	Hombres	40-44	21	25	Jiloca
2009	Hombres	45-49	15	25	Jiloca
2009	Hombres	50-54	10	25	Jiloca
2009	Hombres	55-59	6	25	Jiloca
2009	Hombres	60-64	5	25	Jiloca
2009	Hombres	16-19	2	26	Cuencas Mineras
2009	Hombres	20-24	17	26	Cuencas Mineras
2009	Hombres	25-29	9	26	Cuencas Mineras
2009	Hombres	30-34	19	26	Cuencas Mineras
2009	Hombres	35-39	13	26	Cuencas Mineras
2009	Hombres	40-44	12	26	Cuencas Mineras
2009	Hombres	45-49	10	26	Cuencas Mineras
2009	Hombres	50-54	10	26	Cuencas Mineras
2009	Hombres	55-59	2	26	Cuencas Mineras
2009	Hombres	60-64	1	26	Cuencas Mineras
2009	Hombres	16-19	2	27	Andorra-Sierra de Arcos
2009	Hombres	20-24	21	27	Andorra-Sierra de Arcos
2009	Hombres	25-29	34	27	Andorra-Sierra de Arcos
2009	Hombres	30-34	23	27	Andorra-Sierra de Arcos
2009	Hombres	35-39	40	27	Andorra-Sierra de Arcos
2009	Hombres	40-44	51	27	Andorra-Sierra de Arcos
2009	Hombres	45-49	32	27	Andorra-Sierra de Arcos
2009	Hombres	50-54	13	27	Andorra-Sierra de Arcos
2009	Hombres	55-59	7	27	Andorra-Sierra de Arcos
2009	Hombres	60-64	2	27	Andorra-Sierra de Arcos
2009	Hombres	16-19	6	28	Bajo Aragón
2009	Hombres	20-24	32	28	Bajo Aragón
2009	Hombres	25-29	39	28	Bajo Aragón
2009	Hombres	30-34	49	28	Bajo Aragón
2009	Hombres	35-39	34	28	Bajo Aragón
2009	Hombres	40-44	33	28	Bajo Aragón
2009	Hombres	45-49	29	28	Bajo Aragón
2009	Hombres	50-54	19	28	Bajo Aragón
2009	Hombres	55-59	9	28	Bajo Aragón
2009	Hombres	60-64	10	28	Bajo Aragón
2009	Hombres	Más de 64	1	28	Bajo Aragón
2009	Hombres	16-19	10	29	Comunidad de Teruel
2009	Hombres	20-24	42	29	Comunidad de Teruel
2009	Hombres	25-29	43	29	Comunidad de Teruel
2009	Hombres	30-34	60	29	Comunidad de Teruel
2009	Hombres	35-39	58	29	Comunidad de Teruel
2009	Hombres	40-44	65	29	Comunidad de Teruel
2009	Hombres	45-49	48	29	Comunidad de Teruel
2009	Hombres	50-54	33	29	Comunidad de Teruel
2009	Hombres	55-59	32	29	Comunidad de Teruel
2009	Hombres	60-64	5	29	Comunidad de Teruel
2009	Hombres	Más de 64	1	29	Comunidad de Teruel
2009	Hombres	20-24	3	30	Maestrazgo
2009	Hombres	30-34	1	30	Maestrazgo
2009	Hombres	35-39	2	30	Maestrazgo
2009	Hombres	40-44	3	30	Maestrazgo
2009	Hombres	45-49	2	30	Maestrazgo
2009	Hombres	55-59	1	30	Maestrazgo
2009	Hombres	20-24	1	31	Sierra de Albarracín
2009	Hombres	25-29	4	31	Sierra de Albarracín
2009	Hombres	30-34	6	31	Sierra de Albarracín
2009	Hombres	35-39	1	31	Sierra de Albarracín
2009	Hombres	40-44	2	31	Sierra de Albarracín
2009	Hombres	45-49	6	31	Sierra de Albarracín
2009	Hombres	50-54	2	31	Sierra de Albarracín
2009	Hombres	60-64	1	31	Sierra de Albarracín
2009	Hombres	16-19	1	32	Gúdar-Javalambre
2009	Hombres	20-24	11	32	Gúdar-Javalambre
2009	Hombres	25-29	10	32	Gúdar-Javalambre
2009	Hombres	30-34	11	32	Gúdar-Javalambre
2009	Hombres	35-39	3	32	Gúdar-Javalambre
2009	Hombres	40-44	6	32	Gúdar-Javalambre
2009	Hombres	45-49	6	32	Gúdar-Javalambre
2009	Hombres	50-54	10	32	Gúdar-Javalambre
2009	Hombres	55-59	4	32	Gúdar-Javalambre
2009	Hombres	16-19	1	33	Matarraña / Matarranya
2009	Hombres	20-24	9	33	Matarraña / Matarranya
2009	Hombres	25-29	4	33	Matarraña / Matarranya
