Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones con tierras	Explotaciones con tierras sin SAU	Explotaciones con tierras con SAU >=25% y <50% de su propiedad	Explotaciones con tierras con SAU >=50% y <75% de su propiedad	Explotaciones con tierras con SAU >=75% y <100% de su propiedad	Explotaciones con tierras con SAU totalmente de su propiedad	Explotaciones con tierras con SAU	Explotaciones con tierras con SAU  <25% de su propiedad
1999	22197	Robres	170	168	23	11	17	16	88	145	13
1999	22199	Sabiñánigo	207	200	24	7	23	20	107	176	19
1999	22200	Sahún	41	40	1	4	5	5	22	39	3
1999	22201	Salas Altas	123	122	7	2	4	6	101	115	2
1999	22202	Salas Bajas	61	61	6	0	1	0	53	55	1
1999	22203	Salillas	34	34	8	4	4	3	9	26	6
1999	22204	Sallent de Gállego	92	84	2	0	0	0	82	82	0
1999	22205	San Esteban de Litera	289	279	12	19	16	14	199	267	19
1999	22206	Sangarrén	66	66	5	5	4	5	40	61	7
1999	22207	San Juan de Plan	41	41	0	0	8	6	25	41	2
1999	22208	Santa Cilia	27	27	2	3	3	2	11	25	6
1999	22209	Santa Cruz de la Serós	20	20	1	2	2	1	13	19	1
1999	22212	Santaliestra y San Quílez	19	19	7	0	1	3	7	12	1
1999	22213	Sariñena	440	432	20	37	38	49	236	412	52
1999	22214	Secastilla	36	36	2	0	4	8	20	34	2
1999	22215	Seira	26	26	0	0	7	0	18	26	1
1999	22217	Sena	155	150	3	5	9	29	90	147	14
1999	22218	Senés de Alcubierre	22	21	1	1	1	3	13	20	2
1999	22220	Sesa	63	63	7	3	12	10	24	56	7
1999	22221	Sesué	14	14	0	2	3	3	6	14	0
1999	22222	Siétamo	98	97	6	5	6	10	58	91	12
1999	22223	Sopeira	26	23	5	2	4	1	4	18	7
1999	22225	Tamarite de Litera	535	517	26	22	39	44	345	491	41
1999	22226	Tardienta	145	143	10	11	11	27	54	133	30
1999	22227	Tella-Sin	18	18	1	1	0	1	13	17	2
1999	22228	Tierz	26	25	2	2	2	2	12	23	5
1999	22229	Tolva	72	70	15	2	7	5	36	55	5
1999	22230	Torla-Ordesa	44	44	2	8	5	2	24	42	3
1999	22232	Torralba de Aragón	44	42	4	2	6	3	21	38	6
1999	22233	Torre la Ribera	58	57	26	0	2	1	26	31	2
1999	22234	Torrente de Cinca	133	133	10	7	5	7	81	123	23
1999	22235	Torres de Alcanadre	39	39	13	4	1	6	10	26	5
1999	22236	Torres de Barbués	57	55	5	6	4	6	26	50	8
1999	22239	Tramaced	35	35	6	2	1	3	17	29	6
1999	22242	Valfarta	43	42	1	0	3	1	20	41	17
1999	22243	Valle de Bardají	18	18	6	1	2	1	7	12	1
1999	22244	Valle de Lierp	17	17	2	2	0	4	6	15	3
1999	22245	Velilla de Cinca	81	81	11	3	5	14	37	70	11
1999	22246	Beranuy	65	64	23	2	1	2	31	41	5
1999	22247	Viacamp y Litera	32	32	11	3	3	1	7	21	7
1999	22248	Vicién	12	12	1	3	2	0	5	11	1
1999	22249	Villanova	11	10	0	2	0	0	6	10	2
1999	22250	Villanúa	11	11	0	1	3	1	6	11	0
1999	22251	Villanueva de Sigena	125	120	5	7	7	20	69	115	12
1999	22252	Yebra de Basa	25	25	3	1	2	5	12	22	2
1999	22253	Yésero	9	8	0	1	0	0	6	8	1
1999	22254	Zaidín	377	373	19	21	25	27	229	354	52
1999	22901	Valle de Hecho	93	93	0	12	9	17	50	93	5
1999	22902	Puente la Reina de Jaca	52	52	2	1	6	8	34	50	1
1999	22903	San Miguel del Cinca	217	212	3	24	23	30	82	209	50
1999	22904	Sotonera (La)	354	353	16	9	17	31	262	337	18
1999	22905	Lupiñén-Ortilla	79	78	4	8	5	12	41	74	8
1999	22906	Santa María de Dulcis	83	82	7	0	2	5	67	75	1
1999	22907	Aínsa-Sobrarbe	150	150	14	15	21	14	73	136	13
1999	22908	Hoz y Costeán	131	127	14	6	2	4	96	113	5
1999	22909	Vencillón	111	106	20	3	4	1	66	86	12
1999	44001	Ababuj	27	25	2	5	5	3	2	23	8
1999	44002	Abejuela	15	14	1	0	0	0	8	13	5
1999	44003	Aguatón	10	10	1	2	2	0	4	9	1
1999	44004	Aguaviva	95	90	14	5	7	1	51	76	12
1999	44005	Aguilar del Alfambra	25	23	0	4	2	4	9	23	4
1999	44006	Alacón	121	115	6	5	2	1	95	109	6
1999	44007	Alba	72	71	5	9	6	10	23	66	18
1999	44008	Albalate del Arzobispo	536	529	26	37	43	47	328	503	48
1999	44009	Albarracín	85	80	6	6	6	3	40	74	19
1999	44010	Albentosa	53	52	7	4	2	4	29	45	6
1999	44011	Alcaine	12	8	2	0	0	0	4	6	2
1999	44012	Alcalá de la Selva	49	43	6	0	0	0	25	37	12
1999	44013	Alcañiz	928	917	55	39	47	52	605	862	119
1999	44014	Alcorisa	525	520	23	19	17	34	402	497	25
1999	44016	Alfambra	161	149	16	23	15	16	29	133	50
1999	44017	Aliaga	80	77	17	2	6	6	32	60	14
1999	44018	Almohaja	6	6	1	1	0	1	2	5	1
1999	44019	Alobras	16	16	1	0	0	2	7	15	6
1999	44020	Alpeñés	14	14	3	2	3	2	3	11	1
1999	44021	Allepuz	53	50	6	7	2	3	18	44	14
1999	44022	Alloza	303	302	19	6	6	15	240	283	16
1999	44023	Allueva	3	3	2	0	0	0	0	1	1
1999	44024	Anadón	6	6	1	2	1	0	1	5	1
1999	44025	Andorra	502	497	13	13	28	46	374	484	23
1999	44026	Arcos de las Salinas	21	20	1	3	0	0	9	19	7
1999	44027	Arens de Lledó	81	78	2	2	2	3	68	76	1
1999	44028	Argente	80	80	1	15	11	0	10	79	43
1999	44029	Ariño	94	92	9	1	2	2	67	83	11
1999	44031	Azaila	61	60	1	8	8	1	27	59	15
1999	44032	Bádenas	9	9	3	2	0	0	4	6	0
1999	44033	Báguena	195	191	7	1	4	5	172	184	2
1999	44034	Bañón	42	42	3	8	5	12	8	39	6
1999	44035	Barrachina	28	27	3	2	5	6	5	24	6
1999	44036	Bea	9	9	3	0	0	1	1	6	4
1999	44037	Beceite	105	103	9	1	6	7	74	94	6
1999	44038	Belmonte de San José	96	96	19	3	6	2	62	77	4
1999	44039	Bello	116	114	2	12	27	31	26	112	16
1999	44040	Berge	84	84	2	5	2	11	51	82	13
1999	44041	Bezas	9	7	1	0	1	0	5	6	0
1999	44042	Blancas	48	48	0	8	10	10	12	48	8
1999	44043	Blesa	56	54	4	6	0	3	29	50	12
1999	44044	Bordón	26	26	8	1	4	1	8	18	4
1999	44045	Bronchales	24	20	1	1	1	0	8	19	9
1999	44046	Bueña	39	39	4	4	4	5	14	35	8
1999	44047	Burbáguena	137	133	12	2	2	2	112	121	3
1999	44048	Cabra de Mora	20	19	0	0	2	0	13	19	4
1999	44049	Calaceite	304	302	23	8	21	28	216	279	6
1999	44050	Calamocha	434	418	45	22	31	40	235	373	45
1999	44051	Calanda	477	469	35	24	37	43	297	434	33
1999	44052	Calomarde	11	11	2	0	0	4	3	9	2
1999	44053	Camañas	46	43	0	5	2	3	7	43	26
1999	44054	Camarena de la Sierra	12	12	0	1	0	0	9	12	2
1999	44055	Camarillas	32	30	4	4	2	7	9	26	4
1999	44056	Caminreal	173	168	19	13	23	17	83	149	13
1999	44059	Cantavieja	125	117	22	6	1	5	64	95	19
1999	44060	Cañada de Benatanduz	24	24	2	2	1	1	8	22	10
1999	44061	Cañada de Verich (La)	20	19	3	0	1	1	13	16	1
1999	44062	Cañada Vellida	31	26	1	5	6	1	8	25	5
1999	44063	Cañizar del Olivar	17	17	4	0	1	0	10	13	2
1999	44064	Cascante del Río	25	25	4	3	0	2	13	21	3
1999	44065	Castejón de Tornos	39	39	2	4	3	6	21	37	3
1999	44066	Castel de Cabra	33	28	1	0	1	1	23	27	2
1999	44067	Castelnou	28	28	2	2	4	1	9	26	10
1999	44068	Castelserás	119	118	13	7	9	8	71	105	10
1999	44070	Castellar (El)	24	21	0	1	1	3	11	21	5
1999	44071	Castellote	260	258	32	10	12	18	171	226	15
1999	44074	Cedrillas	95	87	1	2	13	16	32	86	23
1999	44075	Celadas	117	112	1	15	23	37	22	111	14
1999	44076	Cella	379	374	7	61	54	70	54	367	128
1999	44077	Cerollera (La)	59	58	38	1	3	0	13	20	3
1999	44080	Codoñera (La)	67	67	6	7	8	11	32	61	3
1999	44082	Corbalán	27	27	1	4	3	6	5	26	8
1999	44084	Cortes de Aragón	20	20	1	1	1	1	11	19	5
1999	44085	Cosa	30	29	2	6	4	3	1	27	13
1999	44086	Cretas	203	198	12	12	11	6	151	186	6
1999	44087	Crivillén	33	33	6	0	0	1	22	27	4
1999	44088	Cuba (La)	20	17	2	0	1	0	14	15	0
1999	44089	Cubla	20	19	2	1	0	3	8	17	5
1999	44090	Cucalón	22	20	2	2	2	0	10	18	4
1999	44092	Cuervo (El)	20	20	2	1	0	3	14	18	0
1999	44093	Cuevas de Almudén	31	30	3	3	6	4	7	27	7
1999	44094	Cuevas Labradas	36	36	4	8	8	2	6	32	8
1999	44096	Ejulve	40	39	6	4	5	5	13	33	6
1999	44097	Escorihuela	69	66	4	10	13	5	13	62	21
1999	44099	Escucha	36	29	5	4	6	3	7	24	4
1999	44100	Estercuel	55	54	3	1	3	2	42	51	3
1999	44101	Ferreruela de Huerva	40	39	0	2	7	2	17	39	11
1999	44102	Fonfría	12	12	2	1	2	1	2	10	4
1999	44103	Formiche Alto	37	34	3	2	2	2	19	31	6
1999	44105	Fórnoles	80	80	12	4	2	1	60	68	1
1999	44106	Fortanete	72	70	15	2	3	2	27	55	21
1999	44107	Foz-Calanda	96	93	9	3	5	9	58	84	9
1999	44108	Fresneda (La)	167	162	17	2	8	7	126	145	2
1999	44109	Frías de Albarracín	21	14	1	0	1	1	2	13	9
1999	44110	Fuenferrada	20	19	3	3	4	2	5	16	2
1999	44111	Fuentes Calientes	40	34	1	8	7	2	7	33	9
1999	44112	Fuentes Claras	168	156	21	20	24	14	65	135	12
1999	44113	Fuentes de Rubielos	14	14	6	0	0	0	5	8	3
1999	44114	Fuentespalda	89	89	15	3	6	6	57	74	2
1999	44115	Galve	40	36	1	5	8	12	3	35	7
1999	44116	Gargallo	20	20	1	3	1	1	11	19	3
1999	44117	Gea de Albarracín	47	45	5	4	6	4	21	40	5
1999	44118	Ginebrosa (La)	94	92	5	15	10	4	47	87	11
1999	44119	Griegos	22	17	3	2	1	1	6	14	4
1999	44120	Guadalaviar	41	28	1	4	2	0	17	27	4
1999	44121	Gúdar	21	16	2	0	0	0	10	14	4
1999	44122	Híjar	254	246	24	14	14	22	112	222	60
1999	44123	Hinojosa de Jarque	53	49	1	5	6	23	6	48	8
1999	44124	Hoz de la Vieja (La)	30	28	1	1	1	2	12	27	11
1999	44125	Huesa del Común	29	28	5	2	1	6	5	23	9
1999	44126	Iglesuela del Cid (La)	31	31	4	1	4	1	12	27	9
1999	44127	Jabaloyas	15	13	1	4	1	0	3	12	4
1999	44128	Jarque de la Val	34	32	3	5	7	5	7	29	5
1999	44129	Jatiel	11	11	0	3	0	1	4	11	3
1999	44130	Jorcas	15	14	2	2	2	1	2	12	5
1999	44131	Josa	8	6	3	0	0	0	2	3	1
1999	44132	Lagueruela	26	25	1	5	1	3	9	24	6
1999	44133	Lanzuela	19	17	2	0	1	2	11	15	1
1999	44135	Libros	72	72	4	0	1	1	66	68	0
1999	44136	Lidón	32	32	1	3	7	10	6	31	5
1999	44137	Linares de Mora	54	53	4	1	0	1	27	49	20
1999	44138	Loscos	56	53	1	5	1	1	27	52	18
1999	44141	Lledó	55	54	7	1	1	3	39	47	3
1999	44142	Maicas	6	5	1	0	0	0	2	4	2
1999	44143	Manzanera	83	80	19	3	1	0	44	61	13
1999	44144	Martín del Río	49	42	6	0	4	2	26	36	4
1999	44145	Mas de las Matas	156	149	22	5	7	8	94	127	13
1999	44146	Mata de los Olmos (La)	39	38	5	4	3	3	21	33	2
1999	44147	Mazaleón	179	174	5	5	13	21	122	169	8
1999	44148	Mezquita de Jarque	29	28	1	8	8	1	3	27	7
1999	44149	Mirambel	39	33	2	1	2	2	22	31	4
1999	44150	Miravete de la Sierra	20	19	3	0	0	3	11	16	2
1999	44151	Molinos	101	101	6	4	4	7	77	95	3
1999	44152	Monforte de Moyuela	37	37	5	4	3	3	12	32	10
1999	44153	Monreal del Campo	234	226	5	21	46	29	105	221	20
1999	44154	Monroyo	146	144	51	7	12	13	54	93	7
1999	44155	Montalbán	28	24	4	1	1	2	14	20	2
1999	44156	Monteagudo del Castillo	28	27	2	2	4	0	11	25	8
1999	44157	Monterde de Albarracín	16	15	1	2	1	0	5	14	6
1999	44158	Mora de Rubielos	139	134	24	3	3	1	87	110	16
1999	44159	Moscardón	12	9	1	1	3	0	2	8	2
1999	44160	Mosqueruela	119	110	9	5	8	11	46	101	31
1999	44161	Muniesa	179	176	6	7	15	7	125	170	16
1999	44163	Noguera de Albarracín	21	20	2	0	0	0	8	18	10
1999	44164	Nogueras	15	15	7	3	1	0	3	8	1
1999	44165	Nogueruelas	32	27	2	0	0	0	15	25	10
1999	44167	Obón	25	24	4	0	0	1	15	20	4
1999	44168	Odón	85	81	3	8	30	14	17	78	9
1999	44169	Ojos Negros	71	64	1	15	5	5	14	63	24
1999	44171	Olba	11	11	3	0	0	2	5	8	1
1999	44172	Oliete	166	166	14	1	3	7	133	152	8
1999	44173	Olmos (Los)	62	62	5	3	3	9	35	57	7
1999	44174	Orihuela del Tremedal	25	17	0	0	4	0	4	17	9
1999	44175	Orrios	56	54	1	5	12	2	14	53	20
1999	44176	Palomar de Arroyos	23	17	1	1	1	0	8	16	6
1999	44177	Pancrudo	55	53	4	8	7	6	13	49	15
1999	44178	Parras de Castellote (Las)	41	41	7	5	1	2	24	34	2
1999	44179	Peñarroya de Tastavins	159	148	26	5	5	5	106	122	1
1999	44180	Peracense	19	18	3	3	3	1	5	15	3
1999	44181	Peralejos	19	19	2	2	5	0	1	17	9
1999	44182	Perales del Alfambra	70	68	6	17	11	7	6	62	21
1999	44183	Pitarque	27	27	5	1	0	0	14	22	7
1999	44184	Plou	11	11	1	1	3	0	5	10	1
1999	44185	Pobo (El)	48	44	2	6	8	8	14	42	6
1999	44187	Portellada (La)	108	106	4	4	4	4	89	102	1
1999	44189	Pozondón	19	19	0	0	1	1	7	19	10
1999	44190	Pozuel del Campo	25	25	1	7	2	1	7	24	7
1999	44191	Puebla de Híjar (La)	171	159	15	16	16	13	62	144	37
1999	44192	Puebla de Valverde (La)	112	107	11	8	3	6	56	96	23
1999	44193	Puertomingalvo	39	39	3	3	1	2	21	36	9
1999	44194	Ráfales	84	83	17	2	3	3	55	66	3
1999	44195	Rillo	32	29	3	5	5	4	6	26	6
1999	44196	Riodeva	44	44	4	0	0	0	38	40	2
1999	44197	Ródenas	17	17	1	1	1	2	5	16	7
1999	44198	Royuela	26	23	0	1	3	0	7	23	12
1999	44199	Rubiales	4	4	0	0	0	0	1	4	3
1999	44200	Rubielos de la Cérida	12	12	0	3	1	1	4	12	3
1999	44201	Rubielos de Mora	63	61	21	1	0	1	25	40	13
1999	44203	Salcedillo	2	2	1	0	0	0	1	1	0
1999	44204	Saldón	7	6	0	0	2	0	1	6	3
1999	44205	Samper de Calanda	196	191	8	21	11	14	111	183	26
1999	44206	San Agustín	50	47	6	4	2	3	23	41	9
1999	44207	San Martín del Río	141	140	10	1	2	2	124	130	1
1999	44208	Santa Cruz de Nogueras	8	8	1	1	1	0	3	7	2
1999	44209	Santa Eulalia	144	142	1	26	22	25	26	141	42
1999	44210	Sarrión	184	183	14	14	10	17	101	169	27
1999	44211	Segura de los Baños	21	20	3	4	2	1	8	17	2
1999	44212	Seno	21	21	1	1	0	3	15	20	1
1999	44213	Singra	40	39	7	7	6	1	8	32	10
1999	44215	Terriente	33	32	1	8	2	2	14	31	5
1999	44216	Teruel	395	378	38	40	29	28	181	340	62
1999	44217	Toril y Masegoso	12	12	0	0	0	1	4	12	7
1999	44218	Tormón	4	4	1	0	0	0	3	3	0
1999	44219	Tornos	107	105	1	10	15	26	43	104	10
1999	44220	Torralba de los Sisones	75	73	8	6	15	19	15	65	10
1999	44221	Torrecilla de Alcañiz	89	86	7	8	2	13	43	79	13
1999	44222	Torrecilla del Rebollar	46	45	4	6	4	5	7	41	19
1999	44223	Torre de Arcas	38	38	17	3	0	4	10	21	4
1999	44224	Torre de las Arcas	14	11	1	0	1	0	8	10	1
1999	44225	Torre del Compte	55	55	9	7	4	3	31	46	1
1999	44226	Torrelacárcel	68	67	1	10	4	9	30	66	13
1999	44227	Torre los Negros	24	24	2	1	1	0	6	22	14
1999	44228	Torremocha de Jiloca	37	36	0	10	5	3	7	36	11
1999	44229	Torres de Albarracín	25	25	1	2	3	0	11	24	8
1999	44230	Torrevelilla	74	73	16	6	3	6	34	57	8
1999	44231	Torrijas	11	10	1	0	0	0	2	9	7
1999	44232	Torrijo del Campo	140	135	17	17	15	12	56	118	18
1999	44234	Tramacastiel	36	36	3	0	1	0	32	33	0
1999	44235	Tramacastilla	18	17	1	0	1	1	8	16	6
1999	44236	Tronchón	27	26	4	0	1	4	16	22	1
1999	44237	Urrea de Gaén	137	126	1	17	11	14	59	125	24
1999	44238	Utrillas	19	17	4	2	1	2	4	13	4
1999	44239	Valacloche	9	9	0	0	2	0	6	9	1
1999	44240	Valbona	37	36	5	0	1	1	21	31	8
1999	44241	Valdealgorfa	185	185	11	4	15	11	139	174	5
1999	44243	Valdecuenca	2	2	1	0	0	0	0	1	1
1999	44244	Valdelinares	20	20	1	1	3	0	6	19	9
1999	44245	Valdeltormo	54	52	3	1	3	7	34	49	4
1999	44246	Valderrobres	414	403	65	9	13	12	300	338	4
1999	44247	Valjunquera	116	115	5	2	8	10	83	110	7
1999	44249	Vallecillo (El)	3	2	1	0	0	0	1	1	0
1999	44250	Veguillas de la Sierra	8	8	1	2	1	0	1	7	3
1999	44251	Villafranca del Campo	77	75	2	15	16	9	22	73	11
1999	44252	Villahermosa del Campo	37	36	2	1	2	6	20	34	5
1999	44256	Villanueva del Rebollar de la Sierra	16	16	2	4	2	5	1	14	2
1999	44257	Villar del Cobo	33	30	1	1	4	1	15	29	8
1999	44258	Villar del Salz	15	15	1	4	1	0	5	14	4
1999	44260	Villarluengo	55	53	7	4	4	2	13	46	23
1999	44261	Villarquemado	178	169	5	24	31	34	16	164	59
1999	44262	Villarroya de los Pinares	37	33	2	5	1	1	17	31	7
1999	44263	Villastar	55	53	6	2	1	8	29	47	7
1999	44264	Villel	47	47	7	6	0	1	27	40	6
1999	44265	Vinaceite	81	78	0	12	8	3	43	78	12
1999	44266	Visiedo	61	58	2	8	7	3	26	56	12
1999	44267	Vivel del Río Martín	20	20	2	4	2	0	5	18	7
1999	44268	Zoma (La)	7	6	2	0	1	2	0	4	1
1999	50001	Abanto	31	28	3	4	4	2	5	25	10
1999	50002	Acered	108	106	10	1	4	2	86	96	3
1999	50003	Agón	61	60	3	1	3	9	38	57	6
1999	50004	Aguarón	328	326	44	1	2	1	274	282	4
1999	50005	Aguilón	85	83	5	8	3	12	47	78	8
1999	50006	Ainzón	299	297	23	15	8	21	222	274	8
1999	50007	Aladrén	41	40	6	0	1	0	32	34	1
1999	50008	Alagón	379	374	11	24	46	23	189	363	81
1999	50009	Alarba	68	68	5	3	5	5	50	63	0
1999	50010	Alberite de San Juan	29	29	1	2	3	3	20	28	0
1999	50011	Albeta	8	8	2	0	0	1	4	6	1
1999	50012	Alborge	14	9	1	1	0	0	4	8	3
1999	50013	Alcalá de Ebro	76	76	3	12	14	7	29	73	11
1999	50014	Alcalá de Moncayo	60	60	7	2	4	4	36	53	7
1999	50015	Alconchel de Ariza	33	31	3	7	1	2	1	28	17
1999	50016	Aldehuela de Liestos	24	24	3	1	0	2	13	21	5
1999	50017	Alfajarín	193	190	8	19	20	16	83	182	44
1999	50018	Alfamén	394	392	25	13	11	29	286	367	28
1999	50019	Alforque	13	11	1	2	2	1	1	10	4
1999	50020	Alhama de Aragón	68	68	4	1	0	5	55	64	3
1999	50021	Almochuel	17	17	1	1	1	3	4	16	7
1999	50022	Almolda (La)	220	209	2	20	30	37	81	207	39
1999	50023	Almonacid de la Cuba	107	106	8	8	8	12	64	98	6
1999	50024	Almonacid de la Sierra	374	373	30	6	9	19	301	343	8
1999	50025	Almunia de Doña Godina (La)	712	702	49	17	36	35	535	653	30
1999	50026	Alpartir	258	256	17	1	1	3	232	239	2
1999	50027	Ambel	207	204	12	2	4	9	169	192	8
1999	50028	Anento	46	45	5	2	1	2	31	40	4
1999	50029	Aniñón	354	349	8	0	1	6	333	341	1
1999	50030	Añón de Moncayo	55	52	11	2	2	1	33	41	3
1999	50031	Aranda de Moncayo	108	100	6	2	3	0	87	94	2
1999	50032	Arándiga	169	167	14	5	5	7	125	153	11
1999	50033	Ardisa	22	21	4	0	4	2	10	17	1
1999	50034	Ariza	121	117	22	5	6	6	60	95	18
1999	50035	Artieda	18	17	1	1	1	3	9	16	2
1999	50036	Asín	26	24	3	1	1	0	18	21	1
1999	50037	Atea	138	135	13	1	1	2	116	122	2
1999	50038	Ateca	246	245	13	4	5	26	195	232	2
1999	50039	Azuara	168	167	10	17	11	17	82	157	30
1999	50040	Badules	40	40	1	5	4	6	17	39	7
1999	50041	Bagüés	8	8	2	0	1	0	4	6	1
1999	50042	Balconchán	30	30	6	0	0	3	20	24	1
1999	50043	Bárboles	83	83	7	2	7	7	54	76	6
1999	50044	Bardallur	88	88	6	8	6	12	44	82	12
1999	50045	Belchite	488	479	16	30	28	25	329	463	51
1999	50046	Belmonte de Gracián	95	94	12	1	2	8	67	82	4
1999	50047	Berdejo	11	11	4	0	0	1	5	7	1
1999	50048	Berrueco	20	20	4	4	1	3	7	16	1
1999	50050	Bijuesca	29	28	4	0	1	4	17	24	2
1999	50051	Biota	232	221	2	28	34	25	90	219	42
1999	50052	Bisimbre	37	35	0	4	4	0	23	35	4
1999	50053	Boquiñeni	159	159	28	4	5	8	103	131	11
1999	50054	Bordalba	20	20	2	1	2	1	7	18	7
1999	50055	Borja	609	600	47	21	30	55	418	553	29
1999	50056	Botorrita	42	41	6	3	6	2	20	35	4
1999	50057	Brea de Aragón	118	115	5	0	1	0	109	110	0
1999	50058	Bubierca	37	37	5	1	1	1	20	32	9
1999	50059	Bujaraloz	176	156	2	20	27	28	32	154	47
1999	50060	Bulbuente	148	148	5	0	1	6	133	143	3
1999	50061	Bureta	87	86	9	1	4	10	56	77	6
1999	50062	Burgo de Ebro (El)	108	101	4	7	4	4	64	97	18
1999	50063	Buste (El)	27	27	2	2	2	1	17	25	3
1999	50064	Cabañas de Ebro	95	93	14	7	9	13	45	79	5
1999	50065	Cabolafuente	19	17	4	2	0	0	7	13	4
1999	50066	Cadrete	34	32	2	1	4	2	19	30	4
1999	50067	Calatayud	491	480	80	7	7	14	349	400	23
1999	50068	Calatorao	485	482	55	25	36	27	283	427	56
1999	50069	Calcena	20	19	4	0	0	0	14	15	1
1999	50070	Calmarza	25	24	2	2	2	1	11	22	6
1999	50071	Campillo de Aragón	43	43	1	12	7	1	6	42	16
1999	50072	Carenas	42	40	10	0	2	0	28	30	0
1999	50073	Cariñena	649	645	30	5	8	10	576	615	16
1999	50074	Caspe	985	970	58	83	76	75	568	912	110
1999	50075	Castejón de Alarba	54	53	5	0	1	0	47	48	0
1999	50076	Castejón de las Armas	36	36	3	1	3	0	29	33	0
1999	50077	Castejón de Valdejasa	128	127	7	13	14	7	51	120	35
1999	50078	Castiliscar	112	111	6	2	7	5	77	105	14
1999	50079	Cervera de la Cañada	143	142	17	4	5	3	111	125	2
1999	50080	Cerveruela	8	8	2	0	0	0	6	6	0
1999	50081	Cetina	79	70	5	8	2	2	19	65	34
1999	50082	Cimballa	37	37	5	0	0	1	28	32	3
1999	50083	Cinco Olivas	15	14	1	3	2	1	3	13	4
1999	50084	Clarés de Ribota	68	68	15	1	2	1	42	53	7
1999	50085	Codo	29	29	1	1	1	1	21	28	4
1999	50086	Codos	121	120	4	2	0	3	109	116	2
1999	50087	Contamina	17	17	2	1	2	2	9	15	1
1999	50088	Cosuenda	253	253	30	2	7	11	201	223	2
1999	50089	Cuarte de Huerva	14	13	3	0	0	0	9	10	1
1999	50090	Cubel	73	73	0	4	11	11	21	73	26
1999	50091	Cuerlas (Las)	39	39	3	4	1	6	18	36	7
1999	50092	Chiprana	53	52	1	4	8	9	23	51	7
1999	50093	Chodes	71	71	5	1	1	4	55	66	5
1999	50094	Daroca	263	255	49	8	10	8	175	206	5
1999	50095	Ejea de los Caballeros	1445	1402	37	125	146	159	441	1365	494
1999	50096	Embid de Ariza	23	22	3	3	1	0	14	19	1
1999	50098	Encinacorba	168	165	32	1	1	0	128	133	3
1999	50099	Épila	615	592	38	23	48	53	363	554	67
1999	50100	Erla	47	46	3	1	3	7	24	43	8
1999	50101	Escatrón	179	179	9	11	9	12	126	170	12
1999	50102	Fabara	319	312	36	3	6	18	247	276	2
1999	50104	Farlete	106	102	2	29	14	4	5	100	48
1999	50105	Fayón	123	123	5	0	0	2	112	118	4
1999	50106	Fayos (Los)	52	52	2	0	1	0	49	50	0
1999	50107	Figueruelas	98	97	6	5	14	12	49	91	11
1999	50108	Fombuena	8	7	2	0	0	0	2	5	3
1999	50109	Frago (El)	20	20	1	0	0	3	13	19	3
1999	50110	Frasno (El)	293	292	34	4	5	3	240	258	6
1999	50111	Fréscano	50	48	2	4	8	5	16	46	13
1999	50113	Fuendejalón	332	327	26	7	11	22	259	301	2
1999	50114	Fuendetodos	42	41	2	6	5	7	13	39	8
1999	50115	Fuentes de Ebro	568	557	14	49	50	75	280	543	89
1999	50116	Fuentes de Jiloca	82	80	7	3	2	3	56	73	9
1999	50117	Gallocanta	36	35	5	6	5	6	7	30	6
1999	50118	Gallur	292	292	27	27	23	25	144	265	46
1999	50119	Gelsa	213	200	10	37	31	24	32	190	66
1999	50120	Godojos	50	49	11	1	0	0	37	38	0
1999	50121	Gotor	113	112	5	0	1	0	101	107	5
1999	50122	Grisel	48	48	4	1	3	1	33	44	6
1999	50123	Grisén	47	47	6	4	2	3	26	41	6
1999	50124	Herrera de los Navarros	164	160	7	22	12	14	77	153	28
1999	50125	Ibdes	176	176	37	3	5	8	118	139	5
1999	50126	Illueca	247	246	3	0	0	3	236	243	4
1999	50128	Isuerre	23	23	8	2	2	1	10	15	0
1999	50129	Jaraba	44	42	3	2	0	1	27	39	9
1999	50130	Jarque de Moncayo	199	195	12	3	1	6	173	183	0
1999	50131	Jaulín	39	36	2	4	11	8	5	34	6
1999	50132	Joyosa (La)	46	44	7	1	5	3	21	37	7
1999	50133	Lagata	42	42	2	5	7	3	19	40	6
1999	50134	Langa del Castillo	89	85	2	7	14	8	43	83	11
1999	50135	Layana	7	3	1	0	0	0	2	2	0
1999	50136	Lécera	202	197	4	15	20	20	112	193	26
1999	50137	Leciñena	296	292	26	39	31	12	85	266	99
1999	50138	Lechón	14	14	1	0	2	3	4	13	4
1999	50139	Letux	127	124	7	10	9	11	77	117	10
1999	50140	Litago	49	46	4	2	2	2	35	42	1
1999	50141	Lituénigo	96	96	10	1	1	5	76	86	3
1999	50142	Lobera de Onsella	40	40	13	2	0	1	24	27	0
1999	50143	Longares	257	252	10	5	15	22	182	242	18
1999	50144	Longás	23	23	9	1	0	0	12	14	1
1999	50146	Lucena de Jalón	53	53	5	1	1	3	34	48	9
1999	50147	Luceni	143	142	11	10	21	15	66	131	19
1999	50148	Luesia	77	77	8	10	8	6	28	69	17
1999	50149	Luesma	11	11	3	1	1	0	0	8	6
1999	50150	Lumpiaque	173	167	3	7	6	7	138	164	6
1999	50151	Luna	354	346	10	49	41	38	80	336	128
1999	50152	Maella	576	569	51	13	20	26	443	518	16
1999	50153	Magallón	344	341	32	13	15	16	248	309	17
