Municipio código	Municipio nombre	Estructura hogar	Número hogares
44190	Pozuel del Campo	Dos adultos y tres o más menores	3
44190	Pozuel del Campo	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
44190	Pozuel del Campo	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
44190	Pozuel del Campo	Otro hogar de tres adultos, con o sin menores	3
44190	Pozuel del Campo	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
44190	Pozuel del Campo	Otro hogar de cuatro adultos, con o sin menores	2
44190	Pozuel del Campo	Cinco o más adultos, con o sin menores	1
44191	Puebla de Híjar (La)	Una mujer de 16 a 64 años	14
44191	Puebla de Híjar (La)	Un hombre de 16 a 64 años	20
44191	Puebla de Híjar (La)	Una mujer de 65 o más años	48
44191	Puebla de Híjar (La)	Un hombre de 65 o más años	20
44191	Puebla de Híjar (La)	Una mujer adulta con uno o más menores	2
44191	Puebla de Híjar (La)	Un hombre adulto con  uno o más menores	2
44191	Puebla de Híjar (La)	Dos adultos de 16 a 64 años, sin menores	32
44191	Puebla de Híjar (La)	Dos adultos, uno al menos de 65 años o más, sin menores	92
44191	Puebla de Híjar (La)	Dos adultos y un menor	27
44191	Puebla de Híjar (La)	Dos adultos y dos menores	19
44191	Puebla de Híjar (La)	Dos adultos y tres o más menores	5
44191	Puebla de Híjar (La)	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	27
44191	Puebla de Híjar (La)	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	7
44191	Puebla de Híjar (La)	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44191	Puebla de Híjar (La)	Otro hogar de tres adultos, con o sin menores	32
44191	Puebla de Híjar (La)	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	22
44191	Puebla de Híjar (La)	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
44191	Puebla de Híjar (La)	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
44191	Puebla de Híjar (La)	Otro hogar de cuatro adultos, con o sin menores	19
44191	Puebla de Híjar (La)	Cinco o más adultos, con o sin menores	19
44192	Puebla de Valverde (La)	Una mujer de 16 a 64 años	11
44192	Puebla de Valverde (La)	Un hombre de 16 a 64 años	31
44192	Puebla de Valverde (La)	Una mujer de 65 o más años	22
44192	Puebla de Valverde (La)	Un hombre de 65 o más años	20
44192	Puebla de Valverde (La)	Una mujer adulta con uno o más menores	1
44192	Puebla de Valverde (La)	Un hombre adulto con  uno o más menores	2
44192	Puebla de Valverde (La)	Dos adultos de 16 a 64 años, sin menores	16
44192	Puebla de Valverde (La)	Dos adultos, uno al menos de 65 años o más, sin menores	38
44192	Puebla de Valverde (La)	Dos adultos y un menor	10
44192	Puebla de Valverde (La)	Dos adultos y dos menores	9
44192	Puebla de Valverde (La)	Dos adultos y tres o más menores	3
44192	Puebla de Valverde (La)	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	10
44192	Puebla de Valverde (La)	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44192	Puebla de Valverde (La)	Otro hogar de tres adultos, con o sin menores	20
44192	Puebla de Valverde (La)	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	5
44192	Puebla de Valverde (La)	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
44192	Puebla de Valverde (La)	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	3
44192	Puebla de Valverde (La)	Otro hogar de cuatro adultos, con o sin menores	7
44192	Puebla de Valverde (La)	Cinco o más adultos, con o sin menores	4
44193	Puertomingalvo	Una mujer de 16 a 64 años	4
44193	Puertomingalvo	Un hombre de 16 a 64 años	5
44193	Puertomingalvo	Una mujer de 65 o más años	7
44193	Puertomingalvo	Un hombre de 65 o más años	6
44193	Puertomingalvo	Un hombre adulto con  uno o más menores	1
44193	Puertomingalvo	Dos adultos de 16 a 64 años, sin menores	8
44193	Puertomingalvo	Dos adultos, uno al menos de 65 años o más, sin menores	13
44193	Puertomingalvo	Dos adultos y un menor	2
44193	Puertomingalvo	Dos adultos y dos menores	2
44193	Puertomingalvo	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	5
44193	Puertomingalvo	Otro hogar de tres adultos, con o sin menores	7
44193	Puertomingalvo	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
44193	Puertomingalvo	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
44193	Puertomingalvo	Otro hogar de cuatro adultos, con o sin menores	3
44193	Puertomingalvo	Cinco o más adultos, con o sin menores	2
44194	Ráfales	Un hombre de 16 a 64 años	10
44194	Ráfales	Una mujer de 65 o más años	13
44194	Ráfales	Un hombre de 65 o más años	6
44194	Ráfales	Dos adultos de 16 a 64 años, sin menores	5
44194	Ráfales	Dos adultos, uno al menos de 65 años o más, sin menores	22
44194	Ráfales	Dos adultos y un menor	5
44194	Ráfales	Dos adultos y dos menores	1
44194	Ráfales	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
44194	Ráfales	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
44194	Ráfales	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44194	Ráfales	Otro hogar de tres adultos, con o sin menores	6
44194	Ráfales	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
44194	Ráfales	Otro hogar de cuatro adultos, con o sin menores	3
44194	Ráfales	Cinco o más adultos, con o sin menores	4
44195	Rillo	Un hombre de 16 a 64 años	2
44195	Rillo	Una mujer de 65 o más años	7
44195	Rillo	Un hombre de 65 o más años	7
44195	Rillo	Dos adultos de 16 a 64 años, sin menores	1
44195	Rillo	Dos adultos, uno al menos de 65 años o más, sin menores	11
44195	Rillo	Dos adultos y un menor	2
44195	Rillo	Dos adultos y dos menores	2
44195	Rillo	Dos adultos y tres o más menores	1
44195	Rillo	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
44195	Rillo	Otro hogar de tres adultos, con o sin menores	8
44195	Rillo	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
44195	Rillo	Otro hogar de cuatro adultos, con o sin menores	2
44195	Rillo	Cinco o más adultos, con o sin menores	5
44196	Riodeva	Una mujer de 16 a 64 años	3
44196	Riodeva	Un hombre de 16 a 64 años	1
44196	Riodeva	Una mujer de 65 o más años	20
44196	Riodeva	Un hombre de 65 o más años	4
44196	Riodeva	Dos adultos de 16 a 64 años, sin menores	8
44196	Riodeva	Dos adultos, uno al menos de 65 años o más, sin menores	26
44196	Riodeva	Dos adultos y un menor	1
44196	Riodeva	Dos adultos y dos menores	7
44196	Riodeva	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	5
44196	Riodeva	Otro hogar de tres adultos, con o sin menores	4
44196	Riodeva	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	6
44196	Riodeva	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
44196	Riodeva	Otro hogar de cuatro adultos, con o sin menores	2
44196	Riodeva	Cinco o más adultos, con o sin menores	2
44197	Ródenas	Una mujer de 16 a 64 años	2
44197	Ródenas	Un hombre de 16 a 64 años	2
44197	Ródenas	Una mujer de 65 o más años	6
44197	Ródenas	Un hombre de 65 o más años	4
44197	Ródenas	Dos adultos, uno al menos de 65 años o más, sin menores	12
44197	Ródenas	Dos adultos y un menor	1
44197	Ródenas	Dos adultos y dos menores	2
44197	Ródenas	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
44197	Ródenas	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
44197	Ródenas	Otro hogar de tres adultos, con o sin menores	2
44197	Ródenas	Otro hogar de cuatro adultos, con o sin menores	2
44197	Ródenas	Cinco o más adultos, con o sin menores	1
44198	Royuela	Una mujer de 16 a 64 años	6
44198	Royuela	Un hombre de 16 a 64 años	4
44198	Royuela	Una mujer de 65 o más años	10
44198	Royuela	Un hombre de 65 o más años	6
44198	Royuela	Un hombre adulto con  uno o más menores	2
44198	Royuela	Dos adultos de 16 a 64 años, sin menores	5
44198	Royuela	Dos adultos, uno al menos de 65 años o más, sin menores	19
44198	Royuela	Dos adultos y un menor	3
44198	Royuela	Dos adultos y dos menores	1
44198	Royuela	Dos adultos y tres o más menores	1
44198	Royuela	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
44198	Royuela	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
44198	Royuela	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44198	Royuela	Otro hogar de tres adultos, con o sin menores	11
44198	Royuela	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
44198	Royuela	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
44198	Royuela	Otro hogar de cuatro adultos, con o sin menores	2
44198	Royuela	Cinco o más adultos, con o sin menores	7
44199	Rubiales	Una mujer de 16 a 64 años	2
44199	Rubiales	Un hombre de 16 a 64 años	2
44199	Rubiales	Una mujer de 65 o más años	1
44199	Rubiales	Un hombre de 65 o más años	1
44199	Rubiales	Dos adultos, uno al menos de 65 años o más, sin menores	10
44199	Rubiales	Otro hogar de tres adultos, con o sin menores	3
44199	Rubiales	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
44199	Rubiales	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
44199	Rubiales	Otro hogar de cuatro adultos, con o sin menores	2
44200	Rubielos de la Cérida	Una mujer de 16 a 64 años	3
44200	Rubielos de la Cérida	Una mujer de 65 o más años	5
44200	Rubielos de la Cérida	Un hombre de 65 o más años	4
44200	Rubielos de la Cérida	Dos adultos de 16 a 64 años, sin menores	3
44200	Rubielos de la Cérida	Dos adultos, uno al menos de 65 años o más, sin menores	3
44200	Rubielos de la Cérida	Dos adultos y tres o más menores	1
44200	Rubielos de la Cérida	Otro hogar de tres adultos, con o sin menores	2
44200	Rubielos de la Cérida	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
44200	Rubielos de la Cérida	Otro hogar de cuatro adultos, con o sin menores	1
44200	Rubielos de la Cérida	Cinco o más adultos, con o sin menores	2
44201	Rubielos de Mora	Una mujer de 16 a 64 años	21
44201	Rubielos de Mora	Un hombre de 16 a 64 años	25
44201	Rubielos de Mora	Una mujer de 65 o más años	30
44201	Rubielos de Mora	Un hombre de 65 o más años	17
44201	Rubielos de Mora	Una mujer adulta con uno o más menores	1
44201	Rubielos de Mora	Un hombre adulto con  uno o más menores	2
44201	Rubielos de Mora	Dos adultos de 16 a 64 años, sin menores	24
44201	Rubielos de Mora	Dos adultos, uno al menos de 65 años o más, sin menores	49
44201	Rubielos de Mora	Dos adultos y un menor	11
44201	Rubielos de Mora	Dos adultos y dos menores	22
44201	Rubielos de Mora	Dos adultos y tres o más menores	3
44201	Rubielos de Mora	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	12
44201	Rubielos de Mora	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	8
44201	Rubielos de Mora	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	2
44201	Rubielos de Mora	Otro hogar de tres adultos, con o sin menores	20
44201	Rubielos de Mora	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	9
44201	Rubielos de Mora	Otro hogar de cuatro adultos, con o sin menores	8
44201	Rubielos de Mora	Cinco o más adultos, con o sin menores	2
44203	Salcedillo	Un hombre de 16 a 64 años	1
44203	Salcedillo	Una mujer de 65 o más años	2
44203	Salcedillo	Un hombre de 65 o más años	2
44203	Salcedillo	Dos adultos, uno al menos de 65 años o más, sin menores	1
44204	Saldón	Una mujer de 16 a 64 años	1
44204	Saldón	Un hombre de 16 a 64 años	4
44204	Saldón	Una mujer de 65 o más años	2
44204	Saldón	Un hombre de 65 o más años	3
44204	Saldón	Una mujer adulta con uno o más menores	1
44204	Saldón	Dos adultos de 16 a 64 años, sin menores	3
44204	Saldón	Dos adultos, uno al menos de 65 años o más, sin menores	7
44205	Samper de Calanda	Una mujer de 16 a 64 años	11
44205	Samper de Calanda	Un hombre de 16 a 64 años	20
44205	Samper de Calanda	Una mujer de 65 o más años	72
44205	Samper de Calanda	Un hombre de 65 o más años	21
44205	Samper de Calanda	Una mujer adulta con uno o más menores	5
44205	Samper de Calanda	Un hombre adulto con  uno o más menores	2
44205	Samper de Calanda	Dos adultos de 16 a 64 años, sin menores	31
44205	Samper de Calanda	Dos adultos, uno al menos de 65 años o más, sin menores	90
44205	Samper de Calanda	Dos adultos y un menor	15
44205	Samper de Calanda	Dos adultos y dos menores	19
44205	Samper de Calanda	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	39
44205	Samper de Calanda	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
44205	Samper de Calanda	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44205	Samper de Calanda	Otro hogar de tres adultos, con o sin menores	29
44205	Samper de Calanda	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	15
44205	Samper de Calanda	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
44205	Samper de Calanda	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
44205	Samper de Calanda	Otro hogar de cuatro adultos, con o sin menores	12
44205	Samper de Calanda	Cinco o más adultos, con o sin menores	18
44206	San Agustín	Una mujer de 16 a 64 años	2
44206	San Agustín	Un hombre de 16 a 64 años	11
44206	San Agustín	Una mujer de 65 o más años	11
44206	San Agustín	Un hombre de 65 o más años	8
44206	San Agustín	Dos adultos de 16 a 64 años, sin menores	6
44206	San Agustín	Dos adultos, uno al menos de 65 años o más, sin menores	10
44206	San Agustín	Dos adultos y tres o más menores	2
44206	San Agustín	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
44206	San Agustín	Otro hogar de tres adultos, con o sin menores	5
44206	San Agustín	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
44206	San Agustín	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
44206	San Agustín	Otro hogar de cuatro adultos, con o sin menores	3
44206	San Agustín	Cinco o más adultos, con o sin menores	2
44207	San Martín del Río	Una mujer de 16 a 64 años	2
44207	San Martín del Río	Un hombre de 16 a 64 años	6
44207	San Martín del Río	Una mujer de 65 o más años	19
44207	San Martín del Río	Un hombre de 65 o más años	10
44207	San Martín del Río	Dos adultos de 16 a 64 años, sin menores	7
44207	San Martín del Río	Dos adultos, uno al menos de 65 años o más, sin menores	51
44207	San Martín del Río	Dos adultos y dos menores	2
44207	San Martín del Río	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
44207	San Martín del Río	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
44207	San Martín del Río	Otro hogar de tres adultos, con o sin menores	12
44207	San Martín del Río	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	4
44207	San Martín del Río	Otro hogar de cuatro adultos, con o sin menores	3
44207	San Martín del Río	Cinco o más adultos, con o sin menores	2
44208	Santa Cruz de Nogueras	Un hombre de 16 a 64 años	4
44208	Santa Cruz de Nogueras	Una mujer de 65 o más años	1
44208	Santa Cruz de Nogueras	Un hombre de 65 o más años	6
44208	Santa Cruz de Nogueras	Dos adultos, uno al menos de 65 años o más, sin menores	3
44208	Santa Cruz de Nogueras	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
44208	Santa Cruz de Nogueras	Otro hogar de tres adultos, con o sin menores	1
44208	Santa Cruz de Nogueras	Cinco o más adultos, con o sin menores	1
44209	Santa Eulalia	Una mujer de 16 a 64 años	11
44209	Santa Eulalia	Un hombre de 16 a 64 años	35
44209	Santa Eulalia	Una mujer de 65 o más años	80
44209	Santa Eulalia	Un hombre de 65 o más años	26
44209	Santa Eulalia	Una mujer adulta con uno o más menores	1
44209	Santa Eulalia	Un hombre adulto con  uno o más menores	1
44209	Santa Eulalia	Dos adultos de 16 a 64 años, sin menores	33
44209	Santa Eulalia	Dos adultos, uno al menos de 65 años o más, sin menores	130
44209	Santa Eulalia	Dos adultos y un menor	14
44209	Santa Eulalia	Dos adultos y dos menores	24
44209	Santa Eulalia	Dos adultos y tres o más menores	4
44209	Santa Eulalia	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	43
44209	Santa Eulalia	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	6
44209	Santa Eulalia	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	4
44209	Santa Eulalia	Otro hogar de tres adultos, con o sin menores	28
44209	Santa Eulalia	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	22
44209	Santa Eulalia	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
44209	Santa Eulalia	Otro hogar de cuatro adultos, con o sin menores	14
44209	Santa Eulalia	Cinco o más adultos, con o sin menores	14
44210	Sarrión	Una mujer de 16 a 64 años	14
44210	Sarrión	Un hombre de 16 a 64 años	38
44210	Sarrión	Una mujer de 65 o más años	33
44210	Sarrión	Un hombre de 65 o más años	32
44210	Sarrión	Una mujer adulta con uno o más menores	6
44210	Sarrión	Dos adultos de 16 a 64 años, sin menores	37
44210	Sarrión	Dos adultos, uno al menos de 65 años o más, sin menores	77
44210	Sarrión	Dos adultos y un menor	16
44210	Sarrión	Dos adultos y dos menores	25
44210	Sarrión	Dos adultos y tres o más menores	4
44210	Sarrión	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	32
44210	Sarrión	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	9
44210	Sarrión	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	3
44210	Sarrión	Otro hogar de tres adultos, con o sin menores	32
44210	Sarrión	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	20
44210	Sarrión	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	6
44210	Sarrión	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	2
44210	Sarrión	Otro hogar de cuatro adultos, con o sin menores	8
44210	Sarrión	Cinco o más adultos, con o sin menores	13
44211	Segura de los Baños	Un hombre de 16 a 64 años	1
44211	Segura de los Baños	Una mujer de 65 o más años	2
44211	Segura de los Baños	Un hombre de 65 o más años	3
44211	Segura de los Baños	Dos adultos de 16 a 64 años, sin menores	2
44211	Segura de los Baños	Dos adultos, uno al menos de 65 años o más, sin menores	8
44211	Segura de los Baños	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
44211	Segura de los Baños	Cinco o más adultos, con o sin menores	1
44212	Seno	Una mujer de 16 a 64 años	1
44212	Seno	Un hombre de 16 a 64 años	4
44212	Seno	Una mujer de 65 o más años	2
44212	Seno	Un hombre de 65 o más años	3
44212	Seno	Una mujer adulta con uno o más menores	1
44212	Seno	Dos adultos, uno al menos de 65 años o más, sin menores	6
44212	Seno	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
44212	Seno	Otro hogar de tres adultos, con o sin menores	3
44212	Seno	Cinco o más adultos, con o sin menores	2
44213	Singra	Una mujer de 16 a 64 años	1
44213	Singra	Un hombre de 16 a 64 años	1
44213	Singra	Una mujer de 65 o más años	8
44213	Singra	Un hombre de 65 o más años	4
44213	Singra	Un hombre adulto con  uno o más menores	1
44213	Singra	Dos adultos de 16 a 64 años, sin menores	2
44213	Singra	Dos adultos, uno al menos de 65 años o más, sin menores	12
44213	Singra	Dos adultos y un menor	1
44213	Singra	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	6
44213	Singra	Otro hogar de tres adultos, con o sin menores	2
44213	Singra	Otro hogar de cuatro adultos, con o sin menores	1
44213	Singra	Cinco o más adultos, con o sin menores	2
44215	Terriente	Una mujer de 16 a 64 años	1
44215	Terriente	Un hombre de 16 a 64 años	8
44215	Terriente	Una mujer de 65 o más años	6
44215	Terriente	Un hombre de 65 o más años	9
44215	Terriente	Un hombre adulto con  uno o más menores	1
44215	Terriente	Dos adultos de 16 a 64 años, sin menores	1
44215	Terriente	Dos adultos, uno al menos de 65 años o más, sin menores	21
44215	Terriente	Dos adultos y dos menores	2
44215	Terriente	Dos adultos y tres o más menores	1
44215	Terriente	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
44215	Terriente	Otro hogar de tres adultos, con o sin menores	5
44215	Terriente	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
44215	Terriente	Otro hogar de cuatro adultos, con o sin menores	4
44215	Terriente	Cinco o más adultos, con o sin menores	7
44216	Teruel	Una mujer de 16 a 64 años	594
44216	Teruel	Un hombre de 16 a 64 años	675
44216	Teruel	Una mujer de 65 o más años	715
44216	Teruel	Un hombre de 65 o más años	236
44216	Teruel	Una mujer adulta con uno o más menores	292
44216	Teruel	Un hombre adulto con  uno o más menores	87
44216	Teruel	Dos adultos de 16 a 64 años, sin menores	1050
44216	Teruel	Dos adultos, uno al menos de 65 años o más, sin menores	1396
44216	Teruel	Dos adultos y un menor	895
44216	Teruel	Dos adultos y dos menores	1090
44216	Teruel	Dos adultos y tres o más menores	139
44216	Teruel	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	825
44216	Teruel	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	459
44216	Teruel	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	69
44216	Teruel	Otro hogar de tres adultos, con o sin menores	552
44216	Teruel	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	764
44216	Teruel	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	151
44216	Teruel	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	21
44216	Teruel	Otro hogar de cuatro adultos, con o sin menores	259
44216	Teruel	Cinco o más adultos, con o sin menores	452
44217	Toril y Masegoso	Una mujer de 16 a 64 años	2
44217	Toril y Masegoso	Un hombre de 16 a 64 años	1
44217	Toril y Masegoso	Una mujer de 65 o más años	3
44217	Toril y Masegoso	Un hombre de 65 o más años	2
44217	Toril y Masegoso	Dos adultos de 16 a 64 años, sin menores	2
44217	Toril y Masegoso	Dos adultos, uno al menos de 65 años o más, sin menores	2
44217	Toril y Masegoso	Otro hogar de cuatro adultos, con o sin menores	1
44217	Toril y Masegoso	Cinco o más adultos, con o sin menores	1
44218	Tormón	Una mujer de 16 a 64 años	1
44218	Tormón	Un hombre de 16 a 64 años	2
44218	Tormón	Una mujer de 65 o más años	5
44218	Tormón	Un hombre de 65 o más años	2
44218	Tormón	Dos adultos, uno al menos de 65 años o más, sin menores	7
44218	Tormón	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
44218	Tormón	Cinco o más adultos, con o sin menores	1
44219	Tornos	Una mujer de 16 a 64 años	6
44219	Tornos	Un hombre de 16 a 64 años	14
44219	Tornos	Una mujer de 65 o más años	20
44219	Tornos	Un hombre de 65 o más años	7
44219	Tornos	Dos adultos de 16 a 64 años, sin menores	2
44219	Tornos	Dos adultos, uno al menos de 65 años o más, sin menores	23
44219	Tornos	Dos adultos y un menor	2
44219	Tornos	Dos adultos y dos menores	1
44219	Tornos	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
44219	Tornos	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
44219	Tornos	Otro hogar de tres adultos, con o sin menores	11
44219	Tornos	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	8
44219	Tornos	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
44219	Tornos	Otro hogar de cuatro adultos, con o sin menores	4
44219	Tornos	Cinco o más adultos, con o sin menores	1
44220	Torralba de los Sisones	Un hombre de 16 a 64 años	5
44220	Torralba de los Sisones	Una mujer de 65 o más años	10
44220	Torralba de los Sisones	Un hombre de 65 o más años	3
44220	Torralba de los Sisones	Dos adultos de 16 a 64 años, sin menores	4
44220	Torralba de los Sisones	Dos adultos, uno al menos de 65 años o más, sin menores	24
44220	Torralba de los Sisones	Dos adultos y un menor	4
44220	Torralba de los Sisones	Dos adultos y dos menores	8
44220	Torralba de los Sisones	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
44220	Torralba de los Sisones	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
44220	Torralba de los Sisones	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44220	Torralba de los Sisones	Otro hogar de tres adultos, con o sin menores	8
44220	Torralba de los Sisones	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
44220	Torralba de los Sisones	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
44220	Torralba de los Sisones	Otro hogar de cuatro adultos, con o sin menores	4
44220	Torralba de los Sisones	Cinco o más adultos, con o sin menores	4
44221	Torrecilla de Alcañiz	Una mujer de 16 a 64 años	3
44221	Torrecilla de Alcañiz	Un hombre de 16 a 64 años	2
44221	Torrecilla de Alcañiz	Una mujer de 65 o más años	10
44221	Torrecilla de Alcañiz	Un hombre de 65 o más años	10
44221	Torrecilla de Alcañiz	Una mujer adulta con uno o más menores	1
44221	Torrecilla de Alcañiz	Un hombre adulto con  uno o más menores	2
44221	Torrecilla de Alcañiz	Dos adultos de 16 a 64 años, sin menores	12
44221	Torrecilla de Alcañiz	Dos adultos, uno al menos de 65 años o más, sin menores	44
44221	Torrecilla de Alcañiz	Dos adultos y un menor	7
44221	Torrecilla de Alcañiz	Dos adultos y dos menores	14
44221	Torrecilla de Alcañiz	Dos adultos y tres o más menores	2
44221	Torrecilla de Alcañiz	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	10
44221	Torrecilla de Alcañiz	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
44221	Torrecilla de Alcañiz	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44221	Torrecilla de Alcañiz	Otro hogar de tres adultos, con o sin menores	14
44221	Torrecilla de Alcañiz	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	9
44221	Torrecilla de Alcañiz	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
44221	Torrecilla de Alcañiz	Otro hogar de cuatro adultos, con o sin menores	5
44221	Torrecilla de Alcañiz	Cinco o más adultos, con o sin menores	8
44222	Torrecilla del Rebollar	Una mujer de 16 a 64 años	5
44222	Torrecilla del Rebollar	Un hombre de 16 a 64 años	4
44222	Torrecilla del Rebollar	Una mujer de 65 o más años	9
44222	Torrecilla del Rebollar	Un hombre de 65 o más años	10
44222	Torrecilla del Rebollar	Dos adultos de 16 a 64 años, sin menores	1
44222	Torrecilla del Rebollar	Dos adultos, uno al menos de 65 años o más, sin menores	20
44222	Torrecilla del Rebollar	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
44222	Torrecilla del Rebollar	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
44222	Torrecilla del Rebollar	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
44222	Torrecilla del Rebollar	Otro hogar de tres adultos, con o sin menores	4
44222	Torrecilla del Rebollar	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	6
44222	Torrecilla del Rebollar	Otro hogar de cuatro adultos, con o sin menores	6
44222	Torrecilla del Rebollar	Cinco o más adultos, con o sin menores	4
44223	Torre de Arcas	Un hombre de 16 a 64 años	2
44223	Torre de Arcas	Una mujer de 65 o más años	5
44223	Torre de Arcas	Un hombre de 65 o más años	2
44223	Torre de Arcas	Dos adultos de 16 a 64 años, sin menores	3
44223	Torre de Arcas	Dos adultos, uno al menos de 65 años o más, sin menores	12
44223	Torre de Arcas	Dos adultos y un menor	2
44223	Torre de Arcas	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
44223	Torre de Arcas	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
44223	Torre de Arcas	Otro hogar de tres adultos, con o sin menores	2
