Comarca código	Comarca nombre	Tipo variación	Nacionalidad Continente codigo	Nacionalidad Continente	Sexo	Año	Variaciones
18	Ribera Baja del Ebro	Externa	3	América	Mujeres	2012	12
18	Ribera Baja del Ebro	Externa	4	Asia	Hombres	2012	2
18	Ribera Baja del Ebro	Interna	1	Europa	Hombres	2012	69
18	Ribera Baja del Ebro	Interna	1	Europa	Mujeres	2012	68
18	Ribera Baja del Ebro	Interna	2	África	Hombres	2012	15
18	Ribera Baja del Ebro	Interna	2	África	Mujeres	2012	8
18	Ribera Baja del Ebro	Interna	3	América	Hombres	2012	4
18	Ribera Baja del Ebro	Interna	3	América	Mujeres	2012	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	1	Europa	Hombres	2012	102
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	1	Europa	Mujeres	2012	109
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	2	África	Hombres	2012	82
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	2	África	Mujeres	2012	52
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	3	América	Hombres	2012	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	3	América	Mujeres	2012	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	4	Asia	Hombres	2012	142
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	4	Asia	Mujeres	2012	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	1	Europa	Hombres	2012	78
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	1	Europa	Mujeres	2012	77
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	2	África	Hombres	2012	21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	2	África	Mujeres	2012	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	3	América	Hombres	2012	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	3	América	Mujeres	2012	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	4	Asia	Hombres	2012	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	4	Asia	Mujeres	2012	1
20	Comunidad de Calatayud	Externa	1	Europa	Hombres	2012	414
20	Comunidad de Calatayud	Externa	1	Europa	Mujeres	2012	296
20	Comunidad de Calatayud	Externa	2	África	Hombres	2012	38
20	Comunidad de Calatayud	Externa	2	África	Mujeres	2012	19
20	Comunidad de Calatayud	Externa	3	América	Hombres	2012	16
20	Comunidad de Calatayud	Externa	3	América	Mujeres	2012	31
20	Comunidad de Calatayud	Externa	4	Asia	Hombres	2012	8
20	Comunidad de Calatayud	Externa	4	Asia	Mujeres	2012	3
20	Comunidad de Calatayud	Interna	1	Europa	Hombres	2012	319
20	Comunidad de Calatayud	Interna	1	Europa	Mujeres	2012	309
20	Comunidad de Calatayud	Interna	2	África	Hombres	2012	23
20	Comunidad de Calatayud	Interna	2	África	Mujeres	2012	13
20	Comunidad de Calatayud	Interna	3	América	Hombres	2012	12
20	Comunidad de Calatayud	Interna	3	América	Mujeres	2012	26
20	Comunidad de Calatayud	Interna	4	Asia	Hombres	2012	6
20	Comunidad de Calatayud	Interna	4	Asia	Mujeres	2012	3
21	Campo de Cariñena	Externa	1	Europa	Hombres	2012	41
21	Campo de Cariñena	Externa	1	Europa	Mujeres	2012	49
21	Campo de Cariñena	Externa	2	África	Hombres	2012	46
21	Campo de Cariñena	Externa	2	África	Mujeres	2012	7
21	Campo de Cariñena	Externa	3	América	Hombres	2012	2
21	Campo de Cariñena	Externa	3	América	Mujeres	2012	5
21	Campo de Cariñena	Interna	1	Europa	Hombres	2012	88
21	Campo de Cariñena	Interna	1	Europa	Mujeres	2012	106
21	Campo de Cariñena	Interna	2	África	Hombres	2012	23
21	Campo de Cariñena	Interna	2	África	Mujeres	2012	6
21	Campo de Cariñena	Interna	3	América	Mujeres	2012	7
21	Campo de Cariñena	Interna	4	Asia	Hombres	2012	2
21	Campo de Cariñena	Interna	4	Asia	Mujeres	2012	2
22	Campo de Belchite	Externa	1	Europa	Hombres	2012	19
22	Campo de Belchite	Externa	1	Europa	Mujeres	2012	16
22	Campo de Belchite	Externa	2	África	Hombres	2012	8
22	Campo de Belchite	Externa	2	África	Mujeres	2012	2
22	Campo de Belchite	Externa	3	América	Hombres	2012	2
22	Campo de Belchite	Externa	3	América	Mujeres	2012	1
22	Campo de Belchite	Interna	1	Europa	Hombres	2012	75
22	Campo de Belchite	Interna	1	Europa	Mujeres	2012	58
22	Campo de Belchite	Interna	2	África	Hombres	2012	4
22	Campo de Belchite	Interna	3	América	Hombres	2012	2
22	Campo de Belchite	Interna	3	América	Mujeres	2012	1
23	Bajo Martín	Externa	1	Europa	Hombres	2012	37
23	Bajo Martín	Externa	1	Europa	Mujeres	2012	25
23	Bajo Martín	Externa	2	África	Hombres	2012	10
23	Bajo Martín	Externa	2	África	Mujeres	2012	8
23	Bajo Martín	Externa	3	América	Hombres	2012	2
23	Bajo Martín	Externa	3	América	Mujeres	2012	3
23	Bajo Martín	Externa	4	Asia	Hombres	2012	2
23	Bajo Martín	Interna	1	Europa	Hombres	2012	54
23	Bajo Martín	Interna	1	Europa	Mujeres	2012	49
23	Bajo Martín	Interna	2	África	Hombres	2012	13
23	Bajo Martín	Interna	2	África	Mujeres	2012	9
23	Bajo Martín	Interna	3	América	Hombres	2012	2
23	Bajo Martín	Interna	3	América	Mujeres	2012	5
23	Bajo Martín	Interna	4	Asia	Mujeres	2012	1
24	Campo de Daroca	Externa	1	Europa	Hombres	2012	47
24	Campo de Daroca	Externa	1	Europa	Mujeres	2012	37
24	Campo de Daroca	Externa	2	África	Hombres	2012	16
24	Campo de Daroca	Externa	2	África	Mujeres	2012	10
24	Campo de Daroca	Externa	3	América	Hombres	2012	7
24	Campo de Daroca	Externa	3	América	Mujeres	2012	4
24	Campo de Daroca	Externa	4	Asia	Hombres	2012	2
24	Campo de Daroca	Externa	4	Asia	Mujeres	2012	2
24	Campo de Daroca	Interna	1	Europa	Hombres	2012	73
24	Campo de Daroca	Interna	1	Europa	Mujeres	2012	50
24	Campo de Daroca	Interna	2	África	Hombres	2012	7
24	Campo de Daroca	Interna	2	África	Mujeres	2012	3
24	Campo de Daroca	Interna	3	América	Hombres	2012	2
24	Campo de Daroca	Interna	3	América	Mujeres	2012	10
25	Jiloca	Externa	1	Europa	Hombres	2012	79
25	Jiloca	Externa	1	Europa	Mujeres	2012	66
25	Jiloca	Externa	2	África	Hombres	2012	22
25	Jiloca	Externa	2	África	Mujeres	2012	22
25	Jiloca	Externa	3	América	Hombres	2012	10
25	Jiloca	Externa	3	América	Mujeres	2012	14
25	Jiloca	Externa	4	Asia	Hombres	2012	5
25	Jiloca	Externa	4	Asia	Mujeres	2012	1
25	Jiloca	Interna	1	Europa	Hombres	2012	100
25	Jiloca	Interna	1	Europa	Mujeres	2012	101
25	Jiloca	Interna	2	África	Hombres	2012	27
25	Jiloca	Interna	2	África	Mujeres	2012	20
25	Jiloca	Interna	3	América	Hombres	2012	8
25	Jiloca	Interna	3	América	Mujeres	2012	14
25	Jiloca	Interna	4	Asia	Hombres	2012	1
26	Cuencas Mineras	Externa	1	Europa	Hombres	2012	54
26	Cuencas Mineras	Externa	1	Europa	Mujeres	2012	52
26	Cuencas Mineras	Externa	2	África	Hombres	2012	13
26	Cuencas Mineras	Externa	2	África	Mujeres	2012	10
26	Cuencas Mineras	Externa	3	América	Hombres	2012	2
26	Cuencas Mineras	Externa	3	América	Mujeres	2012	3
26	Cuencas Mineras	Externa	4	Asia	Hombres	2012	21
26	Cuencas Mineras	Externa	4	Asia	Mujeres	2012	11
26	Cuencas Mineras	Interna	1	Europa	Hombres	2012	67
26	Cuencas Mineras	Interna	1	Europa	Mujeres	2012	52
26	Cuencas Mineras	Interna	2	África	Hombres	2012	23
26	Cuencas Mineras	Interna	2	África	Mujeres	2012	9
26	Cuencas Mineras	Interna	3	América	Hombres	2012	1
26	Cuencas Mineras	Interna	3	América	Mujeres	2012	1
26	Cuencas Mineras	Interna	4	Asia	Hombres	2012	7
26	Cuencas Mineras	Interna	4	Asia	Mujeres	2012	1
27	Andorra-Sierra de Arcos	Externa	1	Europa	Hombres	2012	65
27	Andorra-Sierra de Arcos	Externa	1	Europa	Mujeres	2012	64
27	Andorra-Sierra de Arcos	Externa	2	África	Hombres	2012	14
27	Andorra-Sierra de Arcos	Externa	2	África	Mujeres	2012	8
27	Andorra-Sierra de Arcos	Externa	3	América	Hombres	2012	2
27	Andorra-Sierra de Arcos	Externa	3	América	Mujeres	2012	4
27	Andorra-Sierra de Arcos	Externa	4	Asia	Hombres	2012	16
27	Andorra-Sierra de Arcos	Externa	4	Asia	Mujeres	2012	7
27	Andorra-Sierra de Arcos	Interna	1	Europa	Hombres	2012	47
27	Andorra-Sierra de Arcos	Interna	1	Europa	Mujeres	2012	49
27	Andorra-Sierra de Arcos	Interna	2	África	Hombres	2012	26
27	Andorra-Sierra de Arcos	Interna	2	África	Mujeres	2012	10
27	Andorra-Sierra de Arcos	Interna	3	América	Hombres	2012	2
27	Andorra-Sierra de Arcos	Interna	3	América	Mujeres	2012	6
27	Andorra-Sierra de Arcos	Interna	4	Asia	Hombres	2012	2
27	Andorra-Sierra de Arcos	Interna	4	Asia	Mujeres	2012	2
28	Bajo Aragón	Externa	1	Europa	Hombres	2012	147
28	Bajo Aragón	Externa	1	Europa	Mujeres	2012	164
28	Bajo Aragón	Externa	2	África	Hombres	2012	39
28	Bajo Aragón	Externa	2	África	Mujeres	2012	35
28	Bajo Aragón	Externa	3	América	Hombres	2012	12
28	Bajo Aragón	Externa	3	América	Mujeres	2012	29
28	Bajo Aragón	Externa	4	Asia	Hombres	2012	8
28	Bajo Aragón	Externa	4	Asia	Mujeres	2012	5
28	Bajo Aragón	Interna	1	Europa	Hombres	2012	157
28	Bajo Aragón	Interna	1	Europa	Mujeres	2012	169
28	Bajo Aragón	Interna	2	África	Hombres	2012	51
28	Bajo Aragón	Interna	2	África	Mujeres	2012	17
28	Bajo Aragón	Interna	3	América	Hombres	2012	13
28	Bajo Aragón	Interna	3	América	Mujeres	2012	18
28	Bajo Aragón	Interna	4	Asia	Hombres	2012	1
28	Bajo Aragón	Interna	4	Asia	Mujeres	2012	2
29	Comunidad de Teruel	Externa	1	Europa	Hombres	2012	314
29	Comunidad de Teruel	Externa	1	Europa	Mujeres	2012	309
29	Comunidad de Teruel	Externa	2	África	Hombres	2012	75
29	Comunidad de Teruel	Externa	2	África	Mujeres	2012	37
29	Comunidad de Teruel	Externa	3	América	Hombres	2012	68
29	Comunidad de Teruel	Externa	3	América	Mujeres	2012	109
29	Comunidad de Teruel	Externa	4	Asia	Hombres	2012	29
29	Comunidad de Teruel	Externa	4	Asia	Mujeres	2012	15
29	Comunidad de Teruel	Interna	1	Europa	Hombres	2012	269
29	Comunidad de Teruel	Interna	1	Europa	Mujeres	2012	290
29	Comunidad de Teruel	Interna	2	África	Hombres	2012	56
29	Comunidad de Teruel	Interna	2	África	Mujeres	2012	36
29	Comunidad de Teruel	Interna	3	América	Hombres	2012	27
29	Comunidad de Teruel	Interna	3	América	Mujeres	2012	32
29	Comunidad de Teruel	Interna	4	Asia	Hombres	2012	3
30	Maestrazgo	Externa	1	Europa	Hombres	2012	34
30	Maestrazgo	Externa	1	Europa	Mujeres	2012	33
30	Maestrazgo	Externa	2	África	Hombres	2012	3
30	Maestrazgo	Externa	2	África	Mujeres	2012	4
30	Maestrazgo	Externa	3	América	Hombres	2012	1
30	Maestrazgo	Externa	3	América	Mujeres	2012	3
30	Maestrazgo	Externa	4	Asia	Hombres	2012	4
30	Maestrazgo	Interna	1	Europa	Hombres	2012	11
30	Maestrazgo	Interna	1	Europa	Mujeres	2012	21
30	Maestrazgo	Interna	2	África	Hombres	2012	3
30	Maestrazgo	Interna	3	América	Hombres	2012	3
30	Maestrazgo	Interna	3	América	Mujeres	2012	3
30	Maestrazgo	Interna	4	Asia	Hombres	2012	2
30	Maestrazgo	Interna	4	Asia	Mujeres	2012	5
31	Sierra de Albarracín	Externa	1	Europa	Hombres	2012	52
31	Sierra de Albarracín	Externa	1	Europa	Mujeres	2012	30
31	Sierra de Albarracín	Externa	2	África	Hombres	2012	6
31	Sierra de Albarracín	Externa	2	África	Mujeres	2012	6
31	Sierra de Albarracín	Externa	3	América	Hombres	2012	2
31	Sierra de Albarracín	Externa	3	América	Mujeres	2012	4
31	Sierra de Albarracín	Interna	1	Europa	Hombres	2012	57
31	Sierra de Albarracín	Interna	1	Europa	Mujeres	2012	37
31	Sierra de Albarracín	Interna	2	África	Hombres	2012	6
31	Sierra de Albarracín	Interna	2	África	Mujeres	2012	3
31	Sierra de Albarracín	Interna	3	América	Hombres	2012	11
31	Sierra de Albarracín	Interna	3	América	Mujeres	2012	10
32	Gúdar-Javalambre	Externa	1	Europa	Hombres	2012	123
32	Gúdar-Javalambre	Externa	1	Europa	Mujeres	2012	96
32	Gúdar-Javalambre	Externa	2	África	Hombres	2012	13
32	Gúdar-Javalambre	Externa	2	África	Mujeres	2012	19
32	Gúdar-Javalambre	Externa	3	América	Hombres	2012	9
32	Gúdar-Javalambre	Externa	3	América	Mujeres	2012	16
32	Gúdar-Javalambre	Externa	4	Asia	Hombres	2012	1
32	Gúdar-Javalambre	Interna	1	Europa	Hombres	2012	55
32	Gúdar-Javalambre	Interna	1	Europa	Mujeres	2012	36
32	Gúdar-Javalambre	Interna	2	África	Hombres	2012	8
32	Gúdar-Javalambre	Interna	2	África	Mujeres	2012	9
32	Gúdar-Javalambre	Interna	3	América	Hombres	2012	8
32	Gúdar-Javalambre	Interna	3	América	Mujeres	2012	11
32	Gúdar-Javalambre	Interna	4	Asia	Hombres	2012	3
32	Gúdar-Javalambre	Interna	4	Asia	Mujeres	2012	3
33	Matarraña / Matarranya	Externa	1	Europa	Hombres	2012	87
33	Matarraña / Matarranya	Externa	1	Europa	Mujeres	2012	93
33	Matarraña / Matarranya	Externa	2	África	Hombres	2012	16
33	Matarraña / Matarranya	Externa	2	África	Mujeres	2012	5
33	Matarraña / Matarranya	Externa	3	América	Hombres	2012	5
33	Matarraña / Matarranya	Externa	3	América	Mujeres	2012	6
33	Matarraña / Matarranya	Externa	4	Asia	Hombres	2012	5
33	Matarraña / Matarranya	Externa	4	Asia	Mujeres	2012	2
33	Matarraña / Matarranya	Interna	1	Europa	Hombres	2012	51
33	Matarraña / Matarranya	Interna	1	Europa	Mujeres	2012	53
33	Matarraña / Matarranya	Interna	2	África	Hombres	2012	8
33	Matarraña / Matarranya	Interna	2	África	Mujeres	2012	3
33	Matarraña / Matarranya	Interna	3	América	Hombres	2012	3
33	Matarraña / Matarranya	Interna	3	América	Mujeres	2012	4
33	Matarraña / Matarranya	Interna	5	Otros continentes	Mujeres	2012	1
01	La Jacetania	Externa	1	Europa	Hombres	2011	218
01	La Jacetania	Externa	1	Europa	Mujeres	2011	178
01	La Jacetania	Externa	2	África	Hombres	2011	6
01	La Jacetania	Externa	2	África	Mujeres	2011	4
01	La Jacetania	Externa	3	América	Hombres	2011	28
01	La Jacetania	Externa	3	América	Mujeres	2011	30
01	La Jacetania	Externa	4	Asia	Hombres	2011	5
01	La Jacetania	Externa	4	Asia	Mujeres	2011	6
01	La Jacetania	Interna	1	Europa	Hombres	2011	160
01	La Jacetania	Interna	1	Europa	Mujeres	2011	171
01	La Jacetania	Interna	2	África	Mujeres	2011	2
01	La Jacetania	Interna	3	América	Hombres	2011	11
01	La Jacetania	Interna	3	América	Mujeres	2011	16
02	Alto Gállego	Externa	1	Europa	Hombres	2011	138
02	Alto Gállego	Externa	1	Europa	Mujeres	2011	124
02	Alto Gállego	Externa	2	África	Hombres	2011	23
02	Alto Gállego	Externa	2	África	Mujeres	2011	10
02	Alto Gállego	Externa	3	América	Hombres	2011	20
02	Alto Gállego	Externa	3	América	Mujeres	2011	26
02	Alto Gállego	Externa	4	Asia	Hombres	2011	13
02	Alto Gállego	Externa	4	Asia	Mujeres	2011	13
02	Alto Gállego	Interna	1	Europa	Hombres	2011	121
02	Alto Gállego	Interna	1	Europa	Mujeres	2011	132
02	Alto Gállego	Interna	2	África	Hombres	2011	15
02	Alto Gállego	Interna	2	África	Mujeres	2011	10
02	Alto Gállego	Interna	3	América	Hombres	2011	11
02	Alto Gállego	Interna	3	América	Mujeres	2011	10
03	Sobrarbe	Externa	1	Europa	Hombres	2011	72
03	Sobrarbe	Externa	1	Europa	Mujeres	2011	91
03	Sobrarbe	Externa	2	África	Hombres	2011	5
03	Sobrarbe	Externa	2	África	Mujeres	2011	2
03	Sobrarbe	Externa	3	América	Hombres	2011	9
03	Sobrarbe	Externa	3	América	Mujeres	2011	14
03	Sobrarbe	Interna	1	Europa	Hombres	2011	89
03	Sobrarbe	Interna	1	Europa	Mujeres	2011	97
03	Sobrarbe	Interna	2	África	Hombres	2011	4
03	Sobrarbe	Interna	2	África	Mujeres	2011	2
03	Sobrarbe	Interna	3	América	Hombres	2011	3
03	Sobrarbe	Interna	3	América	Mujeres	2011	6
04	La Ribagorza	Externa	1	Europa	Hombres	2011	172
04	La Ribagorza	Externa	1	Europa	Mujeres	2011	178
04	La Ribagorza	Externa	2	África	Hombres	2011	2
04	La Ribagorza	Externa	2	África	Mujeres	2011	1
04	La Ribagorza	Externa	3	América	Hombres	2011	24
04	La Ribagorza	Externa	3	América	Mujeres	2011	28
04	La Ribagorza	Externa	4	Asia	Hombres	2011	1
04	La Ribagorza	Interna	1	Europa	Hombres	2011	128
04	La Ribagorza	Interna	1	Europa	Mujeres	2011	122
04	La Ribagorza	Interna	2	África	Mujeres	2011	2
04	La Ribagorza	Interna	3	América	Hombres	2011	7
04	La Ribagorza	Interna	3	América	Mujeres	2011	15
04	La Ribagorza	Interna	5	Otros continentes	Hombres	2011	2
04	La Ribagorza	Interna	5	Otros continentes	Mujeres	2011	1
05	Cinco Villas	Externa	1	Europa	Hombres	2011	122
05	Cinco Villas	Externa	1	Europa	Mujeres	2011	147
05	Cinco Villas	Externa	2	África	Hombres	2011	55
05	Cinco Villas	Externa	2	África	Mujeres	2011	24
05	Cinco Villas	Externa	3	América	Hombres	2011	20
05	Cinco Villas	Externa	3	América	Mujeres	2011	34
05	Cinco Villas	Externa	4	Asia	Hombres	2011	26
05	Cinco Villas	Externa	4	Asia	Mujeres	2011	3
05	Cinco Villas	Interna	1	Europa	Hombres	2011	172
05	Cinco Villas	Interna	1	Europa	Mujeres	2011	193
05	Cinco Villas	Interna	2	África	Hombres	2011	14
05	Cinco Villas	Interna	2	África	Mujeres	2011	5
05	Cinco Villas	Interna	3	América	Hombres	2011	16
05	Cinco Villas	Interna	3	América	Mujeres	2011	23
05	Cinco Villas	Interna	4	Asia	Hombres	2011	4
05	Cinco Villas	Interna	4	Asia	Mujeres	2011	2
06	Hoya de Huesca / Plana de Uesca	Externa	1	Europa	Hombres	2011	398
06	Hoya de Huesca / Plana de Uesca	Externa	1	Europa	Mujeres	2011	409
06	Hoya de Huesca / Plana de Uesca	Externa	2	África	Hombres	2011	122
06	Hoya de Huesca / Plana de Uesca	Externa	2	África	Mujeres	2011	65
06	Hoya de Huesca / Plana de Uesca	Externa	3	América	Hombres	2011	67
06	Hoya de Huesca / Plana de Uesca	Externa	3	América	Mujeres	2011	112
06	Hoya de Huesca / Plana de Uesca	Externa	4	Asia	Hombres	2011	40
06	Hoya de Huesca / Plana de Uesca	Externa	4	Asia	Mujeres	2011	19
06	Hoya de Huesca / Plana de Uesca	Interna	1	Europa	Hombres	2011	636
06	Hoya de Huesca / Plana de Uesca	Interna	1	Europa	Mujeres	2011	672
06	Hoya de Huesca / Plana de Uesca	Interna	2	África	Hombres	2011	69
06	Hoya de Huesca / Plana de Uesca	Interna	2	África	Mujeres	2011	38
06	Hoya de Huesca / Plana de Uesca	Interna	3	América	Hombres	2011	18
06	Hoya de Huesca / Plana de Uesca	Interna	3	América	Mujeres	2011	52
06	Hoya de Huesca / Plana de Uesca	Interna	4	Asia	Hombres	2011	5
06	Hoya de Huesca / Plana de Uesca	Interna	4	Asia	Mujeres	2011	4
07	Somontano de Barbastro	Externa	1	Europa	Hombres	2011	157
07	Somontano de Barbastro	Externa	1	Europa	Mujeres	2011	185
07	Somontano de Barbastro	Externa	2	África	Hombres	2011	33
07	Somontano de Barbastro	Externa	2	África	Mujeres	2011	24
07	Somontano de Barbastro	Externa	3	América	Hombres	2011	30
07	Somontano de Barbastro	Externa	3	América	Mujeres	2011	70
07	Somontano de Barbastro	Externa	4	Asia	Hombres	2011	7
07	Somontano de Barbastro	Externa	4	Asia	Mujeres	2011	3
07	Somontano de Barbastro	Interna	1	Europa	Hombres	2011	184
07	Somontano de Barbastro	Interna	1	Europa	Mujeres	2011	212
07	Somontano de Barbastro	Interna	2	África	Hombres	2011	28
07	Somontano de Barbastro	Interna	2	África	Mujeres	2011	12
07	Somontano de Barbastro	Interna	3	América	Hombres	2011	15
07	Somontano de Barbastro	Interna	3	América	Mujeres	2011	19
07	Somontano de Barbastro	Interna	4	Asia	Hombres	2011	1
07	Somontano de Barbastro	Interna	4	Asia	Mujeres	2011	2
08	Cinca Medio	Externa	1	Europa	Hombres	2011	176
08	Cinca Medio	Externa	1	Europa	Mujeres	2011	179
08	Cinca Medio	Externa	2	África	Hombres	2011	90
08	Cinca Medio	Externa	2	África	Mujeres	2011	34
08	Cinca Medio	Externa	3	América	Hombres	2011	22
08	Cinca Medio	Externa	3	América	Mujeres	2011	26
08	Cinca Medio	Externa	4	Asia	Hombres	2011	11
08	Cinca Medio	Externa	4	Asia	Mujeres	2011	8
08	Cinca Medio	Interna	1	Europa	Hombres	2011	145
08	Cinca Medio	Interna	1	Europa	Mujeres	2011	139
08	Cinca Medio	Interna	2	África	Hombres	2011	21
08	Cinca Medio	Interna	2	África	Mujeres	2011	12
08	Cinca Medio	Interna	3	América	Hombres	2011	6
08	Cinca Medio	Interna	3	América	Mujeres	2011	8
08	Cinca Medio	Interna	4	Asia	Hombres	2011	1
09	La Litera / La Llitera	Externa	1	Europa	Hombres	2011	143
09	La Litera / La Llitera	Externa	1	Europa	Mujeres	2011	147
09	La Litera / La Llitera	Externa	2	África	Hombres	2011	113
09	La Litera / La Llitera	Externa	2	África	Mujeres	2011	15
09	La Litera / La Llitera	Externa	3	América	Hombres	2011	16
09	La Litera / La Llitera	Externa	3	América	Mujeres	2011	25
09	La Litera / La Llitera	Externa	4	Asia	Hombres	2011	4
09	La Litera / La Llitera	Externa	4	Asia	Mujeres	2011	3
09	La Litera / La Llitera	Interna	1	Europa	Hombres	2011	75
09	La Litera / La Llitera	Interna	1	Europa	Mujeres	2011	95
09	La Litera / La Llitera	Interna	2	África	Hombres	2011	24
09	La Litera / La Llitera	Interna	2	África	Mujeres	2011	4
09	La Litera / La Llitera	Interna	3	América	Hombres	2011	3
09	La Litera / La Llitera	Interna	3	América	Mujeres	2011	2
10	Los Monegros	Externa	1	Europa	Hombres	2011	126
10	Los Monegros	Externa	1	Europa	Mujeres	2011	136
10	Los Monegros	Externa	2	África	Hombres	2011	39
10	Los Monegros	Externa	2	África	Mujeres	2011	13
10	Los Monegros	Externa	3	América	Hombres	2011	7
10	Los Monegros	Externa	3	América	Mujeres	2011	12
10	Los Monegros	Externa	4	Asia	Hombres	2011	5
10	Los Monegros	Interna	1	Europa	Hombres	2011	187
10	Los Monegros	Interna	1	Europa	Mujeres	2011	187
10	Los Monegros	Interna	2	África	Hombres	2011	41
10	Los Monegros	Interna	2	África	Mujeres	2011	14
10	Los Monegros	Interna	3	América	Hombres	2011	7
10	Los Monegros	Interna	3	América	Mujeres	2011	17
11	Bajo Cinca / Baix Cinca	Externa	1	Europa	Hombres	2011	325
11	Bajo Cinca / Baix Cinca	Externa	1	Europa	Mujeres	2011	324
11	Bajo Cinca / Baix Cinca	Externa	2	África	Hombres	2011	132
11	Bajo Cinca / Baix Cinca	Externa	2	África	Mujeres	2011	53
11	Bajo Cinca / Baix Cinca	Externa	3	América	Hombres	2011	10
11	Bajo Cinca / Baix Cinca	Externa	3	América	Mujeres	2011	11
11	Bajo Cinca / Baix Cinca	Externa	4	Asia	Hombres	2011	5
11	Bajo Cinca / Baix Cinca	Externa	4	Asia	Mujeres	2011	3
11	Bajo Cinca / Baix Cinca	Interna	1	Europa	Hombres	2011	91
11	Bajo Cinca / Baix Cinca	Interna	1	Europa	Mujeres	2011	113
11	Bajo Cinca / Baix Cinca	Interna	2	África	Hombres	2011	16
11	Bajo Cinca / Baix Cinca	Interna	2	África	Mujeres	2011	9
11	Bajo Cinca / Baix Cinca	Interna	3	América	Mujeres	2011	4
11	Bajo Cinca / Baix Cinca	Interna	4	Asia	Mujeres	2011	1
12	Tarazona y el Moncayo	Externa	1	Europa	Hombres	2011	111
12	Tarazona y el Moncayo	Externa	1	Europa	Mujeres	2011	104
12	Tarazona y el Moncayo	Externa	2	África	Hombres	2011	40
12	Tarazona y el Moncayo	Externa	2	África	Mujeres	2011	9
12	Tarazona y el Moncayo	Externa	3	América	Hombres	2011	12
12	Tarazona y el Moncayo	Externa	3	América	Mujeres	2011	16
12	Tarazona y el Moncayo	Externa	4	Asia	Hombres	2011	2
12	Tarazona y el Moncayo	Externa	4	Asia	Mujeres	2011	2
12	Tarazona y el Moncayo	Interna	1	Europa	Hombres	2011	96
12	Tarazona y el Moncayo	Interna	1	Europa	Mujeres	2011	99
12	Tarazona y el Moncayo	Interna	2	África	Hombres	2011	7
12	Tarazona y el Moncayo	Interna	2	África	Mujeres	2011	6
12	Tarazona y el Moncayo	Interna	3	América	Hombres	2011	5
12	Tarazona y el Moncayo	Interna	3	América	Mujeres	2011	8
13	Campo de Borja	Externa	1	Europa	Hombres	2011	88
13	Campo de Borja	Externa	1	Europa	Mujeres	2011	83
13	Campo de Borja	Externa	2	África	Hombres	2011	33
13	Campo de Borja	Externa	2	África	Mujeres	2011	13
13	Campo de Borja	Externa	3	América	Hombres	2011	16
13	Campo de Borja	Externa	3	América	Mujeres	2011	13
13	Campo de Borja	Interna	1	Europa	Hombres	2011	143
13	Campo de Borja	Interna	1	Europa	Mujeres	2011	142
13	Campo de Borja	Interna	2	África	Hombres	2011	23
13	Campo de Borja	Interna	2	África	Mujeres	2011	6
13	Campo de Borja	Interna	3	América	Hombres	2011	6
13	Campo de Borja	Interna	3	América	Mujeres	2011	10
14	Aranda	Externa	1	Europa	Hombres	2011	29
14	Aranda	Externa	1	Europa	Mujeres	2011	35
14	Aranda	Externa	2	África	Hombres	2011	10
14	Aranda	Externa	2	África	Mujeres	2011	5
14	Aranda	Interna	1	Europa	Hombres	2011	37
14	Aranda	Interna	1	Europa	Mujeres	2011	41
14	Aranda	Interna	2	África	Hombres	2011	11
14	Aranda	Interna	2	África	Mujeres	2011	11
14	Aranda	Interna	3	América	Hombres	2011	2
14	Aranda	Interna	3	América	Mujeres	2011	1
15	Ribera Alta del Ebro	Externa	1	Europa	Hombres	2011	188
15	Ribera Alta del Ebro	Externa	1	Europa	Mujeres	2011	174
15	Ribera Alta del Ebro	Externa	2	África	Hombres	2011	21
15	Ribera Alta del Ebro	Externa	2	África	Mujeres	2011	26
15	Ribera Alta del Ebro	Externa	3	América	Hombres	2011	24
15	Ribera Alta del Ebro	Externa	3	América	Mujeres	2011	35
15	Ribera Alta del Ebro	Externa	4	Asia	Hombres	2011	24
15	Ribera Alta del Ebro	Externa	4	Asia	Mujeres	2011	4
15	Ribera Alta del Ebro	Externa	5	Otros continentes	Hombres	2011	1
15	Ribera Alta del Ebro	Interna	1	Europa	Hombres	2011	432
15	Ribera Alta del Ebro	Interna	1	Europa	Mujeres	2011	408
15	Ribera Alta del Ebro	Interna	2	África	Hombres	2011	26
