Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Julio 2009	200907	Julio	2009	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	2	720	360
Julio 2009	200907	Julio	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Julio 2009	200907	Julio	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	6	8318	1386,333333333333333333333333333333333333
Julio 2009	200907	Julio	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	5286	1762
Julio 2009	200907	Julio	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	3	3773	1257,666666666666666666666666666666666667
Julio 2009	200907	Julio	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	8	11474	1434,25
Julio 2009	200907	Julio	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	15	2842	189,466666666666666666666666666666666667
Julio 2009	200907	Julio	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	11	2340	212,727272727272727272727272727272727273
Julio 2009	200907	Julio	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	18	3382	187,888888888888888888888888888888888889
Julio 2009	200907	Julio	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	3	540	180
Julio 2009	200907	Julio	2009	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Julio 2009	200907	Julio	2009	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Julio 2009	200907	Julio	2009	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	1	1	180	180
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	5774	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1016	45888	45,16535433070866141732283464566929133858
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2559	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	849	25797	30,38515901060070671378091872791519434629
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5423	267153	49,26295408445509865388161534206158952609
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	4	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5023	249121	49,59605813259008560621142743380449930321
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	425	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	451	16281	36,09977827050997782705099778270509977827
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1296	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1356	43366	31,98082595870206489675516224188790560472
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	15	5400	360
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	7	2520	360
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	20	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	75	115461	1539,48
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	81	112449	1388,259259259259259259259259259259259259
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	5	1801	360,2
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	4	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	14	23353	1668,071428571428571428571428571428571429
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	50	77161	1543,22
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	41	7644	186,439024390243902439024390243902439024
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	68	16486	242,441176470588235294117647058823529412
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	30	5401	180,033333333333333333333333333333333333
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	45	13500	300
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	17	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	17	1275	75
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	16	0	0
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	25	2206	88,24
Julio 2009	200907	Julio	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	360	360
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2105	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	134	13485	100,634328358208955223880597014925373134
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1288	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	160	15546	97,1625
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1099	76689	69,78070973612374886260236578707916287534
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	913	59626	65,30777656078860898138006571741511500548
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	52	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	27	1803	66,77777777777777777777777777777777777778
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	285	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	169	4877	28,8579881656804733727810650887573964497
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	2	720	360
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	16	21893	1368,3125
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	12	13175	1097,916666666666666666666666666666666667
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	390	390
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	2987	1493,5
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	4	4915	1228,75
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	33	6003	181,909090909090909090909090909090909091
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	13	2880	221,538461538461538461538461538461538462
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	15	2702	180,133333333333333333333333333333333333
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	4	720	180
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	1	3	3	1
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Junio 2009	200906	Junio	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	1	5	1620	324
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	847	0	0
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	149	17645	118,422818791946308724832214765100671141
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	383	0	0
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	132	16082	121,833333333333333333333333333333333333
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	457	33168	72,57768052516411378555798687089715536105
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	451	26328	58,37694013303769401330376940133037694013
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	26	0	0
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	21	1063	50,61904761904761904761904761904761904762
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	125	0	0
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	113	3625	32,07964601769911504424778761061946902655
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	7	11619	1659,857142857142857142857142857142857143
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	10	16390	1639
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	3	5151	1717
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	5231	1743,666666666666666666666666666666666667
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	22	3960	180
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	5	1080	216
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	20	3600	180
Junio 2009	200906	Junio	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	4	720	180
Junio 2009	200906	Junio	2009	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	6781	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1031	51857	50,29776915615906886517943743937924345296
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	3253	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	980	40839	41,67244897959183673469387755102040816327
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5881	292621	49,75701411324604659071586464886923992518
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5151	260088	50,4927198602213162492719860221316249272
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	376	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	417	36864	88,40287769784172661870503597122302158273
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1616	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1105	49371	44,6796380090497737556561085972850678733
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	22	7617	346,227272727272727272727272727272727273
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	12	4020	335
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	18	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	95	148115	1559,105263157894736842105263157894736842
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	105	146573	1395,933333333333333333333333333333333333
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	720	360
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	18	30491	1693,944444444444444444444444444444444444
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	50	65086	1301,72
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	63	11752	186,539682539682539682539682539682539683
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	74	24149	326,337837837837837837837837837837837838
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	26	4681	180,038461538461538461538461538461538462
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	42	13950	332,142857142857142857142857142857142857
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	16	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	13	920	70,76923076923076923076923076923076923077
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	28	0	0
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	26	3797	146,038461538461538461538461538461538462
Junio 2009	200906	Junio	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	360	360
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2603	0	0
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	93	9289	99,88172043010752688172043010752688172043
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1160	0	0
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	95	8377	88,17894736842105263157894736842105263158
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	902	61878	68,60088691796008869179600886917960088692
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	610	43136	70,7147540983606557377049180327868852459
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	43	0	0
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	11	357	32,45454545454545454545454545454545454545
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	255	0	0
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	162	3877	23,93209876543209876543209876543209876543
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	5	1470	294
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	15	21153	1410,2
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	14	19654	1403,857142857142857142857142857142857143
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	3480	1740
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	2	3096	1548
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	39	7371	189
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	720	360
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	9	1621	180,111111111111111111111111111111111111
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	360	180
Mayo 2009	200905	Mayo	2009	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	1	2	361	180,5
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	4	0	0
Mayo 2009	200905	Mayo	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	1	6	1413	235,5
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1046	0	0
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	56	6564	117,214285714285714285714285714285714286
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	381	0	0
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	41	3490	85,12195121951219512195121951219512195122
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	397	32305	81,37279596977329974811083123425692695214
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	346	23227	67,13005780346820809248554913294797687861
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	26	0	0
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	17	583	34,29411764705882352941176470588235294118
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	103	0	0
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	70	1644	23,48571428571428571428571428571428571429
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	8	12578	1572,25
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	8	11456	1432
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	2693	1346,5
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	6	6820	1136,666666666666666666666666666666666667
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	3	540	180
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	4	720	180
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	180	180
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	4	720	180
Mayo 2009	200905	Mayo	2009	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	1	1	1	1
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Mayo 2009	200905	Mayo	2009	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	1	1	210	210
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	6359	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	879	31411	35,7349260523321956769055745164960182025
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	3018	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	702	26485	37,72792022792022792022792022792022792023
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	4066	208688	51,32513526807673389080177078209542547959
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3575	180924	50,60811188811188811188811188811188811189
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	284	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	113	10737	95,01769911504424778761061946902654867257
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1328	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	780	32804	42,05641025641025641025641025641025641026
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	16	5996	374,75
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	8	2701	337,625
