Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Afiliaciones en alta
201412	Diciembre 2014	04	La Ribagorza	Hombres	371
201412	Diciembre 2014	05	Cinco Villas	Hombres	913
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	2143
201412	Diciembre 2014	07	Somontano de Barbastro	Hombres	692
201412	Diciembre 2014	08	Cinca Medio	Hombres	741
201412	Diciembre 2014	09	La Litera / La Llitera	Hombres	745
201412	Diciembre 2014	10	Los Monegros	Hombres	542
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	1073
201412	Diciembre 2014	12	Tarazona y el Moncayo	Hombres	323
201412	Diciembre 2014	13	Campo de Borja	Hombres	317
201412	Diciembre 2014	14	Aranda	Hombres	147
201412	Diciembre 2014	15	Ribera Alta del Ebro	Hombres	1393
201412	Diciembre 2014	16	Valdejalón	Hombres	1442
201412	Diciembre 2014	17	D.C. Zaragoza	Hombres	23343
201412	Diciembre 2014	18	Ribera Baja del Ebro	Hombres	327
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	437
201412	Diciembre 2014	20	Comunidad de Calatayud	Hombres	711
201412	Diciembre 2014	21	Campo de Cariñena	Hombres	432
201412	Diciembre 2014	22	Campo de Belchite	Hombres	79
201412	Diciembre 2014	23	Bajo Martín	Hombres	217
201412	Diciembre 2014	24	Campo de Daroca	Hombres	185
201412	Diciembre 2014	25	Jiloca	Hombres	298
201412	Diciembre 2014	26	Cuencas Mineras	Hombres	195
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	248
201412	Diciembre 2014	28	Bajo Aragón	Hombres	748
201412	Diciembre 2014	29	Comunidad de Teruel	Hombres	1576
201412	Diciembre 2014	30	Maestrazgo	Hombres	81
201412	Diciembre 2014	31	Sierra de Albarracín	Hombres	67
201412	Diciembre 2014	32	Gúdar-Javalambre	Hombres	231
201412	Diciembre 2014	33	Matarraña / Matarranya	Hombres	242
201412	Diciembre 2014	01	La Jacetania	Mujeres	392
201412	Diciembre 2014	02	Alto Gállego	Mujeres	312
201412	Diciembre 2014	03	Sobrarbe	Mujeres	156
201412	Diciembre 2014	04	La Ribagorza	Mujeres	314
201412	Diciembre 2014	05	Cinco Villas	Mujeres	641
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	2341
201412	Diciembre 2014	07	Somontano de Barbastro	Mujeres	564
201412	Diciembre 2014	08	Cinca Medio	Mujeres	458
201412	Diciembre 2014	09	La Litera / La Llitera	Mujeres	340
201412	Diciembre 2014	10	Los Monegros	Mujeres	264
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	563
201412	Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	245
201412	Diciembre 2014	13	Campo de Borja	Mujeres	318
201412	Diciembre 2014	14	Aranda	Mujeres	97
201412	Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	734
201412	Diciembre 2014	16	Valdejalón	Mujeres	784
201412	Diciembre 2014	17	D.C. Zaragoza	Mujeres	22725
201412	Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	199
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	289
201412	Diciembre 2014	20	Comunidad de Calatayud	Mujeres	614
201412	Diciembre 2014	21	Campo de Cariñena	Mujeres	189
201412	Diciembre 2014	22	Campo de Belchite	Mujeres	58
201412	Diciembre 2014	23	Bajo Martín	Mujeres	97
201412	Diciembre 2014	24	Campo de Daroca	Mujeres	84
201412	Diciembre 2014	25	Jiloca	Mujeres	195
201412	Diciembre 2014	26	Cuencas Mineras	Mujeres	131
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	138
201412	Diciembre 2014	28	Bajo Aragón	Mujeres	643
201412	Diciembre 2014	29	Comunidad de Teruel	Mujeres	1401
201412	Diciembre 2014	30	Maestrazgo	Mujeres	35
201412	Diciembre 2014	31	Sierra de Albarracín	Mujeres	50
201412	Diciembre 2014	32	Gúdar-Javalambre	Mujeres	131
201412	Diciembre 2014	33	Matarraña / Matarranya	Mujeres	136
201412	Diciembre 2014	01	La Jacetania	Hombres	439
201412	Diciembre 2014	02	Alto Gállego	Hombres	405
201412	Diciembre 2014	03	Sobrarbe	Hombres	189
201412	Diciembre 2014	04	La Ribagorza	Hombres	383
201412	Diciembre 2014	05	Cinco Villas	Hombres	964
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	2156
201412	Diciembre 2014	07	Somontano de Barbastro	Hombres	664
201412	Diciembre 2014	08	Cinca Medio	Hombres	701
201412	Diciembre 2014	09	La Litera / La Llitera	Hombres	640
201412	Diciembre 2014	10	Los Monegros	Hombres	511
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	1007
201412	Diciembre 2014	12	Tarazona y el Moncayo	Hombres	340
201412	Diciembre 2014	13	Campo de Borja	Hombres	387
201412	Diciembre 2014	14	Aranda	Hombres	191
201412	Diciembre 2014	15	Ribera Alta del Ebro	Hombres	1588
201412	Diciembre 2014	16	Valdejalón	Hombres	1380
201412	Diciembre 2014	17	D.C. Zaragoza	Hombres	23378
201412	Diciembre 2014	18	Ribera Baja del Ebro	Hombres	278
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	442
201412	Diciembre 2014	20	Comunidad de Calatayud	Hombres	791
201412	Diciembre 2014	21	Campo de Cariñena	Hombres	453
201412	Diciembre 2014	22	Campo de Belchite	Hombres	106
201412	Diciembre 2014	23	Bajo Martín	Hombres	209
201412	Diciembre 2014	24	Campo de Daroca	Hombres	168
201412	Diciembre 2014	25	Jiloca	Hombres	295
201412	Diciembre 2014	26	Cuencas Mineras	Hombres	178
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	278
201412	Diciembre 2014	28	Bajo Aragón	Hombres	791
201412	Diciembre 2014	29	Comunidad de Teruel	Hombres	1518
201412	Diciembre 2014	30	Maestrazgo	Hombres	78
201412	Diciembre 2014	31	Sierra de Albarracín	Hombres	88
201412	Diciembre 2014	32	Gúdar-Javalambre	Hombres	221
201412	Diciembre 2014	33	Matarraña / Matarranya	Hombres	242
201412	Diciembre 2014	01	La Jacetania	Mujeres	428
201412	Diciembre 2014	02	Alto Gállego	Mujeres	307
201412	Diciembre 2014	03	Sobrarbe	Mujeres	149
201412	Diciembre 2014	04	La Ribagorza	Mujeres	322
201412	Diciembre 2014	05	Cinco Villas	Mujeres	639
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	2273
201412	Diciembre 2014	07	Somontano de Barbastro	Mujeres	589
201412	Diciembre 2014	08	Cinca Medio	Mujeres	465
201412	Diciembre 2014	09	La Litera / La Llitera	Mujeres	377
201412	Diciembre 2014	10	Los Monegros	Mujeres	245
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	604
201412	Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	266
201412	Diciembre 2014	13	Campo de Borja	Mujeres	361
201412	Diciembre 2014	14	Aranda	Mujeres	119
201412	Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	683
201412	Diciembre 2014	16	Valdejalón	Mujeres	719
201412	Diciembre 2014	17	D.C. Zaragoza	Mujeres	22444
201412	Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	238
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	325
201412	Diciembre 2014	20	Comunidad de Calatayud	Mujeres	704
201412	Diciembre 2014	21	Campo de Cariñena	Mujeres	221
201412	Diciembre 2014	22	Campo de Belchite	Mujeres	88
201412	Diciembre 2014	23	Bajo Martín	Mujeres	105
201412	Diciembre 2014	24	Campo de Daroca	Mujeres	84
201412	Diciembre 2014	25	Jiloca	Mujeres	215
201412	Diciembre 2014	26	Cuencas Mineras	Mujeres	118
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	168
201412	Diciembre 2014	28	Bajo Aragón	Mujeres	587
201412	Diciembre 2014	29	Comunidad de Teruel	Mujeres	1434
201412	Diciembre 2014	30	Maestrazgo	Mujeres	37
201412	Diciembre 2014	31	Sierra de Albarracín	Mujeres	70
201412	Diciembre 2014	32	Gúdar-Javalambre	Mujeres	135
201412	Diciembre 2014	33	Matarraña / Matarranya	Mujeres	133
201412	Diciembre 2014	01	La Jacetania	Hombres	444
201412	Diciembre 2014	02	Alto Gállego	Hombres	453
201412	Diciembre 2014	03	Sobrarbe	Hombres	168
201412	Diciembre 2014	04	La Ribagorza	Hombres	363
201412	Diciembre 2014	05	Cinco Villas	Hombres	981
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	2116
201412	Diciembre 2014	07	Somontano de Barbastro	Hombres	681
201412	Diciembre 2014	08	Cinca Medio	Hombres	728
201412	Diciembre 2014	09	La Litera / La Llitera	Hombres	666
201412	Diciembre 2014	10	Los Monegros	Hombres	550
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	854
201412	Diciembre 2014	12	Tarazona y el Moncayo	Hombres	309
201412	Diciembre 2014	13	Campo de Borja	Hombres	344
201412	Diciembre 2014	14	Aranda	Hombres	217
201412	Diciembre 2014	15	Ribera Alta del Ebro	Hombres	1671
201412	Diciembre 2014	16	Valdejalón	Hombres	1088
201412	Diciembre 2014	17	D.C. Zaragoza	Hombres	20737
201412	Diciembre 2014	18	Ribera Baja del Ebro	Hombres	298
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	384
201412	Diciembre 2014	20	Comunidad de Calatayud	Hombres	917
201412	Diciembre 2014	21	Campo de Cariñena	Hombres	436
201412	Diciembre 2014	22	Campo de Belchite	Hombres	106
201412	Diciembre 2014	23	Bajo Martín	Hombres	231
201412	Diciembre 2014	24	Campo de Daroca	Hombres	181
201412	Diciembre 2014	25	Jiloca	Hombres	293
201412	Diciembre 2014	26	Cuencas Mineras	Hombres	197
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	313
201412	Diciembre 2014	28	Bajo Aragón	Hombres	764
201412	Diciembre 2014	29	Comunidad de Teruel	Hombres	1706
201412	Diciembre 2014	30	Maestrazgo	Hombres	83
201412	Diciembre 2014	31	Sierra de Albarracín	Hombres	95
201412	Diciembre 2014	32	Gúdar-Javalambre	Hombres	237
201412	Diciembre 2014	33	Matarraña / Matarranya	Hombres	239
201412	Diciembre 2014	01	La Jacetania	Mujeres	449
201412	Diciembre 2014	02	Alto Gállego	Mujeres	327
201412	Diciembre 2014	03	Sobrarbe	Mujeres	131
201412	Diciembre 2014	04	La Ribagorza	Mujeres	294
201412	Diciembre 2014	05	Cinco Villas	Mujeres	612
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	2295
201412	Diciembre 2014	07	Somontano de Barbastro	Mujeres	602
201412	Diciembre 2014	08	Cinca Medio	Mujeres	476
201412	Diciembre 2014	09	La Litera / La Llitera	Mujeres	376
201412	Diciembre 2014	10	Los Monegros	Mujeres	289
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	575
201412	Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	252
201412	Diciembre 2014	13	Campo de Borja	Mujeres	314
201412	Diciembre 2014	14	Aranda	Mujeres	115
201412	Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	615
201412	Diciembre 2014	16	Valdejalón	Mujeres	603
201412	Diciembre 2014	17	D.C. Zaragoza	Mujeres	20629
201412	Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	227
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	306
201412	Diciembre 2014	20	Comunidad de Calatayud	Mujeres	653
201412	Diciembre 2014	21	Campo de Cariñena	Mujeres	164
201412	Diciembre 2014	22	Campo de Belchite	Mujeres	86
201412	Diciembre 2014	23	Bajo Martín	Mujeres	86
201412	Diciembre 2014	24	Campo de Daroca	Mujeres	109
201412	Diciembre 2014	25	Jiloca	Mujeres	208
201412	Diciembre 2014	26	Cuencas Mineras	Mujeres	118
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	175
201412	Diciembre 2014	28	Bajo Aragón	Mujeres	610
201412	Diciembre 2014	29	Comunidad de Teruel	Mujeres	1565
201412	Diciembre 2014	30	Maestrazgo	Mujeres	52
201412	Diciembre 2014	31	Sierra de Albarracín	Mujeres	64
201412	Diciembre 2014	32	Gúdar-Javalambre	Mujeres	168
201412	Diciembre 2014	33	Matarraña / Matarranya	Mujeres	173
201412	Diciembre 2014	01	La Jacetania	Hombres	440
201412	Diciembre 2014	02	Alto Gállego	Hombres	397
201412	Diciembre 2014	03	Sobrarbe	Hombres	205
201412	Diciembre 2014	04	La Ribagorza	Hombres	332
201412	Diciembre 2014	05	Cinco Villas	Hombres	999
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	2143
201412	Diciembre 2014	07	Somontano de Barbastro	Hombres	625
201412	Diciembre 2014	08	Cinca Medio	Hombres	650
201412	Diciembre 2014	09	La Litera / La Llitera	Hombres	654
201412	Diciembre 2014	10	Los Monegros	Hombres	586
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	731
201412	Diciembre 2014	12	Tarazona y el Moncayo	Hombres	298
201412	Diciembre 2014	13	Campo de Borja	Hombres	288
201412	Diciembre 2014	14	Aranda	Hombres	192
201412	Diciembre 2014	15	Ribera Alta del Ebro	Hombres	2046
201412	Diciembre 2014	16	Valdejalón	Hombres	922
201412	Diciembre 2014	17	D.C. Zaragoza	Hombres	18937
201412	Diciembre 2014	18	Ribera Baja del Ebro	Hombres	337
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	331
201412	Diciembre 2014	20	Comunidad de Calatayud	Hombres	792
201412	Diciembre 2014	21	Campo de Cariñena	Hombres	342
201412	Diciembre 2014	22	Campo de Belchite	Hombres	129
201412	Diciembre 2014	23	Bajo Martín	Hombres	216
201412	Diciembre 2014	24	Campo de Daroca	Hombres	169
201412	Diciembre 2014	25	Jiloca	Hombres	337
201412	Diciembre 2014	26	Cuencas Mineras	Hombres	192
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	283
201412	Diciembre 2014	28	Bajo Aragón	Hombres	696
201412	Diciembre 2014	29	Comunidad de Teruel	Hombres	1624
201412	Diciembre 2014	30	Maestrazgo	Hombres	96
201412	Diciembre 2014	31	Sierra de Albarracín	Hombres	112
201412	Diciembre 2014	32	Gúdar-Javalambre	Hombres	203
201412	Diciembre 2014	33	Matarraña / Matarranya	Hombres	252
201412	Diciembre 2014	01	La Jacetania	Mujeres	402
201412	Diciembre 2014	02	Alto Gállego	Mujeres	281
201412	Diciembre 2014	03	Sobrarbe	Mujeres	128
201412	Diciembre 2014	04	La Ribagorza	Mujeres	265
201412	Diciembre 2014	05	Cinco Villas	Mujeres	590
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	2224
201412	Diciembre 2014	07	Somontano de Barbastro	Mujeres	596
201412	Diciembre 2014	08	Cinca Medio	Mujeres	384
201412	Diciembre 2014	09	La Litera / La Llitera	Mujeres	348
201412	Diciembre 2014	10	Los Monegros	Mujeres	298
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	478
201412	Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	224
201412	Diciembre 2014	13	Campo de Borja	Mujeres	290
201412	Diciembre 2014	14	Aranda	Mujeres	109
201412	Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	599
201412	Diciembre 2014	16	Valdejalón	Mujeres	460
201412	Diciembre 2014	17	D.C. Zaragoza	Mujeres	18273
201412	Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	201
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	240
201412	Diciembre 2014	20	Comunidad de Calatayud	Mujeres	631
201412	Diciembre 2014	21	Campo de Cariñena	Mujeres	144
201412	Diciembre 2014	22	Campo de Belchite	Mujeres	53
201412	Diciembre 2014	23	Bajo Martín	Mujeres	118
201412	Diciembre 2014	24	Campo de Daroca	Mujeres	81
201412	Diciembre 2014	25	Jiloca	Mujeres	213
201412	Diciembre 2014	26	Cuencas Mineras	Mujeres	123
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	160
201412	Diciembre 2014	28	Bajo Aragón	Mujeres	560
201412	Diciembre 2014	29	Comunidad de Teruel	Mujeres	1495
201412	Diciembre 2014	30	Maestrazgo	Mujeres	66
201412	Diciembre 2014	31	Sierra de Albarracín	Mujeres	86
201412	Diciembre 2014	32	Gúdar-Javalambre	Mujeres	122
201412	Diciembre 2014	33	Matarraña / Matarranya	Mujeres	181
201412	Diciembre 2014	01	La Jacetania	Hombres	413
201412	Diciembre 2014	02	Alto Gállego	Hombres	325
201412	Diciembre 2014	03	Sobrarbe	Hombres	160
201412	Diciembre 2014	04	La Ribagorza	Hombres	302
201412	Diciembre 2014	05	Cinco Villas	Hombres	740
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	1825
201412	Diciembre 2014	07	Somontano de Barbastro	Hombres	561
201412	Diciembre 2014	08	Cinca Medio	Hombres	523
201412	Diciembre 2014	09	La Litera / La Llitera	Hombres	448
201412	Diciembre 2014	10	Los Monegros	Hombres	441
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	590
201412	Diciembre 2014	12	Tarazona y el Moncayo	Hombres	220
201412	Diciembre 2014	13	Campo de Borja	Hombres	237
201412	Diciembre 2014	14	Aranda	Hombres	148
201412	Diciembre 2014	15	Ribera Alta del Ebro	Hombres	2623
201412	Diciembre 2014	16	Valdejalón	Hombres	607
201412	Diciembre 2014	17	D.C. Zaragoza	Hombres	14365
201412	Diciembre 2014	18	Ribera Baja del Ebro	Hombres	236
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	264
201412	Diciembre 2014	20	Comunidad de Calatayud	Hombres	582
201412	Diciembre 2014	21	Campo de Cariñena	Hombres	248
201412	Diciembre 2014	22	Campo de Belchite	Hombres	81
201412	Diciembre 2014	23	Bajo Martín	Hombres	145
201412	Diciembre 2014	24	Campo de Daroca	Hombres	113
201412	Diciembre 2014	25	Jiloca	Hombres	227
201412	Diciembre 2014	26	Cuencas Mineras	Hombres	122
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	161
201412	Diciembre 2014	28	Bajo Aragón	Hombres	541
201412	Diciembre 2014	29	Comunidad de Teruel	Hombres	1322
201412	Diciembre 2014	30	Maestrazgo	Hombres	93
201412	Diciembre 2014	31	Sierra de Albarracín	Hombres	76
201412	Diciembre 2014	32	Gúdar-Javalambre	Hombres	180
201412	Diciembre 2014	33	Matarraña / Matarranya	Hombres	213
201412	Diciembre 2014	01	La Jacetania	Mujeres	277
201412	Diciembre 2014	02	Alto Gállego	Mujeres	187
201412	Diciembre 2014	03	Sobrarbe	Mujeres	94
201412	Diciembre 2014	04	La Ribagorza	Mujeres	188
201412	Diciembre 2014	05	Cinco Villas	Mujeres	443
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	1743
201412	Diciembre 2014	07	Somontano de Barbastro	Mujeres	457
201412	Diciembre 2014	08	Cinca Medio	Mujeres	290
201412	Diciembre 2014	09	La Litera / La Llitera	Mujeres	267
201412	Diciembre 2014	10	Los Monegros	Mujeres	248
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	364
201412	Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	123
201412	Diciembre 2014	13	Campo de Borja	Mujeres	173
201412	Diciembre 2014	14	Aranda	Mujeres	54
201412	Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	385
201412	Diciembre 2014	16	Valdejalón	Mujeres	317
201412	Diciembre 2014	17	D.C. Zaragoza	Mujeres	14253
201412	Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	177
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	183
201412	Diciembre 2014	20	Comunidad de Calatayud	Mujeres	434
201412	Diciembre 2014	21	Campo de Cariñena	Mujeres	129
201412	Diciembre 2014	22	Campo de Belchite	Mujeres	40
201412	Diciembre 2014	23	Bajo Martín	Mujeres	57
201412	Diciembre 2014	24	Campo de Daroca	Mujeres	71
201412	Diciembre 2014	25	Jiloca	Mujeres	181
201412	Diciembre 2014	26	Cuencas Mineras	Mujeres	58
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	71
201412	Diciembre 2014	28	Bajo Aragón	Mujeres	428
201412	Diciembre 2014	29	Comunidad de Teruel	Mujeres	1111
201412	Diciembre 2014	30	Maestrazgo	Mujeres	40
201412	Diciembre 2014	31	Sierra de Albarracín	Mujeres	63
201412	Diciembre 2014	32	Gúdar-Javalambre	Mujeres	93
201412	Diciembre 2014	33	Matarraña / Matarranya	Mujeres	171
201412	Diciembre 2014	01	La Jacetania	Hombres	222
201412	Diciembre 2014	02	Alto Gállego	Hombres	170
201412	Diciembre 2014	03	Sobrarbe	Hombres	122
201412	Diciembre 2014	04	La Ribagorza	Hombres	185
201412	Diciembre 2014	05	Cinco Villas	Hombres	475
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	1016
201412	Diciembre 2014	07	Somontano de Barbastro	Hombres	358
201412	Diciembre 2014	08	Cinca Medio	Hombres	276
201412	Diciembre 2014	09	La Litera / La Llitera	Hombres	361
201412	Diciembre 2014	10	Los Monegros	Hombres	331
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	349
201412	Diciembre 2014	12	Tarazona y el Moncayo	Hombres	122
201412	Diciembre 2014	13	Campo de Borja	Hombres	143
201412	Diciembre 2014	14	Aranda	Hombres	87
201412	Diciembre 2014	15	Ribera Alta del Ebro	Hombres	1642
201412	Diciembre 2014	16	Valdejalón	Hombres	375
201412	Diciembre 2014	17	D.C. Zaragoza	Hombres	8849
201412	Diciembre 2014	18	Ribera Baja del Ebro	Hombres	128
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	197
201412	Diciembre 2014	20	Comunidad de Calatayud	Hombres	428
201412	Diciembre 2014	21	Campo de Cariñena	Hombres	157
201412	Diciembre 2014	22	Campo de Belchite	Hombres	56
201412	Diciembre 2014	23	Bajo Martín	Hombres	94
201412	Diciembre 2014	24	Campo de Daroca	Hombres	80
201412	Diciembre 2014	25	Jiloca	Hombres	145
201412	Diciembre 2014	26	Cuencas Mineras	Hombres	39
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	62
201412	Diciembre 2014	28	Bajo Aragón	Hombres	304
201412	Diciembre 2014	29	Comunidad de Teruel	Hombres	748
201412	Diciembre 2014	30	Maestrazgo	Hombres	56
201412	Diciembre 2014	31	Sierra de Albarracín	Hombres	47
201412	Diciembre 2014	32	Gúdar-Javalambre	Hombres	103
201412	Diciembre 2014	33	Matarraña / Matarranya	Hombres	182
201412	Diciembre 2014	01	La Jacetania	Mujeres	146
201412	Diciembre 2014	02	Alto Gállego	Mujeres	116
201412	Diciembre 2014	03	Sobrarbe	Mujeres	69
201412	Diciembre 2014	04	La Ribagorza	Mujeres	126
201412	Diciembre 2014	05	Cinco Villas	Mujeres	222
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	1022
201412	Diciembre 2014	07	Somontano de Barbastro	Mujeres	250
201412	Diciembre 2014	08	Cinca Medio	Mujeres	158
201412	Diciembre 2014	09	La Litera / La Llitera	Mujeres	192
201412	Diciembre 2014	10	Los Monegros	Mujeres	133
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	182
201412	Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	80
201412	Diciembre 2014	13	Campo de Borja	Mujeres	104
201412	Diciembre 2014	14	Aranda	Mujeres	33
201412	Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	195
201412	Diciembre 2014	16	Valdejalón	Mujeres	160
201412	Diciembre 2014	17	D.C. Zaragoza	Mujeres	8065
201412	Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	104
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	119
201412	Diciembre 2014	20	Comunidad de Calatayud	Mujeres	230
201412	Diciembre 2014	21	Campo de Cariñena	Mujeres	83
201412	Diciembre 2014	22	Campo de Belchite	Mujeres	32
201412	Diciembre 2014	23	Bajo Martín	Mujeres	55
201412	Diciembre 2014	24	Campo de Daroca	Mujeres	43
201412	Diciembre 2014	25	Jiloca	Mujeres	111
201412	Diciembre 2014	26	Cuencas Mineras	Mujeres	40
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	40
201412	Diciembre 2014	28	Bajo Aragón	Mujeres	248
201412	Diciembre 2014	29	Comunidad de Teruel	Mujeres	606
201412	Diciembre 2014	30	Maestrazgo	Mujeres	38
201412	Diciembre 2014	31	Sierra de Albarracín	Mujeres	42
201412	Diciembre 2014	32	Gúdar-Javalambre	Mujeres	60
201412	Diciembre 2014	33	Matarraña / Matarranya	Mujeres	150
201412	Diciembre 2014	01	La Jacetania	Hombres	33
201412	Diciembre 2014	02	Alto Gállego	Hombres	22
201412	Diciembre 2014	03	Sobrarbe	Hombres	12
201412	Diciembre 2014	04	La Ribagorza	Hombres	39
201412	Diciembre 2014	05	Cinco Villas	Hombres	47
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	119
201412	Diciembre 2014	07	Somontano de Barbastro	Hombres	48
201412	Diciembre 2014	08	Cinca Medio	Hombres	49
201412	Diciembre 2014	09	La Litera / La Llitera	Hombres	62
201412	Diciembre 2014	10	Los Monegros	Hombres	59
201412	Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	51
201412	Diciembre 2014	12	Tarazona y el Moncayo	Hombres	16
201412	Diciembre 2014	13	Campo de Borja	Hombres	14
201412	Diciembre 2014	14	Aranda	Hombres	6
201412	Diciembre 2014	15	Ribera Alta del Ebro	Hombres	29
201412	Diciembre 2014	16	Valdejalón	Hombres	36
201412	Diciembre 2014	17	D.C. Zaragoza	Hombres	855
201412	Diciembre 2014	18	Ribera Baja del Ebro	Hombres	13
201412	Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	18
201412	Diciembre 2014	20	Comunidad de Calatayud	Hombres	53
201412	Diciembre 2014	21	Campo de Cariñena	Hombres	15
201412	Diciembre 2014	22	Campo de Belchite	Hombres	14
201412	Diciembre 2014	23	Bajo Martín	Hombres	9
201412	Diciembre 2014	24	Campo de Daroca	Hombres	18
201412	Diciembre 2014	25	Jiloca	Hombres	11
201412	Diciembre 2014	26	Cuencas Mineras	Hombres	9
201412	Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	1
201412	Diciembre 2014	28	Bajo Aragón	Hombres	31
201412	Diciembre 2014	29	Comunidad de Teruel	Hombres	34
201412	Diciembre 2014	30	Maestrazgo	Hombres	2
201412	Diciembre 2014	31	Sierra de Albarracín	Hombres	4
201412	Diciembre 2014	32	Gúdar-Javalambre	Hombres	9
201412	Diciembre 2014	33	Matarraña / Matarranya	Hombres	11
201412	Diciembre 2014	01	La Jacetania	Mujeres	29
201412	Diciembre 2014	02	Alto Gállego	Mujeres	11
201412	Diciembre 2014	03	Sobrarbe	Mujeres	13
201412	Diciembre 2014	04	La Ribagorza	Mujeres	31
201412	Diciembre 2014	05	Cinco Villas	Mujeres	33
201412	Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	87
201412	Diciembre 2014	07	Somontano de Barbastro	Mujeres	31
