Comarca código	Comarca nombre	Ocupacion (1 dígito) código	Ocupación (1 dígito) descripción	Sexo	Personas residentes viviendas familiares
32	Gúdar-Javalambre	3	Técnicos y profesionales de apoyo	Mujeres	77
32	Gúdar-Javalambre	4	Empleados de tipo administrativo	Hombres	75
32	Gúdar-Javalambre	4	Empleados de tipo administrativo	Mujeres	87
32	Gúdar-Javalambre	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	125
32	Gúdar-Javalambre	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	238
32	Gúdar-Javalambre	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	353
32	Gúdar-Javalambre	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	64
32	Gúdar-Javalambre	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	644
32	Gúdar-Javalambre	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	97
32	Gúdar-Javalambre	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	302
32	Gúdar-Javalambre	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	79
32	Gúdar-Javalambre	9	Trabajadores no cualificados	Hombres	173
32	Gúdar-Javalambre	9	Trabajadores no cualificados	Mujeres	113
33	Matarraña / Matarranya	0	Fuerzas armadas	Hombres	1
33	Matarraña / Matarranya	0	Fuerzas armadas	Mujeres	1
33	Matarraña / Matarranya	1	Dirección de las empresas y de las administraciones públicas	Hombres	151
33	Matarraña / Matarranya	1	Dirección de las empresas y de las administraciones públicas	Mujeres	127
33	Matarraña / Matarranya	2	Técnicos y profesionales científicos e intelectuales	Hombres	67
33	Matarraña / Matarranya	2	Técnicos y profesionales científicos e intelectuales	Mujeres	100
33	Matarraña / Matarranya	3	Técnicos y profesionales de apoyo	Hombres	69
33	Matarraña / Matarranya	3	Técnicos y profesionales de apoyo	Mujeres	66
33	Matarraña / Matarranya	4	Empleados de tipo administrativo	Hombres	53
33	Matarraña / Matarranya	4	Empleados de tipo administrativo	Mujeres	82
33	Matarraña / Matarranya	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	70
33	Matarraña / Matarranya	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	162
33	Matarraña / Matarranya	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	897
33	Matarraña / Matarranya	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	242
33	Matarraña / Matarranya	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	459
33	Matarraña / Matarranya	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	68
33	Matarraña / Matarranya	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	193
33	Matarraña / Matarranya	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	68
33	Matarraña / Matarranya	9	Trabajadores no cualificados	Hombres	214
33	Matarraña / Matarranya	9	Trabajadores no cualificados	Mujeres	77
