Año	Siglas	Votos	Candidatura	Comarca código	Comarca nombre
2016	C's	3775	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	08	Cinca Medio
2016	C's	2781	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	09	La Litera / La Llitera
2016	C's	2883	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	10	Los Monegros
2016	C's	3495	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	11	Bajo Cinca / Baix Cinca
2016	C's	2369	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	12	Tarazona y el Moncayo
2016	C's	1842	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	13	Campo de Borja
2016	C's	986	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	14	Aranda
2016	C's	3757	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	15	Ribera Alta del Ebro
2016	C's	3672	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	16	Valdejalón
2016	C's	165952	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	17	Central
2016	C's	1207	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	18	Ribera Baja del Ebro
2016	C's	1822	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	C's	5713	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	20	Comunidad de Calatayud
2016	C's	1268	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	21	Campo de Cariñena
2016	C's	649	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	22	Campo de Belchite
2016	C's	924	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	23	Bajo Martín
2016	C's	831	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	24	Campo de Daroca
2016	C's	1805	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	25	Jiloca
2016	C's	1143	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	26	Cuencas Mineras
2016	C's	1393	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	27	Andorra-Sierra de Arcos
2016	C's	4411	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	28	Bajo Aragón
2016	C's	8819	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	29	Comunidad de Teruel
2016	C's	429	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	30	Maestrazgo
2016	C's	737	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	31	Sierra de Albarracín
2016	C's	1155	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	32	Gúdar-Javalambre
2016	C's	1249	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	33	Matarraña / Matarranya
2016	PACMA	374	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	01	La Jacetania
2016	PACMA	283	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	02	Alto Gállego
2016	PACMA	101	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	03	Sobrarbe
2016	PACMA	263	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	04	La Ribagorza
2016	PACMA	333	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	05	Cinco Villas
2016	PACMA	1573	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	06	Hoya de Huesca / Plana de Uesca
2016	PACMA	519	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	07	Somontano de Barbastro
2016	PACMA	497	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	08	Cinca Medio
2016	PACMA	306	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	09	La Litera / La Llitera
2016	PACMA	258	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	10	Los Monegros
2016	PACMA	313	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	11	Bajo Cinca / Baix Cinca
2016	PACMA	220	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	12	Tarazona y el Moncayo
2016	PACMA	209	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	13	Campo de Borja
2016	PACMA	58	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	14	Aranda
2016	PACMA	504	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	15	Ribera Alta del Ebro
2016	PACMA	369	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	16	Valdejalón
2016	PACMA	18523	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	17	Central
2016	PACMA	132	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	18	Ribera Baja del Ebro
2016	PACMA	198	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	PACMA	632	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	20	Comunidad de Calatayud
2016	PACMA	131	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	21	Campo de Cariñena
2016	PACMA	66	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	22	Campo de Belchite
2016	PACMA	47	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	23	Bajo Martín
2016	PACMA	89	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	24	Campo de Daroca
2016	PACMA	101	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	25	Jiloca
2016	PACMA	181	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	26	Cuencas Mineras
2016	PACMA	170	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	27	Andorra-Sierra de Arcos
2016	PACMA	536	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	28	Bajo Aragón
2016	PACMA	684	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	29	Comunidad de Teruel
2016	PACMA	35	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	30	Maestrazgo
2016	PACMA	44	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	31	Sierra de Albarracín
2016	PACMA	95	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	32	Gúdar-Javalambre
2016	PACMA	142	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	33	Matarraña / Matarranya
2016	EB	222	ESCAÑOS EN BLANCO	01	La Jacetania
2016	EB	185	ESCAÑOS EN BLANCO	02	Alto Gállego
2016	EB	125	ESCAÑOS EN BLANCO	03	Sobrarbe
2016	EB	235	ESCAÑOS EN BLANCO	04	La Ribagorza
2016	EB	336	ESCAÑOS EN BLANCO	05	Cinco Villas
2016	EB	1257	ESCAÑOS EN BLANCO	06	Hoya de Huesca / Plana de Uesca
2016	EB	299	ESCAÑOS EN BLANCO	07	Somontano de Barbastro
2016	EB	452	ESCAÑOS EN BLANCO	08	Cinca Medio
2016	EB	126	ESCAÑOS EN BLANCO	09	La Litera / La Llitera
2016	EB	171	ESCAÑOS EN BLANCO	10	Los Monegros
2016	EB	173	ESCAÑOS EN BLANCO	11	Bajo Cinca / Baix Cinca
2016	EB	131	ESCAÑOS EN BLANCO	12	Tarazona y el Moncayo
2016	EB	140	ESCAÑOS EN BLANCO	13	Campo de Borja
2016	EB	46	ESCAÑOS EN BLANCO	14	Aranda
2016	EB	331	ESCAÑOS EN BLANCO	15	Ribera Alta del Ebro
2016	EB	253	ESCAÑOS EN BLANCO	16	Valdejalón
2016	EB	16062	ESCAÑOS EN BLANCO	17	Central
2016	EB	127	ESCAÑOS EN BLANCO	18	Ribera Baja del Ebro
2016	EB	170	ESCAÑOS EN BLANCO	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	EB	471	ESCAÑOS EN BLANCO	20	Comunidad de Calatayud
2016	EB	137	ESCAÑOS EN BLANCO	21	Campo de Cariñena
2016	EB	54	ESCAÑOS EN BLANCO	22	Campo de Belchite
2016	EB	53	ESCAÑOS EN BLANCO	23	Bajo Martín
2016	EB	193	ESCAÑOS EN BLANCO	24	Campo de Daroca
2016	EB	150	ESCAÑOS EN BLANCO	25	Jiloca
2016	EB	70	ESCAÑOS EN BLANCO	26	Cuencas Mineras
2016	EB	88	ESCAÑOS EN BLANCO	27	Andorra-Sierra de Arcos
2016	EB	285	ESCAÑOS EN BLANCO	28	Bajo Aragón
2016	EB	648	ESCAÑOS EN BLANCO	29	Comunidad de Teruel
2016	EB	50	ESCAÑOS EN BLANCO	30	Maestrazgo
2016	EB	26	ESCAÑOS EN BLANCO	31	Sierra de Albarracín
2016	EB	73	ESCAÑOS EN BLANCO	32	Gúdar-Javalambre
2016	EB	54	ESCAÑOS EN BLANCO	33	Matarraña / Matarranya
2016	UPyD	50	UNIÓN PROGRESO Y DEMOCRACIA	01	La Jacetania
2016	UPyD	37	UNIÓN PROGRESO Y DEMOCRACIA	02	Alto Gállego
2016	UPyD	24	UNIÓN PROGRESO Y DEMOCRACIA	03	Sobrarbe
2016	UPyD	43	UNIÓN PROGRESO Y DEMOCRACIA	04	La Ribagorza
2016	UPyD	92	UNIÓN PROGRESO Y DEMOCRACIA	05	Cinco Villas
2016	UPyD	265	UNIÓN PROGRESO Y DEMOCRACIA	06	Hoya de Huesca / Plana de Uesca
2016	UPyD	45	UNIÓN PROGRESO Y DEMOCRACIA	07	Somontano de Barbastro
2016	UPyD	39	UNIÓN PROGRESO Y DEMOCRACIA	08	Cinca Medio
2016	UPyD	25	UNIÓN PROGRESO Y DEMOCRACIA	09	La Litera / La Llitera
2016	UPyD	27	UNIÓN PROGRESO Y DEMOCRACIA	10	Los Monegros
2016	UPyD	41	UNIÓN PROGRESO Y DEMOCRACIA	11	Bajo Cinca / Baix Cinca
2016	UPyD	40	UNIÓN PROGRESO Y DEMOCRACIA	12	Tarazona y el Moncayo
2016	UPyD	33	UNIÓN PROGRESO Y DEMOCRACIA	13	Campo de Borja
2016	UPyD	7	UNIÓN PROGRESO Y DEMOCRACIA	14	Aranda
2016	UPyD	56	UNIÓN PROGRESO Y DEMOCRACIA	15	Ribera Alta del Ebro
2016	UPyD	76	UNIÓN PROGRESO Y DEMOCRACIA	16	Valdejalón
2016	UPyD	5086	UNIÓN PROGRESO Y DEMOCRACIA	17	Central
2016	UPyD	42	UNIÓN PROGRESO Y DEMOCRACIA	18	Ribera Baja del Ebro
2016	UPyD	29	UNIÓN PROGRESO Y DEMOCRACIA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	UPyD	135	UNIÓN PROGRESO Y DEMOCRACIA	20	Comunidad de Calatayud
2016	UPyD	17	UNIÓN PROGRESO Y DEMOCRACIA	21	Campo de Cariñena
2016	UPyD	16	UNIÓN PROGRESO Y DEMOCRACIA	22	Campo de Belchite
2016	UPyD	20	UNIÓN PROGRESO Y DEMOCRACIA	24	Campo de Daroca
2016	RECORTES CERO-GRUPO VERDE	70	RECORTES CERO-GRUPO VERDE	01	La Jacetania
2016	RECORTES CERO-GRUPO VERDE	39	RECORTES CERO-GRUPO VERDE	02	Alto Gállego
2016	RECORTES CERO-GRUPO VERDE	17	RECORTES CERO-GRUPO VERDE	03	Sobrarbe
2016	RECORTES CERO-GRUPO VERDE	29	RECORTES CERO-GRUPO VERDE	04	La Ribagorza
2016	RECORTES CERO-GRUPO VERDE	80	RECORTES CERO-GRUPO VERDE	05	Cinco Villas
2016	RECORTES CERO-GRUPO VERDE	245	RECORTES CERO-GRUPO VERDE	06	Hoya de Huesca / Plana de Uesca
2016	RECORTES CERO-GRUPO VERDE	76	RECORTES CERO-GRUPO VERDE	07	Somontano de Barbastro
2016	RECORTES CERO-GRUPO VERDE	48	RECORTES CERO-GRUPO VERDE	08	Cinca Medio
2016	RECORTES CERO-GRUPO VERDE	37	RECORTES CERO-GRUPO VERDE	09	La Litera / La Llitera
2016	RECORTES CERO-GRUPO VERDE	37	RECORTES CERO-GRUPO VERDE	10	Los Monegros
2016	RECORTES CERO-GRUPO VERDE	29	RECORTES CERO-GRUPO VERDE	11	Bajo Cinca / Baix Cinca
2016	RECORTES CERO-GRUPO VERDE	80	RECORTES CERO-GRUPO VERDE	12	Tarazona y el Moncayo
2016	RECORTES CERO-GRUPO VERDE	95	RECORTES CERO-GRUPO VERDE	13	Campo de Borja
2016	RECORTES CERO-GRUPO VERDE	22	RECORTES CERO-GRUPO VERDE	14	Aranda
2016	RECORTES CERO-GRUPO VERDE	103	RECORTES CERO-GRUPO VERDE	15	Ribera Alta del Ebro
2016	RECORTES CERO-GRUPO VERDE	62	RECORTES CERO-GRUPO VERDE	16	Valdejalón
2016	RECORTES CERO-GRUPO VERDE	4224	RECORTES CERO-GRUPO VERDE	17	Central
2016	RECORTES CERO-GRUPO VERDE	22	RECORTES CERO-GRUPO VERDE	18	Ribera Baja del Ebro
2016	RECORTES CERO-GRUPO VERDE	36	RECORTES CERO-GRUPO VERDE	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	RECORTES CERO-GRUPO VERDE	145	RECORTES CERO-GRUPO VERDE	20	Comunidad de Calatayud
2016	RECORTES CERO-GRUPO VERDE	14	RECORTES CERO-GRUPO VERDE	21	Campo de Cariñena
2016	RECORTES CERO-GRUPO VERDE	19	RECORTES CERO-GRUPO VERDE	22	Campo de Belchite
2016	RECORTES CERO-GRUPO VERDE	7	RECORTES CERO-GRUPO VERDE	23	Bajo Martín
2016	RECORTES CERO-GRUPO VERDE	30	RECORTES CERO-GRUPO VERDE	24	Campo de Daroca
2016	RECORTES CERO-GRUPO VERDE	22	RECORTES CERO-GRUPO VERDE	25	Jiloca
2016	RECORTES CERO-GRUPO VERDE	8	RECORTES CERO-GRUPO VERDE	26	Cuencas Mineras
2016	RECORTES CERO-GRUPO VERDE	15	RECORTES CERO-GRUPO VERDE	27	Andorra-Sierra de Arcos
2016	RECORTES CERO-GRUPO VERDE	43	RECORTES CERO-GRUPO VERDE	28	Bajo Aragón
2016	RECORTES CERO-GRUPO VERDE	102	RECORTES CERO-GRUPO VERDE	29	Comunidad de Teruel
2016	RECORTES CERO-GRUPO VERDE	7	RECORTES CERO-GRUPO VERDE	30	Maestrazgo
2016	RECORTES CERO-GRUPO VERDE	9	RECORTES CERO-GRUPO VERDE	31	Sierra de Albarracín
2016	RECORTES CERO-GRUPO VERDE	12	RECORTES CERO-GRUPO VERDE	32	Gúdar-Javalambre
2016	RECORTES CERO-GRUPO VERDE	13	RECORTES CERO-GRUPO VERDE	33	Matarraña / Matarranya
2016	VOX	106	VOX	01	La Jacetania
2016	VOX	31	VOX	02	Alto Gállego
2016	VOX	24	VOX	03	Sobrarbe
2016	VOX	51	VOX	04	La Ribagorza
2016	VOX	78	VOX	05	Cinco Villas
2016	VOX	494	VOX	06	Hoya de Huesca / Plana de Uesca
2016	VOX	152	VOX	07	Somontano de Barbastro
2016	VOX	99	VOX	08	Cinca Medio
2016	VOX	50	VOX	09	La Litera / La Llitera
2016	VOX	91	VOX	10	Los Monegros
2016	VOX	74	VOX	11	Bajo Cinca / Baix Cinca
2016	VOX	24	VOX	12	Tarazona y el Moncayo
2016	VOX	15	VOX	13	Campo de Borja
2016	VOX	11	VOX	14	Aranda
2016	VOX	61	VOX	15	Ribera Alta del Ebro
2016	VOX	79	VOX	16	Valdejalón
2016	VOX	2815	VOX	17	Central
2016	VOX	20	VOX	18	Ribera Baja del Ebro
2016	VOX	28	VOX	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	VOX	96	VOX	20	Comunidad de Calatayud
2016	VOX	30	VOX	21	Campo de Cariñena
2016	VOX	25	VOX	22	Campo de Belchite
2016	VOX	22	VOX	24	Campo de Daroca
2016	INDEPENDIENTES-FIA	1	INDEPENDIENTES POR ARAGÓN	01	La Jacetania
2016	INDEPENDIENTES-FIA	47	INDEPENDIENTES POR ARAGÓN	05	Cinco Villas
2016	INDEPENDIENTES-FIA	0	INDEPENDIENTES POR ARAGÓN	06	Hoya de Huesca / Plana de Uesca
2016	INDEPENDIENTES-FIA	17	INDEPENDIENTES POR ARAGÓN	10	Los Monegros
2016	INDEPENDIENTES-FIA	2	INDEPENDIENTES POR ARAGÓN	11	Bajo Cinca / Baix Cinca
2016	INDEPENDIENTES-FIA	34	INDEPENDIENTES POR ARAGÓN	12	Tarazona y el Moncayo
2016	INDEPENDIENTES-FIA	48	INDEPENDIENTES POR ARAGÓN	13	Campo de Borja
2016	INDEPENDIENTES-FIA	41	INDEPENDIENTES POR ARAGÓN	14	Aranda
2016	INDEPENDIENTES-FIA	44	INDEPENDIENTES POR ARAGÓN	15	Ribera Alta del Ebro
2016	INDEPENDIENTES-FIA	50	INDEPENDIENTES POR ARAGÓN	16	Valdejalón
2016	INDEPENDIENTES-FIA	1944	INDEPENDIENTES POR ARAGÓN	17	Central
2016	INDEPENDIENTES-FIA	8	INDEPENDIENTES POR ARAGÓN	18	Ribera Baja del Ebro
2016	INDEPENDIENTES-FIA	48	INDEPENDIENTES POR ARAGÓN	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	INDEPENDIENTES-FIA	47	INDEPENDIENTES POR ARAGÓN	20	Comunidad de Calatayud
2016	INDEPENDIENTES-FIA	19	INDEPENDIENTES POR ARAGÓN	21	Campo de Cariñena
2016	INDEPENDIENTES-FIA	7	INDEPENDIENTES POR ARAGÓN	22	Campo de Belchite
2016	INDEPENDIENTES-FIA	3	INDEPENDIENTES POR ARAGÓN	23	Bajo Martín
2016	INDEPENDIENTES-FIA	13	INDEPENDIENTES POR ARAGÓN	24	Campo de Daroca
2016	INDEPENDIENTES-FIA	7	INDEPENDIENTES POR ARAGÓN	25	Jiloca
2016	INDEPENDIENTES-FIA	5	INDEPENDIENTES POR ARAGÓN	26	Cuencas Mineras
2016	INDEPENDIENTES-FIA	7	INDEPENDIENTES POR ARAGÓN	27	Andorra-Sierra de Arcos
2016	INDEPENDIENTES-FIA	14	INDEPENDIENTES POR ARAGÓN	28	Bajo Aragón
2016	INDEPENDIENTES-FIA	41	INDEPENDIENTES POR ARAGÓN	29	Comunidad de Teruel
2016	INDEPENDIENTES-FIA	3	INDEPENDIENTES POR ARAGÓN	30	Maestrazgo
2016	INDEPENDIENTES-FIA	3	INDEPENDIENTES POR ARAGÓN	31	Sierra de Albarracín
2016	INDEPENDIENTES-FIA	5	INDEPENDIENTES POR ARAGÓN	32	Gúdar-Javalambre
2016	INDEPENDIENTES-FIA	19	INDEPENDIENTES POR ARAGÓN	33	Matarraña / Matarranya
2016	PCPE	67	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	01	La Jacetania
2016	PCPE	40	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	02	Alto Gállego
2016	PCPE	14	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	03	Sobrarbe
2016	PCPE	30	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	04	La Ribagorza
2016	PCPE	33	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	05	Cinco Villas
2016	PCPE	158	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	06	Hoya de Huesca / Plana de Uesca
2016	PCPE	42	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	07	Somontano de Barbastro
2016	PCPE	59	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	08	Cinca Medio
2016	PCPE	30	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	09	La Litera / La Llitera
2016	PCPE	40	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	10	Los Monegros
2016	PCPE	25	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	11	Bajo Cinca / Baix Cinca
2016	PCPE	14	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	12	Tarazona y el Moncayo
2016	PCPE	17	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	13	Campo de Borja
2016	PCPE	9	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	14	Aranda
2016	PCPE	36	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	15	Ribera Alta del Ebro
2016	PCPE	36	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	16	Valdejalón
2016	PCPE	1178	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	17	Central
2016	PCPE	8	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	18	Ribera Baja del Ebro
2016	PCPE	20	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	PCPE	44	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	20	Comunidad de Calatayud
2016	PCPE	13	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	21	Campo de Cariñena
2016	PCPE	5	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	22	Campo de Belchite
2016	PCPE	6	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	23	Bajo Martín
2016	PCPE	11	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	24	Campo de Daroca
2016	PCPE	16	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	25	Jiloca
2016	PCPE	13	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	26	Cuencas Mineras
2016	PCPE	12	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	27	Andorra-Sierra de Arcos
2016	PCPE	42	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	28	Bajo Aragón
2016	PCPE	49	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	29	Comunidad de Teruel
2016	PCPE	9	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	30	Maestrazgo
2016	PCPE	2	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	31	Sierra de Albarracín
2016	PCPE	13	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	32	Gúdar-Javalambre
2016	PCPE	15	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	33	Matarraña / Matarranya
2016	MAS	24	MOVIMIENTO ARAGONÉS SOCIAL	01	La Jacetania
2016	MAS	29	MOVIMIENTO ARAGONÉS SOCIAL	02	Alto Gállego
2016	MAS	13	MOVIMIENTO ARAGONÉS SOCIAL	03	Sobrarbe
2016	MAS	23	MOVIMIENTO ARAGONÉS SOCIAL	04	La Ribagorza
2016	MAS	34	MOVIMIENTO ARAGONÉS SOCIAL	05	Cinco Villas
2016	MAS	116	MOVIMIENTO ARAGONÉS SOCIAL	06	Hoya de Huesca / Plana de Uesca
2016	MAS	46	MOVIMIENTO ARAGONÉS SOCIAL	07	Somontano de Barbastro
2016	MAS	40	MOVIMIENTO ARAGONÉS SOCIAL	08	Cinca Medio
2016	MAS	23	MOVIMIENTO ARAGONÉS SOCIAL	09	La Litera / La Llitera
2016	MAS	26	MOVIMIENTO ARAGONÉS SOCIAL	10	Los Monegros
2016	MAS	20	MOVIMIENTO ARAGONÉS SOCIAL	11	Bajo Cinca / Baix Cinca
2016	MAS	13	MOVIMIENTO ARAGONÉS SOCIAL	12	Tarazona y el Moncayo
2016	MAS	16	MOVIMIENTO ARAGONÉS SOCIAL	13	Campo de Borja
2016	MAS	7	MOVIMIENTO ARAGONÉS SOCIAL	14	Aranda
2016	MAS	32	MOVIMIENTO ARAGONÉS SOCIAL	15	Ribera Alta del Ebro
2016	MAS	29	MOVIMIENTO ARAGONÉS SOCIAL	16	Valdejalón
2016	MAS	1112	MOVIMIENTO ARAGONÉS SOCIAL	17	Central
2016	MAS	7	MOVIMIENTO ARAGONÉS SOCIAL	18	Ribera Baja del Ebro
2016	MAS	9	MOVIMIENTO ARAGONÉS SOCIAL	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	MAS	40	MOVIMIENTO ARAGONÉS SOCIAL	20	Comunidad de Calatayud
2016	MAS	6	MOVIMIENTO ARAGONÉS SOCIAL	21	Campo de Cariñena
2016	MAS	4	MOVIMIENTO ARAGONÉS SOCIAL	22	Campo de Belchite
2016	MAS	6	MOVIMIENTO ARAGONÉS SOCIAL	23	Bajo Martín
2016	MAS	9	MOVIMIENTO ARAGONÉS SOCIAL	24	Campo de Daroca
2016	MAS	14	MOVIMIENTO ARAGONÉS SOCIAL	25	Jiloca
2016	MAS	10	MOVIMIENTO ARAGONÉS SOCIAL	26	Cuencas Mineras
2016	MAS	17	MOVIMIENTO ARAGONÉS SOCIAL	27	Andorra-Sierra de Arcos
2016	MAS	33	MOVIMIENTO ARAGONÉS SOCIAL	28	Bajo Aragón
2016	MAS	56	MOVIMIENTO ARAGONÉS SOCIAL	29	Comunidad de Teruel
2016	MAS	5	MOVIMIENTO ARAGONÉS SOCIAL	30	Maestrazgo
2016	MAS	3	MOVIMIENTO ARAGONÉS SOCIAL	31	Sierra de Albarracín
2016	MAS	10	MOVIMIENTO ARAGONÉS SOCIAL	32	Gúdar-Javalambre
2016	MAS	7	MOVIMIENTO ARAGONÉS SOCIAL	33	Matarraña / Matarranya
2016	ENTABAN	50	ENTABAN	01	La Jacetania
2016	ENTABAN	65	ENTABAN	02	Alto Gállego
2016	ENTABAN	24	ENTABAN	03	Sobrarbe
2016	ENTABAN	36	ENTABAN	04	La Ribagorza
2016	ENTABAN	340	ENTABAN	06	Hoya de Huesca / Plana de Uesca
2016	ENTABAN	62	ENTABAN	07	Somontano de Barbastro
2016	ENTABAN	63	ENTABAN	08	Cinca Medio
2016	ENTABAN	46	ENTABAN	09	La Litera / La Llitera
2016	ENTABAN	42	ENTABAN	10	Los Monegros
2016	ENTABAN	28	ENTABAN	11	Bajo Cinca / Baix Cinca
2016	FE de las JONS	10	FALANGE ESPAÑOLA DE LAS JONS	23	Bajo Martín
2016	FE de las JONS	22	FALANGE ESPAÑOLA DE LAS JONS	25	Jiloca
2016	FE de las JONS	11	FALANGE ESPAÑOLA DE LAS JONS	26	Cuencas Mineras
2016	FE de las JONS	12	FALANGE ESPAÑOLA DE LAS JONS	27	Andorra-Sierra de Arcos
2016	FE de las JONS	82	FALANGE ESPAÑOLA DE LAS JONS	28	Bajo Aragón
2016	FE de las JONS	110	FALANGE ESPAÑOLA DE LAS JONS	29	Comunidad de Teruel
2016	FE de las JONS	10	FALANGE ESPAÑOLA DE LAS JONS	30	Maestrazgo
2016	FE de las JONS	13	FALANGE ESPAÑOLA DE LAS JONS	31	Sierra de Albarracín
2016	FE de las JONS	18	FALANGE ESPAÑOLA DE LAS JONS	32	Gúdar-Javalambre
2016	FE de las JONS	13	FALANGE ESPAÑOLA DE LAS JONS	33	Matarraña / Matarranya
2016	UDT	2	UNIÓN DE TODOS	23	Bajo Martín
2016	UDT	3	UNIÓN DE TODOS	25	Jiloca
2016	UDT	6	UNIÓN DE TODOS	26	Cuencas Mineras
2016	UDT	2	UNIÓN DE TODOS	27	Andorra-Sierra de Arcos
2016	UDT	15	UNIÓN DE TODOS	28	Bajo Aragón
2016	UDT	36	UNIÓN DE TODOS	29	Comunidad de Teruel
2016	UDT	0	UNIÓN DE TODOS	30	Maestrazgo
2016	UDT	0	UNIÓN DE TODOS	31	Sierra de Albarracín
2016	UDT	5	UNIÓN DE TODOS	32	Gúdar-Javalambre
2016	UDT	4	UNIÓN DE TODOS	33	Matarraña / Matarranya
2015	PP-PAR	7833	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	01	La Jacetania
2015	PP-PAR	6053	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	02	Alto Gállego
