Total viviendas	Viviendas con calefacción	Viviendas con agua corriente	Viviendas con agua caliente central	Viviendas con evacuación de aguas residuales	Viviendas con cuarto de aseo con inodoro	Viviendas con disponibilidad de ducha o bañera	Viviendas con tendido telefónico	Municipio nombre	Provincia codigo	Municipio codigo	Viviendas con acceso a internet
53,3748918795	34,3483774954	53,3748918795		53,3748918795	53,3748918795	53,3748918795	53,3748918795	Lituénigo	50	50141	7,691088785
62,8925833655	30,6865749234	62,8925833655	15,7455535317	62,8925833655	62,8925833655	62,8925833655	62,8925833655	Lledó	44	44141	24,9410708083
158,5726206188	127,3456647291	158,5726206188	18,2848460325	158,5726206188	156,4182913239	158,5726206188	155,1314380986	Loarre	22	22149	41,0107109884
25,4794357101	19,4721124998	25,4794357101	25,4794357101	25,4794357101	25,4794357101	25,4794357101	17,5636460372	Lobera de Onsella	50	50142	5,2143541529
326,6114240878	220,912811114	326,6114240878	123,6797167338	326,6114240878	326,6114240878	326,6114240878	326,6114240878	Longares	50	50143	163,107212932
21,9089935784	5,6727303061	21,9089935784	21,9089935784	21,9089935784	21,9089935784	21,9089935784	21,9089935784	Longás	50	50144	
237,1206297972	141,1752240267	237,1206297972	12,4579150023	237,1206297972	237,1206297972	237,1206297972	192,9101957085	Loporzano	22	22150	57,2196903938
40,2333081197	20,8958434465	40,2333081197		38,8601727101	40,2333081197	38,5086124834	33,5149694244	Loscorrales	22	22151	8,1895902394
85,8131300644	49,0047504684	85,8131300644	80,3557958018	85,8131300644	85,8131300644	85,8131300644	67,0979904382	Loscos	44	44138	6,0624241239
117,4852897289	107,5404216159	117,4852897289	95,1917141175	117,4852897289	117,4852897289	117,4852897289	117,4852897289	Lucena de Jalón	50	50146	51,8771124941
438,8976057939	380,4942863166	438,8976057939	292,5303100462	438,8976057939	429,3502763848	438,8976057939	438,8976057939	Luceni	50	50147	198,008151434
144,8251033508	97,2129269489	144,8251033508	5,4954192823	133,8003193433	144,8251033508	144,8251033508	119,8217317553	Luesia	50	50148	45,1931590568
23,5727875521	10,7715292396	23,5727875521	18,7165696908	23,5727875521	23,5727875521	23,5727875521	23,5727875521	Luesma	50	50149	
402,2165750815	308,7478029721	402,2165750815	336,4474220923	392,7923844639	402,2165750815	399,1393197322	307,268593969	Lumpiaque	50	50150	142,4532067789
344,7484714046	262,7983121687	344,7484714046	304,7769365378	344,7484714046	344,7484714046	344,7484714046	290,3040627297	Luna	50	50151	133,1363391032
145,0520572326	105,4359185159	145,0520572326	113,1121816256	145,0520572326	145,0520572326	145,0520572326	134,3968156835	Lupiñén-Ortilla	22	22905	60,1388997485
327,7606182799	239,8606101419	327,7606182799	200,492812207	327,7606182799	327,7606182799	327,7606182799	327,7606182799	Lécera	50	50136	98,1324957924
753,9475235613	525,4395522975	753,9475235613	172,8020831542	753,9475235613	747,5763682637	747,5763682637	753,9475235613	Maella	50	50152	411,9259481308
467,0205654519	375,0188104092	467,0205654519	339,0928328482	454,8315880515	467,0205654519	458,152414356	454,8315880515	Magallón	50	50153	202,837542115
22,4176797318	8,0119013526	22,4176797318		21,0746919761	22,4176797318	22,4176797318	21,0746919761	Maicas	44	44142	1,0564977838
70,5834924448	50,2928464052	70,5834924448	39,2222988269	70,5834924448	70,5834924448	70,5834924448	69,5942486325	Mainar	50	50154	21,0010438531
53,0545805864	31,5288699465	53,0545805864	37,0763245287	53,0545805864	53,0545805864	53,0545805864	45,402355895	Malanquilla	50	50155	12,2870251641
123,8986440954	95,9451845392	123,8986440954	38,915691375	123,8986440954	123,8986440954	123,8986440954	89,0019199381	Maleján	50	50156	47,0801222726
1272,0652466203	1113,3005235406	1272,0652466203	797,4315306457	1272,0652466203	1247,2499054883	1267,6601744742	1196,846459583	Mallén	50	50160	613,5382614049
377,8140111734	288,5354471148	377,8140111734	13,6561751831	377,8140111734	375,5432519176	375,5432519176	370,5445278811	Maluenda	50	50159	173,2383464621
152,4885613172	127,0953612773	152,4885613172	5,1941149489	152,4885613172	152,4885613172	152,4885613172	124,5308824251	Malón	50	50157	62,4225641978
64,9078112532	36,229204558	64,9078112532	38,5020111383	64,9078112532	50,7052136789	64,9078112532	64,9078112532	Manchones	50	50161	6,3135175568
224,5380194594	112,422645312	224,5380194594	177,083653041	224,5380194594	224,5380194594	224,5380194594	221,2240688465	Manzanera	44	44143	95,110881264
78,7003069205	58,2159111611	78,7003069205	69,2107854982	76,6179855501	78,7003069205	78,7003069205	76,6179855501	Mara	50	50162	15,8517880508
42,6291133712	33,5501461251	42,6291133712	21,1219448622	42,6291133712	42,6291133712	40,9524593544	42,6291133712	Marracos	50	50902	17,5801156343
168,8487739283	138,4908446537	168,8487739283	95,6193084456	168,8487739283	168,8487739283	168,8487739283	165,2930307341	Martín del Río	44	44144	76,6942495984
1897,7327685919	1835,941413935	1897,7327685919	256,8812547839	1872,2494079219	1897,7327685919	1897,7327685919	1859,0665034659	María de Huerva	50	50163	1425,9723144216
521,0474142995	387,9052033371	521,0474142995	404,7914286334	488,2289790501	521,0474142995	521,0474142995	403,9928554976	Mas de las Matas	44	44145	215,6768650224
91,3300492987	55,1349710575	91,3300492987	5,4253711004	85,5703120369	91,3300492987	90,190805738	62,8170760898	Mata de los Olmos (La)	44	44146	37,8297650106
215,7951855015	148,6195726699	215,7951855015	204,6527379623	215,7951855015	213,6170263637	213,3390782314	211,7625397377	Mazaleón	44	44147	77,1021317425
187,8846952154	121,4371373597	187,8846952154	100,6477675645	187,8846952154	187,8846952154	186,1258830643	187,8846952154	Mediana de Aragón	50	50164	77,815254276
928,9751110968	643,1224702436	928,9751110968	181,9132130016	928,9751110968	916,3149469808	911,8242761043	928,9751110968	Mequinenza	50	50165	579,9548628108
131,105202058	84,7310721373	131,105202058	2,86858931	126,4553384902	131,105202058	124,1594953483	101,6096793465	Mesones de Isuela	50	50166	54,40110485
90,8075745712	53,9171594512	90,8075745712	82,4267156391	90,8075745712	90,8075745712	90,8075745712	66,6669790226	Mezalocha	50	50167	19,2322381529
42,1712077103	32,9419294777	42,1712077103	30,07712571	40,0290700563	42,1712077103	42,1712077103	38,1529449083	Mezquita de Jarque	44	44148	7,052765585
19,0956365732	12,3254227377	19,0956365732		19,0956365732	19,0956365732	19,0956365732	16,5684977383	Mianos	50	50168	
168,7871172943	127,9533181147	168,7871172943	162,4831616453	168,7871172943	168,7871172943	166,870410394	168,7871172943	Miedes de Aragón	50	50169	56,960882922
55,235640506	35,8963566302	53,7055832716	32,879394027	49,370081957	53,7055832716	53,7055832716	50,4754476025	Mirambel	44	44149	17,470975014
13,3698030965	6,6382083629	12,2898945062	11,2099859159	11,2099859159	11,2099859159	11,2099859159	11,0017666658	Miravete de la Sierra	44	44150	0,9277280771
123,9308841132	73,8049883918	123,9308841132	33,556409146	122,8274072264	123,9308841132	122,8274072264	86,5419613911	Molinos	44	44151	44,9968281812
189,5182695878	138,9391598296	189,5182695878	106,4002155386	189,5182695878	186,9007820669	189,5182695878	185,2169030298	Monegrillo	50	50170	79,1596695827
34,2925525885	20,5538246366	34,2925525885	30,6543903675	34,2925525885	34,2925525885	34,2925525885	30,4819521218	Monesma y Cajigar	22	22155	1,3634647909
62,8728818114	13,6442383543	62,8728818114		62,8728818114	62,8728818114	61,3722337845	62,8728818114	Moneva	50	50171	1,951588341
124,230621762	110,4326809187	122,1190884021	3,8346540359	124,230621762	124,230621762	124,230621762	112,8390189563	Monflorite-Lascasas	22	22156	87,3067794352
30,6343440912	17,6843251888	30,6343440912	30,6343440912	30,6343440912	30,6343440912	30,6343440912	22,8306234548	Monforte de Moyuela	44	44152	1,5004090794
77,1384809673	57,5432143868	77,1384809673	4,7474729271	75,9570902972	77,1384809673	75,9570902972	75,9570902972	Monreal de Ariza	50	50172	20,7540927488
1022,3644454634	914,8400844337	1022,3644454634	518,2295579626	1022,3644454634	1022,3644454634	1014,0039241417	1015,0606259015	Monreal del Campo	44	44153	549,7012156374
134,6046825017	88,1197640269	134,6046825017	98,5117398027	134,6046825017	134,6046825017	134,6046825017	129,9668432931	Monroyo	44	44154	60,1322214676
515,3547458355	486,3722874445	515,3547458355	139,415931842	494,9467442475	515,3547458355	509,7195396218	494,9467442475	Montalbán	44	44155	212,4795566837
108,3532235294	52,3667353619	108,3532235294	34,1350005181	90,4246554394	108,3532235294	108,3532235294	70,2676287207	Montanuy	22	22157	33,0728041017
25,705203661	13,6094803036	25,705203661	4,1834901451	25,705203661	25,705203661	23,9770578176	14,6623171797	Monteagudo del Castillo	44	44156	4,8155002269
99,0193242541	42,8578751694	99,0193242541	16,1206188803	99,0193242541	99,0193242541	99,0193242541	65,3740993728	Monterde	50	50173	6,535550482
34,6150687706	13,022099808	34,6150687706	28,6924297115	34,6150687706	34,6150687706	33,2379712574	28,8173750581	Monterde de Albarracín	44	44157	4,686620887
60,5199113463	18,9000569697	60,5199113463	10,6883846805	60,5199113463	60,5199113463	58,9515342857	55,1410462928	Montón	50	50174	2,6617650205
6573,1230944538	5547,0208989981	6562,4453962078	3718,0850056502	6255,5197933287	6564,5649576828	6524,6693283555	6192,5657532088	Monzón	22	22158	3431,910619333
649,7520901879	495,5901773124	644,3593123069	555,4924266188	649,7520901879	649,7520901879	639,8351978438	645,8893124394	Mora de Rubielos	44	44158	307,8438470301
536,1104330683	382,9688044969	536,1104330683	501,3210729856	531,5185054963	536,1104330683	531,2020352991	474,9014016382	Morata de Jalón	50	50175	261,0466712911
109,0606366846	59,5370450089	109,0606366846	39,292041724	97,7992597973	109,0606366846	109,0606366846	91,9438553364	Morata de Jiloca	50	50176	36,908998082
182,5429719718	124,7153150143	182,5429719718	141,1673300226	182,5429719718	182,5429719718	180,1893110906	182,5429719718	Moros	50	50178	62,5084062848
185,6364246674	102,0568825336	185,6364246674	82,4783948583	185,6364246674	185,6364246674	182,3461039585	170,1234095999	Morés	50	50177	48,3382463898
30,1449257323	18,0238072919	30,1449257323	23,226982673	30,1449257323	30,1449257323	30,1449257323	14,7730566487	Moscardón	44	44159	13,5622093335
260,3386445153	196,446189155	260,3386445153	258,6143929725	260,3386445153	260,3386445153	249,7628024	255,5764259685	Mosqueruela	44	44160	74,7385439892
133,7334685166	78,5254408869	133,7334685166	16,3132728089	131,2854630354	133,7334685166	133,7334685166	131,2854630354	Moyuela	50	50179	35,0918097764
54,1259799202	42,8807673166	54,1259799202	2,490363092	50,0785357798	54,1259799202	54,1259799202	43,6812437642	Mozota	50	50180	13,4178542966
553,7903320528	431,9019383069	553,7903320528	223,3069637556	553,7903320528	553,7903320528	553,7903320528	532,895281685	Muel	50	50181	257,8105541823
1995,5942806509	1933,5479126152	1995,5942806509	384,4515892395	1745,0391787292	1995,5942806509	1992,5364381216	1745,0391787292	Muela (La)	50	50182	1370,0481193849
263,2561314207	181,1159489606	263,2561314207	216,8981238883	252,669692104	258,471476784	263,2561314207	212,4994535393	Muniesa	44	44161	51,4213306739
201,5364404011	134,310649691	201,5364404011	86,9609224309	196,4289954937	201,5364404011	199,0214416181	196,4289954937	Munébrega	50	50183	77,4855844728
63,8635274133	35,4953086831	63,8635274133	24,3362279107	63,8635274133	63,8635274133	63,8635274133	63,8635274133	Murero	50	50184	4,0985047743
94,8796433757	60,7237255951	94,8796433757	72,5425455439	91,0817234245	94,8796433757	93,0697520568	79,8306136053	Murillo de Gállego	50	50185	24,5408487536
92,4165707033	51,7277743546	92,4165707033	59,8734635119	92,4165707033	92,4165707033	92,4165707033	62,9931686889	Naval	22	22160	41,9848976987
21,1495618093	5,7828535931	19,414534099	20,0166612089	20,0166612089	21,1495618093	20,1450381671	14,617285193	Navardún	50	50186	7,8039414342
38,8691806769	17,4622365776	38,8691806769	1,8684848273	38,8691806769	38,8691806769	38,8691806769	34,7267024348	Nigüella	50	50187	6,5254945507
66,2709165647	30,8303230544	66,2709165647	58,9389035901	64,6027878869	66,2709165647	65,0318544127	47,1992758625	Noguera de Albarracín	44	44163	14,9321965551
14,2523186802	5,1725491496	14,2523186802	14,2523186802	14,2523186802	14,2523186802	14,2523186802	12,0377055753	Nogueras	44	44164	
88,7681977048	47,6855076412	88,7681977048	45,7813898294	88,7681977048	88,7681977048	87,2844602058	85,3844896804	Nogueruelas	44	44165	26,0439321314
20	8,7727532453	20	14,0564216335	20	20	16,1851651952	8,713473088	Nombrevilla	50	50188	
404,2807243379	285,3874643571	404,2807243379	190,0962054812	397,2366777906	404,2807243379	404,2807243379	397,2366777906	Nonaspe	50	50189	187,0431357705
62,9908961464	49,5736690794	62,9908961464	60,9699381272	62,9908961464	62,9908961464	62,9908961464	60,1340004721	Novales	22	22162	19,4545713476
380,8309978788	316,0074920216	380,8309978788	167,7292821268	380,8309978788	378,382388189	380,8309978788	380,8309978788	Novallas	50	50190	183,3622390468
236,374116462	177,3201661538	236,374116462	203,3428857771	233,8909493738	236,374116462	236,374116462	194,5216439695	Novillas	50	50191	68,7527308671
222,779357785	191,4314305348	222,779357785	92,576092053	177,6490431306	218,590912072	222,779357785	169,5321335836	Nueno	22	22163	134,4669591364
315,8005721152	283,1702011342	315,8005721152	88,2489114862	315,8005721152	315,8005721152	312,1360371355	315,8005721152	Nuez de Ebro	50	50193	208,0298202078
149,7653298026	114,8651366718	149,7653298026	59,4890801053	145,3789746488	149,7653298026	149,7653298026	111,8150307636	Nuévalos	50	50192	51,962144988
21,162837958	4,1868283167	21,162837958	19,3841740851	21,162837958	21,162837958	21,162837958	14,373640152	Obón	44	44167	3,5511697666
91,506071763	74,5542987835	91,506071763	36,3394605678	91,506071763	91,506071763	91,506071763	91,506071763	Odón	44	44168	18,4059200237
190,7052298692	143,9976265279	190,7052298692	51,8086224806	190,7052298692	190,7052298692	188,321347151	190,7052298692	Ojos Negros	44	44169	50,986890012
121,4875268277	30,7247214774	117,2390601986	59,2576894076	119,8462642988	119,4954501636	121,4875268277	115,6970287536	Olba	44	44171	25,8583767544
221,4726442729	113,9403217062	221,4726442729	150,8375842735	221,4726442729	218,5633906434	221,4726442729	161,9256824106	Oliete	44	44172	45,770117556
51,1701082727	34,7532987008	51,1701082727	9,2962642292	51,1701082727	51,1701082727	51,1701082727	51,1701082727	Olmos (Los)	44	44173	8,9541706141
23,2264448482	16,9306773829	23,2264448482	8,6349122961	20,2385475147	23,2264448482	23,2264448482	13,8803035043	Olvena	22	22164	4,4076230015
51,0776899918	28,3081812077	51,0776899918	7,5954154755	51,0776899918	51,0776899918	51,0776899918	40,4537846522	Olvés	50	50194	7,0649488745
205,009883981	138,7056643255	205,009883981	163,9757786854	205,009883981	205,009883981	205,009883981	203,0896696691	Ontiñena	22	22165	78,5820109964
26,3104895593	12,934899266	26,3104895593	21,3894614002	26,3104895593	26,3104895593	26,3104895593	10,7111868239	Orcajo	50	50195	2,6764286476
61,4404614007	52,9969135447	61,4404614007	43,1607913205	61,4404614007	61,4404614007	61,4404614007	42,7234531499	Orera	50	50196	6,053895746
227,6961945872	179,511474049	227,6961945872	117,0795287738	215,0632761396	223,3053028323	222,8246423911	215,0632761396	Orihuela del Tremedal	44	44174	100,6380218351
61,3260156267	37,0399355598	61,3260156267	56,2129689617	57,8666370161	61,3260156267	61,3260156267	52,3464340384	Orrios	44	44175	18,417483334
43,6789857238	21,1697089189	43,6789857238	0,8890229733	41,4066318685	43,6789857238	43,6789857238	31,8688979985	Orés	50	50197	5,60660576
25,3001134991	9,8820242182	25,3001134991	3,4671305441	25,3001134991	25,3001134991	23,8992645856	3,6998865008	Oseja	50	50198	6,1821377174
152,629474365	121,4852464645	145,1131568833	64,216693822	152,629474365	149,9745713795	148,068372278	152,629474365	Osera de Ebro	50	50199	67,4155465304
264,2911788132	223,7028297161	264,2911788132	254,5761047923	259,0500580155	264,2911788132	264,2911788132	257,8799839765	Osso de Cinca	22	22167	154,6202930929
17,7119245049	11,8465375101	17,7119245049		17,7119245049	17,7119245049	17,7119245049	17,7119245049	Palo	22	22168	5,771096355
61,9318826675	53,0624697703	61,9318826675	2,7216268463	61,9318826675	61,9318826675	61,9318826675	55,4419430693	Palomar de Arroyos	44	44176	23,2994057944
68,2462276305	32,2767817033	68,2462276305	23,9727070566	68,2462276305	68,2462276305	68,2462276305	68,2462276305	Pancrudo	44	44177	5,4889216765
305,327291178	238,8901460645	305,327291178	221,7937849786	305,327291178	305,327291178	301,6514720427	305,327291178	Paniza	50	50200	130,2764250378
321,4872288807	224,1717795761	321,4872288807	52,1984478067	309,6773191121	314,668769954	321,4872288807	309,6773191121	Panticosa	22	22170	137,4471867053
227,9834684534	169,9919643838	227,9834684534	60,7219970617	222,1048551359	227,9834684534	226,0843464216	222,1048551359	Paracuellos de Jiloca	50	50201	95,2580189271
91,835525423	44,5929259124	91,835525423	75,8118925029	91,835525423	91,835525423	91,835525423	91,835525423	Paracuellos de la Ribera	50	50202	15,2363849658
37,9047718418	20,5657666791	37,9047718418	34,0427615681	37,9047718418	37,9047718418	37,9047718418	31,5328216485	Parras de Castellote (Las)	44	44178	
508,5385840222	458,8271463603	508,5385840222	275,04760717	506,5065440579	505,241717802	504,2748456658	506,5065440579	Pastriz	50	50203	355,1049163363
1443,8772919525	1324,4098011581	1443,8772919525	668,6084560117	1426,8553432383	1443,8772919525	1429,8322536922	1417,1021447791	Pedrola	50	50204	959,2423627693
51,9766892809	35,7518176022	51,9766892809	25,2983500641	51,9766892809	51,9766892809	51,0211367325	51,9766892809	Pedrosas (Las)	50	50205	20,9805741757
35,3360193556	21,8682659531	35,3360193556	24,5061056512	35,3360193556	35,3360193556	35,3360193556	27,8804921276	Peracense	44	44180	15,0424607919
35,3562399878	19,7865247444	35,3562399878	20,0986189236	35,3562399878	35,3562399878	34,4106384976	28,7173420716	Peralejos	44	44181	7,9433113336
111,7685143858	102,0035008898	111,7685143858	98,9893713842	110,3146713853	111,7685143858	109,9543912281	95,7327286691	Perales del Alfambra	44	44182	41,512505637
235,4253551637	188,3784053157	235,4253551637	222,5739995544	235,4253551637	235,4253551637	235,4253551637	233,5450106891	Peralta de Alcofea	22	22174	81,2792053735
121,1888424823	68,3319412658	121,1888424823	114,1836466706	121,1888424823	121,1888424823	121,1888424823	121,1888424823	Peralta de Calasanz	22	22175	27,4548337012
76,0907385073	48,0926140754	76,0907385073	24,2929627629	76,0907385073	75,3374043761	76,0907385073	75,3374043761	Peraltilla	22	22176	45,6379312461
36,3857841819	29,7298570948	36,3857841819	36,3857841819	36,3857841819	36,3857841819	36,3857841819	36,3857841819	Perarrúa	22	22177	15,9555120268
237,8609259796	203,3526805823	237,8609259796	182,1366181694	237,8609259796	237,8609259796	235,9097663898	237,8609259796	Perdiguera	50	50206	118,8831254995
42,9628822307	28,0894420515	42,9628822307	1,0501655732	41,7040177492	42,9628822307	41,5364494177	41,7040177492	Pertusa	22	22178	9,371612756
258,535753503	199,4795152611	258,535753503	173,1706632222	258,535753503	258,535753503	258,535753503	258,535753503	Peñalba	22	22172	107,6899944519
202,5503893646	108,6501542502	202,5503893646	61,6692959267	202,5503893646	202,5503893646	202,5503893646	200,0069386471	Peñarroya de Tastavins	44	44179	75,8830948856
128,95261811	72,6975191019	127,0658231808	38,6000222897	107,7373342298	128,95261811	127,3105297397	103,274883695	Peñas de Riglos (Las)	22	22173	21,6783812848
69,2106736549	47,4156387558	69,2106736549	41,5017637591	69,2106736549	69,2106736549	69,2106736549	69,2106736549	Piedratajada	50	50207	12,351891182
1038,0703114913	909,0979969255	1038,0703114913	317,4245450841	1038,0703114913	1038,0703114913	1038,0703114913	1038,0703114913	Pina de Ebro	50	50208	555,3299925361
1371,9244894012	1239,9107954933	1359,2353156078	133,8396996825	1371,9244894012	1371,9244894012	1371,9244894012	1371,9244894012	Pinseque	50	50209	843,8806086403
20,7803424547	11,8167323468	20,7803424547	20,0729916002	20,7803424547	20,7803424547	19,8047446706	12,0388666728	Pintanos (Los)	50	50210	
41,9971179369	36,8713823759	41,9971179369	31,4689217171	41,9971179369	41,9971179369	41,9971179369	35,0483280818	Piracés	22	22181	11,2517689935
34,6351953317	18,9520425794	34,6351953317	1,4652673716	33,714308192	34,6351953317	34,6351953317	24,8857452458	Pitarque	44	44183	3,446378497
127,0219760061	101,3013116545	127,0219760061	109,8335968603	127,0219760061	127,0219760061	121,7099280998	125,7963963133	Plan	22	22182	43,3122920038
169,6450467111	105,7038326075	169,6450467111	69,6859997458	166,5768563196	169,6450467111	169,6450467111	139,9908959766	Plasencia de Jalón	50	50211	54,3937841799
22,0773180618	11,4011984491	22,0773180618	5,1855629508	22,0773180618	22,0773180618	22,0773180618	14,2118697933	Pleitas	50	50212	4,8210161666
72,9845584884	38,9365683019	72,9845584884	5,6035626308	72,9845584884	72,9845584884	72,9845584884	57,2224717888	Plenas	50	50213	3,1555554674
20,4682658983	1,3123181337	20,4682658983	20,4682658983	20,4682658983	20,4682658983	20,4682658983	14,9733268149	Plou	44	44184	
72,0647612957	35,8787123427	72,0647612957	9,8904415368	72,0647612957	70,1425470895	72,0647612957	70,5742576108	Pobo (El)	44	44185	8,9338743369
81,054236474	63,6891620135	81,054236474	78,405294832	81,054236474	81,054236474	81,054236474	69,1709957523	Poleñino	22	22184	22,5287873099
15,3291952202	5,0360258222	15,3291952202	12,886400995	15,3291952202	15,3291952202	15,3291952202	7,1887412504	Pomer	50	50214	
105,1792345007	76,2665020237	105,1792345007	40,919987959	100,2350067382	104,2722014249	101,2138536433	96,6680404426	Portellada (La)	44	44187	39,0938207506
38,5835514162	15,5958050298	37,2203468464	29,099555206	34,8533604757	38,5835514162	37,2203468464	21,7144943584	Pozondón	44	44189	4,6922978682
11,1372421003	6,8211716287	11,1372421003	10	11,1372421003	11,1372421003	11,1372421003	9,4152948754	Pozuel de Ariza	50	50215	
38,9685893532	25,6868396569	38,9685893532	23,4237287522	38,9685893532	37,799547805	37,799547805	38,9685893532	Pozuel del Campo	44	44190	
112,6020422076	99,5894316904	112,6020422076	101,9228549831	112,6020422076	111,3358196937	111,231089358	95,1085273856	Pozuelo de Aragón	50	50216	56,9600716438
99,9809919859	76,0589076032	99,9809919859	51,3842220404	99,9809919859	99,9809919859	99,305744381	99,9809919859	Pozán de Vero	22	22186	35,6015174358
234,4869049103	187,8355616843	234,4869049103	17,6177763258	234,4869049103	234,4869049103	232,5161775712	234,4869049103	Pradilla de Ebro	50	50217	111,5860228792
60,2397441338	18,8386185365	58,4483179083	51,2562854154	60,2397441338	58,4483179083	56,9521607356	53,5201845946	Puebla de Albortón	50	50218	0,5365617819
2049,1531833462	1905,0151871016	2038,0884158432	477,3187585762	2049,1531833462	2036,8017964712	2049,1531833462	2049,1531833462	Puebla de Alfindén (La)	50	50219	1474,8784183457
168,8452190068	125,0581349338	168,8452190068	29,5921694524	168,8452190068	168,8452190068	168,8452190068	168,8452190068	Puebla de Castro (La)	22	22187	98,3198043844
432,2127774696	279,0888067575	432,2127774696	287,9460648816	432,2127774696	432,2127774696	422,24767431	429,9899682162	Puebla de Híjar (La)	44	44191	172,0785264948
226,3743909381	154,276940557	226,3743909381	55,0093978277	226,3743909381	223,5880421367	224,764612797	226,3743909381	Puebla de Valverde (La)	44	44192	54,8827112911
25,3509536736	12,1937525262	25,3509536736	8,328028503	25,3509536736	25,3509536736	25,3509536736	25,3509536736	Puendeluna	50	50220	2,1169938858
51,2922079669	40,3776934874	51,2922079669	20,2814279795	51,2922079669	51,2922079669	51,2922079669	34,348255115	Puente de Montañana	22	22188	16,7341416429
111,7667675825	100,5076108578	111,7667675825	94,4197282168	109,6439781083	111,7667675825	111,7667675825	102,6116408221	Puente la Reina de Jaca	22	22902	56,520504407
72,3769313129	33,1584561593	69,3810447532	39,5111390781	46,9984025133	67,2081164455	71,4334948272	44,0025159536	Puertomingalvo	44	44193	3,3533941121
59,9653622025	34,2891395798	59,9653622025	16,8504927258	59,9653622025	59,9653622025	59,9653622025	59,9653622025	Pueyo de Araguás (El)	22	22190	26,1666696684
144,3632434935	128,4857644869	144,3632434935	118,229071393	144,3632434935	144,3632434935	144,3632434935	144,3632434935	Pueyo de Santa Cruz	22	22193	57,719746012
23,7117457149		23,7117457149		23,7117457149	23,7117457149	23,7117457149	3,0175933029	Purujosa	50	50221	
92,7024270989	69,039806208	92,7024270989	25,331298639	92,7024270989	92,7024270989	92,7024270989	92,7024270989	Puértolas	22	22189	34,8775969093
99,231991192	90,1254650677	99,231991192	4,8030650194	97,7814215552	99,231991192	99,231991192	97,7814215552	Quicena	22	22195	72,0427690601
793,5255395996	687,7884322833	793,5255395996	551,4832813978	740,1648386336	793,5255395996	784,1945102229	740,1648386336	Quinto	50	50222	385,548328527
441,7760144684	290,1850705109	441,7760144684	324,207996816	441,7760144684	441,7760144684	441,7760144684	441,7760144684	Remolinos	50	50223	234,4788247535
38,9593998288	28,6368840032	38,9593998288	30,7267517226	38,9593998288	38,9593998288	36,9700861362	38,9593998288	Retascón	50	50224	3,575487208
1133,1297323173	804,6457152052	1133,1297323173	349,4241009896	1133,1297323173	1111,1361950459	1126,5573556554	1133,1297323173	Ricla	50	50225	548,2259245221
49,4749549523	34,9410755347	48,2371479346	39,6477139413	49,4749549523	48,2371479346	48,2371479346	49,4749549523	Rillo	44	44195	6,0739686122
75,4426265259	32,8118873653	75,4426265259	25,6505454655	73,5898950359	72,9191343455	73,9970974255	54,7077805241	Riodeva	44	44196	7,4872181403
233,2901089583	183,0766636796	233,2901089583	193,5484532516	233,2901089583	233,2901089583	233,2901089583	233,2901089583	Robres	22	22197	112,0196237389
57,60346322	49,6148484081	57,60346322	48,2780356175	57,60346322	57,60346322	56,0101032217	39,2356499479	Romanos	50	50227	26,6987938945
95,2764688453	62,6511527752	95,2764688453	88,0185183873	95,2764688453	95,2764688453	93,8376350595	69,5054486444	Royuela	44	44198	18,9943898429
29,2763551422	20,1212434376	29,2763551422	25,4949909751	25,4949909751	29,2763551422	29,2763551422	25,4949909751	Rubiales	44	44199	6,5755686312
20,9327413273	3,5290907657	20,9327413273	14,6938462571	20,0307947841	20,9327413273	19,9391596527	20,0307947841	Rubielos de la Cérida	44	44200	1,4705942831
289,6432935728	234,4004457894	289,6432935728	218,8227810943	256,6714005793	285,9813224505	289,6432935728	256,6714005793	Rubielos de Mora	44	44201	135,4616681348
138,9950486155	100,2336223278	138,9950486155	28,3205304974	138,9950486155	138,9950486155	138,9950486155	121,3265508615	Rueda de Jalón	50	50228	49,8131554586
27,3881841413	22,2746984848	27,3881841413	20,9477920814	24,6154325637	27,3881841413	27,3881841413	18,4536728746	Ruesca	50	50229	9,5792281591
63,2703992806	25,4891689424	63,2703992806	7,9935451118	63,2703992806	61,4722395121	60,9171967546	58,303470915	Ráfales	44	44194	7,2011985903
34,2366695699	26,3292307316	34,2366695699	14,7553050081	32,0857771982	34,2366695699	34,2366695699	30,3774331521	Ródenas	44	44197	6,523531626
4076,0008028485	3782,5599706728	4069,0438713908	1921,1182856705	4053,5395201745	4076,0008028485	4066,839548117	3993,9116243055	Sabiñánigo	22	22199	2012,1740104483
123,8115497445	113,5276883903	123,8115497445	55,1701925753	123,8115497445	122,9704845451	123,8115497445	120,8887814706	Sahún	22	22200	55,0600201477
126,2358348388	104,9171961707	126,2358348388	89,7266709994	118,7247897053	126,2358348388	126,2358348388	118,7247897053	Salas Altas	22	22201	45,9369786916
63,0144651412	54,562799087	63,0144651412	48,3980682099	63,0144651412	63,0144651412	61,5866705439	51,1977354794	Salas Bajas	22	22202	19,9805865852
7,3692720119		7,3692720119	3,0740841962	7,3692720119	7,3692720119	7,3692720119	4,2951878157	Salcedillo	44	44203	
16,2819111952	5,1640960078	16,2819111952	1,6065552439	6,4681366029	16,2819111952	16,2819111952	6,4681366029	Saldón	44	44204	1,7180888049
43,6019788003	31,0638593257	43,6019788003	41,2475462448	43,6019788003	43,6019788003	43,6019788003	36,0853245134	Salillas	22	22203	13,7745007013
