Mes y año	Mes (código)	Sección (1 letra) código	Sección (1 letra) descripción	Sexo	Número de contratos	Provincia código	Provincia nombre	Clasificación
Marzo 2012	201203	K	Actividades financieras y de seguros	Mujeres	7	22	Huesca	CNAE - 2009
Marzo 2012	201203	L	Actividades inmobiliarias	Hombres	3	22	Huesca	CNAE - 2009
Marzo 2012	201203	L	Actividades inmobiliarias	Mujeres	3	22	Huesca	CNAE - 2009
Marzo 2012	201203	M	Actividades profesionales, científicas y técnicas	Hombres	30	22	Huesca	CNAE - 2009
Marzo 2012	201203	M	Actividades profesionales, científicas y técnicas	Mujeres	57	22	Huesca	CNAE - 2009
Marzo 2012	201203	N	Actividades administrativas y servicios auxiliares	Hombres	174	22	Huesca	CNAE - 2009
Marzo 2012	201203	N	Actividades administrativas y servicios auxiliares	Mujeres	265	22	Huesca	CNAE - 2009
Marzo 2012	201203	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	19	22	Huesca	CNAE - 2009
Marzo 2012	201203	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	43	22	Huesca	CNAE - 2009
Marzo 2012	201203	P	Educación	Hombres	62	22	Huesca	CNAE - 2009
Marzo 2012	201203	P	Educación	Mujeres	80	22	Huesca	CNAE - 2009
Marzo 2012	201203	Q	Actividades sanitarias y de servicios sociales	Hombres	32	22	Huesca	CNAE - 2009
Marzo 2012	201203	Q	Actividades sanitarias y de servicios sociales	Mujeres	194	22	Huesca	CNAE - 2009
Marzo 2012	201203	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	154	22	Huesca	CNAE - 2009
Marzo 2012	201203	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	142	22	Huesca	CNAE - 2009
Marzo 2012	201203	S	Otros servicios	Hombres	13	22	Huesca	CNAE - 2009
Marzo 2012	201203	S	Otros servicios	Mujeres	38	22	Huesca	CNAE - 2009
Marzo 2012	201203	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	4	22	Huesca	CNAE - 2009
Marzo 2012	201203	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	159	22	Huesca	CNAE - 2009
Marzo 2012	201203	A	Agricultura, ganadería, silvicultura y pesca	Hombres	156	44	Teruel	CNAE - 2009
Marzo 2012	201203	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	13	44	Teruel	CNAE - 2009
Marzo 2012	201203	B	Industrias extractivas	Hombres	10	44	Teruel	CNAE - 2009
Marzo 2012	201203	C	Industria manufacturera	Hombres	119	44	Teruel	CNAE - 2009
Marzo 2012	201203	C	Industria manufacturera	Mujeres	46	44	Teruel	CNAE - 2009
Marzo 2012	201203	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	3	44	Teruel	CNAE - 2009
Marzo 2012	201203	F	Construcción	Hombres	222	44	Teruel	CNAE - 2009
Marzo 2012	201203	F	Construcción	Mujeres	6	44	Teruel	CNAE - 2009
Marzo 2012	201203	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	54	44	Teruel	CNAE - 2009
Marzo 2012	201203	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	105	44	Teruel	CNAE - 2009
Marzo 2012	201203	H	Transporte y almacenamiento	Hombres	77	44	Teruel	CNAE - 2009
Marzo 2012	201203	H	Transporte y almacenamiento	Mujeres	3	44	Teruel	CNAE - 2009
Marzo 2012	201203	I	Hostelería	Hombres	111	44	Teruel	CNAE - 2009
Marzo 2012	201203	I	Hostelería	Mujeres	225	44	Teruel	CNAE - 2009
Marzo 2012	201203	J	Información y comunicaciones	Hombres	6	44	Teruel	CNAE - 2009
Marzo 2012	201203	J	Información y comunicaciones	Mujeres	5	44	Teruel	CNAE - 2009
Marzo 2012	201203	K	Actividades financieras y de seguros	Hombres	3	44	Teruel	CNAE - 2009
Marzo 2012	201203	K	Actividades financieras y de seguros	Mujeres	7	44	Teruel	CNAE - 2009
Marzo 2012	201203	L	Actividades inmobiliarias	Mujeres	1	44	Teruel	CNAE - 2009
Marzo 2012	201203	M	Actividades profesionales, científicas y técnicas	Hombres	17	44	Teruel	CNAE - 2009
Marzo 2012	201203	M	Actividades profesionales, científicas y técnicas	Mujeres	27	44	Teruel	CNAE - 2009
Marzo 2012	201203	N	Actividades administrativas y servicios auxiliares	Hombres	397	44	Teruel	CNAE - 2009
Marzo 2012	201203	N	Actividades administrativas y servicios auxiliares	Mujeres	153	44	Teruel	CNAE - 2009
Marzo 2012	201203	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	6	44	Teruel	CNAE - 2009
Marzo 2012	201203	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	46	44	Teruel	CNAE - 2009
Marzo 2012	201203	P	Educación	Hombres	24	44	Teruel	CNAE - 2009
Marzo 2012	201203	P	Educación	Mujeres	33	44	Teruel	CNAE - 2009
Marzo 2012	201203	Q	Actividades sanitarias y de servicios sociales	Hombres	11	44	Teruel	CNAE - 2009
Marzo 2012	201203	Q	Actividades sanitarias y de servicios sociales	Mujeres	74	44	Teruel	CNAE - 2009
Marzo 2012	201203	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	195	44	Teruel	CNAE - 2009
Marzo 2012	201203	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	111	44	Teruel	CNAE - 2009
Marzo 2012	201203	S	Otros servicios	Hombres	5	44	Teruel	CNAE - 2009
Marzo 2012	201203	S	Otros servicios	Mujeres	28	44	Teruel	CNAE - 2009
Marzo 2012	201203	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	2	44	Teruel	CNAE - 2009
Marzo 2012	201203	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	75	44	Teruel	CNAE - 2009
Marzo 2012	201203	A	Agricultura, ganadería, silvicultura y pesca	Hombres	799	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	201	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	B	Industrias extractivas	Hombres	11	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	C	Industria manufacturera	Hombres	1193	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	C	Industria manufacturera	Mujeres	427	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	3	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	152	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	21	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	F	Construcción	Hombres	1285	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	F	Construcción	Mujeres	69	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	819	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1176	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	H	Transporte y almacenamiento	Hombres	560	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	H	Transporte y almacenamiento	Mujeres	244	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	I	Hostelería	Hombres	1090	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	I	Hostelería	Mujeres	1902	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	J	Información y comunicaciones	Hombres	182	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	J	Información y comunicaciones	Mujeres	89	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	K	Actividades financieras y de seguros	Hombres	29	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	K	Actividades financieras y de seguros	Mujeres	53	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	L	Actividades inmobiliarias	Hombres	22	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	L	Actividades inmobiliarias	Mujeres	30	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	M	Actividades profesionales, científicas y técnicas	Hombres	287	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	M	Actividades profesionales, científicas y técnicas	Mujeres	601	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	N	Actividades administrativas y servicios auxiliares	Hombres	3103	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	N	Actividades administrativas y servicios auxiliares	Mujeres	2652	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	96	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	113	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	P	Educación	Hombres	394	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	P	Educación	Mujeres	510	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	Q	Actividades sanitarias y de servicios sociales	Hombres	148	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	Q	Actividades sanitarias y de servicios sociales	Mujeres	833	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	329	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	223	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	S	Otros servicios	Hombres	124	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	S	Otros servicios	Mujeres	269	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	74	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	859	50	Zaragoza	CNAE - 2009
Marzo 2012	201203	U	Actividades de organizaciones y organismos extraterritoriales	Mujeres	1	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	A	Agricultura, ganadería, silvicultura y pesca	Hombres	302	22	Huesca	CNAE - 2009
Febrero 2012	201202	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	29	22	Huesca	CNAE - 2009
Febrero 2012	201202	C	Industria manufacturera	Hombres	174	22	Huesca	CNAE - 2009
Febrero 2012	201202	C	Industria manufacturera	Mujeres	51	22	Huesca	CNAE - 2009
Febrero 2012	201202	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	24	22	Huesca	CNAE - 2009
Febrero 2012	201202	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	22	Huesca	CNAE - 2009
Febrero 2012	201202	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	11	22	Huesca	CNAE - 2009
Febrero 2012	201202	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	2	22	Huesca	CNAE - 2009
Febrero 2012	201202	F	Construcción	Hombres	314	22	Huesca	CNAE - 2009
Febrero 2012	201202	F	Construcción	Mujeres	14	22	Huesca	CNAE - 2009
Febrero 2012	201202	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	144	22	Huesca	CNAE - 2009
Febrero 2012	201202	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	191	22	Huesca	CNAE - 2009
Febrero 2012	201202	H	Transporte y almacenamiento	Hombres	122	22	Huesca	CNAE - 2009
Febrero 2012	201202	H	Transporte y almacenamiento	Mujeres	101	22	Huesca	CNAE - 2009
Febrero 2012	201202	I	Hostelería	Hombres	334	22	Huesca	CNAE - 2009
Febrero 2012	201202	I	Hostelería	Mujeres	519	22	Huesca	CNAE - 2009
Febrero 2012	201202	J	Información y comunicaciones	Hombres	12	22	Huesca	CNAE - 2009
Febrero 2012	201202	J	Información y comunicaciones	Mujeres	14	22	Huesca	CNAE - 2009
Febrero 2012	201202	K	Actividades financieras y de seguros	Hombres	1	22	Huesca	CNAE - 2009
Febrero 2012	201202	K	Actividades financieras y de seguros	Mujeres	3	22	Huesca	CNAE - 2009
Febrero 2012	201202	L	Actividades inmobiliarias	Hombres	5	22	Huesca	CNAE - 2009
Febrero 2012	201202	L	Actividades inmobiliarias	Mujeres	4	22	Huesca	CNAE - 2009
Febrero 2012	201202	M	Actividades profesionales, científicas y técnicas	Hombres	34	22	Huesca	CNAE - 2009
Febrero 2012	201202	M	Actividades profesionales, científicas y técnicas	Mujeres	68	22	Huesca	CNAE - 2009
Febrero 2012	201202	N	Actividades administrativas y servicios auxiliares	Hombres	177	22	Huesca	CNAE - 2009
Febrero 2012	201202	N	Actividades administrativas y servicios auxiliares	Mujeres	281	22	Huesca	CNAE - 2009
Febrero 2012	201202	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	26	22	Huesca	CNAE - 2009
Febrero 2012	201202	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	61	22	Huesca	CNAE - 2009
Febrero 2012	201202	P	Educación	Hombres	78	22	Huesca	CNAE - 2009
Febrero 2012	201202	P	Educación	Mujeres	64	22	Huesca	CNAE - 2009
Febrero 2012	201202	Q	Actividades sanitarias y de servicios sociales	Hombres	25	22	Huesca	CNAE - 2009
Febrero 2012	201202	Q	Actividades sanitarias y de servicios sociales	Mujeres	147	22	Huesca	CNAE - 2009
Febrero 2012	201202	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	219	22	Huesca	CNAE - 2009
Febrero 2012	201202	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	182	22	Huesca	CNAE - 2009
Febrero 2012	201202	S	Otros servicios	Hombres	8	22	Huesca	CNAE - 2009
Febrero 2012	201202	S	Otros servicios	Mujeres	41	22	Huesca	CNAE - 2009
Febrero 2012	201202	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	10	22	Huesca	CNAE - 2009
Febrero 2012	201202	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	217	22	Huesca	CNAE - 2009
Febrero 2012	201202	A	Agricultura, ganadería, silvicultura y pesca	Hombres	100	44	Teruel	CNAE - 2009
Febrero 2012	201202	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	8	44	Teruel	CNAE - 2009
Febrero 2012	201202	B	Industrias extractivas	Hombres	7	44	Teruel	CNAE - 2009
Febrero 2012	201202	C	Industria manufacturera	Hombres	102	44	Teruel	CNAE - 2009
Febrero 2012	201202	C	Industria manufacturera	Mujeres	31	44	Teruel	CNAE - 2009
Febrero 2012	201202	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	3	44	Teruel	CNAE - 2009
Febrero 2012	201202	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	1	44	Teruel	CNAE - 2009
Febrero 2012	201202	F	Construcción	Hombres	185	44	Teruel	CNAE - 2009
Febrero 2012	201202	F	Construcción	Mujeres	9	44	Teruel	CNAE - 2009
Febrero 2012	201202	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	48	44	Teruel	CNAE - 2009
Febrero 2012	201202	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	73	44	Teruel	CNAE - 2009
Febrero 2012	201202	H	Transporte y almacenamiento	Hombres	59	44	Teruel	CNAE - 2009
Febrero 2012	201202	H	Transporte y almacenamiento	Mujeres	74	44	Teruel	CNAE - 2009
Febrero 2012	201202	I	Hostelería	Hombres	94	44	Teruel	CNAE - 2009
Febrero 2012	201202	I	Hostelería	Mujeres	239	44	Teruel	CNAE - 2009
Febrero 2012	201202	J	Información y comunicaciones	Hombres	3	44	Teruel	CNAE - 2009
Febrero 2012	201202	J	Información y comunicaciones	Mujeres	1	44	Teruel	CNAE - 2009
Febrero 2012	201202	K	Actividades financieras y de seguros	Hombres	5	44	Teruel	CNAE - 2009
Febrero 2012	201202	K	Actividades financieras y de seguros	Mujeres	7	44	Teruel	CNAE - 2009
Febrero 2012	201202	L	Actividades inmobiliarias	Mujeres	1	44	Teruel	CNAE - 2009
Febrero 2012	201202	M	Actividades profesionales, científicas y técnicas	Hombres	10	44	Teruel	CNAE - 2009
Febrero 2012	201202	M	Actividades profesionales, científicas y técnicas	Mujeres	10	44	Teruel	CNAE - 2009
Febrero 2012	201202	N	Actividades administrativas y servicios auxiliares	Hombres	534	44	Teruel	CNAE - 2009
Febrero 2012	201202	N	Actividades administrativas y servicios auxiliares	Mujeres	124	44	Teruel	CNAE - 2009
Febrero 2012	201202	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	23	44	Teruel	CNAE - 2009
Febrero 2012	201202	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	57	44	Teruel	CNAE - 2009
Febrero 2012	201202	P	Educación	Hombres	10	44	Teruel	CNAE - 2009
Febrero 2012	201202	P	Educación	Mujeres	28	44	Teruel	CNAE - 2009
Febrero 2012	201202	Q	Actividades sanitarias y de servicios sociales	Hombres	23	44	Teruel	CNAE - 2009
Febrero 2012	201202	Q	Actividades sanitarias y de servicios sociales	Mujeres	78	44	Teruel	CNAE - 2009
Febrero 2012	201202	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	262	44	Teruel	CNAE - 2009
Febrero 2012	201202	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	103	44	Teruel	CNAE - 2009
Febrero 2012	201202	S	Otros servicios	Hombres	4	44	Teruel	CNAE - 2009
Febrero 2012	201202	S	Otros servicios	Mujeres	13	44	Teruel	CNAE - 2009
Febrero 2012	201202	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	2	44	Teruel	CNAE - 2009
Febrero 2012	201202	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	68	44	Teruel	CNAE - 2009
Febrero 2012	201202	A	Agricultura, ganadería, silvicultura y pesca	Hombres	658	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	129	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	B	Industrias extractivas	Hombres	3	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	B	Industrias extractivas	Mujeres	1	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	C	Industria manufacturera	Hombres	1319	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	C	Industria manufacturera	Mujeres	560	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	3	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	199	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	51	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	F	Construcción	Hombres	1235	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	F	Construcción	Mujeres	88	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	685	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1012	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	H	Transporte y almacenamiento	Hombres	545	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	H	Transporte y almacenamiento	Mujeres	222	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	I	Hostelería	Hombres	833	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	I	Hostelería	Mujeres	1575	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	J	Información y comunicaciones	Hombres	121	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	J	Información y comunicaciones	Mujeres	70	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	K	Actividades financieras y de seguros	Hombres	34	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	K	Actividades financieras y de seguros	Mujeres	34	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	L	Actividades inmobiliarias	Hombres	20	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	L	Actividades inmobiliarias	Mujeres	18	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	M	Actividades profesionales, científicas y técnicas	Hombres	304	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	M	Actividades profesionales, científicas y técnicas	Mujeres	522	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	N	Actividades administrativas y servicios auxiliares	Hombres	3017	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	N	Actividades administrativas y servicios auxiliares	Mujeres	2330	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	88	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	218	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	P	Educación	Hombres	523	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	P	Educación	Mujeres	738	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	Q	Actividades sanitarias y de servicios sociales	Hombres	161	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	Q	Actividades sanitarias y de servicios sociales	Mujeres	865	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	337	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	178	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	S	Otros servicios	Hombres	105	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	S	Otros servicios	Mujeres	220	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	78	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	902	50	Zaragoza	CNAE - 2009
Febrero 2012	201202	U	Actividades de organizaciones y organismos extraterritoriales	Mujeres	1	50	Zaragoza	CNAE - 2009
Enero 2012	201201	A	Agricultura, ganadería, silvicultura y pesca	Hombres	345	22	Huesca	CNAE - 2009
Enero 2012	201201	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	47	22	Huesca	CNAE - 2009
Enero 2012	201201	B	Industrias extractivas	Hombres	1	22	Huesca	CNAE - 2009
Enero 2012	201201	C	Industria manufacturera	Hombres	199	22	Huesca	CNAE - 2009
Enero 2012	201201	C	Industria manufacturera	Mujeres	48	22	Huesca	CNAE - 2009
Enero 2012	201201	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	8	22	Huesca	CNAE - 2009
Enero 2012	201201	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	8	22	Huesca	CNAE - 2009
Enero 2012	201201	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	1	22	Huesca	CNAE - 2009
Enero 2012	201201	F	Construcción	Hombres	356	22	Huesca	CNAE - 2009
Enero 2012	201201	F	Construcción	Mujeres	13	22	Huesca	CNAE - 2009
Enero 2012	201201	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	154	22	Huesca	CNAE - 2009
Enero 2012	201201	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	225	22	Huesca	CNAE - 2009
Enero 2012	201201	H	Transporte y almacenamiento	Hombres	112	22	Huesca	CNAE - 2009
Enero 2012	201201	H	Transporte y almacenamiento	Mujeres	92	22	Huesca	CNAE - 2009
Enero 2012	201201	I	Hostelería	Hombres	358	22	Huesca	CNAE - 2009
Enero 2012	201201	I	Hostelería	Mujeres	518	22	Huesca	CNAE - 2009
Enero 2012	201201	J	Información y comunicaciones	Hombres	11	22	Huesca	CNAE - 2009
Enero 2012	201201	J	Información y comunicaciones	Mujeres	7	22	Huesca	CNAE - 2009
Enero 2012	201201	K	Actividades financieras y de seguros	Hombres	4	22	Huesca	CNAE - 2009
Enero 2012	201201	K	Actividades financieras y de seguros	Mujeres	15	22	Huesca	CNAE - 2009
Enero 2012	201201	L	Actividades inmobiliarias	Hombres	2	22	Huesca	CNAE - 2009
Enero 2012	201201	L	Actividades inmobiliarias	Mujeres	2	22	Huesca	CNAE - 2009
Enero 2012	201201	M	Actividades profesionales, científicas y técnicas	Hombres	53	22	Huesca	CNAE - 2009
Enero 2012	201201	M	Actividades profesionales, científicas y técnicas	Mujeres	65	22	Huesca	CNAE - 2009
Enero 2012	201201	N	Actividades administrativas y servicios auxiliares	Hombres	175	22	Huesca	CNAE - 2009
Enero 2012	201201	N	Actividades administrativas y servicios auxiliares	Mujeres	299	22	Huesca	CNAE - 2009
Enero 2012	201201	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	23	22	Huesca	CNAE - 2009
Enero 2012	201201	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	47	22	Huesca	CNAE - 2009
Enero 2012	201201	P	Educación	Hombres	119	22	Huesca	CNAE - 2009
Enero 2012	201201	P	Educación	Mujeres	97	22	Huesca	CNAE - 2009
Enero 2012	201201	Q	Actividades sanitarias y de servicios sociales	Hombres	34	22	Huesca	CNAE - 2009
Enero 2012	201201	Q	Actividades sanitarias y de servicios sociales	Mujeres	183	22	Huesca	CNAE - 2009
Enero 2012	201201	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	245	22	Huesca	CNAE - 2009
Enero 2012	201201	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	163	22	Huesca	CNAE - 2009
Enero 2012	201201	S	Otros servicios	Hombres	15	22	Huesca	CNAE - 2009
Enero 2012	201201	S	Otros servicios	Mujeres	33	22	Huesca	CNAE - 2009
Enero 2012	201201	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	1	22	Huesca	CNAE - 2009
Enero 2012	201201	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	18	22	Huesca	CNAE - 2009
Enero 2012	201201	A	Agricultura, ganadería, silvicultura y pesca	Hombres	76	44	Teruel	CNAE - 2009
Enero 2012	201201	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	10	44	Teruel	CNAE - 2009
Enero 2012	201201	B	Industrias extractivas	Hombres	18	44	Teruel	CNAE - 2009
Enero 2012	201201	B	Industrias extractivas	Mujeres	1	44	Teruel	CNAE - 2009
Enero 2012	201201	C	Industria manufacturera	Hombres	135	44	Teruel	CNAE - 2009
Enero 2012	201201	C	Industria manufacturera	Mujeres	38	44	Teruel	CNAE - 2009
Enero 2012	201201	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	1	44	Teruel	CNAE - 2009
Enero 2012	201201	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	2	44	Teruel	CNAE - 2009
Enero 2012	201201	F	Construcción	Hombres	134	44	Teruel	CNAE - 2009
Enero 2012	201201	F	Construcción	Mujeres	10	44	Teruel	CNAE - 2009
