Comarca código	Comarca nombre	Sexo	Edad	Nivel estudios (agregado)	Personas residentes viviendas familiares
17	D.C. Zaragoza	Mujeres	90 ó más	Sin estudios	790
17	D.C. Zaragoza	Mujeres	90 ó más	Primer grado	885
17	D.C. Zaragoza	Mujeres	90 ó más	Segundo grado	244
17	D.C. Zaragoza	Mujeres	90 ó más	Tercer grado	61
17	D.C. Zaragoza	Hombres	16 a 19	Analfabetos	54
17	D.C. Zaragoza	Hombres	16 a 19	Sin estudios	293
17	D.C. Zaragoza	Hombres	16 a 19	Primer grado	2524
17	D.C. Zaragoza	Hombres	16 a 19	Segundo grado	12185
17	D.C. Zaragoza	Hombres	20 a 24	Analfabetos	72
17	D.C. Zaragoza	Hombres	20 a 24	Sin estudios	287
17	D.C. Zaragoza	Hombres	20 a 24	Primer grado	1728
17	D.C. Zaragoza	Hombres	20 a 24	Segundo grado	18877
17	D.C. Zaragoza	Hombres	20 a 24	Tercer grado	3591
17	D.C. Zaragoza	Hombres	25 a 29	Analfabetos	141
17	D.C. Zaragoza	Hombres	25 a 29	Sin estudios	408
17	D.C. Zaragoza	Hombres	25 a 29	Primer grado	2114
17	D.C. Zaragoza	Hombres	25 a 29	Segundo grado	18116
17	D.C. Zaragoza	Hombres	25 a 29	Tercer grado	8204
17	D.C. Zaragoza	Hombres	30 a 34	Analfabetos	163
17	D.C. Zaragoza	Hombres	30 a 34	Sin estudios	416
17	D.C. Zaragoza	Hombres	30 a 34	Primer grado	2246
17	D.C. Zaragoza	Hombres	30 a 34	Segundo grado	16991
17	D.C. Zaragoza	Hombres	30 a 34	Tercer grado	6939
17	D.C. Zaragoza	Hombres	35 a 39	Analfabetos	145
17	D.C. Zaragoza	Hombres	35 a 39	Sin estudios	509
17	D.C. Zaragoza	Hombres	35 a 39	Primer grado	2576
17	D.C. Zaragoza	Hombres	35 a 39	Segundo grado	16941
17	D.C. Zaragoza	Hombres	35 a 39	Tercer grado	6005
17	D.C. Zaragoza	Hombres	40 a 44	Analfabetos	152
17	D.C. Zaragoza	Hombres	40 a 44	Sin estudios	530
17	D.C. Zaragoza	Hombres	40 a 44	Primer grado	2913
17	D.C. Zaragoza	Hombres	40 a 44	Segundo grado	15241
17	D.C. Zaragoza	Hombres	40 a 44	Tercer grado	5659
17	D.C. Zaragoza	Hombres	45 a 49	Analfabetos	147
17	D.C. Zaragoza	Hombres	45 a 49	Sin estudios	609
17	D.C. Zaragoza	Hombres	45 a 49	Primer grado	3401
17	D.C. Zaragoza	Hombres	45 a 49	Segundo grado	13047
17	D.C. Zaragoza	Hombres	45 a 49	Tercer grado	4555
17	D.C. Zaragoza	Hombres	50 a 54	Analfabetos	119
17	D.C. Zaragoza	Hombres	50 a 54	Sin estudios	848
17	D.C. Zaragoza	Hombres	50 a 54	Primer grado	4113
17	D.C. Zaragoza	Hombres	50 a 54	Segundo grado	11915
17	D.C. Zaragoza	Hombres	50 a 54	Tercer grado	3857
17	D.C. Zaragoza	Hombres	55 a 59	Analfabetos	118
17	D.C. Zaragoza	Hombres	55 a 59	Sin estudios	1270
17	D.C. Zaragoza	Hombres	55 a 59	Primer grado	4818
17	D.C. Zaragoza	Hombres	55 a 59	Segundo grado	9754
17	D.C. Zaragoza	Hombres	55 a 59	Tercer grado	3083
17	D.C. Zaragoza	Hombres	60 a 64	Analfabetos	124
17	D.C. Zaragoza	Hombres	60 a 64	Sin estudios	1698
17	D.C. Zaragoza	Hombres	60 a 64	Primer grado	4817
17	D.C. Zaragoza	Hombres	60 a 64	Segundo grado	5803
17	D.C. Zaragoza	Hombres	60 a 64	Tercer grado	1784
17	D.C. Zaragoza	Hombres	65 a 69	Analfabetos	184
17	D.C. Zaragoza	Hombres	65 a 69	Sin estudios	2726
17	D.C. Zaragoza	Hombres	65 a 69	Primer grado	6297
17	D.C. Zaragoza	Hombres	65 a 69	Segundo grado	4687
17	D.C. Zaragoza	Hombres	65 a 69	Tercer grado	1492
17	D.C. Zaragoza	Hombres	70 a 74	Analfabetos	198
17	D.C. Zaragoza	Hombres	70 a 74	Sin estudios	3141
17	D.C. Zaragoza	Hombres	70 a 74	Primer grado	5475
17	D.C. Zaragoza	Hombres	70 a 74	Segundo grado	3199
17	D.C. Zaragoza	Hombres	70 a 74	Tercer grado	1162
17	D.C. Zaragoza	Hombres	75 a 79	Analfabetos	185
17	D.C. Zaragoza	Hombres	75 a 79	Sin estudios	2613
17	D.C. Zaragoza	Hombres	75 a 79	Primer grado	4195
17	D.C. Zaragoza	Hombres	75 a 79	Segundo grado	2028
17	D.C. Zaragoza	Hombres	75 a 79	Tercer grado	711
17	D.C. Zaragoza	Hombres	80 a 84	Analfabetos	112
17	D.C. Zaragoza	Hombres	80 a 84	Sin estudios	1573
17	D.C. Zaragoza	Hombres	80 a 84	Primer grado	2158
17	D.C. Zaragoza	Hombres	80 a 84	Segundo grado	1075
17	D.C. Zaragoza	Hombres	80 a 84	Tercer grado	382
17	D.C. Zaragoza	Hombres	85 a 90	Analfabetos	59
17	D.C. Zaragoza	Hombres	85 a 90	Sin estudios	763
17	D.C. Zaragoza	Hombres	85 a 90	Primer grado	962
17	D.C. Zaragoza	Hombres	85 a 90	Segundo grado	459
17	D.C. Zaragoza	Hombres	85 a 90	Tercer grado	232
17	D.C. Zaragoza	Hombres	90 ó más	Analfabetos	37
17	D.C. Zaragoza	Hombres	90 ó más	Sin estudios	318
17	D.C. Zaragoza	Hombres	90 ó más	Primer grado	280
17	D.C. Zaragoza	Hombres	90 ó más	Segundo grado	115
17	D.C. Zaragoza	Hombres	90 ó más	Tercer grado	67
18	Ribera Baja del Ebro	Mujeres	16 a 19	Sin estudios	2
18	Ribera Baja del Ebro	Mujeres	16 a 19	Primer grado	35
18	Ribera Baja del Ebro	Mujeres	16 a 19	Segundo grado	160
18	Ribera Baja del Ebro	Mujeres	20 a 24	Analfabetos	3
18	Ribera Baja del Ebro	Mujeres	20 a 24	Sin estudios	3
18	Ribera Baja del Ebro	Mujeres	20 a 24	Primer grado	15
18	Ribera Baja del Ebro	Mujeres	20 a 24	Segundo grado	227
18	Ribera Baja del Ebro	Mujeres	20 a 24	Tercer grado	52
18	Ribera Baja del Ebro	Mujeres	25 a 29	Analfabetos	1
18	Ribera Baja del Ebro	Mujeres	25 a 29	Sin estudios	4
18	Ribera Baja del Ebro	Mujeres	25 a 29	Primer grado	17
18	Ribera Baja del Ebro	Mujeres	25 a 29	Segundo grado	168
18	Ribera Baja del Ebro	Mujeres	25 a 29	Tercer grado	69
18	Ribera Baja del Ebro	Mujeres	30 a 34	Analfabetos	2
18	Ribera Baja del Ebro	Mujeres	30 a 34	Sin estudios	2
18	Ribera Baja del Ebro	Mujeres	30 a 34	Primer grado	18
18	Ribera Baja del Ebro	Mujeres	30 a 34	Segundo grado	232
18	Ribera Baja del Ebro	Mujeres	30 a 34	Tercer grado	51
18	Ribera Baja del Ebro	Mujeres	35 a 39	Analfabetos	3
18	Ribera Baja del Ebro	Mujeres	35 a 39	Sin estudios	4
18	Ribera Baja del Ebro	Mujeres	35 a 39	Primer grado	37
18	Ribera Baja del Ebro	Mujeres	35 a 39	Segundo grado	252
18	Ribera Baja del Ebro	Mujeres	35 a 39	Tercer grado	41
18	Ribera Baja del Ebro	Mujeres	40 a 44	Sin estudios	7
18	Ribera Baja del Ebro	Mujeres	40 a 44	Primer grado	58
18	Ribera Baja del Ebro	Mujeres	40 a 44	Segundo grado	231
18	Ribera Baja del Ebro	Mujeres	40 a 44	Tercer grado	22
18	Ribera Baja del Ebro	Mujeres	45 a 49	Analfabetos	1
18	Ribera Baja del Ebro	Mujeres	45 a 49	Sin estudios	5
18	Ribera Baja del Ebro	Mujeres	45 a 49	Primer grado	86
18	Ribera Baja del Ebro	Mujeres	45 a 49	Segundo grado	174
18	Ribera Baja del Ebro	Mujeres	45 a 49	Tercer grado	21
18	Ribera Baja del Ebro	Mujeres	50 a 54	Analfabetos	1
18	Ribera Baja del Ebro	Mujeres	50 a 54	Sin estudios	12
18	Ribera Baja del Ebro	Mujeres	50 a 54	Primer grado	134
18	Ribera Baja del Ebro	Mujeres	50 a 54	Segundo grado	81
18	Ribera Baja del Ebro	Mujeres	50 a 54	Tercer grado	9
18	Ribera Baja del Ebro	Mujeres	55 a 59	Analfabetos	8
18	Ribera Baja del Ebro	Mujeres	55 a 59	Sin estudios	21
18	Ribera Baja del Ebro	Mujeres	55 a 59	Primer grado	133
18	Ribera Baja del Ebro	Mujeres	55 a 59	Segundo grado	67
18	Ribera Baja del Ebro	Mujeres	55 a 59	Tercer grado	6
18	Ribera Baja del Ebro	Mujeres	60 a 64	Analfabetos	4
18	Ribera Baja del Ebro	Mujeres	60 a 64	Sin estudios	34
18	Ribera Baja del Ebro	Mujeres	60 a 64	Primer grado	147
18	Ribera Baja del Ebro	Mujeres	60 a 64	Segundo grado	59
18	Ribera Baja del Ebro	Mujeres	60 a 64	Tercer grado	1
18	Ribera Baja del Ebro	Mujeres	65 a 69	Analfabetos	9
18	Ribera Baja del Ebro	Mujeres	65 a 69	Sin estudios	71
18	Ribera Baja del Ebro	Mujeres	65 a 69	Primer grado	219
18	Ribera Baja del Ebro	Mujeres	65 a 69	Segundo grado	43
18	Ribera Baja del Ebro	Mujeres	65 a 69	Tercer grado	5
18	Ribera Baja del Ebro	Mujeres	70 a 74	Analfabetos	8
18	Ribera Baja del Ebro	Mujeres	70 a 74	Sin estudios	95
18	Ribera Baja del Ebro	Mujeres	70 a 74	Primer grado	181
18	Ribera Baja del Ebro	Mujeres	70 a 74	Segundo grado	26
18	Ribera Baja del Ebro	Mujeres	70 a 74	Tercer grado	2
18	Ribera Baja del Ebro	Mujeres	75 a 79	Analfabetos	14
18	Ribera Baja del Ebro	Mujeres	75 a 79	Sin estudios	117
18	Ribera Baja del Ebro	Mujeres	75 a 79	Primer grado	197
18	Ribera Baja del Ebro	Mujeres	75 a 79	Segundo grado	20
18	Ribera Baja del Ebro	Mujeres	75 a 79	Tercer grado	2
18	Ribera Baja del Ebro	Mujeres	80 a 84	Analfabetos	12
18	Ribera Baja del Ebro	Mujeres	80 a 84	Sin estudios	76
18	Ribera Baja del Ebro	Mujeres	80 a 84	Primer grado	94
18	Ribera Baja del Ebro	Mujeres	80 a 84	Segundo grado	7
18	Ribera Baja del Ebro	Mujeres	80 a 84	Tercer grado	1
18	Ribera Baja del Ebro	Mujeres	85 a 90	Analfabetos	5
18	Ribera Baja del Ebro	Mujeres	85 a 90	Sin estudios	39
18	Ribera Baja del Ebro	Mujeres	85 a 90	Primer grado	35
18	Ribera Baja del Ebro	Mujeres	85 a 90	Segundo grado	3
18	Ribera Baja del Ebro	Mujeres	85 a 90	Tercer grado	2
18	Ribera Baja del Ebro	Mujeres	90 ó más	Analfabetos	8
18	Ribera Baja del Ebro	Mujeres	90 ó más	Sin estudios	23
18	Ribera Baja del Ebro	Mujeres	90 ó más	Primer grado	21
18	Ribera Baja del Ebro	Mujeres	90 ó más	Segundo grado	1
18	Ribera Baja del Ebro	Hombres	16 a 19	Analfabetos	3
18	Ribera Baja del Ebro	Hombres	16 a 19	Sin estudios	3
18	Ribera Baja del Ebro	Hombres	16 a 19	Primer grado	41
18	Ribera Baja del Ebro	Hombres	16 a 19	Segundo grado	150
18	Ribera Baja del Ebro	Hombres	20 a 24	Sin estudios	8
18	Ribera Baja del Ebro	Hombres	20 a 24	Primer grado	14
18	Ribera Baja del Ebro	Hombres	20 a 24	Segundo grado	230
18	Ribera Baja del Ebro	Hombres	20 a 24	Tercer grado	14
18	Ribera Baja del Ebro	Hombres	25 a 29	Analfabetos	2
18	Ribera Baja del Ebro	Hombres	25 a 29	Sin estudios	2
18	Ribera Baja del Ebro	Hombres	25 a 29	Primer grado	37
18	Ribera Baja del Ebro	Hombres	25 a 29	Segundo grado	226
18	Ribera Baja del Ebro	Hombres	25 a 29	Tercer grado	47
18	Ribera Baja del Ebro	Hombres	30 a 34	Sin estudios	6
18	Ribera Baja del Ebro	Hombres	30 a 34	Primer grado	38
18	Ribera Baja del Ebro	Hombres	30 a 34	Segundo grado	269
18	Ribera Baja del Ebro	Hombres	30 a 34	Tercer grado	31
18	Ribera Baja del Ebro	Hombres	35 a 39	Analfabetos	2
18	Ribera Baja del Ebro	Hombres	35 a 39	Sin estudios	8
18	Ribera Baja del Ebro	Hombres	35 a 39	Primer grado	45
18	Ribera Baja del Ebro	Hombres	35 a 39	Segundo grado	299
18	Ribera Baja del Ebro	Hombres	35 a 39	Tercer grado	24
18	Ribera Baja del Ebro	Hombres	40 a 44	Analfabetos	3
18	Ribera Baja del Ebro	Hombres	40 a 44	Sin estudios	6
18	Ribera Baja del Ebro	Hombres	40 a 44	Primer grado	56
18	Ribera Baja del Ebro	Hombres	40 a 44	Segundo grado	255
18	Ribera Baja del Ebro	Hombres	40 a 44	Tercer grado	32
18	Ribera Baja del Ebro	Hombres	45 a 49	Analfabetos	3
18	Ribera Baja del Ebro	Hombres	45 a 49	Sin estudios	11
18	Ribera Baja del Ebro	Hombres	45 a 49	Primer grado	99
18	Ribera Baja del Ebro	Hombres	45 a 49	Segundo grado	200
18	Ribera Baja del Ebro	Hombres	45 a 49	Tercer grado	22
18	Ribera Baja del Ebro	Hombres	50 a 54	Analfabetos	3
18	Ribera Baja del Ebro	Hombres	50 a 54	Sin estudios	11
18	Ribera Baja del Ebro	Hombres	50 a 54	Primer grado	128
18	Ribera Baja del Ebro	Hombres	50 a 54	Segundo grado	117
18	Ribera Baja del Ebro	Hombres	50 a 54	Tercer grado	15
18	Ribera Baja del Ebro	Hombres	55 a 59	Analfabetos	2
18	Ribera Baja del Ebro	Hombres	55 a 59	Sin estudios	11
18	Ribera Baja del Ebro	Hombres	55 a 59	Primer grado	133
18	Ribera Baja del Ebro	Hombres	55 a 59	Segundo grado	86
18	Ribera Baja del Ebro	Hombres	55 a 59	Tercer grado	7
18	Ribera Baja del Ebro	Hombres	60 a 64	Analfabetos	3
18	Ribera Baja del Ebro	Hombres	60 a 64	Sin estudios	28
18	Ribera Baja del Ebro	Hombres	60 a 64	Primer grado	149
18	Ribera Baja del Ebro	Hombres	60 a 64	Segundo grado	55
18	Ribera Baja del Ebro	Hombres	60 a 64	Tercer grado	4
18	Ribera Baja del Ebro	Hombres	65 a 69	Analfabetos	5
18	Ribera Baja del Ebro	Hombres	65 a 69	Sin estudios	68
18	Ribera Baja del Ebro	Hombres	65 a 69	Primer grado	212
18	Ribera Baja del Ebro	Hombres	65 a 69	Segundo grado	58
18	Ribera Baja del Ebro	Hombres	65 a 69	Tercer grado	5
18	Ribera Baja del Ebro	Hombres	70 a 74	Analfabetos	4
18	Ribera Baja del Ebro	Hombres	70 a 74	Sin estudios	92
18	Ribera Baja del Ebro	Hombres	70 a 74	Primer grado	176
18	Ribera Baja del Ebro	Hombres	70 a 74	Segundo grado	32
18	Ribera Baja del Ebro	Hombres	70 a 74	Tercer grado	3
18	Ribera Baja del Ebro	Hombres	75 a 79	Analfabetos	5
18	Ribera Baja del Ebro	Hombres	75 a 79	Sin estudios	69
18	Ribera Baja del Ebro	Hombres	75 a 79	Primer grado	133
18	Ribera Baja del Ebro	Hombres	75 a 79	Segundo grado	19
18	Ribera Baja del Ebro	Hombres	75 a 79	Tercer grado	1
18	Ribera Baja del Ebro	Hombres	80 a 84	Analfabetos	4
18	Ribera Baja del Ebro	Hombres	80 a 84	Sin estudios	53
18	Ribera Baja del Ebro	Hombres	80 a 84	Primer grado	90
18	Ribera Baja del Ebro	Hombres	80 a 84	Segundo grado	11
18	Ribera Baja del Ebro	Hombres	85 a 90	Analfabetos	4
18	Ribera Baja del Ebro	Hombres	85 a 90	Sin estudios	20
18	Ribera Baja del Ebro	Hombres	85 a 90	Primer grado	29
18	Ribera Baja del Ebro	Hombres	85 a 90	Segundo grado	2
18	Ribera Baja del Ebro	Hombres	85 a 90	Tercer grado	1
18	Ribera Baja del Ebro	Hombres	90 ó más	Sin estudios	13
18	Ribera Baja del Ebro	Hombres	90 ó más	Primer grado	9
18	Ribera Baja del Ebro	Hombres	90 ó más	Segundo grado	1
18	Ribera Baja del Ebro	Hombres	90 ó más	Tercer grado	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	16 a 19	Analfabetos	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	16 a 19	Sin estudios	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	16 a 19	Primer grado	39
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	16 a 19	Segundo grado	213
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	20 a 24	Analfabetos	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	20 a 24	Sin estudios	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	20 a 24	Primer grado	22
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	20 a 24	Segundo grado	316
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	20 a 24	Tercer grado	76
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25 a 29	Analfabetos	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25 a 29	Sin estudios	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25 a 29	Primer grado	32
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25 a 29	Segundo grado	264
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25 a 29	Tercer grado	93
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	30 a 34	Analfabetos	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	30 a 34	Sin estudios	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	30 a 34	Primer grado	37
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	30 a 34	Segundo grado	260
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	30 a 34	Tercer grado	63
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	35 a 39	Analfabetos	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	35 a 39	Sin estudios	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	35 a 39	Primer grado	61
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	35 a 39	Segundo grado	275
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	35 a 39	Tercer grado	60
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	40 a 44	Analfabetos	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	40 a 44	Sin estudios	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	40 a 44	Primer grado	108
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	40 a 44	Segundo grado	240
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	40 a 44	Tercer grado	34
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	45 a 49	Analfabetos	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	45 a 49	Sin estudios	23
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	45 a 49	Primer grado	122
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	45 a 49	Segundo grado	193
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	45 a 49	Tercer grado	29
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	50 a 54	Analfabetos	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	50 a 54	Sin estudios	51
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	50 a 54	Primer grado	170
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	50 a 54	Segundo grado	183
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	50 a 54	Tercer grado	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	55 a 59	Analfabetos	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	55 a 59	Sin estudios	72
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	55 a 59	Primer grado	152
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	55 a 59	Segundo grado	111
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	55 a 59	Tercer grado	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	60 a 64	Analfabetos	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	60 a 64	Sin estudios	86
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	60 a 64	Primer grado	170
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	60 a 64	Segundo grado	64
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	60 a 64	Tercer grado	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	65 a 69	Analfabetos	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	65 a 69	Sin estudios	177
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	65 a 69	Primer grado	221
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	65 a 69	Segundo grado	38
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	70 a 74	Analfabetos	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	70 a 74	Sin estudios	202
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	70 a 74	Primer grado	195
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	70 a 74	Segundo grado	50
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	70 a 74	Tercer grado	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	75 a 79	Analfabetos	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	75 a 79	Sin estudios	216
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	75 a 79	Primer grado	175
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	75 a 79	Segundo grado	20
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	75 a 79	Tercer grado	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	80 a 84	Analfabetos	19
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	80 a 84	Sin estudios	156
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	80 a 84	Primer grado	88
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	80 a 84	Segundo grado	14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	80 a 84	Tercer grado	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	85 a 90	Analfabetos	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	85 a 90	Sin estudios	85
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	85 a 90	Primer grado	45
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	85 a 90	Segundo grado	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	90 ó más	Analfabetos	20
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	90 ó más	Sin estudios	37
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	90 ó más	Primer grado	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	90 ó más	Segundo grado	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	90 ó más	Tercer grado	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	16 a 19	Analfabetos	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	16 a 19	Sin estudios	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	16 a 19	Primer grado	64
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	16 a 19	Segundo grado	224
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	20 a 24	Analfabetos	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	20 a 24	Sin estudios	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	20 a 24	Primer grado	45
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	20 a 24	Segundo grado	373
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	20 a 24	Tercer grado	19
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	25 a 29	Analfabetos	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	25 a 29	Sin estudios	21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	25 a 29	Primer grado	63
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	25 a 29	Segundo grado	367
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	25 a 29	Tercer grado	57
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	30 a 34	Analfabetos	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	30 a 34	Sin estudios	24
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	30 a 34	Primer grado	72
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	30 a 34	Segundo grado	334
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	30 a 34	Tercer grado	40
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	35 a 39	Analfabetos	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	35 a 39	Sin estudios	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	35 a 39	Primer grado	81
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	35 a 39	Segundo grado	319
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	35 a 39	Tercer grado	45
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	40 a 44	Analfabetos	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	40 a 44	Sin estudios	23
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	40 a 44	Primer grado	91
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	40 a 44	Segundo grado	286
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	40 a 44	Tercer grado	32
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	45 a 49	Analfabetos	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	45 a 49	Sin estudios	27
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	45 a 49	Primer grado	115
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	45 a 49	Segundo grado	251
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	45 a 49	Tercer grado	27
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	50 a 54	Analfabetos	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	50 a 54	Sin estudios	41
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	50 a 54	Primer grado	157
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	50 a 54	Segundo grado	173
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	50 a 54	Tercer grado	19
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	55 a 59	Analfabetos	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	55 a 59	Sin estudios	50
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	55 a 59	Primer grado	148
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	55 a 59	Segundo grado	133
