Comarca código	Comarca nombre	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Saldo migratorio
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Asia	2016	26
20	Comunidad de Calatayud	Hombres	1	Europa	2016	-145
20	Comunidad de Calatayud	Hombres	2	África	2016	17
20	Comunidad de Calatayud	Hombres	3	América	2016	5
20	Comunidad de Calatayud	Hombres	4	Asia	2016	9
20	Comunidad de Calatayud	Mujeres	1	Europa	2016	-109
20	Comunidad de Calatayud	Mujeres	2	África	2016	19
20	Comunidad de Calatayud	Mujeres	3	América	2016	15
20	Comunidad de Calatayud	Mujeres	4	Asia	2016	3
21	Campo de Cariñena	Hombres	1	Europa	2016	36
21	Campo de Cariñena	Hombres	2	África	2016	-11
21	Campo de Cariñena	Hombres	3	América	2016	6
21	Campo de Cariñena	Hombres	4	Asia	2016	-3
21	Campo de Cariñena	Mujeres	1	Europa	2016	37
21	Campo de Cariñena	Mujeres	2	África	2016	-1
21	Campo de Cariñena	Mujeres	3	América	2016	4
22	Campo de Belchite	Hombres	1	Europa	2016	-14
22	Campo de Belchite	Hombres	2	África	2016	-4
22	Campo de Belchite	Hombres	3	América	2016	-1
22	Campo de Belchite	Mujeres	1	Europa	2016	-29
22	Campo de Belchite	Mujeres	2	África	2016	-1
22	Campo de Belchite	Mujeres	3	América	2016	-2
23	Bajo Martín	Hombres	1	Europa	2016	-38
23	Bajo Martín	Hombres	2	África	2016	9
23	Bajo Martín	Hombres	3	América	2016	-1
23	Bajo Martín	Hombres	4	Asia	2016	-1
23	Bajo Martín	Hombres	5	Otros continentes	2016	1
23	Bajo Martín	Mujeres	1	Europa	2016	-22
23	Bajo Martín	Mujeres	2	África	2016	3
23	Bajo Martín	Mujeres	3	América	2016	3
23	Bajo Martín	Mujeres	5	Otros continentes	2016	-1
24	Campo de Daroca	Hombres	1	Europa	2016	-24
24	Campo de Daroca	Hombres	2	África	2016	4
24	Campo de Daroca	Hombres	3	América	2016	0
24	Campo de Daroca	Mujeres	1	Europa	2016	-34
24	Campo de Daroca	Mujeres	2	África	2016	4
24	Campo de Daroca	Mujeres	3	América	2016	0
25	Jiloca	Hombres	1	Europa	2016	-65
25	Jiloca	Hombres	2	África	2016	-6
25	Jiloca	Hombres	3	América	2016	9
25	Jiloca	Hombres	4	Asia	2016	0
25	Jiloca	Mujeres	1	Europa	2016	-62
25	Jiloca	Mujeres	2	África	2016	-8
25	Jiloca	Mujeres	3	América	2016	11
25	Jiloca	Mujeres	4	Asia	2016	-2
26	Cuencas Mineras	Hombres	1	Europa	2016	-56
26	Cuencas Mineras	Hombres	2	África	2016	-8
26	Cuencas Mineras	Hombres	3	América	2016	2
26	Cuencas Mineras	Hombres	4	Asia	2016	-6
26	Cuencas Mineras	Mujeres	1	Europa	2016	-54
26	Cuencas Mineras	Mujeres	2	África	2016	7
26	Cuencas Mineras	Mujeres	3	América	2016	0
26	Cuencas Mineras	Mujeres	4	Asia	2016	-2
27	Andorra-Sierra de Arcos	Hombres	1	Europa	2016	-56
27	Andorra-Sierra de Arcos	Hombres	2	África	2016	25
27	Andorra-Sierra de Arcos	Hombres	3	América	2016	5
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2016	1
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2016	-55
27	Andorra-Sierra de Arcos	Mujeres	2	África	2016	20
27	Andorra-Sierra de Arcos	Mujeres	3	América	2016	2
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2016	5
27	Andorra-Sierra de Arcos	Mujeres	5	Otros continentes	2016	-1
28	Bajo Aragón	Hombres	1	Europa	2016	-99
28	Bajo Aragón	Hombres	2	África	2016	32
28	Bajo Aragón	Hombres	3	América	2016	-11
28	Bajo Aragón	Hombres	4	Asia	2016	3
28	Bajo Aragón	Mujeres	1	Europa	2016	-80
28	Bajo Aragón	Mujeres	2	África	2016	13
28	Bajo Aragón	Mujeres	3	América	2016	-17
28	Bajo Aragón	Mujeres	4	Asia	2016	4
29	Comunidad de Teruel	Hombres	1	Europa	2016	-123
29	Comunidad de Teruel	Hombres	2	África	2016	-17
29	Comunidad de Teruel	Hombres	3	América	2016	39
29	Comunidad de Teruel	Hombres	4	Asia	2016	12
29	Comunidad de Teruel	Mujeres	1	Europa	2016	-52
29	Comunidad de Teruel	Mujeres	2	África	2016	19
29	Comunidad de Teruel	Mujeres	3	América	2016	35
29	Comunidad de Teruel	Mujeres	4	Asia	2016	9
30	Maestrazgo	Hombres	1	Europa	2016	-12
30	Maestrazgo	Hombres	2	África	2016	4
30	Maestrazgo	Hombres	3	América	2016	1
30	Maestrazgo	Hombres	4	Asia	2016	-3
30	Maestrazgo	Hombres	5	Otros continentes	2016	-1
30	Maestrazgo	Mujeres	1	Europa	2016	-23
30	Maestrazgo	Mujeres	2	África	2016	6
30	Maestrazgo	Mujeres	3	América	2016	2
30	Maestrazgo	Mujeres	4	Asia	2016	-1
31	Sierra de Albarracín	Hombres	1	Europa	2016	-20
31	Sierra de Albarracín	Hombres	2	África	2016	2
31	Sierra de Albarracín	Hombres	3	América	2016	1
31	Sierra de Albarracín	Mujeres	1	Europa	2016	-25
31	Sierra de Albarracín	Mujeres	2	África	2016	3
31	Sierra de Albarracín	Mujeres	3	América	2016	5
32	Gúdar-Javalambre	Hombres	1	Europa	2016	-34
32	Gúdar-Javalambre	Hombres	2	África	2016	-9
32	Gúdar-Javalambre	Hombres	3	América	2016	-4
32	Gúdar-Javalambre	Hombres	4	Asia	2016	-1
32	Gúdar-Javalambre	Mujeres	1	Europa	2016	-42
32	Gúdar-Javalambre	Mujeres	2	África	2016	-4
32	Gúdar-Javalambre	Mujeres	3	América	2016	0
32	Gúdar-Javalambre	Mujeres	4	Asia	2016	-1
33	Matarraña / Matarranya	Hombres	1	Europa	2016	-4
33	Matarraña / Matarranya	Hombres	2	África	2016	9
33	Matarraña / Matarranya	Hombres	3	América	2016	-2
33	Matarraña / Matarranya	Hombres	4	Asia	2016	-3
33	Matarraña / Matarranya	Mujeres	1	Europa	2016	1
33	Matarraña / Matarranya	Mujeres	2	África	2016	10
33	Matarraña / Matarranya	Mujeres	3	América	2016	3
33	Matarraña / Matarranya	Mujeres	4	Asia	2016	-1
01	La Jacetania	Hombres	1	Europa	2015	-92
01	La Jacetania	Hombres	2	África	2015	-4
01	La Jacetania	Hombres	3	América	2015	-1
01	La Jacetania	Hombres	4	Asia	2015	6
01	La Jacetania	Mujeres	1	Europa	2015	-38
01	La Jacetania	Mujeres	2	África	2015	1
01	La Jacetania	Mujeres	3	América	2015	-4
01	La Jacetania	Mujeres	4	Asia	2015	2
02	Alto Gállego	Hombres	1	Europa	2015	-29
02	Alto Gállego	Hombres	2	África	2015	-7
02	Alto Gállego	Hombres	3	América	2015	-9
02	Alto Gállego	Hombres	4	Asia	2015	1
02	Alto Gállego	Mujeres	1	Europa	2015	-27
02	Alto Gállego	Mujeres	2	África	2015	1
02	Alto Gállego	Mujeres	3	América	2015	-15
02	Alto Gállego	Mujeres	4	Asia	2015	2
03	Sobrarbe	Hombres	1	Europa	2015	-98
03	Sobrarbe	Hombres	2	África	2015	1
03	Sobrarbe	Hombres	3	América	2015	4
03	Sobrarbe	Hombres	4	Asia	2015	1
03	Sobrarbe	Mujeres	1	Europa	2015	-59
03	Sobrarbe	Mujeres	2	África	2015	0
03	Sobrarbe	Mujeres	3	América	2015	5
03	Sobrarbe	Mujeres	4	Asia	2015	3
04	La Ribagorza	Hombres	1	Europa	2015	-52
04	La Ribagorza	Hombres	2	África	2015	-1
04	La Ribagorza	Hombres	3	América	2015	5
04	La Ribagorza	Hombres	5	Otros continentes	2015	3
04	La Ribagorza	Mujeres	1	Europa	2015	-38
04	La Ribagorza	Mujeres	2	África	2015	-3
04	La Ribagorza	Mujeres	3	América	2015	5
04	La Ribagorza	Mujeres	5	Otros continentes	2015	1
05	Cinco Villas	Hombres	1	Europa	2015	-15
05	Cinco Villas	Hombres	2	África	2015	18
05	Cinco Villas	Hombres	3	América	2015	8
05	Cinco Villas	Hombres	4	Asia	2015	-6
05	Cinco Villas	Mujeres	1	Europa	2015	-71
05	Cinco Villas	Mujeres	2	África	2015	29
05	Cinco Villas	Mujeres	3	América	2015	12
05	Cinco Villas	Mujeres	4	Asia	2015	0
05	Cinco Villas	Mujeres	5	Otros continentes	2015	1
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2015	-20
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2015	29
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2015	18
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2015	-6
06	Hoya de Huesca / Plana de Uesca	Hombres	5	Otros continentes	2015	-1
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2015	-40
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2015	50
06	Hoya de Huesca / Plana de Uesca	Mujeres	3	América	2015	63
06	Hoya de Huesca / Plana de Uesca	Mujeres	4	Asia	2015	-1
07	Somontano de Barbastro	Hombres	1	Europa	2015	-20
07	Somontano de Barbastro	Hombres	2	África	2015	12
07	Somontano de Barbastro	Hombres	3	América	2015	9
07	Somontano de Barbastro	Hombres	4	Asia	2015	-3
07	Somontano de Barbastro	Mujeres	1	Europa	2015	-57
07	Somontano de Barbastro	Mujeres	2	África	2015	-11
07	Somontano de Barbastro	Mujeres	3	América	2015	38
07	Somontano de Barbastro	Mujeres	4	Asia	2015	0
08	Cinca Medio	Hombres	1	Europa	2015	-68
08	Cinca Medio	Hombres	2	África	2015	55
08	Cinca Medio	Hombres	3	América	2015	6
08	Cinca Medio	Hombres	4	Asia	2015	-4
08	Cinca Medio	Mujeres	1	Europa	2015	18
08	Cinca Medio	Mujeres	2	África	2015	34
08	Cinca Medio	Mujeres	3	América	2015	16
08	Cinca Medio	Mujeres	4	Asia	2015	-3
09	La Litera / La Llitera	Hombres	1	Europa	2015	-48
09	La Litera / La Llitera	Hombres	2	África	2015	49
09	La Litera / La Llitera	Hombres	3	América	2015	6
09	La Litera / La Llitera	Hombres	4	Asia	2015	0
09	La Litera / La Llitera	Mujeres	1	Europa	2015	-18
09	La Litera / La Llitera	Mujeres	2	África	2015	28
09	La Litera / La Llitera	Mujeres	3	América	2015	9
09	La Litera / La Llitera	Mujeres	4	Asia	2015	-1
09	La Litera / La Llitera	Mujeres	5	Otros continentes	2015	1
10	Los Monegros	Hombres	1	Europa	2015	-76
10	Los Monegros	Hombres	2	África	2015	-8
10	Los Monegros	Hombres	3	América	2015	5
10	Los Monegros	Hombres	4	Asia	2015	4
10	Los Monegros	Mujeres	1	Europa	2015	-66
10	Los Monegros	Mujeres	2	África	2015	-2
10	Los Monegros	Mujeres	3	América	2015	5
10	Los Monegros	Mujeres	4	Asia	2015	1
11	Bajo Cinca / Baix Cinca	Hombres	1	Europa	2015	-49
11	Bajo Cinca / Baix Cinca	Hombres	2	África	2015	73
11	Bajo Cinca / Baix Cinca	Hombres	3	América	2015	3
11	Bajo Cinca / Baix Cinca	Hombres	4	Asia	2015	3
11	Bajo Cinca / Baix Cinca	Mujeres	1	Europa	2015	-25
11	Bajo Cinca / Baix Cinca	Mujeres	2	África	2015	-1
11	Bajo Cinca / Baix Cinca	Mujeres	3	América	2015	-4
11	Bajo Cinca / Baix Cinca	Mujeres	4	Asia	2015	0
12	Tarazona y el Moncayo	Hombres	1	Europa	2015	-10
12	Tarazona y el Moncayo	Hombres	2	África	2015	-3
12	Tarazona y el Moncayo	Hombres	3	América	2015	1
12	Tarazona y el Moncayo	Hombres	4	Asia	2015	-2
12	Tarazona y el Moncayo	Mujeres	1	Europa	2015	-44
12	Tarazona y el Moncayo	Mujeres	2	África	2015	-11
12	Tarazona y el Moncayo	Mujeres	3	América	2015	13
12	Tarazona y el Moncayo	Mujeres	4	Asia	2015	1
13	Campo de Borja	Hombres	1	Europa	2015	2
13	Campo de Borja	Hombres	2	África	2015	-9
13	Campo de Borja	Hombres	3	América	2015	4
13	Campo de Borja	Hombres	4	Asia	2015	-1
13	Campo de Borja	Mujeres	1	Europa	2015	-16
13	Campo de Borja	Mujeres	2	África	2015	0
13	Campo de Borja	Mujeres	3	América	2015	-3
13	Campo de Borja	Mujeres	4	Asia	2015	-2
14	Aranda	Hombres	1	Europa	2015	-6
14	Aranda	Hombres	2	África	2015	-8
14	Aranda	Hombres	3	América	2015	-2
14	Aranda	Mujeres	1	Europa	2015	-33
14	Aranda	Mujeres	2	África	2015	-1
14	Aranda	Mujeres	3	América	2015	2
14	Aranda	Mujeres	4	Asia	2015	1
15	Ribera Alta del Ebro	Hombres	1	Europa	2015	-38
15	Ribera Alta del Ebro	Hombres	2	África	2015	0
15	Ribera Alta del Ebro	Hombres	3	América	2015	-6
15	Ribera Alta del Ebro	Hombres	4	Asia	2015	-1
15	Ribera Alta del Ebro	Hombres	5	Otros continentes	2015	-1
15	Ribera Alta del Ebro	Mujeres	1	Europa	2015	0
15	Ribera Alta del Ebro	Mujeres	2	África	2015	10
15	Ribera Alta del Ebro	Mujeres	3	América	2015	8
15	Ribera Alta del Ebro	Mujeres	4	Asia	2015	0
16	Valdejalón	Hombres	1	Europa	2015	-45
16	Valdejalón	Hombres	2	África	2015	-35
16	Valdejalón	Hombres	3	América	2015	-6
16	Valdejalón	Hombres	4	Asia	2015	-1
16	Valdejalón	Mujeres	1	Europa	2015	-79
16	Valdejalón	Mujeres	2	África	2015	8
16	Valdejalón	Mujeres	3	América	2015	-8
16	Valdejalón	Mujeres	4	Asia	2015	2
17	Central	Hombres	1	Europa	2015	523
17	Central	Hombres	2	África	2015	-489
17	Central	Hombres	3	América	2015	271
17	Central	Hombres	4	Asia	2015	31
17	Central	Hombres	5	Otros continentes	2015	5
17	Central	Mujeres	1	Europa	2015	809
17	Central	Mujeres	2	África	2015	152
17	Central	Mujeres	3	América	2015	539
17	Central	Mujeres	4	Asia	2015	89
17	Central	Mujeres	5	Otros continentes	2015	2
18	Ribera Baja del Ebro	Hombres	1	Europa	2015	-58
18	Ribera Baja del Ebro	Hombres	2	África	2015	13
18	Ribera Baja del Ebro	Hombres	3	América	2015	-4
18	Ribera Baja del Ebro	Hombres	4	Asia	2015	-1
18	Ribera Baja del Ebro	Mujeres	1	Europa	2015	-57
18	Ribera Baja del Ebro	Mujeres	2	África	2015	-7
18	Ribera Baja del Ebro	Mujeres	3	América	2015	-1
18	Ribera Baja del Ebro	Mujeres	4	Asia	2015	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1	Europa	2015	-60
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2	África	2015	-71
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	América	2015	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4	Asia	2015	-14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	5	Otros continentes	2015	-1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	Europa	2015	-90
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	África	2015	0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	América	2015	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Asia	2015	-5
20	Comunidad de Calatayud	Hombres	1	Europa	2015	-152
20	Comunidad de Calatayud	Hombres	2	África	2015	-50
20	Comunidad de Calatayud	Hombres	3	América	2015	-47
20	Comunidad de Calatayud	Hombres	4	Asia	2015	-8
20	Comunidad de Calatayud	Mujeres	1	Europa	2015	-189
20	Comunidad de Calatayud	Mujeres	2	África	2015	-6
20	Comunidad de Calatayud	Mujeres	3	América	2015	-43
20	Comunidad de Calatayud	Mujeres	4	Asia	2015	-6
21	Campo de Cariñena	Hombres	1	Europa	2015	17
21	Campo de Cariñena	Hombres	2	África	2015	-49
21	Campo de Cariñena	Hombres	3	América	2015	0
21	Campo de Cariñena	Hombres	4	Asia	2015	1
21	Campo de Cariñena	Mujeres	1	Europa	2015	20
21	Campo de Cariñena	Mujeres	2	África	2015	0
21	Campo de Cariñena	Mujeres	3	América	2015	0
22	Campo de Belchite	Hombres	1	Europa	2015	-21
22	Campo de Belchite	Hombres	2	África	2015	0
22	Campo de Belchite	Hombres	3	América	2015	-2
22	Campo de Belchite	Mujeres	1	Europa	2015	-42
22	Campo de Belchite	Mujeres	2	África	2015	2
22	Campo de Belchite	Mujeres	3	América	2015	2
23	Bajo Martín	Hombres	1	Europa	2015	-24
23	Bajo Martín	Hombres	2	África	2015	5
23	Bajo Martín	Hombres	3	América	2015	-1
23	Bajo Martín	Hombres	4	Asia	2015	2
23	Bajo Martín	Mujeres	1	Europa	2015	-26
23	Bajo Martín	Mujeres	2	África	2015	8
23	Bajo Martín	Mujeres	3	América	2015	0
24	Campo de Daroca	Hombres	1	Europa	2015	-36
24	Campo de Daroca	Hombres	2	África	2015	3
24	Campo de Daroca	Hombres	3	América	2015	-1
24	Campo de Daroca	Mujeres	1	Europa	2015	-29
24	Campo de Daroca	Mujeres	2	África	2015	-1
24	Campo de Daroca	Mujeres	3	América	2015	-1
25	Jiloca	Hombres	1	Europa	2015	-43
25	Jiloca	Hombres	2	África	2015	-16
25	Jiloca	Hombres	3	América	2015	-5
25	Jiloca	Hombres	4	Asia	2015	-2
25	Jiloca	Mujeres	1	Europa	2015	-68
25	Jiloca	Mujeres	2	África	2015	5
25	Jiloca	Mujeres	3	América	2015	7
25	Jiloca	Mujeres	4	Asia	2015	-2
26	Cuencas Mineras	Hombres	1	Europa	2015	-49
26	Cuencas Mineras	Hombres	2	África	2015	-15
26	Cuencas Mineras	Hombres	3	América	2015	2
26	Cuencas Mineras	Hombres	4	Asia	2015	3
26	Cuencas Mineras	Mujeres	1	Europa	2015	-57
26	Cuencas Mineras	Mujeres	2	África	2015	-1
26	Cuencas Mineras	Mujeres	3	América	2015	-1
26	Cuencas Mineras	Mujeres	4	Asia	2015	1
27	Andorra-Sierra de Arcos	Hombres	1	Europa	2015	-99
27	Andorra-Sierra de Arcos	Hombres	2	África	2015	-5
27	Andorra-Sierra de Arcos	Hombres	3	América	2015	3
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2015	-11
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2015	-79
27	Andorra-Sierra de Arcos	Mujeres	2	África	2015	0
27	Andorra-Sierra de Arcos	Mujeres	3	América	2015	0
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2015	-2
28	Bajo Aragón	Hombres	1	Europa	2015	-93
28	Bajo Aragón	Hombres	2	África	2015	-37
28	Bajo Aragón	Hombres	3	América	2015	-1
28	Bajo Aragón	Hombres	4	Asia	2015	4
28	Bajo Aragón	Mujeres	1	Europa	2015	-111
28	Bajo Aragón	Mujeres	2	África	2015	2
28	Bajo Aragón	Mujeres	3	América	2015	1
28	Bajo Aragón	Mujeres	4	Asia	2015	9
29	Comunidad de Teruel	Hombres	1	Europa	2015	-16
29	Comunidad de Teruel	Hombres	2	África	2015	-41
29	Comunidad de Teruel	Hombres	3	América	2015	-5
29	Comunidad de Teruel	Hombres	4	Asia	2015	5
29	Comunidad de Teruel	Mujeres	1	Europa	2015	22
29	Comunidad de Teruel	Mujeres	2	África	2015	-14
29	Comunidad de Teruel	Mujeres	3	América	2015	-6
29	Comunidad de Teruel	Mujeres	4	Asia	2015	5
30	Maestrazgo	Hombres	1	Europa	2015	-10
30	Maestrazgo	Hombres	2	África	2015	-3
30	Maestrazgo	Hombres	3	América	2015	1
30	Maestrazgo	Hombres	4	Asia	2015	2
30	Maestrazgo	Mujeres	1	Europa	2015	-18
30	Maestrazgo	Mujeres	2	África	2015	5
30	Maestrazgo	Mujeres	3	América	2015	-1
30	Maestrazgo	Mujeres	4	Asia	2015	-5
31	Sierra de Albarracín	Hombres	1	Europa	2015	-5
31	Sierra de Albarracín	Hombres	2	África	2015	1
31	Sierra de Albarracín	Hombres	3	América	2015	-4
31	Sierra de Albarracín	Mujeres	1	Europa	2015	-38
31	Sierra de Albarracín	Mujeres	2	África	2015	1
31	Sierra de Albarracín	Mujeres	3	América	2015	-6
32	Gúdar-Javalambre	Hombres	1	Europa	2015	-86
32	Gúdar-Javalambre	Hombres	2	África	2015	-4
32	Gúdar-Javalambre	Hombres	3	América	2015	-1
32	Gúdar-Javalambre	Hombres	4	Asia	2015	0
32	Gúdar-Javalambre	Mujeres	1	Europa	2015	-58
32	Gúdar-Javalambre	Mujeres	2	África	2015	-9
32	Gúdar-Javalambre	Mujeres	3	América	2015	-1
33	Matarraña / Matarranya	Hombres	1	Europa	2015	-51
33	Matarraña / Matarranya	Hombres	2	África	2015	8
33	Matarraña / Matarranya	Hombres	3	América	2015	-2
33	Matarraña / Matarranya	Hombres	4	Asia	2015	5
33	Matarraña / Matarranya	Hombres	5	Otros continentes	2015	0
33	Matarraña / Matarranya	Mujeres	1	Europa	2015	-11
33	Matarraña / Matarranya	Mujeres	2	África	2015	-4
33	Matarraña / Matarranya	Mujeres	3	América	2015	-4
33	Matarraña / Matarranya	Mujeres	4	Asia	2015	1
01	La Jacetania	Hombres	1	Europa	2014	1
01	La Jacetania	Hombres	2	África	2014	-3
01	La Jacetania	Hombres	3	América	2014	-11
01	La Jacetania	Hombres	4	Asia	2014	-7
01	La Jacetania	Mujeres	1	Europa	2014	-29
01	La Jacetania	Mujeres	2	África	2014	-1
01	La Jacetania	Mujeres	3	América	2014	-18
01	La Jacetania	Mujeres	4	Asia	2014	-5
02	Alto Gállego	Hombres	1	Europa	2014	-2
02	Alto Gállego	Hombres	2	África	2014	5
02	Alto Gállego	Hombres	3	América	2014	-8
02	Alto Gállego	Hombres	4	Asia	2014	-9
02	Alto Gállego	Mujeres	1	Europa	2014	-16
02	Alto Gállego	Mujeres	2	África	2014	7
02	Alto Gállego	Mujeres	3	América	2014	-10
02	Alto Gállego	Mujeres	4	Asia	2014	-2
03	Sobrarbe	Hombres	1	Europa	2014	7
03	Sobrarbe	Hombres	2	África	2014	-3
03	Sobrarbe	Hombres	3	América	2014	2
03	Sobrarbe	Hombres	4	Asia	2014	2
03	Sobrarbe	Mujeres	1	Europa	2014	5
03	Sobrarbe	Mujeres	2	África	2014	2
03	Sobrarbe	Mujeres	3	América	2014	3
04	La Ribagorza	Hombres	1	Europa	2014	-71
04	La Ribagorza	Hombres	2	África	2014	-1
04	La Ribagorza	Hombres	3	América	2014	4
04	La Ribagorza	Hombres	5	Otros continentes	2014	2
04	La Ribagorza	Mujeres	1	Europa	2014	-34
04	La Ribagorza	Mujeres	2	África	2014	1
04	La Ribagorza	Mujeres	3	América	2014	2
04	La Ribagorza	Mujeres	4	Asia	2014	-1
04	La Ribagorza	Mujeres	5	Otros continentes	2014	1
05	Cinco Villas	Hombres	1	Europa	2014	-45
05	Cinco Villas	Hombres	2	África	2014	-32
05	Cinco Villas	Hombres	3	América	2014	-1
05	Cinco Villas	Hombres	4	Asia	2014	1
05	Cinco Villas	Mujeres	1	Europa	2014	-68
05	Cinco Villas	Mujeres	2	África	2014	-1
05	Cinco Villas	Mujeres	3	América	2014	-5
05	Cinco Villas	Mujeres	4	Asia	2014	-4
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2014	-273
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2014	-13
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2014	-20
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2014	-5
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2014	-110
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2014	28
06	Hoya de Huesca / Plana de Uesca	Mujeres	3	América	2014	22
06	Hoya de Huesca / Plana de Uesca	Mujeres	4	Asia	2014	25
06	Hoya de Huesca / Plana de Uesca	Mujeres	5	Otros continentes	2014	3
07	Somontano de Barbastro	Hombres	1	Europa	2014	2
07	Somontano de Barbastro	Hombres	2	África	2014	13
07	Somontano de Barbastro	Hombres	3	América	2014	10
07	Somontano de Barbastro	Hombres	4	Asia	2014	0
07	Somontano de Barbastro	Mujeres	1	Europa	2014	9
07	Somontano de Barbastro	Mujeres	2	África	2014	12
07	Somontano de Barbastro	Mujeres	3	América	2014	2
07	Somontano de Barbastro	Mujeres	4	Asia	2014	-4
08	Cinca Medio	Hombres	1	Europa	2014	-49
08	Cinca Medio	Hombres	2	África	2014	60
08	Cinca Medio	Hombres	3	América	2014	18
08	Cinca Medio	Hombres	4	Asia	2014	-3
08	Cinca Medio	Hombres	5	Otros continentes	2014	-1
08	Cinca Medio	Mujeres	1	Europa	2014	-56
08	Cinca Medio	Mujeres	2	África	2014	23
08	Cinca Medio	Mujeres	3	América	2014	15
08	Cinca Medio	Mujeres	4	Asia	2014	-4
09	La Litera / La Llitera	Hombres	1	Europa	2014	-71
09	La Litera / La Llitera	Hombres	2	África	2014	7
09	La Litera / La Llitera	Hombres	3	América	2014	12
09	La Litera / La Llitera	Hombres	4	Asia	2014	5
09	La Litera / La Llitera	Hombres	5	Otros continentes	2014	2
09	La Litera / La Llitera	Mujeres	1	Europa	2014	-84
09	La Litera / La Llitera	Mujeres	2	África	2014	5
09	La Litera / La Llitera	Mujeres	3	América	2014	4
09	La Litera / La Llitera	Mujeres	4	Asia	2014	3
09	La Litera / La Llitera	Mujeres	5	Otros continentes	2014	2
10	Los Monegros	Hombres	1	Europa	2014	-57
10	Los Monegros	Hombres	2	África	2014	0
10	Los Monegros	Hombres	3	América	2014	0
10	Los Monegros	Hombres	4	Asia	2014	-2
10	Los Monegros	Mujeres	1	Europa	2014	-50
10	Los Monegros	Mujeres	2	África	2014	-1
10	Los Monegros	Mujeres	3	América	2014	1
10	Los Monegros	Mujeres	4	Asia	2014	3
11	Bajo Cinca / Baix Cinca	Hombres	1	Europa	2014	-3
11	Bajo Cinca / Baix Cinca	Hombres	2	África	2014	65
11	Bajo Cinca / Baix Cinca	Hombres	3	América	2014	-1
11	Bajo Cinca / Baix Cinca	Hombres	4	Asia	2014	-3
11	Bajo Cinca / Baix Cinca	Mujeres	1	Europa	2014	-6
11	Bajo Cinca / Baix Cinca	Mujeres	2	África	2014	36
11	Bajo Cinca / Baix Cinca	Mujeres	3	América	2014	-6
11	Bajo Cinca / Baix Cinca	Mujeres	4	Asia	2014	-2
12	Tarazona y el Moncayo	Hombres	1	Europa	2014	-74
12	Tarazona y el Moncayo	Hombres	2	África	2014	8
12	Tarazona y el Moncayo	Hombres	3	América	2014	-1
12	Tarazona y el Moncayo	Hombres	4	Asia	2014	-2
12	Tarazona y el Moncayo	Mujeres	1	Europa	2014	-44
12	Tarazona y el Moncayo	Mujeres	2	África	2014	6
12	Tarazona y el Moncayo	Mujeres	3	América	2014	-15
12	Tarazona y el Moncayo	Mujeres	4	Asia	2014	-2
13	Campo de Borja	Hombres	1	Europa	2014	-27
13	Campo de Borja	Hombres	2	África	2014	-20
13	Campo de Borja	Hombres	3	América	2014	-5
13	Campo de Borja	Hombres	4	Asia	2014	10
13	Campo de Borja	Mujeres	1	Europa	2014	-9
13	Campo de Borja	Mujeres	2	África	2014	-11
13	Campo de Borja	Mujeres	3	América	2014	-1
13	Campo de Borja	Mujeres	4	Asia	2014	8
14	Aranda	Hombres	1	Europa	2014	-11
14	Aranda	Hombres	2	África	2014	0
14	Aranda	Hombres	3	América	2014	-1
14	Aranda	Hombres	4	Asia	2014	0
14	Aranda	Mujeres	1	Europa	2014	-9
14	Aranda	Mujeres	2	África	2014	7
14	Aranda	Mujeres	3	América	2014	-2
14	Aranda	Mujeres	4	Asia	2014	-1
15	Ribera Alta del Ebro	Hombres	1	Europa	2014	-32
15	Ribera Alta del Ebro	Hombres	2	África	2014	-6
