Municipio código	Municipio nombre	Tipo hogar 1	Tipo de hogar 2	Número hogares
44054	Camarena de la Sierra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	40
44054	Camarena de la Sierra	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44055	Camarillas	1- Hogar unipersonal	1- Hogar unipersonal	17
44055	Camarillas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	26
44056	Caminreal	1- Hogar unipersonal	1- Hogar unipersonal	82
44056	Caminreal	2- Hogar multipersonal	3- Hogar multipersonal, una familia	225
44056	Caminreal	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44059	Cantavieja	1- Hogar unipersonal	1- Hogar unipersonal	60
44059	Cantavieja	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44059	Cantavieja	2- Hogar multipersonal	3- Hogar multipersonal, una familia	202
44059	Cantavieja	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44060	Cañada de Benatanduz	1- Hogar unipersonal	1- Hogar unipersonal	7
44060	Cañada de Benatanduz	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44060	Cañada de Benatanduz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	17
44061	Cañada de Verich (La)	1- Hogar unipersonal	1- Hogar unipersonal	14
44061	Cañada de Verich (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
44062	Cañada Vellida	1- Hogar unipersonal	1- Hogar unipersonal	7
44062	Cañada Vellida	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
44063	Cañizar del Olivar	1- Hogar unipersonal	1- Hogar unipersonal	14
44063	Cañizar del Olivar	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
44064	Cascante del Río	1- Hogar unipersonal	1- Hogar unipersonal	21
44064	Cascante del Río	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
44064	Cascante del Río	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44065	Castejón de Tornos	1- Hogar unipersonal	1- Hogar unipersonal	19
44065	Castejón de Tornos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	24
44066	Castel de Cabra	1- Hogar unipersonal	1- Hogar unipersonal	12
44066	Castel de Cabra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	50
44067	Castelnou	1- Hogar unipersonal	1- Hogar unipersonal	14
44067	Castelnou	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44067	Castelnou	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
44068	Castelserás	1- Hogar unipersonal	1- Hogar unipersonal	75
44068	Castelserás	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44068	Castelserás	2- Hogar multipersonal	3- Hogar multipersonal, una familia	233
44070	Castellar (El)	1- Hogar unipersonal	1- Hogar unipersonal	13
44070	Castellar (El)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	25
44071	Castellote	1- Hogar unipersonal	1- Hogar unipersonal	108
44071	Castellote	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44071	Castellote	2- Hogar multipersonal	3- Hogar multipersonal, una familia	224
44071	Castellote	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44074	Cedrillas	1- Hogar unipersonal	1- Hogar unipersonal	43
44074	Cedrillas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	147
44074	Cedrillas	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44075	Celadas	1- Hogar unipersonal	1- Hogar unipersonal	109
44075	Celadas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	91
44076	Cella	1- Hogar unipersonal	1- Hogar unipersonal	271
44076	Cella	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	7
44076	Cella	2- Hogar multipersonal	3- Hogar multipersonal, una familia	808
44077	Cerollera (La)	1- Hogar unipersonal	1- Hogar unipersonal	8
44077	Cerollera (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	33
44080	Codoñera (La)	1- Hogar unipersonal	1- Hogar unipersonal	34
44080	Codoñera (La)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44080	Codoñera (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	94
44082	Corbalán	1- Hogar unipersonal	1- Hogar unipersonal	16
44082	Corbalán	2- Hogar multipersonal	3- Hogar multipersonal, una familia	22
44084	Cortes de Aragón	1- Hogar unipersonal	1- Hogar unipersonal	11
44084	Cortes de Aragón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	39
44085	Cosa	1- Hogar unipersonal	1- Hogar unipersonal	11
44085	Cosa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
44086	Cretas	1- Hogar unipersonal	1- Hogar unipersonal	43
44086	Cretas	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44086	Cretas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	173
44087	Crivillén	1- Hogar unipersonal	1- Hogar unipersonal	15
44087	Crivillén	2- Hogar multipersonal	3- Hogar multipersonal, una familia	33
44088	Cuba (La)	1- Hogar unipersonal	1- Hogar unipersonal	11
44088	Cuba (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	16
44089	Cubla	1- Hogar unipersonal	1- Hogar unipersonal	9
44089	Cubla	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
44090	Cucalón	1- Hogar unipersonal	1- Hogar unipersonal	14
44090	Cucalón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	18
44092	Cuervo (El)	1- Hogar unipersonal	1- Hogar unipersonal	25
44092	Cuervo (El)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44092	Cuervo (El)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
44093	Cuevas de Almudén	1- Hogar unipersonal	1- Hogar unipersonal	9
44093	Cuevas de Almudén	2- Hogar multipersonal	3- Hogar multipersonal, una familia	28
44094	Cuevas Labradas	1- Hogar unipersonal	1- Hogar unipersonal	19
44094	Cuevas Labradas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	44
44096	Ejulve	1- Hogar unipersonal	1- Hogar unipersonal	27
44096	Ejulve	2- Hogar multipersonal	3- Hogar multipersonal, una familia	61
44097	Escorihuela	1- Hogar unipersonal	1- Hogar unipersonal	22
44097	Escorihuela	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44097	Escorihuela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	67
44099	Escucha	1- Hogar unipersonal	1- Hogar unipersonal	71
44099	Escucha	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	8
44099	Escucha	2- Hogar multipersonal	3- Hogar multipersonal, una familia	291
44099	Escucha	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44100	Estercuel	1- Hogar unipersonal	1- Hogar unipersonal	41
44100	Estercuel	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44100	Estercuel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	82
44101	Ferreruela de Huerva	1- Hogar unipersonal	1- Hogar unipersonal	19
44101	Ferreruela de Huerva	2- Hogar multipersonal	3- Hogar multipersonal, una familia	20
44102	Fonfría	1- Hogar unipersonal	1- Hogar unipersonal	2
44102	Fonfría	2- Hogar multipersonal	3- Hogar multipersonal, una familia	10
44103	Formiche Alto	1- Hogar unipersonal	1- Hogar unipersonal	28
44103	Formiche Alto	2- Hogar multipersonal	3- Hogar multipersonal, una familia	52
44103	Formiche Alto	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44105	Fórnoles	1- Hogar unipersonal	1- Hogar unipersonal	25
44105	Fórnoles	2- Hogar multipersonal	3- Hogar multipersonal, una familia	23
44106	Fortanete	1- Hogar unipersonal	1- Hogar unipersonal	30
44106	Fortanete	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44106	Fortanete	2- Hogar multipersonal	3- Hogar multipersonal, una familia	52
44107	Foz-Calanda	1- Hogar unipersonal	1- Hogar unipersonal	28
44107	Foz-Calanda	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44107	Foz-Calanda	2- Hogar multipersonal	3- Hogar multipersonal, una familia	69
44107	Foz-Calanda	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44108	Fresneda (La)	1- Hogar unipersonal	1- Hogar unipersonal	64
44108	Fresneda (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	118
44109	Frías de Albarracín	1- Hogar unipersonal	1- Hogar unipersonal	25
44109	Frías de Albarracín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	40
44110	Fuenferrada	1- Hogar unipersonal	1- Hogar unipersonal	2
44110	Fuenferrada	2- Hogar multipersonal	3- Hogar multipersonal, una familia	17
44111	Fuentes Calientes	1- Hogar unipersonal	1- Hogar unipersonal	14
44111	Fuentes Calientes	2- Hogar multipersonal	3- Hogar multipersonal, una familia	35
44112	Fuentes Claras	1- Hogar unipersonal	1- Hogar unipersonal	77
44112	Fuentes Claras	2- Hogar multipersonal	3- Hogar multipersonal, una familia	181
44113	Fuentes de Rubielos	1- Hogar unipersonal	1- Hogar unipersonal	12
44113	Fuentes de Rubielos	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44113	Fuentes de Rubielos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	28
44114	Fuentespalda	1- Hogar unipersonal	1- Hogar unipersonal	34
44114	Fuentespalda	2- Hogar multipersonal	3- Hogar multipersonal, una familia	98
44115	Galve	1- Hogar unipersonal	1- Hogar unipersonal	12
44115	Galve	2- Hogar multipersonal	3- Hogar multipersonal, una familia	41
44116	Gargallo	1- Hogar unipersonal	1- Hogar unipersonal	12
44116	Gargallo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44116	Gargallo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	34
44117	Gea de Albarracín	1- Hogar unipersonal	1- Hogar unipersonal	58
44117	Gea de Albarracín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	120
44118	Ginebrosa (La)	1- Hogar unipersonal	1- Hogar unipersonal	30
44118	Ginebrosa (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	71
44119	Griegos	1- Hogar unipersonal	1- Hogar unipersonal	18
44119	Griegos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	39
44120	Guadalaviar	1- Hogar unipersonal	1- Hogar unipersonal	24
44120	Guadalaviar	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44120	Guadalaviar	2- Hogar multipersonal	3- Hogar multipersonal, una familia	79
44121	Gúdar	1- Hogar unipersonal	1- Hogar unipersonal	6
44121	Gúdar	2- Hogar multipersonal	3- Hogar multipersonal, una familia	23
44122	Híjar	1- Hogar unipersonal	1- Hogar unipersonal	184
44122	Híjar	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
44122	Híjar	2- Hogar multipersonal	3- Hogar multipersonal, una familia	565
44123	Hinojosa de Jarque	1- Hogar unipersonal	1- Hogar unipersonal	10
44123	Hinojosa de Jarque	2- Hogar multipersonal	3- Hogar multipersonal, una familia	46
44124	Hoz de la Vieja (La)	1- Hogar unipersonal	1- Hogar unipersonal	26
44124	Hoz de la Vieja (La)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44124	Hoz de la Vieja (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	33
44125	Huesa del Común	1- Hogar unipersonal	1- Hogar unipersonal	25
44125	Huesa del Común	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44125	Huesa del Común	2- Hogar multipersonal	3- Hogar multipersonal, una familia	39
44126	Iglesuela del Cid (La)	1- Hogar unipersonal	1- Hogar unipersonal	52
44126	Iglesuela del Cid (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	138
44126	Iglesuela del Cid (La)	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44127	Jabaloyas	1- Hogar unipersonal	1- Hogar unipersonal	11
44127	Jabaloyas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	24
44128	Jarque de la Val	1- Hogar unipersonal	1- Hogar unipersonal	11
44128	Jarque de la Val	2- Hogar multipersonal	3- Hogar multipersonal, una familia	28
44129	Jatiel	1- Hogar unipersonal	1- Hogar unipersonal	10
44129	Jatiel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	15
44130	Jorcas	1- Hogar unipersonal	1- Hogar unipersonal	6
44130	Jorcas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
44131	Josa	1- Hogar unipersonal	1- Hogar unipersonal	14
44131	Josa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	6
44132	Lagueruela	1- Hogar unipersonal	1- Hogar unipersonal	14
44132	Lagueruela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	18
44133	Lanzuela	1- Hogar unipersonal	1- Hogar unipersonal	6
44133	Lanzuela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	8
44135	Libros	1- Hogar unipersonal	1- Hogar unipersonal	32
44135	Libros	2- Hogar multipersonal	3- Hogar multipersonal, una familia	43
44136	Lidón	1- Hogar unipersonal	1- Hogar unipersonal	20
44136	Lidón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	19
44137	Linares de Mora	1- Hogar unipersonal	1- Hogar unipersonal	38
44137	Linares de Mora	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44137	Linares de Mora	2- Hogar multipersonal	3- Hogar multipersonal, una familia	82
44137	Linares de Mora	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44138	Loscos	1- Hogar unipersonal	1- Hogar unipersonal	26
44138	Loscos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	59
44141	Lledó	1- Hogar unipersonal	1- Hogar unipersonal	16
44141	Lledó	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44141	Lledó	2- Hogar multipersonal	3- Hogar multipersonal, una familia	51
44142	Maicas	1- Hogar unipersonal	1- Hogar unipersonal	22
44142	Maicas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	9
44143	Manzanera	1- Hogar unipersonal	1- Hogar unipersonal	75
44143	Manzanera	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44143	Manzanera	2- Hogar multipersonal	3- Hogar multipersonal, una familia	127
44144	Martín del Río	1- Hogar unipersonal	1- Hogar unipersonal	51
44144	Martín del Río	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44144	Martín del Río	2- Hogar multipersonal	3- Hogar multipersonal, una familia	130
44144	Martín del Río	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44145	Mas de las Matas	1- Hogar unipersonal	1- Hogar unipersonal	119
44145	Mas de las Matas	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	5
44145	Mas de las Matas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	391
44146	Mata de los Olmos (La)	1- Hogar unipersonal	1- Hogar unipersonal	23
44146	Mata de los Olmos (La)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44146	Mata de los Olmos (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	71
44147	Mazaleón	1- Hogar unipersonal	1- Hogar unipersonal	57
44147	Mazaleón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	167
44148	Mezquita de Jarque	1- Hogar unipersonal	1- Hogar unipersonal	17
44148	Mezquita de Jarque	2- Hogar multipersonal	3- Hogar multipersonal, una familia	35
44149	Mirambel	1- Hogar unipersonal	1- Hogar unipersonal	13
44149	Mirambel	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44149	Mirambel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	39
44150	Miravete de la Sierra	1- Hogar unipersonal	1- Hogar unipersonal	11
44150	Miravete de la Sierra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	11
44151	Molinos	1- Hogar unipersonal	1- Hogar unipersonal	41
44151	Molinos	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44151	Molinos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	84
44152	Monforte de Moyuela	1- Hogar unipersonal	1- Hogar unipersonal	13
44152	Monforte de Moyuela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	22
44153	Monreal del Campo	1- Hogar unipersonal	1- Hogar unipersonal	212
44153	Monreal del Campo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	4
44153	Monreal del Campo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	652
44153	Monreal del Campo	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44154	Monroyo	1- Hogar unipersonal	1- Hogar unipersonal	36
44154	Monroyo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	104
44155	Montalbán	1- Hogar unipersonal	1- Hogar unipersonal	127
44155	Montalbán	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
44155	Montalbán	2- Hogar multipersonal	3- Hogar multipersonal, una familia	420
44155	Montalbán	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44156	Monteagudo del Castillo	1- Hogar unipersonal	1- Hogar unipersonal	8
44156	Monteagudo del Castillo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	18
44157	Monterde de Albarracín	1- Hogar unipersonal	1- Hogar unipersonal	18
44157	Monterde de Albarracín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	21
44158	Mora de Rubielos	1- Hogar unipersonal	1- Hogar unipersonal	159
44158	Mora de Rubielos	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
44158	Mora de Rubielos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	373
44158	Mora de Rubielos	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44159	Moscardón	1- Hogar unipersonal	1- Hogar unipersonal	15
44159	Moscardón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	12
44160	Mosqueruela	1- Hogar unipersonal	1- Hogar unipersonal	83
44160	Mosqueruela	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	4
44160	Mosqueruela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	177
44160	Mosqueruela	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44161	Muniesa	1- Hogar unipersonal	1- Hogar unipersonal	93
44161	Muniesa	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44161	Muniesa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	205
44163	Noguera de Albarracín	1- Hogar unipersonal	1- Hogar unipersonal	32
44163	Noguera de Albarracín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	45
44164	Nogueras	1- Hogar unipersonal	1- Hogar unipersonal	3
44164	Nogueras	2- Hogar multipersonal	3- Hogar multipersonal, una familia	5
44165	Nogueruelas	1- Hogar unipersonal	1- Hogar unipersonal	35
44165	Nogueruelas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	53
44165	Nogueruelas	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44167	Obón	1- Hogar unipersonal	1- Hogar unipersonal	17
44167	Obón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	22
44168	Odón	1- Hogar unipersonal	1- Hogar unipersonal	20
44168	Odón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44168	Odón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	76
44169	Ojos Negros	1- Hogar unipersonal	1- Hogar unipersonal	71
44169	Ojos Negros	2- Hogar multipersonal	3- Hogar multipersonal, una familia	160
44171	Olba	1- Hogar unipersonal	1- Hogar unipersonal	43
44171	Olba	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	4
44171	Olba	2- Hogar multipersonal	3- Hogar multipersonal, una familia	49
44172	Oliete	1- Hogar unipersonal	1- Hogar unipersonal	75
44172	Oliete	2- Hogar multipersonal	3- Hogar multipersonal, una familia	143
44173	Olmos (Los)	1- Hogar unipersonal	1- Hogar unipersonal	10
44173	Olmos (Los)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	45
44174	Orihuela del Tremedal	1- Hogar unipersonal	1- Hogar unipersonal	95
44174	Orihuela del Tremedal	2- Hogar multipersonal	3- Hogar multipersonal, una familia	160
44174	Orihuela del Tremedal	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44175	Orrios	1- Hogar unipersonal	1- Hogar unipersonal	10
44175	Orrios	2- Hogar multipersonal	3- Hogar multipersonal, una familia	52
44176	Palomar de Arroyos	1- Hogar unipersonal	1- Hogar unipersonal	14
44176	Palomar de Arroyos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	64
44177	Pancrudo	1- Hogar unipersonal	1- Hogar unipersonal	16
44177	Pancrudo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	48
44178	Parras de Castellote (Las)	1- Hogar unipersonal	1- Hogar unipersonal	11
44178	Parras de Castellote (Las)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	25
44179	Peñarroya de Tastavins	1- Hogar unipersonal	1- Hogar unipersonal	46
44179	Peñarroya de Tastavins	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	4
44179	Peñarroya de Tastavins	2- Hogar multipersonal	3- Hogar multipersonal, una familia	147
44179	Peñarroya de Tastavins	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44180	Peracense	1- Hogar unipersonal	1- Hogar unipersonal	21
44180	Peracense	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44180	Peracense	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
44181	Peralejos	1- Hogar unipersonal	1- Hogar unipersonal	10
44181	Peralejos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	26
44182	Perales del Alfambra	1- Hogar unipersonal	1- Hogar unipersonal	26
44182	Perales del Alfambra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	81
44183	Pitarque	1- Hogar unipersonal	1- Hogar unipersonal	21
44183	Pitarque	2- Hogar multipersonal	3- Hogar multipersonal, una familia	25
44184	Plou	1- Hogar unipersonal	1- Hogar unipersonal	11
44184	Plou	2- Hogar multipersonal	3- Hogar multipersonal, una familia	15
44185	Pobo (El)	1- Hogar unipersonal	1- Hogar unipersonal	23
44185	Pobo (El)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	37
44187	Portellada (La)	1- Hogar unipersonal	1- Hogar unipersonal	29
44187	Portellada (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	85
44189	Pozondón	1- Hogar unipersonal	1- Hogar unipersonal	14
44189	Pozondón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
44190	Pozuel del Campo	1- Hogar unipersonal	1- Hogar unipersonal	23
44190	Pozuel del Campo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44190	Pozuel del Campo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
44191	Puebla de Híjar (La)	1- Hogar unipersonal	1- Hogar unipersonal	102
44191	Puebla de Híjar (La)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44191	Puebla de Híjar (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	308
44192	Puebla de Valverde (La)	1- Hogar unipersonal	1- Hogar unipersonal	84
44192	Puebla de Valverde (La)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44192	Puebla de Valverde (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	129
44192	Puebla de Valverde (La)	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44193	Puertomingalvo	1- Hogar unipersonal	1- Hogar unipersonal	22
44193	Puertomingalvo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44193	Puertomingalvo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	43
44194	Ráfales	1- Hogar unipersonal	1- Hogar unipersonal	29
44194	Ráfales	2- Hogar multipersonal	3- Hogar multipersonal, una familia	57
44195	Rillo	1- Hogar unipersonal	1- Hogar unipersonal	16
44195	Rillo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	38
44196	Riodeva	1- Hogar unipersonal	1- Hogar unipersonal	28
44196	Riodeva	2- Hogar multipersonal	3- Hogar multipersonal, una familia	62
44197	Ródenas	1- Hogar unipersonal	1- Hogar unipersonal	14
44197	Ródenas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	23
44198	Royuela	1- Hogar unipersonal	1- Hogar unipersonal	26
44198	Royuela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	64
44199	Rubiales	1- Hogar unipersonal	1- Hogar unipersonal	6
44199	Rubiales	2- Hogar multipersonal	3- Hogar multipersonal, una familia	17
44200	Rubielos de la Cérida	1- Hogar unipersonal	1- Hogar unipersonal	12
44200	Rubielos de la Cérida	2- Hogar multipersonal	3- Hogar multipersonal, una familia	13
44201	Rubielos de Mora	1- Hogar unipersonal	1- Hogar unipersonal	93
44201	Rubielos de Mora	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44201	Rubielos de Mora	2- Hogar multipersonal	3- Hogar multipersonal, una familia	171
44203	Salcedillo	1- Hogar unipersonal	1- Hogar unipersonal	5
44203	Salcedillo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	1
44204	Saldón	1- Hogar unipersonal	1- Hogar unipersonal	10
44204	Saldón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	11
44205	Samper de Calanda	1- Hogar unipersonal	1- Hogar unipersonal	124
44205	Samper de Calanda	2- Hogar multipersonal	3- Hogar multipersonal, una familia	284
44206	San Agustín	1- Hogar unipersonal	1- Hogar unipersonal	32
44206	San Agustín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	32
44207	San Martín del Río	1- Hogar unipersonal	1- Hogar unipersonal	37
44207	San Martín del Río	2- Hogar multipersonal	3- Hogar multipersonal, una familia	90
44208	Santa Cruz de Nogueras	1- Hogar unipersonal	1- Hogar unipersonal	11
44208	Santa Cruz de Nogueras	2- Hogar multipersonal	3- Hogar multipersonal, una familia	6
44209	Santa Eulalia	1- Hogar unipersonal	1- Hogar unipersonal	152
44209	Santa Eulalia	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44209	Santa Eulalia	2- Hogar multipersonal	3- Hogar multipersonal, una familia	338
44210	Sarrión	1- Hogar unipersonal	1- Hogar unipersonal	117
44210	Sarrión	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	5
44210	Sarrión	2- Hogar multipersonal	3- Hogar multipersonal, una familia	284
44210	Sarrión	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44211	Segura de los Baños	1- Hogar unipersonal	1- Hogar unipersonal	6
44211	Segura de los Baños	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
44212	Seno	1- Hogar unipersonal	1- Hogar unipersonal	10
44212	Seno	2- Hogar multipersonal	3- Hogar multipersonal, una familia	13
44213	Singra	1- Hogar unipersonal	1- Hogar unipersonal	14
44213	Singra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
44215	Terriente	1- Hogar unipersonal	1- Hogar unipersonal	24
44215	Terriente	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44215	Terriente	2- Hogar multipersonal	3- Hogar multipersonal, una familia	46
44216	Teruel	1- Hogar unipersonal	1- Hogar unipersonal	2220
44216	Teruel	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	99
44216	Teruel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	8379
44216	Teruel	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	23
44217	Toril y Masegoso	1- Hogar unipersonal	1- Hogar unipersonal	8
44217	Toril y Masegoso	2- Hogar multipersonal	3- Hogar multipersonal, una familia	6
44218	Tormón	1- Hogar unipersonal	1- Hogar unipersonal	10
44218	Tormón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	10
44219	Tornos	1- Hogar unipersonal	1- Hogar unipersonal	47
44219	Tornos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	65
