Comarca código	Comarca nombre	Año	Siglas	Votos	Candidatura
15	Ribera Alta del Ebro	2016	PP-PAR	4659	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
15	Ribera Alta del Ebro	2016	PSOE	4814	PARTIDO SOCIALISTA OBRERO ESPAÑOL
15	Ribera Alta del Ebro	2016	PODEMOS-IU-EQUO	2687	UNIDOS PODEMOS EN ARAGÓN
15	Ribera Alta del Ebro	2016	C's	1804	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
15	Ribera Alta del Ebro	2016	PACMA	122	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
15	Ribera Alta del Ebro	2016	EB	49	ESCAÑOS EN BLANCO
15	Ribera Alta del Ebro	2016	VOX	28	VOX
15	Ribera Alta del Ebro	2016	UPyD	20	UNIÓN PROGRESO Y DEMOCRACIA
15	Ribera Alta del Ebro	2016	RECORTES CERO-GRUPO VERDE	30	RECORTES CERO-GRUPO VERDE
15	Ribera Alta del Ebro	2016	PCPE	12	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
15	Ribera Alta del Ebro	2016	MAS	18	MOVIMIENTO ARAGONÉS SOCIAL
15	Ribera Alta del Ebro	2016	INDEPENDIENTES-FIA	15	INDEPENDIENTES POR ARAGÓN
16	Valdejalón	2016	PP-PAR	5209	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
16	Valdejalón	2016	PSOE	3677	PARTIDO SOCIALISTA OBRERO ESPAÑOL
16	Valdejalón	2016	PODEMOS-IU-EQUO	1842	UNIDOS PODEMOS EN ARAGÓN
16	Valdejalón	2016	C's	1842	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
16	Valdejalón	2016	PACMA	85	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
16	Valdejalón	2016	EB	42	ESCAÑOS EN BLANCO
16	Valdejalón	2016	VOX	36	VOX
16	Valdejalón	2016	UPyD	24	UNIÓN PROGRESO Y DEMOCRACIA
16	Valdejalón	2016	RECORTES CERO-GRUPO VERDE	13	RECORTES CERO-GRUPO VERDE
16	Valdejalón	2016	PCPE	16	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
16	Valdejalón	2016	MAS	7	MOVIMIENTO ARAGONÉS SOCIAL
16	Valdejalón	2016	INDEPENDIENTES-FIA	10	INDEPENDIENTES POR ARAGÓN
17	Central	2016	PP-PAR	135115	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
17	Central	2016	PSOE	90574	PARTIDO SOCIALISTA OBRERO ESPAÑOL
17	Central	2016	PODEMOS-IU-EQUO	86344	UNIDOS PODEMOS EN ARAGÓN
17	Central	2016	C's	71721	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
17	Central	2016	PACMA	4329	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
17	Central	2016	EB	2602	ESCAÑOS EN BLANCO
17	Central	2016	VOX	1363	VOX
17	Central	2016	UPyD	1204	UNIÓN PROGRESO Y DEMOCRACIA
17	Central	2016	RECORTES CERO-GRUPO VERDE	965	RECORTES CERO-GRUPO VERDE
17	Central	2016	PCPE	456	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
17	Central	2016	MAS	487	MOVIMIENTO ARAGONÉS SOCIAL
17	Central	2016	INDEPENDIENTES-FIA	425	INDEPENDIENTES POR ARAGÓN
18	Ribera Baja del Ebro	2016	PP-PAR	1759	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
18	Ribera Baja del Ebro	2016	PSOE	1766	PARTIDO SOCIALISTA OBRERO ESPAÑOL
18	Ribera Baja del Ebro	2016	PODEMOS-IU-EQUO	676	UNIDOS PODEMOS EN ARAGÓN
18	Ribera Baja del Ebro	2016	C's	573	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
18	Ribera Baja del Ebro	2016	PACMA	25	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
18	Ribera Baja del Ebro	2016	EB	16	ESCAÑOS EN BLANCO
18	Ribera Baja del Ebro	2016	VOX	16	VOX
18	Ribera Baja del Ebro	2016	UPyD	13	UNIÓN PROGRESO Y DEMOCRACIA
18	Ribera Baja del Ebro	2016	RECORTES CERO-GRUPO VERDE	5	RECORTES CERO-GRUPO VERDE
18	Ribera Baja del Ebro	2016	PCPE	8	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
18	Ribera Baja del Ebro	2016	MAS	3	MOVIMIENTO ARAGONÉS SOCIAL
18	Ribera Baja del Ebro	2016	INDEPENDIENTES-FIA	2	INDEPENDIENTES POR ARAGÓN
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	PP-PAR	2366	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	PSOE	2120	PARTIDO SOCIALISTA OBRERO ESPAÑOL
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	PODEMOS-IU-EQUO	1101	UNIDOS PODEMOS EN ARAGÓN
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	C's	991	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	PACMA	45	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	EB	28	ESCAÑOS EN BLANCO
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	VOX	23	VOX
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	UPyD	8	UNIÓN PROGRESO Y DEMOCRACIA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	RECORTES CERO-GRUPO VERDE	4	RECORTES CERO-GRUPO VERDE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	PCPE	9	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	MAS	7	MOVIMIENTO ARAGONÉS SOCIAL
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2016	INDEPENDIENTES-FIA	4	INDEPENDIENTES POR ARAGÓN
20	Comunidad de Calatayud	2016	PP-PAR	8380	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
20	Comunidad de Calatayud	2016	PSOE	5930	PARTIDO SOCIALISTA OBRERO ESPAÑOL
20	Comunidad de Calatayud	2016	PODEMOS-IU-EQUO	2857	UNIDOS PODEMOS EN ARAGÓN
20	Comunidad de Calatayud	2016	C's	2696	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
20	Comunidad de Calatayud	2016	PACMA	146	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
20	Comunidad de Calatayud	2016	EB	100	ESCAÑOS EN BLANCO
20	Comunidad de Calatayud	2016	VOX	39	VOX
20	Comunidad de Calatayud	2016	UPyD	31	UNIÓN PROGRESO Y DEMOCRACIA
20	Comunidad de Calatayud	2016	RECORTES CERO-GRUPO VERDE	38	RECORTES CERO-GRUPO VERDE
20	Comunidad de Calatayud	2016	PCPE	16	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
20	Comunidad de Calatayud	2016	MAS	12	MOVIMIENTO ARAGONÉS SOCIAL
20	Comunidad de Calatayud	2016	INDEPENDIENTES-FIA	12	INDEPENDIENTES POR ARAGÓN
21	Campo de Cariñena	2016	PP-PAR	2209	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
21	Campo de Cariñena	2016	PSOE	1683	PARTIDO SOCIALISTA OBRERO ESPAÑOL
21	Campo de Cariñena	2016	PODEMOS-IU-EQUO	729	UNIDOS PODEMOS EN ARAGÓN
21	Campo de Cariñena	2016	C's	597	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
21	Campo de Cariñena	2016	PACMA	29	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
21	Campo de Cariñena	2016	EB	21	ESCAÑOS EN BLANCO
21	Campo de Cariñena	2016	VOX	18	VOX
21	Campo de Cariñena	2016	UPyD	7	UNIÓN PROGRESO Y DEMOCRACIA
21	Campo de Cariñena	2016	RECORTES CERO-GRUPO VERDE	2	RECORTES CERO-GRUPO VERDE
21	Campo de Cariñena	2016	PCPE	5	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
21	Campo de Cariñena	2016	MAS	2	MOVIMIENTO ARAGONÉS SOCIAL
21	Campo de Cariñena	2016	INDEPENDIENTES-FIA	3	INDEPENDIENTES POR ARAGÓN
22	Campo de Belchite	2016	PP-PAR	1528	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
22	Campo de Belchite	2016	PSOE	790	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22	Campo de Belchite	2016	PODEMOS-IU-EQUO	356	UNIDOS PODEMOS EN ARAGÓN
22	Campo de Belchite	2016	C's	300	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
22	Campo de Belchite	2016	PACMA	17	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
22	Campo de Belchite	2016	EB	11	ESCAÑOS EN BLANCO
22	Campo de Belchite	2016	VOX	8	VOX
22	Campo de Belchite	2016	UPyD	5	UNIÓN PROGRESO Y DEMOCRACIA
22	Campo de Belchite	2016	RECORTES CERO-GRUPO VERDE	4	RECORTES CERO-GRUPO VERDE
22	Campo de Belchite	2016	PCPE	3	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
22	Campo de Belchite	2016	MAS	0	MOVIMIENTO ARAGONÉS SOCIAL
22	Campo de Belchite	2016	INDEPENDIENTES-FIA	4	INDEPENDIENTES POR ARAGÓN
23	Bajo Martín	2016	PP-PAR	1458	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
23	Bajo Martín	2016	PSOE	1156	PARTIDO SOCIALISTA OBRERO ESPAÑOL
23	Bajo Martín	2016	PODEMOS-IU-EQUO	632	UNIDOS PODEMOS EN ARAGÓN
23	Bajo Martín	2016	C's	413	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
23	Bajo Martín	2016	PACMA	6	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
23	Bajo Martín	2016	EB	8	ESCAÑOS EN BLANCO
23	Bajo Martín	2016	RECORTES CERO-GRUPO VERDE	4	RECORTES CERO-GRUPO VERDE
23	Bajo Martín	2016	PCPE	4	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
23	Bajo Martín	2016	MAS	1	MOVIMIENTO ARAGONÉS SOCIAL
23	Bajo Martín	2016	INDEPENDIENTES-FIA	0	INDEPENDIENTES POR ARAGÓN
23	Bajo Martín	2016	FE de las JONS	3	FALANGE ESPAÑOLA DE LAS JONS
23	Bajo Martín	2016	UDT	0	UNIÓN DE TODOS
24	Campo de Daroca	2016	PP-PAR	1812	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
24	Campo de Daroca	2016	PSOE	837	PARTIDO SOCIALISTA OBRERO ESPAÑOL
24	Campo de Daroca	2016	PODEMOS-IU-EQUO	377	UNIDOS PODEMOS EN ARAGÓN
24	Campo de Daroca	2016	C's	417	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
24	Campo de Daroca	2016	PACMA	20	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
24	Campo de Daroca	2016	EB	31	ESCAÑOS EN BLANCO
24	Campo de Daroca	2016	VOX	9	VOX
24	Campo de Daroca	2016	UPyD	5	UNIÓN PROGRESO Y DEMOCRACIA
24	Campo de Daroca	2016	RECORTES CERO-GRUPO VERDE	5	RECORTES CERO-GRUPO VERDE
24	Campo de Daroca	2016	PCPE	4	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
24	Campo de Daroca	2016	MAS	2	MOVIMIENTO ARAGONÉS SOCIAL
24	Campo de Daroca	2016	INDEPENDIENTES-FIA	2	INDEPENDIENTES POR ARAGÓN
25	Jiloca	2016	PP-PAR	3421	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
25	Jiloca	2016	PSOE	1624	PARTIDO SOCIALISTA OBRERO ESPAÑOL
25	Jiloca	2016	PODEMOS-IU-EQUO	808	UNIDOS PODEMOS EN ARAGÓN
25	Jiloca	2016	C's	825	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
25	Jiloca	2016	PACMA	20	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
25	Jiloca	2016	EB	24	ESCAÑOS EN BLANCO
25	Jiloca	2016	RECORTES CERO-GRUPO VERDE	17	RECORTES CERO-GRUPO VERDE
25	Jiloca	2016	PCPE	4	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
25	Jiloca	2016	MAS	4	MOVIMIENTO ARAGONÉS SOCIAL
25	Jiloca	2016	INDEPENDIENTES-FIA	1	INDEPENDIENTES POR ARAGÓN
25	Jiloca	2016	FE de las JONS	8	FALANGE ESPAÑOLA DE LAS JONS
25	Jiloca	2016	UDT	3	UNIÓN DE TODOS
26	Cuencas Mineras	2016	PP-PAR	1481	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
26	Cuencas Mineras	2016	PSOE	1860	PARTIDO SOCIALISTA OBRERO ESPAÑOL
26	Cuencas Mineras	2016	PODEMOS-IU-EQUO	789	UNIDOS PODEMOS EN ARAGÓN
26	Cuencas Mineras	2016	C's	483	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
26	Cuencas Mineras	2016	PACMA	44	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
26	Cuencas Mineras	2016	EB	15	ESCAÑOS EN BLANCO
26	Cuencas Mineras	2016	RECORTES CERO-GRUPO VERDE	4	RECORTES CERO-GRUPO VERDE
26	Cuencas Mineras	2016	PCPE	7	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
26	Cuencas Mineras	2016	MAS	5	MOVIMIENTO ARAGONÉS SOCIAL
26	Cuencas Mineras	2016	INDEPENDIENTES-FIA	5	INDEPENDIENTES POR ARAGÓN
26	Cuencas Mineras	2016	FE de las JONS	9	FALANGE ESPAÑOLA DE LAS JONS
26	Cuencas Mineras	2016	UDT	1	UNIÓN DE TODOS
27	Andorra-Sierra de Arcos	2016	PP-PAR	1729	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
27	Andorra-Sierra de Arcos	2016	PSOE	1851	PARTIDO SOCIALISTA OBRERO ESPAÑOL
27	Andorra-Sierra de Arcos	2016	PODEMOS-IU-EQUO	1201	UNIDOS PODEMOS EN ARAGÓN
27	Andorra-Sierra de Arcos	2016	C's	640	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
27	Andorra-Sierra de Arcos	2016	PACMA	43	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
27	Andorra-Sierra de Arcos	2016	EB	12	ESCAÑOS EN BLANCO
27	Andorra-Sierra de Arcos	2016	RECORTES CERO-GRUPO VERDE	4	RECORTES CERO-GRUPO VERDE
27	Andorra-Sierra de Arcos	2016	PCPE	6	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
27	Andorra-Sierra de Arcos	2016	MAS	2	MOVIMIENTO ARAGONÉS SOCIAL
27	Andorra-Sierra de Arcos	2016	INDEPENDIENTES-FIA	3	INDEPENDIENTES POR ARAGÓN
27	Andorra-Sierra de Arcos	2016	FE de las JONS	11	FALANGE ESPAÑOLA DE LAS JONS
27	Andorra-Sierra de Arcos	2016	UDT	1	UNIÓN DE TODOS
28	Bajo Aragón	2016	PP-PAR	5856	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
28	Bajo Aragón	2016	PSOE	3874	PARTIDO SOCIALISTA OBRERO ESPAÑOL
28	Bajo Aragón	2016	PODEMOS-IU-EQUO	2799	UNIDOS PODEMOS EN ARAGÓN
28	Bajo Aragón	2016	C's	2056	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
28	Bajo Aragón	2016	PACMA	112	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
28	Bajo Aragón	2016	EB	53	ESCAÑOS EN BLANCO
28	Bajo Aragón	2016	RECORTES CERO-GRUPO VERDE	24	RECORTES CERO-GRUPO VERDE
28	Bajo Aragón	2016	PCPE	17	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
28	Bajo Aragón	2016	MAS	18	MOVIMIENTO ARAGONÉS SOCIAL
28	Bajo Aragón	2016	INDEPENDIENTES-FIA	6	INDEPENDIENTES POR ARAGÓN
28	Bajo Aragón	2016	FE de las JONS	43	FALANGE ESPAÑOLA DE LAS JONS
28	Bajo Aragón	2016	UDT	9	UNIÓN DE TODOS
29	Comunidad de Teruel	2016	PP-PAR	11072	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
29	Comunidad de Teruel	2016	PSOE	5907	PARTIDO SOCIALISTA OBRERO ESPAÑOL
29	Comunidad de Teruel	2016	PODEMOS-IU-EQUO	3887	UNIDOS PODEMOS EN ARAGÓN
29	Comunidad de Teruel	2016	C's	3778	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
29	Comunidad de Teruel	2016	PACMA	113	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
29	Comunidad de Teruel	2016	EB	101	ESCAÑOS EN BLANCO
29	Comunidad de Teruel	2016	RECORTES CERO-GRUPO VERDE	47	RECORTES CERO-GRUPO VERDE
29	Comunidad de Teruel	2016	PCPE	16	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
29	Comunidad de Teruel	2016	MAS	21	MOVIMIENTO ARAGONÉS SOCIAL
29	Comunidad de Teruel	2016	INDEPENDIENTES-FIA	14	INDEPENDIENTES POR ARAGÓN
29	Comunidad de Teruel	2016	FE de las JONS	51	FALANGE ESPAÑOLA DE LAS JONS
29	Comunidad de Teruel	2016	UDT	30	UNIÓN DE TODOS
30	Maestrazgo	2016	PP-PAR	905	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
30	Maestrazgo	2016	PSOE	425	PARTIDO SOCIALISTA OBRERO ESPAÑOL
30	Maestrazgo	2016	PODEMOS-IU-EQUO	313	UNIDOS PODEMOS EN ARAGÓN
30	Maestrazgo	2016	C's	202	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
30	Maestrazgo	2016	PACMA	7	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
30	Maestrazgo	2016	EB	4	ESCAÑOS EN BLANCO
30	Maestrazgo	2016	RECORTES CERO-GRUPO VERDE	6	RECORTES CERO-GRUPO VERDE
30	Maestrazgo	2016	PCPE	3	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
30	Maestrazgo	2016	MAS	2	MOVIMIENTO ARAGONÉS SOCIAL
30	Maestrazgo	2016	INDEPENDIENTES-FIA	0	INDEPENDIENTES POR ARAGÓN
30	Maestrazgo	2016	FE de las JONS	4	FALANGE ESPAÑOLA DE LAS JONS
30	Maestrazgo	2016	UDT	0	UNIÓN DE TODOS
31	Sierra de Albarracín	2016	PP-PAR	1191	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
31	Sierra de Albarracín	2016	PSOE	798	PARTIDO SOCIALISTA OBRERO ESPAÑOL
31	Sierra de Albarracín	2016	PODEMOS-IU-EQUO	446	UNIDOS PODEMOS EN ARAGÓN
31	Sierra de Albarracín	2016	C's	336	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
31	Sierra de Albarracín	2016	PACMA	8	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
31	Sierra de Albarracín	2016	EB	9	ESCAÑOS EN BLANCO
31	Sierra de Albarracín	2016	RECORTES CERO-GRUPO VERDE	3	RECORTES CERO-GRUPO VERDE
31	Sierra de Albarracín	2016	PCPE	2	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
31	Sierra de Albarracín	2016	MAS	2	MOVIMIENTO ARAGONÉS SOCIAL
31	Sierra de Albarracín	2016	INDEPENDIENTES-FIA	1	INDEPENDIENTES POR ARAGÓN
31	Sierra de Albarracín	2016	FE de las JONS	7	FALANGE ESPAÑOLA DE LAS JONS
31	Sierra de Albarracín	2016	UDT	0	UNIÓN DE TODOS
32	Gúdar-Javalambre	2016	PP-PAR	1894	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
32	Gúdar-Javalambre	2016	PSOE	1117	PARTIDO SOCIALISTA OBRERO ESPAÑOL
32	Gúdar-Javalambre	2016	PODEMOS-IU-EQUO	706	UNIDOS PODEMOS EN ARAGÓN
32	Gúdar-Javalambre	2016	C's	528	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
32	Gúdar-Javalambre	2016	PACMA	20	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
32	Gúdar-Javalambre	2016	EB	9	ESCAÑOS EN BLANCO
32	Gúdar-Javalambre	2016	RECORTES CERO-GRUPO VERDE	3	RECORTES CERO-GRUPO VERDE
32	Gúdar-Javalambre	2016	PCPE	7	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
32	Gúdar-Javalambre	2016	MAS	4	MOVIMIENTO ARAGONÉS SOCIAL
32	Gúdar-Javalambre	2016	INDEPENDIENTES-FIA	2	INDEPENDIENTES POR ARAGÓN
32	Gúdar-Javalambre	2016	FE de las JONS	14	FALANGE ESPAÑOLA DE LAS JONS
32	Gúdar-Javalambre	2016	UDT	2	UNIÓN DE TODOS
33	Matarraña / Matarranya	2016	PP-PAR	1830	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
33	Matarraña / Matarranya	2016	PSOE	1026	PARTIDO SOCIALISTA OBRERO ESPAÑOL
33	Matarraña / Matarranya	2016	PODEMOS-IU-EQUO	866	UNIDOS PODEMOS EN ARAGÓN
33	Matarraña / Matarranya	2016	C's	569	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
33	Matarraña / Matarranya	2016	PACMA	26	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
33	Matarraña / Matarranya	2016	EB	10	ESCAÑOS EN BLANCO
33	Matarraña / Matarranya	2016	RECORTES CERO-GRUPO VERDE	8	RECORTES CERO-GRUPO VERDE
33	Matarraña / Matarranya	2016	PCPE	4	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
33	Matarraña / Matarranya	2016	MAS	1	MOVIMIENTO ARAGONÉS SOCIAL
33	Matarraña / Matarranya	2016	INDEPENDIENTES-FIA	7	INDEPENDIENTES POR ARAGÓN
33	Matarraña / Matarranya	2016	FE de las JONS	10	FALANGE ESPAÑOLA DE LAS JONS
33	Matarraña / Matarranya	2016	UDT	2	UNIÓN DE TODOS
01	La Jacetania	2015	IU-CHA-UPeC	660	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
01	La Jacetania	2015	UPyD	73	UNIÓN PROGRESO Y DEMOCRACIA
01	La Jacetania	2015	PACMA	78	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
01	La Jacetania	2015	EB	28	ESCAÑOS EN BLANCO
01	La Jacetania	2015	VOX	0	VOX
01	La Jacetania	2015	RECORTES CERO-GRUPO VERDE	17	RECORTES CERO-GRUPO VERDE
01	La Jacetania	2015	PCPE	19	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
01	La Jacetania	2015	F.I.A.	2805	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
01	La Jacetania	2015	INDEPENDIENTES-FIA	14	INDEPENDIENTES POR ARAGÓN
01	La Jacetania	2015	ALTOARAGONenCOMUN	2353	Alto Aragón en Común
01	La Jacetania	2015	PCTE	80	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
01	La Jacetania	2015	MAS	2105	MOVIMIENTO ARAGONES SOCIAL
01	La Jacetania	2015	TA	1672	TIERRA ARAGONESA
02	Alto Gállego	2015	IU-CHA-UPeC	466	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
02	Alto Gállego	2015	UPyD	41	UNIÓN PROGRESO Y DEMOCRACIA
02	Alto Gállego	2015	PACMA	61	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
02	Alto Gállego	2015	EB	34	ESCAÑOS EN BLANCO
02	Alto Gállego	2015	RECORTES CERO-GRUPO VERDE	14	RECORTES CERO-GRUPO VERDE
02	Alto Gállego	2015	PCPE	11	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
02	Alto Gállego	2015	F.I.A.	2147	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
02	Alto Gállego	2015	INDEPENDIENTES-FIA	10	INDEPENDIENTES POR ARAGÓN
02	Alto Gállego	2015	ALTOARAGONenCOMUN	1835	Alto Aragón en Común
02	Alto Gállego	2015	MAS	1641	MOVIMIENTO ARAGONES SOCIAL
02	Alto Gállego	2015	TA	1128	TIERRA ARAGONESA
03	Sobrarbe	2015	IU-CHA-UPeC	243	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
03	Sobrarbe	2015	UPyD	29	UNIÓN PROGRESO Y DEMOCRACIA
03	Sobrarbe	2015	PACMA	13	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
03	Sobrarbe	2015	EB	15	ESCAÑOS EN BLANCO
03	Sobrarbe	2015	RECORTES CERO-GRUPO VERDE	6	RECORTES CERO-GRUPO VERDE
03	Sobrarbe	2015	PCPE	8	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
03	Sobrarbe	2015	F.I.A.	1385	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
03	Sobrarbe	2015	INDEPENDIENTES-FIA	3	INDEPENDIENTES POR ARAGÓN
03	Sobrarbe	2015	ALTOARAGONenCOMUN	1096	Alto Aragón en Común
03	Sobrarbe	2015	MAS	822	MOVIMIENTO ARAGONES SOCIAL
03	Sobrarbe	2015	TA	584	TIERRA ARAGONESA
04	La Ribagorza	2015	IU-CHA-UPeC	319	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
04	La Ribagorza	2015	UPyD	43	UNIÓN PROGRESO Y DEMOCRACIA
04	La Ribagorza	2015	PACMA	43	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
04	La Ribagorza	2015	EB	36	ESCAÑOS EN BLANCO
04	La Ribagorza	2015	RECORTES CERO-GRUPO VERDE	12	RECORTES CERO-GRUPO VERDE
04	La Ribagorza	2015	PCPE	9	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
04	La Ribagorza	2015	F.I.A.	2386	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
04	La Ribagorza	2015	INDEPENDIENTES-FIA	6	INDEPENDIENTES POR ARAGÓN
04	La Ribagorza	2015	ALTOARAGONenCOMUN	1510	Alto Aragón en Común
04	La Ribagorza	2015	MAS	1358	MOVIMIENTO ARAGONES SOCIAL
04	La Ribagorza	2015	TA	951	TIERRA ARAGONESA
05	Cinco Villas	2015	IU-CHA-UPeC	897	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
05	Cinco Villas	2015	UPyD	89	UNIÓN PROGRESO Y DEMOCRACIA
05	Cinco Villas	2015	PACMA	45	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
05	Cinco Villas	2015	EB	43	ESCAÑOS EN BLANCO
