Mes (código)	Mes y año	Provincia código	Provincia nombre	Sexo	Nacionalidad	Afiliaciones en alta
201206	Junio 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	164
201206	Junio 2012	50	Zaragoza	Hombres	Españoles	184032
201206	Junio 2012	50	Zaragoza	Mujeres	Españoles	148773
201206	Junio 2012	50	Zaragoza	Hombres	No consta	32
201206	Junio 2012	50	Zaragoza	Mujeres	No consta	30
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	10558
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	10171
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	5
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	4
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	14883
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10637
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2241
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1637
201203	Marzo 2012	22	Huesca	Hombres	Españoles	43166
201203	Marzo 2012	22	Huesca	Mujeres	Españoles	32977
201203	Marzo 2012	22	Huesca	Hombres	No consta	1
201203	Marzo 2012	22	Huesca	Mujeres	No consta	8
201203	Marzo 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2599
201203	Marzo 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1555
201203	Marzo 2012	22	Huesca	Hombres	Extranjeros no comunitarios	3219
201203	Marzo 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1496
201203	Marzo 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	662
201203	Marzo 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	425
201203	Marzo 2012	44	Teruel	Hombres	Españoles	25580
201203	Marzo 2012	44	Teruel	Mujeres	Españoles	19149
201203	Marzo 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1470
201203	Marzo 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1126
201203	Marzo 2012	44	Teruel	Hombres	Extranjeros no comunitarios	2177
201203	Marzo 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	860
201203	Marzo 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	358
201203	Marzo 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	124
201203	Marzo 2012	50	Zaragoza	Hombres	Españoles	182925
201203	Marzo 2012	50	Zaragoza	Mujeres	Españoles	149847
201203	Marzo 2012	50	Zaragoza	Hombres	No consta	26
201203	Marzo 2012	50	Zaragoza	Mujeres	No consta	22
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	8836
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	7228
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	4
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	3
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	12186
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9810
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2246
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1443
201112	Diciembre 2011	22	Huesca	Hombres	Españoles	43339
201112	Diciembre 2011	22	Huesca	Mujeres	Españoles	33496
201112	Diciembre 2011	22	Huesca	Hombres	No consta	2
201112	Diciembre 2011	22	Huesca	Mujeres	No consta	6
201112	Diciembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2241
201112	Diciembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1542
201112	Diciembre 2011	22	Huesca	Hombres	Extranjeros no comunitarios	2877
201112	Diciembre 2011	22	Huesca	Mujeres	Extranjeros no comunitarios	1536
201112	Diciembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	629
201112	Diciembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	455
201112	Diciembre 2011	44	Teruel	Hombres	Españoles	25859
201112	Diciembre 2011	44	Teruel	Mujeres	Españoles	19318
201112	Diciembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1464
201112	Diciembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1166
201112	Diciembre 2011	44	Teruel	Hombres	Extranjeros no comunitarios	2039
201112	Diciembre 2011	44	Teruel	Mujeres	Extranjeros no comunitarios	874
201112	Diciembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	323
201112	Diciembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	143
201112	Diciembre 2011	50	Zaragoza	Hombres	Españoles	183839
201112	Diciembre 2011	50	Zaragoza	Mujeres	Españoles	151704
201112	Diciembre 2011	50	Zaragoza	Hombres	No consta	25
201112	Diciembre 2011	50	Zaragoza	Mujeres	No consta	25
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	8551
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	6986
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	4
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	4
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	12680
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9672
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2491
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1419
201109	Septiembre 2011	22	Huesca	Hombres	Españoles	43548
201109	Septiembre 2011	22	Huesca	Mujeres	Españoles	33006
201109	Septiembre 2011	22	Huesca	Hombres	No consta	2
201109	Septiembre 2011	22	Huesca	Mujeres	No consta	6
201109	Septiembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2713
201109	Septiembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1838
201109	Septiembre 2011	22	Huesca	Hombres	Extranjeros no comunitarios	3080
201109	Septiembre 2011	22	Huesca	Mujeres	Extranjeros no comunitarios	1582
201109	Septiembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	672
201109	Septiembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	463
201109	Septiembre 2011	44	Teruel	Hombres	Españoles	26459
201109	Septiembre 2011	44	Teruel	Mujeres	Españoles	19526
201109	Septiembre 2011	44	Teruel	Hombres	No consta	1
201109	Septiembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1651
201109	Septiembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1412
201109	Septiembre 2011	44	Teruel	Hombres	Extranjeros no comunitarios	2221
201109	Septiembre 2011	44	Teruel	Mujeres	Extranjeros no comunitarios	930
201109	Septiembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	381
201109	Septiembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	163
201109	Septiembre 2011	50	Zaragoza	Hombres	Españoles	188319
201109	Septiembre 2011	50	Zaragoza	Mujeres	Españoles	152469
201109	Septiembre 2011	50	Zaragoza	Hombres	No consta	29
201109	Septiembre 2011	50	Zaragoza	Mujeres	No consta	30
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	9644
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	7708
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	3
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	4
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	13497
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10208
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2600
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1536
201106	Junio 2011	22	Huesca	Hombres	No consta	51907
201106	Junio 2011	22	Huesca	Mujeres	No consta	37766
201106	Junio 2011	44	Teruel	Hombres	No consta	31264
201106	Junio 2011	44	Teruel	Mujeres	No consta	21930
201106	Junio 2011	50	Zaragoza	Hombres	No consta	215979
201106	Junio 2011	50	Zaragoza	Mujeres	No consta	169229
201106	Junio 2011	99	No consta	Hombres	No consta	76
201106	Junio 2011	99	No consta	Mujeres	No consta	74
201103	Marzo 2011	22	Huesca	Hombres	No consta	50560
201103	Marzo 2011	22	Huesca	Mujeres	No consta	37017
201103	Marzo 2011	44	Teruel	Hombres	No consta	30691
201103	Marzo 2011	44	Teruel	Mujeres	No consta	21523
201103	Marzo 2011	50	Zaragoza	Hombres	No consta	213391
201103	Marzo 2011	50	Zaragoza	Mujeres	No consta	169953
201103	Marzo 2011	99	No consta	Hombres	No consta	76
201103	Marzo 2011	99	No consta	Mujeres	No consta	84
201012	Diciembre 2010	22	Huesca	Hombres	No consta	51286
201012	Diciembre 2010	22	Huesca	Mujeres	No consta	37884
201012	Diciembre 2010	44	Teruel	Hombres	No consta	31342
201012	Diciembre 2010	44	Teruel	Mujeres	No consta	21862
201012	Diciembre 2010	50	Zaragoza	Hombres	No consta	214724
201012	Diciembre 2010	50	Zaragoza	Mujeres	No consta	172637
201012	Diciembre 2010	99	No consta	Hombres	No consta	68
201012	Diciembre 2010	99	No consta	Mujeres	No consta	66
201009	Septiembre 2010	22	Huesca	Hombres	No consta	52078
201009	Septiembre 2010	22	Huesca	Mujeres	No consta	37549
201009	Septiembre 2010	44	Teruel	Hombres	No consta	32291
201009	Septiembre 2010	44	Teruel	Mujeres	No consta	22227
201009	Septiembre 2010	50	Zaragoza	Hombres	No consta	219549
201009	Septiembre 2010	50	Zaragoza	Mujeres	No consta	171548
201009	Septiembre 2010	99	No consta	Hombres	No consta	78
201009	Septiembre 2010	99	No consta	Mujeres	No consta	76
201006	Junio 2010	22	Huesca	Hombres	No consta	53659
201006	Junio 2010	22	Huesca	Mujeres	No consta	37946
201006	Junio 2010	44	Teruel	Hombres	No consta	32583
201006	Junio 2010	44	Teruel	Mujeres	No consta	22122
201006	Junio 2010	50	Zaragoza	Hombres	No consta	221670
201006	Junio 2010	50	Zaragoza	Mujeres	No consta	170317
201006	Junio 2010	99	No consta	Hombres	No consta	86
201006	Junio 2010	99	No consta	Mujeres	No consta	74
201003	Marzo 2010	22	Huesca	Hombres	No consta	52467
201003	Marzo 2010	22	Huesca	Mujeres	No consta	37570
201003	Marzo 2010	44	Teruel	Hombres	No consta	31864
201003	Marzo 2010	44	Teruel	Mujeres	No consta	21862
201003	Marzo 2010	50	Zaragoza	Hombres	No consta	217887
201003	Marzo 2010	50	Zaragoza	Mujeres	No consta	169818
201003	Marzo 2010	99	No consta	Hombres	No consta	75
201003	Marzo 2010	99	No consta	Mujeres	No consta	73
